1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,78,80,82,84,86,88,90,91,92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HV BG 1 T,HV BG 2 T,HVP BG 2 T
Time [h],1000000413,1000000474,1000000535,1000000726,1000000781,1000001095,1000001166,1000002098,1000002221,1000002479,1000002532,1000004170,1000005888,1000006109,1000008094,1000010236,1000015549,1000021130,1000024142,1000024246,1000027331,1000030660,1000037267,1000037332,1000040707,1000044364,1000044444,1000067215,1000067274,1000067326,1000067362,1000067386,1000067387,1000067461,1000067492,1000067493,1000067598,1000067603,1000067653,1000067700,1000067701,1000067853,1000067854,1000067888,1000067931,1000067932,1000067969,1000068017,1000068020,1000068021,1000068068,1000068069,1000068096,1000068101,1000068180,1000068183,1000068184,1000068371,1000068545,1000068582,1000068670,1000068671,1000068673,1000068674,1000068736,1000068737,1000068751,1000068762,1000069172,1000069777,1000069916,1000070799,1000070985,1000070999,1000071087,1000071247,1000000372,1000000480,1000000671
0.1,1660.95,1580.68,1705.14,1239.61,1951.13,1531.46,1598.57,1691.74,1366.04,1029.59,1519.33,1561.77,762.643,911.814,1577.98,1310.51,1024.59,1250.47,1193.58,1102.41,1737.4,1338.39,1566.18,1740.87,1515.38,1256.4,1035.6,1123.62,1160.99,1268.87,,1891.18,1891.18,1187.22,1679.71,1679.71,,,,2156.56,2156.56,1699.78,1699.78,,1893.2,1893.2,,,1524,1524,1158.87,1158.87,,,1151.77,1871.64,1871.64,,,,2136.78,2136.78,1774.74,1774.74,1179.38,1179.38,,,,1361.9,1406.68,1278.43,1835.87,1622.12,1731.87,1006.41,335.981,853.656,1294.53
0.2,1565.55,1696.62,1972.64,1283.33,1901.69,1691.04,1362.18,1602.39,1683.58,1117.08,1610.62,1637.33,871.805,1123.79,1390.31,1410.26,1267.76,1058.01,1146.98,1007.3,1732.52,1294.93,1021.48,1617,1656.42,1619.76,1025.37,1205.42,1109.57,1163.7,1629.12,1522.94,1522.94,1021.78,1822.66,1822.66,,,,1944.8,1944.8,1671.62,1671.62,,1977.83,1977.83,,,1368.36,1368.36,1194.43,1194.43,,,1285.87,1964.02,1964.02,,,,1921.32,1921.32,1650.21,1650.21,1189.89,1189.89,,,,1436.76,1542.7,1239.45,1645.47,1778.44,1510.68,1086.68,439.296,894.979,1358.67
0.3,1571.78,1445.87,1959.37,1200.35,1883.42,1545.75,1661.91,1738.88,1589.84,1236.34,1546.9,1778.03,810.874,804.053,1530.88,1195.86,1208.07,1084.68,1209.69,890.786,1568.53,1220.79,1158.27,1624.21,1505.78,1506.14,1038.88,1145.71,1142.35,1200.63,1530.38,1787.29,1469.9,1037.97,1834.32,1834.32,,,,1824.85,1824.85,1682.05,1682.05,,1973.41,1973.41,,,1284.23,1284.23,1082.53,1082.53,,,1216.14,1961.6,1961.6,,,,2080.63,2080.63,1515.7,1515.7,1136.03,1136.03,,,,1639.91,1486.95,1157.94,1865.39,1724.17,1664.84,1072.55,435.219,1054.93,1446.64
0.4,1691.24,1499.56,1944.49,1428.17,2019.8,1834.75,1694.49,1629.13,1735.62,1111.76,1631.98,1778.32,857.08,983.548,1665.3,1337.42,1265.58,1162.99,1333.7,962.895,1685.06,1353.83,1587.5,1744.97,1768.76,1653.98,1047.62,1146.82,1140,1166.24,1582.31,1622.79,1655.64,1160,1432.17,1432.17,,,,2033.12,2033.12,1750.56,1750.56,,2159.9,2159.9,,,1275.85,1275.85,1083.01,1083.01,,,1331.11,1896.29,1896.29,,,,2131.77,2131.77,1271.93,1271.93,1163.62,1163.62,,,,1564.24,1471.79,1213.41,1904.87,1511.43,1865.4,1065.43,525.717,1034,1619.71
0.5,1622.89,1503.58,1994.67,1377.44,2102.92,1829.58,1554.34,1895.12,1623.85,1130.58,1502.25,1930.17,821.583,1116.68,1573.03,1289.1,1100.63,1175.36,1326.3,1046.17,1782.09,1321.39,1564.95,1828.28,1509.38,1693.46,1228,1097.06,1298.8,1214.15,1042.54,1590.91,1726.09,971.51,1530.89,1344.07,,,,1948.28,1948.28,1765.77,1765.77,,2148.83,2148.83,,,1272.7,1272.7,1251.15,1251.15,,,1231.9,1901.14,1901.14,,,,2103.88,2103.88,1416.37,1416.37,1322.82,1322.82,,,,1547.27,1402.59,1263.55,1762.27,1919.78,1798.17,1332.65,466.096,960.279,1328.41
0.6,1425.59,1489.38,1843.58,1310.68,2004.92,1938.48,1578.1,1763.02,1761.66,1236.75,1590.69,1772.93,837.985,1023.36,1740.7,1287.02,1034.85,1222.67,1244.29,1087.71,1719.73,1341.02,1584.3,1760.59,1606.58,1607.28,1184.94,1227.65,1120.64,1141.42,1307.4,1632.6,1563.57,1040.13,1773.22,1882.07,1496.3,1519.15,,2120.82,2120.82,1792.94,1792.94,,1973.71,1973.71,,,1447.34,1447.34,1150.74,1150.74,,,1317.09,1826.5,1826.5,,,,2114.45,2114.45,1369.66,1369.66,1139.51,1139.51,,,,1594.23,1396.28,1303.52,1876.97,1973.68,1717.18,1178.68,548.772,944.257,1304.69
0.7,1457.63,1527.62,1848.21,1348.47,1962.96,1936.89,1805.46,1741.46,1630,1121.22,1534.88,1872.88,765.746,1026.43,1709.21,1246.17,1094.57,1135.18,1391.19,1080.52,1762.22,1399.17,1418.01,1838.45,1429.19,1749.11,1187.32,1031.98,1097.98,961.491,1311.18,1667.75,1421.68,1003.91,1595.07,1663.4,1359.84,2028.09,1136.25,1949.1,1949.1,1859.13,1859.13,,1930.64,1930.64,,,1450.41,1450.41,1171.43,1171.43,,,1172.45,2026.5,2026.5,,,,2048.89,2048.89,1525.82,1525.82,1169.04,1169.04,,,,1569.28,1653.64,1459.29,1815.6,1850.93,1626.71,1075.33,563.359,926.885,1394.29
0.8,1440.28,1452.92,2016.1,1408.2,1922.63,1956.16,1812.1,1785.25,1638.45,1157.75,1519.96,1812.3,806.424,1047.8,1696,1170.84,1053.86,1319.22,1208.35,1156.87,1614.35,1375.55,1495.27,1813.63,1627.79,1741.76,1175.87,1037.21,1119.56,1017.44,1316.32,1497.74,1561.88,1107.48,1662.08,1773.4,1420.13,1591.81,1021.3,1942.68,1301.65,1625.83,1625.83,,1965.71,1965.71,,,1427.1,1427.1,1093.67,1093.67,,,1314.7,1952.65,1952.65,,,,2057.25,2057.25,1505.21,1505.21,1037.2,1037.2,,,,1696.3,1677.81,1328.63,1689.02,1746.21,1393.32,1144.84,559.128,796.121,1421.44
0.9,1623.43,1533.36,2119.15,1405.54,1986.58,2168.11,1712.62,1677.47,1595.43,1102.06,1492.45,1724.5,805.911,1008.77,1828.94,1199.75,1027.49,1274.33,1314.8,1217.49,1782.35,1462.01,1466.38,1771.58,1766.02,1879.63,1122.26,1135.66,1138.87,1206.3,1461.28,1675.96,1545.43,1013.86,1507.58,1516.32,1455.78,1553.67,863.051,1752.86,1902.81,1986.56,1986.56,,1861.88,1861.88,,,1340.15,1340.15,1161.29,1161.29,,,1135.24,1979.63,1979.63,,,,2180.43,2180.43,1735.94,1735.94,1096.55,1096.55,,,,1581.88,1619.76,1469.48,1706.27,1644.58,1353.11,1091.94,607.064,828.179,1813.82
1,1503.13,1272.49,1744.36,1222.29,1772.65,2006.16,1865.59,1531.73,1340.6,876.287,1182.36,1424.85,674.94,747.135,1494.22,1012.52,794.84,1074.44,1162.33,830.445,1587.49,1099.44,1210.22,1444.96,1494.44,1601.64,936.612,908.134,995.473,852.004,1240.53,1456.11,1399.66,804.607,1366.11,1395.35,1241.71,1549.54,833.952,1372.11,1530.85,1739.28,1739.28,,1735.68,1735.68,,,1064.74,1064.74,929.199,929.199,,,1061.9,1764.82,1764.82,,,,1864.7,1864.7,1559.13,1559.13,923.736,923.736,,,,1485.85,1384.09,1155.12,1580.19,1604.15,1416.93,990.326,524.022,803.892,1986.31
1.1,1713.37,1267.75,1941.39,1253.17,2123.65,2097.02,2082.8,1838.41,1785.47,1037.56,1291.5,1724.59,783.939,1036.48,1687.48,1311.24,1144.26,1238.66,1401.39,1094.71,1769.92,1442.44,1333.12,1748.92,1599.74,1749.43,1135.39,1104.95,1239.62,1111.19,1274.7,1700.81,1583.99,1092.18,1673.01,1493.79,1370.26,1713.49,936.148,1938.24,1771.64,1966.91,1767.67,1336.45,1790.98,1790.98,,,1479.49,1479.49,1065.84,1065.84,,,1264.23,2020.96,2020.96,,,,2280.5,2280.5,1709.04,1709.04,1163.91,1163.91,,,,1665.79,1360.85,1434.05,1849.49,1692.92,1661.85,1071.45,565.616,703.237,2360.23
1.2,1801.29,1434.62,1992.01,1370.34,2002.17,2035.45,2119.63,1936.92,1805.12,1080.95,1485.01,1745.43,826.747,1082.38,1834.32,1290.22,1268.31,1186.89,1358.52,1245.81,1911.46,1312.82,1400.65,1851.74,1701.73,2016.61,1254.85,1165.73,1069.03,1082.94,1499.74,1590.43,1517.43,1129.45,1791.39,1678.44,1499.63,1727.23,921.474,1846.91,1674.37,1738.53,1529.14,1318.51,1364.47,1686.67,1207.44,,1188.21,1188.21,1188.13,1188.13,,,1283.01,2053.71,2053.71,,,,2114.3,2114.3,1690.49,1690.49,1190.05,1190.05,,,,1716.12,1550.06,1421.64,1834.59,1658.67,1858.9,1147.62,627.52,1052.25,2242.84
