1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,48,49,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HV BG 1 T,HV BG 2 T,HVP BG 2 T
Time [h],1000000067,1000000068,1000000129,1000000259,1000000500,1000000638,1000000810,1000001012,1000001029,1000001089,1000001150,1000001211,1000002356,1000002380,1000002441,1000002491,1000002550,1000002603,1000002661,1000002944,1000002997,1000003059,1000003124,1000003187,1000003251,1000005329,1000005440,1000005560,1000005636,1000005815,1000005879,1000005880,1000006078,1000006080,1000006134,1000006135,1000006193,1000006194,1000006588,1000007004,1000007005,1000007581,1000007629,1000000372,1000000480,1000000671
0.8,3374.72,3290.05,3518.28,2488.48,2615.76,3511.93,2448.67,2780.3,3059.88,4660.21,3127.97,2217.57,3674.86,4337.27,3044.06,3045.17,1981.48,2253.56,2085.68,2483.41,4019.63,3790.94,2001.87,3456.74,4601.81,3056.25,3583.45,2345.5,2196.33,1724.47,3967.64,4316.36,,,4674.55,4674.55,4078.73,4078.73,,2567.37,2567.37,2660.09,3167.33,559.128,796.121,1421.44
0.9,3553.37,3451.23,3823.79,2770.79,2756.23,3570.14,2358.55,2854.64,3108.2,4756.22,2850.01,2400.07,3885.35,4476.42,2842.63,3157.15,1985.61,2162.44,2084.67,2374.18,4032.55,3910.75,2103.18,3764.94,4283.18,2941.61,3262.55,2072.24,2384.97,1488.87,3735.99,4637.57,,,4736.67,4736.67,4593.27,4593.27,,2893.64,2893.64,2676.59,3268.7,607.064,828.179,1813.82
1,3631.41,3447.47,3621.99,2747.28,2531.41,3429.93,2455.22,2917.63,3291.17,5000.24,3109.66,2157.86,4146,4702.98,3116.31,3392.33,1830.55,2376.28,2245.08,2394.8,4240.56,3816.88,2081.1,3706.22,4490.13,3069.72,3487.51,2234.77,2544.58,1729.39,4128.29,3747.33,,,4875.3,4875.3,4575.58,4575.58,,2653.12,2653.12,2819.65,3077.95,524.022,803.892,1986.31
1.1,3746.93,3455.43,4268.04,2982.14,2483.37,3609.07,2223.31,2913.94,3184.84,5042.72,2998.31,2337.78,4477.21,4522.25,3367.21,2783.36,1988.44,2363.21,2613.68,2646.27,4347.75,4140.43,2296.2,3645.31,3688.47,2995.69,3325.85,2745.71,2684.57,1826.35,3970.03,4180.85,,,5177.43,5177.43,4585.1,4585.1,,2965.94,2965.94,2533.55,3029.98,565.616,703.237,2360.23
1.2,3806.4,3577.02,4400.76,3098.69,2752.42,4376.93,2311.6,3086.12,3185.68,4861.26,3351.72,2323.65,4304.87,4698.58,2931.92,3217.71,2225.59,2491.93,2362.9,2718.81,4132.45,4126.03,2328.56,3606.47,4372.34,3056.83,3333.67,2660.11,2377.2,1704.63,4018.45,4488.92,,,4592.39,4592.39,4803.19,4803.19,,3104.58,3104.58,2641.7,3214.72,627.52,1052.25,2242.84
1.3,3543.42,3616.2,3927.93,2858.19,2758.02,4024.02,1994.22,3455.92,3206.61,4662.01,3596.06,2695.95,4283.52,4622.53,2695.36,3651.07,2090.83,2028.19,2622.71,2799.97,3789.1,4018.83,2278.13,3677.11,2398.21,2850.28,3340.64,2745.6,2217.65,1745.24,4160.04,4004.33,4465.61,4518.42,5288.38,5288.38,5088.51,5088.51,,3179.69,3179.69,2771.84,3154.65,573.014,1059.48,1691.4
1.4,3199.93,3517.88,3995.14,3160.55,2814.1,3687.45,2055.14,3387.82,3256.97,4773.01,3180.84,2306.52,4155.16,4678.02,3072.03,3039.16,2426.61,2362.98,2582.78,2882.01,4016.63,4076.81,2374.14,3704.86,4609.83,2979.84,3577.42,2831.39,2265.64,1668.85,4016.37,4433.41,4492.06,4406.62,5523.4,5523.4,5588.31,5588.31,,2702.41,2702.41,2928.96,2952.13,556.189,944.395,1801.89
1.5,3622.31,3550.16,4157.5,2766.68,2745.64,3311.72,2640.13,3387.21,3246.27,4818.33,3708.93,2413.81,4295.7,4536.02,2818.86,3473.74,2436.52,2263.62,2350.92,2883.52,3754.69,3962.72,2356.77,3680.29,4818.57,2782.94,3572.96,2962.53,2257.51,1642.3,4000.93,4548.79,4096.61,4497.78,4700.4,4360.58,4530.83,4530.83,,2811.37,2811.37,2935.18,3141.06,609.426,759.849,1859.47
1.6,3347.21,3536.37,4503.69,2909.97,2870.35,3802.28,2302,3544.2,3274.99,5179.13,3313.46,2210.76,4518.67,4532.55,2886.64,2843.26,2068.92,2156.79,2572.22,2913.31,3925.74,3819.4,2088.93,3890.28,3861.55,3114.19,3346.7,2815.72,2275.54,1617.33,4191.26,4474.06,4114.38,3616.35,4009.28,3982.45,4233.51,4808.62,,2820.45,2820.45,2980.96,3149.08,551.669,863.907,2087.48
1.7,2996.94,3417.8,4588.14,3314.36,2901.71,3777.87,3253.25,3513.29,3524.72,4865.3,2833.67,2211.05,4639.83,4926.56,3180.82,3092.96,2230.41,2337.71,2627.56,2916.57,4027.01,4120.94,2227.04,3925.33,5242.92,3145.46,3450.15,2409.9,2267.01,1611.25,4657.11,4281.81,3807.1,4136.14,3996.28,3917.03,4010.53,4589.15,,2858.98,2858.98,2823.96,3044.13,619.347,908.983,2062.89
1.8,3424.91,3274.79,4588.21,2806.12,3014.07,3887.59,2310.24,3409.27,3444.05,4590.71,3099.41,2259.46,4625.19,4823.38,3344.81,3061.46,1913.35,2393.91,2217.48,2987.55,3954.32,4474.81,2290.45,3848.43,4905.16,3311.16,3424.5,2719.17,2307.14,1724.84,4284.46,4265.51,3884.43,4228.24,4153.86,4065.36,4334.63,3778.92,,2932.12,2932.12,2815.06,3065.85,533.061,682.61,2085
1.9,3038.51,3429.79,4463.33,2841.24,3070.03,3690.92,2349.56,3337.31,3621.89,4330.89,3264.27,2223.95,4353.12,4701.65,3252.91,3557.17,2397.09,2459.54,2446.13,2804.64,4168.12,4388.64,2424.27,3945.46,5137.44,3091.43,3709.09,2757.13,2815.46,1708.33,4778.29,4386.5,4258.73,4511.57,4371.01,4284.23,4194.03,3623.95,,3093.58,3093.58,2426.11,2978.19,612.748,682.312,2093.68
2,2956.01,3432.32,4650.01,2897,2877.17,4305.57,2525.13,3342.63,3408.49,5094.46,3068.24,2250.89,4688.7,4637.03,3567.84,3550.97,2203.77,2577.07,2735.38,2974.95,3919.59,4693.69,2301.75,3771.43,5164.74,3220.47,3787.13,2873.11,2773.47,1579.58,4368.98,4109.86,4900.24,4425.82,4458.66,4549.31,4606.58,3554.33,,3000.13,3000.13,2800.8,3519.91,520.949,852.057,1742.47
2.1,2774.51,3172.61,3985.61,3002.66,3178.29,3972.44,2395.07,3199.31,3366.67,4637.1,2695.08,2139.27,4250.48,4743.59,3571.46,3343.65,1951.55,2427.76,2789.55,2740.86,3615.41,4407.1,2185.02,3500.27,5110.1,2825.1,3225.42,2722.67,2378.92,1552.66,4432.18,3928.2,4195.46,4228.93,4290.86,4368.95,4443.4,3370.14,,2709.11,2709.11,2664.91,2973.61,572.376,871.176,1792.54
2.2,2770.26,2949.19,4331.6,2921.38,2838.26,4128.43,3034.82,3080.07,3141.99,4816.33,2600.43,2089.65,4103.73,4710.58,3740.41,3520.7,2378.56,2236.11,2476.89,2809.82,3661.84,3962.8,2152.74,3783.58,4692.1,2870.65,3411.42,2798.82,2445.62,1684.74,4217.03,3634.3,4035.96,4391.33,4132.21,4531.41,3568,3685.56,,2570.65,2570.65,2482.13,3134.61,654.142,827.673,2047.29
2.3,2792.08,3249.51,4154.82,2949.83,3183.32,4075.85,3278.57,3577.66,3377.78,4936.17,2928.96,2259.61,4583.79,4780.88,3698.81,3869.98,2441.22,2618.03,2568.12,2793.08,3568.49,4562.28,2388.95,3869.47,5493.08,3177.07,3553.01,3014.13,2244.36,1552.96,4258.71,4223.61,4482.26,4566.36,4623.47,4628.32,3979.94,3803.94,,2816.71,2816.71,2512.41,3227.11,686.011,765.819,2185.8
2.4,2739.09,2895.74,4027.17,2816.9,3227.28,4000.76,3169.43,3173.11,3258.93,4752.93,2589.03,2171.73,4061.33,4712.62,3888.16,3571.05,2188.67,2355.33,2902.74,2882.56,3715.56,4352.71,2185.51,3672.58,5405.2,3150.93,3754.21,2682.52,2175.75,1608.3,4461.35,3572.85,3908.45,4616.86,4497.12,4128.76,3911.12,3468.79,,2773.23,2773.23,2341.57,3026.46,795.508,857.347,2065.82
2.5,2640.35,2915.82,4287.11,3026.34,3256.44,4210.33,2910.85,3401.72,3151.98,4494.51,2852.78,2282.6,4462.58,4973.97,3611.42,3942.73,2439.76,2604.33,2688.32,2991.27,4033.42,4346.82,2528.66,3938.96,5249.12,3103.64,3888.34,2476.59,2260.01,1642.23,4592.16,3961.5,4614.21,4496.87,4512.9,4319.49,4432.83,3760.88,,2780.75,2780.75,2713.02,3375.64,720.897,868.207,2363.88
2.6,2811.56,3203.21,4125.62,3197.92,3130.61,4093.76,3120.06,3304.84,3266.97,5182.27,2742.95,2445.93,4326.77,4719.03,3429.27,3909.95,2430.45,2374.96,3102.16,3006.91,3915.55,4592.94,2496.9,3694.99,5377.26,2982.24,3829.93,2352.96,2164.42,1671.41,4425.86,4387.67,4541.98,4470.86,4598.35,4398.17,4612.74,3758.9,1984.99,2884.6,2884.6,2661.13,3090.45,712.224,904.746,1969.37
2.7,2813.98,3471.77,4422.54,3267.36,3159.51,4235.24,3132.64,3444.98,3413.04,4445.1,2889.11,2435.85,4467.33,4977.34,3666.94,3592.47,2564.8,2466.81,3038.36,2882.38,4358.34,4516.43,2492.17,3990.02,5666.49,2873.15,3599.55,2360.54,2352.4,1676.8,4480.8,4620.49,4805.11,4765.85,4513.15,4521.39,4654.87,3852.02,2201.29,2958,2958,2935.62,3458.75,680.911,960.462,2080.41
2.8,2912.13,3442.92,4422.26,3618.61,3409.84,4241.55,3132.5,3644.84,3449.05,4990.31,2735.47,2435.63,4713,5107.11,3624.26,3486.59,2316.06,2451.89,3024.3,2966.77,4062.71,4634.3,2558.78,3771.73,5444.12,3027.26,3529.57,2365.4,2149.39,1754.71,4423.08,4601.49,5048.67,5013.31,4705.6,4726.78,4246.64,4296.81,2322.35,3096.06,3096.06,3171.97,3501.26,739.482,790.453,2400.03
2.9,3083.15,3435.29,4630.23,3490.5,3517.84,4473.51,3390.52,3441.17,3405.96,4874.63,2744.95,2464.02,4759.44,4816.21,3763.86,3662.35,2474.45,2389.71,3070.97,3111.57,4216.19,4759.01,2416.29,3704.22,5587.13,2847.46,3594.41,2470.78,2496.82,1740.2,4526.91,4235.89,4910.43,5006.56,4450.44,4832.05,4512.25,4047.27,2379.73,2992.17,2992.17,2982.49,3379.38,719.17,761.169,2467.26
3,3048.56,3394.66,4493.27,3640.03,3361.16,4243.88,2982.64,3400.8,3604.55,4853.57,3137.15,1958.57,4447.05,4971.51,3584.29,3285.32,2510.67,2619.14,3476.32,3024.26,3894.24,4542.69,2577.91,3630.26,5498.03,2857.98,3491.88,2556.05,2538.36,1724.04,4515.57,4503.49,4682.83,4575.45,4563.89,5288.43,4803.64,3504.08,2643.74,3082.48,3082.48,3169.66,3458.28,752.003,916.049,1690.18
3.1,2919.79,3350.37,4595.48,3589.38,3235.72,3488.94,2810.55,3601.43,3717.9,4684.38,2783.47,2523.14,4457.54,4484.97,2474.86,3439.09,2577.07,2390.31,3470.82,2857.58,4029.7,4415.69,2731.05,3921.46,5835.21,3242.59,3766.7,2298.36,2398.52,1726.67,4805.73,4658.44,4913.91,4977.6,4501.34,5018.95,4333.34,3346.89,2760.28,3092.99,3092.99,3490.41,3391.4,667.784,1007.79,1961.49
3.2,2593.62,3334.1,4230.48,3329.26,3366.86,3696.78,2917.75,3581.1,3783.26,5057.17,3070.67,2037.51,4488.49,4743.04,3294.33,3584.62,2183.57,2460.34,3335.87,2899.31,4002.87,4296.17,2751.37,3762.54,5629.85,2951.29,3459.99,2529.4,2476.44,1686.71,4710.75,4506.09,4669.16,4737.6,4593.93,4563.25,4871.05,2986.29,2743.4,3074.16,3074.16,2922.98,3525.2,683.505,1065.16,1906.5
3.3,3045.38,3416.31,3915.82,2986.46,3307.81,4008.85,3195.46,3421.52,3321.26,5299.68,3055.3,2218.91,4437.87,4790.33,3711.46,3642.79,2360.34,2533.03,3111.72,2861.55,3412,4366.35,2693.63,3301.1,5536.93,3069.98,3598.34,2300.81,2993.28,1667.74,4585.29,4676.56,4668.77,4834.08,4775.21,5222.06,4798.46,2764.98,2763.04,2866.18,2866.18,3107.24,3725.71,653.905,939.135,2212.55
3.4,2656.38,3435.09,3895.23,3291.05,3227.29,4285.26,2953.31,3452.25,3610.67,5316.84,3471.81,,4438.08,4839.81,3660.81,3420.16,2153.66,2521.88,3286.9,2643.17,3392.24,4732.28,2543.29,3817.19,5521.91,3118.97,3690.1,2314.8,2870.89,1709.72,4441.48,4571.92,4974.63,5049.91,4784.3,5077.05,5358.34,3547.36,2390.44,3183.76,3183.76,2954.77,3502.45,721.014,820.797,2452.89
3.5,2615.98,3068.91,3744.49,3710.43,3309.75,4436.48,2972.77,3474.51,3349.71,4933.11,3190.29,,4018.52,4991.71,3599.88,3454.55,2455.94,2538,2997.34,3028.51,3655.89,4562.91,2783.17,4000.06,5654.69,3079.14,3666.58,2256.82,2759.28,1744.05,4720.17,4895.94,4693.35,4918.82,4721.94,5271.38,5244.98,4982.89,2606.11,3272.49,3272.49,3169.55,3743.98,741.762,912.797,2698.84
3.6,2756.03,3424.27,3627.86,3622.05,3242.65,4507.27,2668.31,3270.58,3547.48,5314.92,3176.84,,4156.02,5163.02,3771.77,3842.5,2792.24,2695.67,2766.25,2800.54,3896.55,4733.25,2627.06,3944.83,5701.19,3113.02,3460.22,2422.32,3141.09,1603.24,5035.48,4788.31,4714.41,5121.65,4542.12,5248.25,5007.03,4564.49,2447.67,3082.93,3063.17,3207.31,3540.59,755.438,1113.75,2485.14
3.7,2534.87,3292.17,4027.74,3566.23,3547.79,4406.9,2346.51,3560,3327.9,5177.39,3635.46,,4378.37,5022.71,4011.4,3564.46,2739.44,2571.58,3295.36,2730.29,3691.61,4843.75,2812.93,3772.53,5717.05,2953.13,3752.56,2616.16,3644.45,1714.18,5034.62,5009.42,4566.28,5013.95,4624.08,5023.23,5206.8,4632.79,2440.95,2365.58,2387.5,3063.37,3737.2,650.521,1224.21,2709.99
3.8,2780.28,3488.61,3980.52,3558.97,3469.33,4359.31,2497.72,4049.19,3076.05,4847.86,3453.72,,4428.12,4597.93,3832.02,3734.2,2999.96,2803.09,3368.85,2819.79,3993.82,4836.03,2798.73,3663.31,5733.41,3135.57,3577.73,2409.6,3841.77,1625.24,5134.66,5058.87,4727.12,5199.53,4711.27,5133.69,5414.24,4768.72,2593.9,2636.4,2607.62,3365.6,4122.3,764.295,1193.53,2898.02
3.9,2631.81,3573.15,4211.7,3730.66,3261.64,4316,2762.06,3634.68,3353.32,5061.93,3413.01,,4751.63,4686.02,3678.07,4004.66,2899.15,2554.6,2874.51,2842.16,3442.15,4672.89,2411.13,3859.18,5755.46,2907.7,3668.22,2545.42,3779.65,1664.46,4790.66,5170.14,4858.09,4757.1,4819.98,5052.69,5304.3,3618.09,2378.52,2495.44,2810.76,3011.26,3919.29,789.022,1045.79,2737.57
4,2896.04,3443.66,3620.28,3700.79,3518.59,3856.57,2687.69,4172.61,3413.76,5013.07,3352.21,,4748.07,4250.65,3441.51,4277.91,2674.82,2779.04,2922.09,3154.27,3769.52,4412.37,2356.83,3882.68,5595.78,3078.52,3384.18,2563.99,3711.76,1516.24,4786.3,4819.98,4824.52,4767.62,4534.31,4841.77,5543.73,4898.01,2644.83,2772.24,2457.24,2846.76,3966.87,732.089,918.37,2651.66
4.1,2708.09,3379.73,3728,3510.27,3082.44,3772.08,2287.67,3682.3,3432.26,5090.26,3231.63,,4518.19,4597.21,3771.02,4115.93,2400.27,2700.38,2782.59,2928.06,3416.74,4416.07,2660.72,3837.11,5793.45,3122.09,3365.16,2486.48,3642.07,1572.25,4815.9,5146.35,4782.84,5056.85,4854.75,4771.97,5404.66,4706.16,2619.76,2914.99,2481.88,3129.34,3643.35,691.467,1080.83,2775.34
4.2,2763.9,3136.34,4073.7,2752.09,3043.28,3856.29,2268.78,3488.19,3500.33,5103.35,3251.6,,4312.76,4863.06,3858.88,4275.25,2566.31,2405.75,2617.06,2751.15,3473.5,4602.54,3137.01,3836.33,5889.36,2953.82,2983.91,2476.82,3394.35,1570.75,4493.36,4659.88,4851.34,4838.11,4704.31,4986.65,5446.48,4639.94,2518.09,2979.25,2509.05,3042.42,3675.87,545.584,999.617,2100.21
4.3,3093.57,3285.55,3860.25,3176.19,3191.2,3933.1,2468.44,3436.93,3352.67,4872.68,3046.51,,4659.3,4946.28,3687.92,4186.35,2505.31,2647.64,2434.06,2631.34,3338.96,4324.22,2905.03,3497.69,6158.86,3403.07,3173.86,2337.4,3619.47,1628.37,4853.56,4687.79,4755.24,4991.68,5014.64,4836.09,5614.57,4823.68,2500.92,3077.15,2625.97,3187.89,3670.83,717.191,942.053,2253.16
4.4,2843.37,3272.99,4042.68,2695.86,3681.21,3713.46,,3666.08,3074.49,4922.37,3219.99,,4890.67,5055.17,3441.64,4053.66,2794.93,2634.09,2542.99,2856.72,2767.87,4617.71,3270.23,3847.3,,3399.97,3347.8,2603.59,3554.46,1564.7,4973.95,4787.09,4954.06,4936.62,4594.37,4742.46,5221.06,4755.7,2717.27,2481.82,2626.53,3049.42,3708.29,687.298,1020.13,1410.85
4.5,3165.67,3134.25,4308.09,2948.12,3491.69,3741.21,,3613.9,3419.64,4512.06,3006.46,,4200.95,4662.14,3502.28,4246.63,2482.93,2738.01,2663.69,2865.23,3048.5,4522.64,3213.1,3568.01,,2990.3,3456.64,2436,3414.01,1668.73,4423.25,4323.75,4360.7,4273.3,4261.35,4448.33,5436.38,4523.18,2923.28,2487.46,2636.6,2966.11,3931.71,724.833,993.126,1092.66
4.6,3289.32,3078.31,4497.44,2919.39,3592.47,4182.49,,3529.31,3647.91,4903.12,3392.44,,4770.24,5087.93,3426.74,4091.11,2759.44,2754.26,2848.8,3076.88,3514.75,4269.99,3201.95,3702.12,,3269.9,3470.52,2725.76,3465.76,1694.87,4915.61,5039.54,4513.2,4633.04,4587.15,4808.83,5670.92,4323.62,3079.8,2747.19,2738.6,3509.63,4143.67,772.243,1070.06,1353.69
4.7,3143.58,3461.23,4941.3,2773,3169.86,4258.35,,3454.52,3405.62,5196.39,3345.91,,4644.79,5120.23,3800.15,4173.84,2604.61,2729.09,2694.6,3030.85,3479.25,4361.87,3378.22,4023.19,,3366,3489.69,2675.01,3413.89,1607.26,5209.21,5300.67,4503.33,4572.77,4305.56,4619.15,5209.59,4673.2,3198.26,2931.7,2459,3231.45,3992.73,861.572,1065.47,919.994
4.8,3138.89,3602.62,4557.15,2997.68,,4140.23,,3562.16,3219.77,4876.53,3044.4,,4775.71,4795.25,3497.31,4322.3,2430.73,2651.33,2430.97,2979.38,3983.04,4765.15,3138.06,4117.91,,3373.95,3341.68,2613.47,3885.35,1481.72,4939.12,5267.4,3805.99,4668.2,4023.75,4350.51,5111.87,4466.12,3201.66,2635.05,2449.78,3686.61,4089.34,826.035,1114.1,1042.35
4.9,2970.08,3374.99,4659.06,2768.68,,4034.92,,3585.46,3377.95,4897.5,3306.48,,4650.81,4995.62,3224.61,4789.54,2369.5,2795.73,2774.38,3140.12,4157.57,4620.55,2918.25,3772.02,,2976.14,3182.51,2858.83,3789.62,1579.94,4926.77,4987.44,4686.98,4756.37,4279.76,4756.83,5433.87,4240.91,2795.55,2554.05,2687.31,2738.02,4164.76,739.833,1025.46,1102.45
5,3015.92,3558.15,4486.52,2832.69,,4363.12,,3638.99,3172.12,5394.53,3105.87,,4741.85,5033.36,3193.29,4535.06,2261.87,2909.6,2583.65,2711.51,3981.59,4753.1,2673.87,3882.45,,3289,3456.55,3038.76,3325.63,1623.79,4999.36,5000.81,4458.5,4913.01,4505.65,4844.51,4946.3,3815.47,2370.74,2736.72,2809.09,2911.05,3834.22,767.169,1033.23,1328.27
5.1,2998.14,3568.21,4881.97,2788.74,,4617.74,,3478.15,3208.81,5136.04,3946.29,,4706.31,5267.7,,4533.38,2349.1,2974.37,2450.19,3217.74,4124.71,4541.62,2917.1,4160.38,,3315.48,3568.03,2666.95,3017.96,1611.41,5035.53,5150.4,4848.9,5025.41,4727.37,4700.45,5187.38,3070.34,2273.17,2258.17,2816.13,2917.95,3898.55,805.134,1020.8,1200.93
5.2,3120.94,3455.24,4959.69,2916.95,,4482.96,,3620.7,3448.27,4868.02,3808.75,,5218.72,5267.78,,4834.93,2292.18,2964.96,2754.71,2850.72,4287.88,4525.92,3274.32,4407.76,,3171.65,3509.15,2764.89,3346.09,1614.19,5310.46,5280.37,4637.8,5041.69,4834.02,4648.15,4422.62,3519.25,2716.9,2573.98,2958.16,2782.24,4244.2,872.072,955.285,1547.01
5.3,3035.26,3265.37,4781.55,3000.08,,4357.5,,3692.92,3487.68,5028.07,3396.46,,4742.57,5292.33,,2838.16,,2925.96,2591.52,2647.47,4583.02,4810.24,3164.35,4148.65,,3099.02,3306,2391.49,3669.3,1779.6,5121.61,5127.29,4642.2,5043.01,4790.96,4489.34,4805.42,3641.04,3087.34,2815.42,2608.43,2502.25,3415.51,916.81,998.997,1548.2
5.4,3151.34,3482.78,4458.81,2778.85,,4543.09,,3585.35,3639.01,5079.67,3466.83,,4924.88,5253.15,,2922.44,,2838.69,3122.67,,4334.23,4476.21,2901.79,4345.71,,3009.36,3305.08,2807.95,3725.46,1634.55,5112.57,5354.71,4697.06,4845.89,4796.49,4536.77,5474.51,3188.41,2677.26,3025.85,2720.77,2739.7,3216.75,726.962,875.33,1521.75
5.5,2744.21,3359.72,4127.12,2827.83,,4017.41,,3580.96,3782.8,4600.66,3723.52,,4968.71,5359.95,,2825.17,,2535.71,3283.01,,3970.52,4508.93,2815.32,4185.34,,3261.41,3640.92,2469.98,3451.45,1635.66,5087.18,5100.08,4250.49,4976.18,4934.13,4863.34,5209.68,3313.87,2468.48,2909.12,2682.88,2433.96,3449.11,671.093,871.439,1712.35
5.6,2717.16,3821.84,3800.11,2969.57,,4031.26,,3901.86,3271.55,4469.28,3686.29,,4823,5138.27,,2817.16,,2503.89,2984.04,,4478.76,4632.35,2772.68,3871.63,,3205.89,3410.83,2525.2,4373.87,1594.67,4825.27,5115.81,4521.95,4950.57,4797.98,4587.91,5311.04,4044.86,2491.62,3152.93,2771.83,2752.34,3335.39,683.031,965.498,1807.72
5.7,2801.77,3613.82,4776.38,3032.64,,3853.67,,3326.47,3296.66,4928.25,3872.03,,4945.28,5190.9,,2935.99,,2209.82,3318.82,,3736.77,4525.28,3051.34,4147.98,,3249.06,3267.89,2476.69,3865.8,1616.46,4743.08,5036.83,4509.77,5038.51,4766.76,4923.52,5246.13,4336.73,2401.42,3300.05,2886.47,2765.47,3554.76,686.64,975.222,2042.25
5.8,2883.86,3638.31,4789.88,3011.07,,3766.51,,3237.78,3507.88,4992.58,4782.27,,5048.51,5094.67,,2988.95,,,3114.96,,3508.56,4619.64,3225.84,3933.79,,3496.72,3340.53,2166.07,3433.68,1687.31,5036.88,4664.29,4757.26,4994.2,4864.53,4884.64,5237.25,3551.85,2715.65,2927.55,2638.44,2822.04,3979.51,610.575,883.938,1924.75
5.9,2920.32,3259.75,4710.47,2933.78,,4087.12,,3571.39,3493.27,5728.8,4094.53,,5279.47,4721.52,,3163.72,,,3024.42,,3569.58,4459.51,3216.8,4204.5,,3320.24,3347.83,2333.34,3227.66,1746.29,5042.65,4866.32,4807.31,4998.24,4808,4967.44,5006.26,4741.63,3084.2,3205.86,2597.19,2438.43,3817.15,666.077,827.457,1886.1
