Position,,,,,,,,Intensity Mean Ch=3 Img=1,Intensity Mean Ch=2 Img=1
 ==================== ,,,,,,,, ==================== , ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,VENUS Intensity Mean,KEIMA Intensity Mean
104.46,39.3922,0.24,um,Spot,Position,27,63582,24.5201,1465.68
89.2474,40.4299,0.24,um,Spot,Position,27,63583,20.8698,1293.5
114.385,52.4247,0.24,um,Spot,Position,27,63584,17.4048,1090.69
97.7145,60.8226,0.24,um,Spot,Position,27,63585,16.4257,1073.19
99.1465,38.6372,0.582957,um,Spot,Position,27,63586,14.7889,1404.13
102.608,49.5956,1.19597,um,Spot,Position,27,63587,11.8931,978.883
92.2834,46.2121,1.73344,um,Spot,Position,27,63588,26.0306,1030.07
111.76,63.6395,2.52158,um,Spot,Position,27,63589,20.3512,956.119
96.8747,52.3717,2.92127,um,Spot,Position,27,63590,33.9256,1479.31
91.1357,58.9734,3.05258,um,Spot,Position,27,63591,37.9424,1497.89
106.715,50.4176,5.96743,um,Spot,Position,27,63592,18.3384,1381.87
102.255,64.2917,6.04169,um,Spot,Position,27,63593,18.8915,1544.58
117.878,40.3709,0.24,um,Spot,Position,27,63594,21.9975,880.894
117.773,54.1821,6.94347,um,Spot,Position,27,63595,24.3541,1620.14
29.5606,68.0021,0.24,um,Spot,Position,27,63596,60.2705,1157.3
46.5663,65.1129,0.24,um,Spot,Position,27,63597,215.408,1544.94
47.8332,71.2431,0.24,um,Spot,Position,27,63598,298.473,1641.15
52.5548,77.9035,0.24,um,Spot,Position,27,63599,49.7073,1332.8
48.4839,79.0921,0.24,um,Spot,Position,27,63600,84.0253,1417.56
42.4649,82.2451,0.24,um,Spot,Position,27,63601,166.637,1226.45
47.3102,88.5922,0.24,um,Spot,Position,27,63602,104.314,1339.03
33.6488,89.3034,1.72503,um,Spot,Position,27,63603,27.5738,1405.71
37.5071,69.6646,2.11789,um,Spot,Position,27,63604,186.178,1726.55
54.683,70.378,1.98132,um,Spot,Position,27,63605,99.4131,1191.22
30.8507,76.5917,2.50013,um,Spot,Position,27,63606,97.1124,1889.56
43.001,91.267,3.20986,um,Spot,Position,27,63607,34.6268,2206.68
37.6259,78.775,3.72165,um,Spot,Position,27,63608,73.724,1528.2
42.343,78.6738,4.67003,um,Spot,Position,27,63609,119.441,1992.37
48.433,89.7428,4.73973,um,Spot,Position,27,63610,45.9378,1547.19
53.3194,72.345,5.0105,um,Spot,Position,27,63611,121.239,1219.76
54.58,83.7562,5.39309,um,Spot,Position,27,63612,37.6209,1511.09
56.7341,90.9526,6.53311,um,Spot,Position,27,63613,17.8566,1507.39
48.7913,73.4057,7.36543,um,Spot,Position,27,63614,483.378,1629.02
58.7864,65.5889,0.24,um,Spot,Position,27,63615,42.6467,1086.57
63.8356,66.5136,0.24,um,Spot,Position,27,63616,18.7775,1258.92
67.8586,67.2129,0.24,um,Spot,Position,27,63617,36.2991,1309.19
72.545,69.0744,0.24,um,Spot,Position,27,63618,37.8215,1613.89
82.3494,72.9895,0.24,um,Spot,Position,27,63619,45.8826,1637.71
61.7503,76.7495,0.24,um,Spot,Position,27,63620,39.0057,1652.76
74.0933,76.8638,0.24,um,Spot,Position,27,63621,62.1289,1480.12
65.3425,86.2348,0.24,um,Spot,Position,27,63622,44.4573,1475.05
68.3412,90.1009,0.24,um,Spot,Position,27,63623,16.2681,1188.97
77.4762,90.1448,0.24,um,Spot,Position,27,63624,28.1758,1483.69
58.8669,91.6745,0.24,um,Spot,Position,27,63625,29.8861,1509
82.4592,83.7252,3.74749,um,Spot,Position,27,63626,45.059,1816.84
82.7523,73.0034,5.01083,um,Spot,Position,27,63627,28.2159,1302.08
83.0078,91.6801,5.7186,um,Spot,Position,27,63628,26.1408,1349.51
69.5181,76.6672,5.87824,um,Spot,Position,27,63629,246.742,1494.55
65.4894,87.0727,6.18883,um,Spot,Position,27,63630,33.9205,1362.44
105.662,74.5677,0.24,um,Spot,Position,27,63631,25.6149,1065.91
109.43,74.8183,0.24,um,Spot,Position,27,63632,17.8822,1259.97
87.6796,79.5371,0.24,um,Spot,Position,27,63633,41.3333,1372.57
109.168,87.3812,0.24,um,Spot,Position,27,63634,19.1484,1930.29
114.499,88.518,0.24,um,Spot,Position,27,63635,44.3367,1731.75
100.058,89.7522,0.24,um,Spot,Position,27,63636,40.351,1280.38
94.7786,90.4093,0.24,um,Spot,Position,27,63637,19.4435,1061.1
103.05,81.582,2.53148,um,Spot,Position,27,63638,24.3969,1481.07
100.226,73.1015,3.07246,um,Spot,Position,27,63639,40.3055,1014.99
114.274,77.3695,3.73938,um,Spot,Position,27,63640,21.3337,1100
97.0061,84.6534,5.01527,um,Spot,Position,27,63641,27.1047,1352.96
90.1649,89.5939,5.08673,um,Spot,Position,27,63642,23.9261,1323.58
105.598,86.7863,5.75861,um,Spot,Position,27,63643,14.7378,1504.02
94.2878,74.734,6.21933,um,Spot,Position,27,63644,22.7784,1650.65
92.8561,83.18,5.89961,um,Spot,Position,27,63645,35.165,1432.98
103.927,74.9521,6.32932,um,Spot,Position,27,63646,27.4041,1369.32
87.8965,72.6291,7.13496,um,Spot,Position,27,63647,26.2265,1381
111.059,77.5442,7.05127,um,Spot,Position,27,63648,20.9002,1088.14
28.7496,31.6442,11.4097,um,Spot,Position,27,63649,11.0813,1786.77
47.4869,32.1972,12.6266,um,Spot,Position,27,63650,54.2202,1167.05
74.1476,32.6286,9.82014,um,Spot,Position,27,63651,43.3801,1285.9
85.1413,34.3664,10.0628,um,Spot,Position,27,63652,23.4049,1001.87
64.0963,28.1514,12.7457,um,Spot,Position,27,63653,39.7738,1812.4
70.7814,29.3737,13.8981,um,Spot,Position,27,63654,45.1079,1725.84
79.9063,30.3922,15.1365,um,Spot,Position,27,63655,46.3331,975.471
94.1574,29.3193,9.41346,um,Spot,Position,27,63656,19.329,1199.21
100.818,31.697,9.3275,um,Spot,Position,27,63657,18.141,1335.17
106.161,32.8452,11.819,um,Spot,Position,27,63658,15.1542,1506.86
114.841,33.2879,14.4899,um,Spot,Position,27,63659,24.7465,1228.8
100.153,29.5421,15.2499,um,Spot,Position,27,63660,22.0887,868.192
25.6153,58.9833,14.2207,um,Spot,Position,27,63661,20.5659,853.352
57.018,54.3346,8.06953,um,Spot,Position,27,63662,232.994,774.378
33.1575,54.4905,8.69012,um,Spot,Position,27,63663,46.669,1366.59
37.1678,56.9086,10.7036,um,Spot,Position,27,63664,130.443,1377.95
36.518,62.5335,11.0512,um,Spot,Position,27,63665,1908.82,1529.8
57.0523,36.6323,11.6234,um,Spot,Position,27,63666,436.749,1413.59
55.7089,47.6002,11.7069,um,Spot,Position,27,63667,215.611,1613.17
35.2674,50.2506,12.0639,um,Spot,Position,27,63668,75.5991,1208.76
41.4663,37.7751,13.3633,um,Spot,Position,27,63669,123.183,1274.78
47.7416,62.7269,14.549,um,Spot,Position,27,63670,404.233,1191.78
59.8879,43.3346,7.71953,um,Spot,Position,27,63671,300.404,1486.37
79.324,49.4812,9.42935,um,Spot,Position,27,63672,46.575,1279.86
73.7449,57.6773,9.21741,um,Spot,Position,27,63673,89.9651,1390.38
67.1057,42.5589,10.0592,um,Spot,Position,27,63674,582.874,1683.83
62.2301,64.0183,10.4021,um,Spot,Position,27,63675,109.282,782.11
84.2348,44.7045,11.3178,um,Spot,Position,27,63676,440.427,1066
70.89,45.645,11.2874,um,Spot,Position,27,63677,627.445,1751.37
80.0446,36.5151,11.8864,um,Spot,Position,27,63678,33.9355,1322.02
85.8918,60.4766,12.7595,um,Spot,Position,27,63679,97.1824,1251.14
79.219,57.701,13.2103,um,Spot,Position,27,63680,265.304,1616.55
64.5478,51.5532,14.9272,um,Spot,Position,27,63681,125.978,1532.37
87.4335,52.593,8.01711,um,Spot,Position,27,63682,28.3012,1249.32
94.1027,59.6496,8.75187,um,Spot,Position,27,63683,91.3723,1015.75
89.1004,61.4424,9.23926,um,Spot,Position,27,63684,62.5015,1271.35
109.141,40.7497,11.4055,um,Spot,Position,27,63685,11.9742,926.064
97.3802,48.1017,11.0773,um,Spot,Position,27,63686,20.312,1619.85
106.134,47.7306,12.3813,um,Spot,Position,27,63687,26.198,1296.43
113.284,51.7468,12.0881,um,Spot,Position,27,63688,25.7649,1138.91
107.244,57.3339,13.2075,um,Spot,Position,27,63689,26.7129,1347.28
87.9113,36.4514,14.5887,um,Spot,Position,27,63690,18.607,965.12
97.0006,39.4596,14.8583,um,Spot,Position,27,63691,22.5034,1818.29
118.262,38.7117,13.4882,um,Spot,Position,27,63692,19.296,1232.02
25.5618,80.3504,10.8352,um,Spot,Position,27,63693,19.593,752.298
38.1767,75.1015,8.0416,um,Spot,Position,27,63694,275.4,1639.96
51.2271,73.9925,10.209,um,Spot,Position,27,63695,417.536,1623.96
43.5475,73.8628,11.0997,um,Spot,Position,27,63696,1669.08,1637.65
37.1056,77.2423,13.2606,um,Spot,Position,27,63697,134.12,1084.5
50.049,88.1731,13.1245,um,Spot,Position,27,63698,56.5133,1502.07
50.3392,71.1693,14.1259,um,Spot,Position,27,63699,303.593,1635.19
45.1343,76.9269,14.4928,um,Spot,Position,27,63700,963.81,1462.5
77.4566,69.7219,7.71869,um,Spot,Position,27,63701,474.722,1408.72
78.2975,82.2308,7.95343,um,Spot,Position,27,63702,149.551,1293.95
60.3813,75.5312,8.28415,um,Spot,Position,27,63703,78.944,1553.25
86.1028,78.9729,10.5774,um,Spot,Position,27,63704,32.4633,1459.46
58.3471,66.0747,11.295,um,Spot,Position,27,63705,50.9179,1087.04
68.39,66.536,11.794,um,Spot,Position,27,63706,45.601,1222.94
75.3102,78.3925,11.8135,um,Spot,Position,27,63707,291,1372.58
79.4125,84.1852,13.178,um,Spot,Position,27,63708,26.1704,1141.88
70.3434,76.1544,13.6757,um,Spot,Position,27,63709,349.959,1455.51
73.4719,67.1694,14.5375,um,Spot,Position,27,63710,44.6866,1305.25
80.709,75.0901,14.6457,um,Spot,Position,27,63711,118.962,1295.63
63.1054,77.142,14.5408,um,Spot,Position,27,63712,52.6069,1675.18
58.6554,67.0679,15.2048,um,Spot,Position,27,63713,68.0212,1138.26
91.2671,75.0563,10.1922,um,Spot,Position,27,63714,28.42,1404.43
109.806,65.0116,10.7856,um,Spot,Position,27,63715,21.1137,1188.5
101.097,82.0497,10.5925,um,Spot,Position,27,63716,142.788,1554.34
89.0143,88.5371,10.9335,um,Spot,Position,27,63717,25.268,1347.62
109.105,91.8722,10.8291,um,Spot,Position,27,63718,26.8934,1395.68
98.8166,90.4672,12.3828,um,Spot,Position,27,63719,31.5803,1227.5
109.381,78.1036,14.261,um,Spot,Position,27,63720,65.4213,1402.88
117.841,65.4258,12.6986,um,Spot,Position,27,63721,36.7281,1098.56
47.57,34.0688,21.8978,um,Spot,Position,27,63722,883.007,1017.47
60.7434,32.3822,19.7296,um,Spot,Position,27,63723,518.6,1462.92
71.7529,33.0442,22.3294,um,Spot,Position,27,63724,72.7101,1566.5
92.781,32.5496,16.5061,um,Spot,Position,27,63725,20.5018,1125.21
115.194,29.7936,21.8208,um,Spot,Position,27,63726,31.6929,977.248
49.5862,37.9231,15.6558,um,Spot,Position,27,63727,1518.03,1101.01
42.5398,56.2624,16.4641,um,Spot,Position,27,63728,2986.73,1536.29
44.6771,48.0293,18.0522,um,Spot,Position,27,63729,698.48,1640.56
30.9087,58.7857,18.5947,um,Spot,Position,27,63730,46.0259,1038.33
51.2352,62.0421,18.3337,um,Spot,Position,27,63731,322.415,1482.88
37.7786,41.3272,19.769,um,Spot,Position,27,63732,28.7303,1026.1
41.2409,60.8419,19.8728,um,Spot,Position,27,63733,889.685,1852.74
53.1907,39.5958,21.4042,um,Spot,Position,27,63734,641.107,1536.41
54.8464,53.8399,22.3753,um,Spot,Position,27,63735,593.841,1374.75
74.7902,50.9703,15.5391,um,Spot,Position,27,63736,487.383,1263.28
79.916,40.4714,19.9751,um,Spot,Position,27,63737,61.1285,1302.82
65.3434,41.4693,20.842,um,Spot,Position,27,63738,182.957,1408.88
86.1474,53.9875,20.8596,um,Spot,Position,27,63739,131.746,1694.85
84.2646,39.6155,21.8411,um,Spot,Position,27,63740,48.1827,1238.32
60.5622,43.5589,21.8072,um,Spot,Position,27,63741,776.023,1658.44
75.648,47.1478,21.8772,um,Spot,Position,27,63742,1544.87,1485.66
71.8902,43.0838,22.2664,um,Spot,Position,27,63743,1920.33,1748.03
63.4851,51.2095,22.5057,um,Spot,Position,27,63744,1055.86,1586.78
60.3524,58.4512,22.3601,um,Spot,Position,27,63745,260.445,1434.35
110.591,49.3032,16.2227,um,Spot,Position,27,63746,20.0241,1312.03
98.6248,58.8412,16.5903,um,Spot,Position,27,63747,726.663,1288.01
113.592,38.3486,17.9222,um,Spot,Position,27,63748,15.8392,1635.15
90.409,41.826,18.167,um,Spot,Position,27,63749,30.1266,1180.87
92.9818,55.8868,18.4529,um,Spot,Position,27,63750,114.928,1334.38
99.4781,39.0861,19.5765,um,Spot,Position,27,63751,21.8578,1514.04
106.582,51.0029,19.4579,um,Spot,Position,27,63752,15.7893,1297.75
93.5576,38.3053,20.0263,um,Spot,Position,27,63753,24.8454,1333.11
105.175,39.1203,20.0694,um,Spot,Position,27,63754,31.7983,1168.66
113.183,54.4546,20.3831,um,Spot,Position,27,63755,27.376,1108.09
110.787,44.678,22.4274,um,Spot,Position,27,63756,25.7041,1204.53
99.7222,46.7866,22.5951,um,Spot,Position,27,63757,39.8165,1746
117.436,48.9674,16.8802,um,Spot,Position,27,63758,21.4973,1043.4
118.113,56.8371,18.1458,um,Spot,Position,27,63759,28.279,900.667
116.616,61.9559,19.2137,um,Spot,Position,27,63760,23.7133,1257.17
28.4313,71.1604,16.5158,um,Spot,Position,27,63761,25.8326,2511.84
37.7225,92.1725,15.697,um,Spot,Position,27,63762,12.3895,2031.86
41.8988,70.7415,16.2056,um,Spot,Position,27,63763,1522.57,1682.24
52.1993,80.0989,17.6948,um,Spot,Position,27,63764,421.477,1407.59
41.3221,82.1919,20.8867,um,Spot,Position,27,63765,354.554,872.66
64.0901,85.1008,15.935,um,Spot,Position,27,63766,59.2415,1686.92
81.0322,68.3548,18.0086,um,Spot,Position,27,63767,76.4956,1371.16
72.6821,77.0322,18.0246,um,Spot,Position,27,63768,593.962,1509.04
59.545,75.2164,18.7533,um,Spot,Position,27,63769,1152.77,1720.68
79.0571,76.2737,20.1473,um,Spot,Position,27,63770,220.239,1486.1
84.0011,78.0649,19.9266,um,Spot,Position,27,63771,30.157,1419.85
66.8924,67.3939,20.4562,um,Spot,Position,27,63772,173.351,1014.33
76.3154,88.8395,20.6719,um,Spot,Position,27,63773,17.4091,1638.32
86.169,88.5616,21.6352,um,Spot,Position,27,63774,30.7544,1264.45
64.9894,77.1263,22.5935,um,Spot,Position,27,63775,49.1364,1322.4
86.3814,82.0378,22.6878,um,Spot,Position,27,63776,20.9799,1500.72
91.5992,91.995,15.6962,um,Spot,Position,27,63777,23.2013,1098.79
97.4437,83.2357,16.5674,um,Spot,Position,27,63778,40.0432,1418.47
113.599,87.3441,16.5369,um,Spot,Position,27,63779,26.1444,1235.88
113.924,66.4906,17.8296,um,Spot,Position,27,63780,21.5451,937.84
103.348,86.4922,17.8116,um,Spot,Position,27,63781,24.5949,1604.03
102.797,75.9645,19.134,um,Spot,Position,27,63782,62.454,1077.18
100.441,83.3374,18.8635,um,Spot,Position,27,63783,63.4934,1546.65
109.898,65.6603,19.2214,um,Spot,Position,27,63784,32.1117,1249.92
106.853,76.246,19.4295,um,Spot,Position,27,63785,482.689,1060.99
109.696,85.8249,20.5851,um,Spot,Position,27,63786,17.0637,1244.31
89.3087,73.5163,21.5428,um,Spot,Position,27,63787,61.5919,1477.6
92.9934,88.1164,21.2417,um,Spot,Position,27,63788,26.7348,1437.38
114.966,72.5756,22.5309,um,Spot,Position,27,63789,19.6512,1074.35
115.077,81.6488,22.8975,um,Spot,Position,27,63790,33.0623,1245.7
116.067,78.5443,15.8777,um,Spot,Position,27,63791,23.0087,1544.48
118.302,84.9192,20.2334,um,Spot,Position,27,63792,25.9749,1271.38
67.7613,30.6995,27.2719,um,Spot,Position,27,63793,322.589,1203.83
97.8783,29.796,24.7154,um,Spot,Position,27,63794,23.6104,775.283
56.6985,47.0909,23.33,um,Spot,Position,27,63795,91.6209,1265.74
47.5793,63.3784,23.7156,um,Spot,Position,27,63796,712.784,992.625
49.7157,54.4001,24.3013,um,Spot,Position,27,63797,609.212,1237.98
55.7156,37.2145,26.1868,um,Spot,Position,27,63798,250.036,1158.81
57.6073,47.2673,30.113,um,Spot,Position,27,63799,32.9278,2092.24
69.4063,61.155,23.329,um,Spot,Position,27,63800,489.204,1510.46
78.1115,51.4308,25.4102,um,Spot,Position,27,63801,690.681,1659.38
84.668,60.5132,25.8082,um,Spot,Position,27,63802,46.4991,2006.68
76.5039,43.2757,26.1972,um,Spot,Position,27,63803,201.89,1185.31
68.8108,48.5544,26.615,um,Spot,Position,27,63804,1112.56,1673.59
83.9379,43.0707,26.902,um,Spot,Position,27,63805,56.0872,1122.02
71.8054,56.8921,27.2197,um,Spot,Position,27,63806,348.79,1557.11
67.2466,55.7807,28.0637,um,Spot,Position,27,63807,293.995,1288.59
78.9717,54.7011,28.6627,um,Spot,Position,27,63808,1412.57,1535.95
77.4455,59.7729,28.5943,um,Spot,Position,27,63809,462.065,1520.23
70.9489,62.614,28.3348,um,Spot,Position,27,63810,1571.98,1766.36
93.3214,63.9068,24.2318,um,Spot,Position,27,63811,130.086,1553.85
91.0025,48.9145,25.2345,um,Spot,Position,27,63812,52.7587,2285.4
111.447,60.4967,25.8385,um,Spot,Position,27,63813,25.9289,1220.15
104.081,57.2222,26.1654,um,Spot,Position,27,63814,46.5164,1606.12
89.7156,57.8132,27.2361,um,Spot,Position,27,63815,136.806,1708.02
95.9149,53.8577,28.0675,um,Spot,Position,27,63816,35.632,1454.13
109.204,43.3223,29.5104,um,Spot,Position,27,63817,24.171,2488.86
96.1048,39.9341,30.6336,um,Spot,Position,27,63818,29.06,1225.41
115.334,62.8244,23.9115,um,Spot,Position,27,63819,45.2256,1203.75
55.5898,89.5794,25.2773,um,Spot,Position,27,63820,26.2621,1988.59
50.9224,71.8708,27.6076,um,Spot,Position,27,63821,370.301,898.115
58.4036,65.8045,23.6156,um,Spot,Position,27,63822,859.432,1705.98
64.7282,90.9208,25.067,um,Spot,Position,27,63823,289.605,2206.19
71.1964,68.6804,25.4833,um,Spot,Position,27,63824,113.141,1163.98
64.8284,67.6133,26.3747,um,Spot,Position,27,63825,112.633,1129.55
81.8215,76.2894,26.1608,um,Spot,Position,27,63826,65.1032,1180.7
75.7313,73.5514,26.7213,um,Spot,Position,27,63827,198.643,914.593
61.611,83.0304,27.6417,um,Spot,Position,27,63828,45.5634,991.402
74.8664,88.9718,27.5274,um,Spot,Position,27,63829,37.5877,2048.75
80.8738,67.7718,29.7106,um,Spot,Position,27,63830,158.626,1799.3
61.5013,67.8065,30.6343,um,Spot,Position,27,63831,69.5447,1255.46
97.0224,75.7884,23.4144,um,Spot,Position,27,63832,186.082,1545.65
96.9268,86.9647,23.1583,um,Spot,Position,27,63833,38.5485,1355.71
91.3506,80.6551,23.8472,um,Spot,Position,27,63834,34.6704,1154.9
109.595,69.1531,24.3252,um,Spot,Position,27,63835,57.5811,938.732
103.296,83.2361,24.0317,um,Spot,Position,27,63836,29.9606,1574.45
104.946,76.8725,24.7529,um,Spot,Position,27,63837,133.68,1055.62
108.194,73.3428,25.2115,um,Spot,Position,27,63838,76.6085,1078.83
97.6969,67.3872,27.1827,um,Spot,Position,27,63839,35.8206,1233.82
90.9224,68.245,27.1322,um,Spot,Position,27,63840,628.172,1529.6
102.533,70.5201,27.7581,um,Spot,Position,27,63841,84.0798,1499.5
94.8006,72.5567,27.5377,um,Spot,Position,27,63842,35.7062,1501.17
104.015,65.1614,27.8909,um,Spot,Position,27,63843,97.9525,1432.11
97.4327,84.9457,29.9566,um,Spot,Position,27,63844,168.496,1299.09
88.3519,91.0339,29.8323,um,Spot,Position,27,63845,22.1042,1978.57
84.9912,36.638,30.8055,um,Spot,Position,27,63846,205.595,1373.22
59.7475,51.6924,31.3252,um,Spot,Position,27,63847,62.187,2182.91
73.3733,79.693,32.4515,um,Spot,Position,27,63848,21.1932,1842.82
94.9532,72.7186,32.9258,um,Spot,Position,27,63849,17.7835,2168.08
25.1153,30.8546,0.24,um,Spot,Position,28,63850,38.6438,671.524
54.4893,32.395,1.07037,um,Spot,Position,28,63851,55.1056,1309.41
49.9843,35.1384,1.68038,um,Spot,Position,28,63852,295.742,1451.93
39.6448,34.7886,2.7507,um,Spot,Position,28,63853,227.799,1575.21
38.0035,30.6323,5.98358,um,Spot,Position,28,63854,57.5876,1746.83
73.8024,29.7343,0.24,um,Spot,Position,28,63855,21.8062,1496.32
65.1715,31.371,0.24,um,Spot,Position,28,63856,30.9733,1915.02
83.4212,29.2925,1.46153,um,Spot,Position,28,63857,12.5622,1022.13
77.0126,28.5769,5.73294,um,Spot,Position,28,63858,18.9618,1126.02
99.9494,31.8443,0.24,um,Spot,Position,28,63859,21.8232,1482.96
88.0299,31.8099,3.7731,um,Spot,Position,28,63860,24,1240.64
111.324,28.7848,4.39789,um,Spot,Position,28,63861,18.7988,1520.36
118.374,28.4081,0.24,um,Spot,Position,28,63862,33.9752,1147.03
27.3436,42.0193,0.24,um,Spot,Position,28,63863,36.7252,1541
22.3612,44.011,0.24,um,Spot,Position,28,63864,23.1523,946.772
25.7043,50.6433,0.24,um,Spot,Position,28,63865,58.5417,1207.88
21.7661,49.7621,2.70322,um,Spot,Position,28,63866,60.1467,1514.5
25.524,64.0878,3.13269,um,Spot,Position,28,63867,73.2073,1730.75
22.9843,59.9724,3.41145,um,Spot,Position,28,63868,56.4354,1552.04
25.4825,54.4564,4.79981,um,Spot,Position,28,63869,30.1638,1512.17
27.8594,44.5948,5.70784,um,Spot,Position,28,63870,39.2105,1409.33
30.3096,36.6161,0.24,um,Spot,Position,28,63871,34.1609,1140.15
35.3639,38.0258,0.24,um,Spot,Position,28,63872,40.5166,1079.71
44.622,41.5604,0.24,um,Spot,Position,28,63873,205.958,1766.53
41.0115,43.794,0.24,um,Spot,Position,28,63874,86.721,1652.38
51.6152,46.7823,0.24,um,Spot,Position,28,63875,410.018,1988.12
32.0637,47.0989,0.24,um,Spot,Position,28,63876,126.322,1179.93
56.0169,39.9511,2.59673,um,Spot,Position,28,63877,201.965,1621.75
42.6842,49.1893,2.62314,um,Spot,Position,28,63878,191.256,1281.03
32.9692,63.1412,3.57425,um,Spot,Position,28,63879,255.719,1678.99
41.3149,41.1401,3.97095,um,Spot,Position,28,63880,199.615,1580.54
50.525,53.1804,3.88577,um,Spot,Position,28,63881,306.638,871.929
33.1018,45.3243,6.6971,um,Spot,Position,28,63882,925.911,1650.68
47.8241,46.2524,6.66866,um,Spot,Position,28,63883,1111.78,1214.53
39.9514,47.6249,6.38757,um,Spot,Position,28,63884,849.417,1481.62
68.9472,50.4463,0.24,um,Spot,Position,28,63885,52.7321,1763.51
84.7501,51.0797,0.24,um,Spot,Position,28,63886,62.9708,1370.26
64.3654,54.0261,0.24,um,Spot,Position,28,63887,51.5286,1141.43
85.5604,59.4361,0.24,um,Spot,Position,28,63888,41.9777,1322.47
80.3095,59.0386,0.503349,um,Spot,Position,28,63889,311.024,1406.85
74.0413,41.3583,1.48341,um,Spot,Position,28,63890,28.1335,1734.71
60.7767,50.655,1.464,um,Spot,Position,28,63891,96.6862,1480.7
75.7021,59.2212,2.05842,um,Spot,Position,28,63892,289.67,1281.64
60.7696,39.9947,3.51839,um,Spot,Position,28,63893,260.493,1493.99
80.3809,48.4494,5.34274,um,Spot,Position,28,63894,34.0709,1390.11
61.7404,50.521,5.85436,um,Spot,Position,28,63895,243.393,1621.26
86.082,57.9116,6.11738,um,Spot,Position,28,63896,45.7037,1451.32
72.7831,40.2561,6.99767,um,Spot,Position,28,63897,61.2521,1542.08
97.215,38.0891,0.24,um,Spot,Position,28,63898,27.4905,1745.45
87.821,40.6735,0.24,um,Spot,Position,28,63899,27.857,1134.58
104.053,42.492,0.24,um,Spot,Position,28,63900,26.1276,1768.4
91.628,46.3481,0.24,um,Spot,Position,28,63901,17.6928,1268.65
106.583,51.953,0.24,um,Spot,Position,28,63902,12.7626,1141.54
100.84,55.2687,0.24,um,Spot,Position,28,63903,11.6546,1128.16
113.801,55.8654,0.24,um,Spot,Position,28,63904,22.9151,1105.72
96.8299,61.0097,0.24,um,Spot,Position,28,63905,21.8555,1101.01
90.4088,60.4398,2.15674,um,Spot,Position,28,63906,63.4044,1630.65
101.033,38.5383,2.58958,um,Spot,Position,28,63907,21.601,1647.81
92.176,54.1029,2.60196,um,Spot,Position,28,63908,152.327,1487.61
110.604,64.5992,2.66667,um,Spot,Position,28,63909,24.9098,1102.6
111.397,37.0133,3.28475,um,Spot,Position,28,63910,15.6866,1223.98
96.5327,51.5334,3.17627,um,Spot,Position,28,63911,25.447,1628.13
91.3315,36.3253,3.9914,um,Spot,Position,28,63912,29.8698,1102.47
87.3643,42.4082,4.98386,um,Spot,Position,28,63913,36.2335,1068.95
105.344,51.0665,5.77481,um,Spot,Position,28,63914,19.7798,1489.87
88.836,50.1867,6.55155,um,Spot,Position,28,63915,47.6571,1178.62
100.745,64.7559,6.45096,um,Spot,Position,28,63916,32.5697,1724.17
115.54,41.2288,0.24,um,Spot,Position,28,63917,24.941,928.112
117.897,49.2464,0.24,um,Spot,Position,28,63918,26.4445,879.621
117.603,62.4033,0.24,um,Spot,Position,28,63919,26.6125,1241.59
117.322,48.1568,6.86576,um,Spot,Position,28,63920,19.5793,1218.28
116.197,54.4501,7.57102,um,Spot,Position,28,63921,19.2669,1877.78
28.6962,69.5712,0.24,um,Spot,Position,28,63922,49.1954,1143.33
23.7914,79.1393,0.24,um,Spot,Position,28,63923,36.0402,941.625
29.3914,77.7404,1.22177,um,Spot,Position,28,63924,46.2435,1905.14
45.9025,67.0293,0.24,um,Spot,Position,28,63925,177.415,1823.2
54.5197,71.0196,0.24,um,Spot,Position,28,63926,105.735,1361.92
48.1833,76.0716,0.24,um,Spot,Position,28,63927,130.105,1843.5
52.1524,80.824,0.24,um,Spot,Position,28,63928,47.2304,1435.28
33.9293,90.9035,0.24,um,Spot,Position,28,63929,33.1264,1518.96
35.8716,73.1604,0.686709,um,Spot,Position,28,63930,191.961,1902.59
50.3648,65.405,2.28441,um,Spot,Position,28,63931,546.824,1626.41
37.5448,80.3843,3.11763,um,Spot,Position,28,63932,122.951,1880.61
41.1362,81.7273,3.60556,um,Spot,Position,28,63933,110.642,2309.26
47.926,90.3808,4.20138,um,Spot,Position,28,63934,55.5126,1676.5
53.9031,82.0848,5.96686,um,Spot,Position,28,63935,50.49,1764.39
37.172,76.7304,6.84377,um,Spot,Position,28,63936,149.494,1650.69
67.1967,68.6115,0.24,um,Spot,Position,28,63937,35.1652,1871.34
78.3431,69.2439,0.24,um,Spot,Position,28,63938,91.9455,1910.55
60.069,72.7312,0.24,um,Spot,Position,28,63939,36.8821,1244.03
71.6989,72.7586,0.24,um,Spot,Position,28,63940,49.637,1961.49
83.5966,75.0162,0.24,um,Spot,Position,28,63941,32.0325,1848.11
72.5626,80.513,0.24,um,Spot,Position,28,63942,51.7953,1484.46
61.0928,81.4047,0.24,um,Spot,Position,28,63943,68.5184,1714.35
63.7832,88.0726,0.24,um,Spot,Position,28,63944,48.2111,1630.3
73.7409,88.2625,0.24,um,Spot,Position,28,63945,31.9981,1452.78
77.7051,91.5292,0.24,um,Spot,Position,28,63946,36.007,1390.89
62.4568,68.5017,3.25756,um,Spot,Position,28,63947,28.1696,1254.69
