Position,,,,,,,,Intensity Mean Ch=3 Img=1,Intensity Mean Ch=2 Img=1
 ==================== ,,,,,,,, ==================== , ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,VENUS Intensity Mean,KEIMA Intensity Mean
91.1051,51.5703,28.8755,um,Spot,Position,39,67727,52.5595,1093.3
106.556,40.5968,29.9768,um,Spot,Position,39,67728,14.984,2842.59
113.79,61.5974,29.9977,um,Spot,Position,39,67729,369.064,943.659
117.395,40.16,27.2203,um,Spot,Position,39,67730,22.3913,1270.9
54.9425,88.2256,26.1814,um,Spot,Position,39,67731,17.9746,2217.52
50.6335,76.0723,27.0508,um,Spot,Position,39,67732,231.182,874.136
79.3929,69.489,23.4172,um,Spot,Position,39,67733,323.489,1494.39
66.0996,76.4978,23.8681,um,Spot,Position,39,67734,83.05,1355.75
73.1004,81.5125,23.6816,um,Spot,Position,39,67735,50.5711,1425.6
80.7039,85.7242,23.5436,um,Spot,Position,39,67736,27.1273,1506.75
72.982,76.1706,25.8949,um,Spot,Position,39,67737,36.8252,1182.25
82.4898,67.0693,26.4893,um,Spot,Position,39,67738,194.821,2145.28
111.088,71.197,23.2823,um,Spot,Position,39,67739,26.9685,1101.55
103.319,79.9566,24.2356,um,Spot,Position,39,67740,83.7536,1244.64
92.4548,85.2658,24.1168,um,Spot,Position,39,67741,32.0145,1565.21
107.861,65.8045,24.5092,um,Spot,Position,39,67742,27.3662,1515.63
98.8433,78.5997,24.697,um,Spot,Position,39,67743,44.2384,1794.85
106.323,73.2387,24.9825,um,Spot,Position,39,67744,38.394,1178.12
93.8951,65.2385,25.8641,um,Spot,Position,39,67745,48.9945,1605.98
102.668,66.3218,26.1355,um,Spot,Position,39,67746,37.4696,1556.11
93.5049,71.4053,26.1742,um,Spot,Position,39,67747,108.872,1680.76
100.609,72.0563,26.8625,um,Spot,Position,39,67748,68.9125,1683.25
86.6955,65.7532,27.4944,um,Spot,Position,39,67749,221.815,1832.08
98.0147,91.9487,27.5926,um,Spot,Position,39,67750,394.898,1549.38
103.481,79.3049,29.478,um,Spot,Position,39,67751,408.602,1120.57
87.2915,88.7546,30.6011,um,Spot,Position,39,67752,23.5412,2079.35
115.975,66.671,24.2571,um,Spot,Position,39,67753,31.0473,1337.38
67.551,55.7866,33.1069,um,Spot,Position,39,67754,90.7899,1372.34
92.3884,42.747,31.8104,um,Spot,Position,39,67755,34.2756,1448.49
60.8216,68.7135,30.812,um,Spot,Position,39,67756,63.2044,1472.38
71.3605,78.1652,32.6231,um,Spot,Position,39,67757,25.3558,2086.86
78.6012,69.3956,33.5575,um,Spot,Position,39,67758,596.635,1494.19
93.1912,71.5129,33.3416,um,Spot,Position,39,67759,24.4594,2640.26
26.342,35.5635,1.2,um,Spot,Position,40,67760,39.2661,938.432
41.6697,33.3845,1.2,um,Spot,Position,40,67761,45.9173,1562.48
35.2558,32.8944,3.59839,um,Spot,Position,40,67762,34.3342,2028.85
51.7721,31.9829,4.77877,um,Spot,Position,40,67763,32.9858,1586.06
41.1995,33.0524,5.04373,um,Spot,Position,40,67764,41.4883,1504.69
75.8512,32.2884,1.2,um,Spot,Position,40,67765,29.1604,1290.03
70.7233,33.8009,1.2,um,Spot,Position,40,67766,27.3075,1448.13
62.5089,29.4855,4.42111,um,Spot,Position,40,67767,22.6898,2447.52
86.7101,34.0412,0.940354,um,Spot,Position,40,67768,22.7268,1231.03
101.569,29.1347,1.74121,um,Spot,Position,40,67769,18.2655,1605.13
94.6787,29.1133,3.26865,um,Spot,Position,40,67770,22.9673,1339.44
112.371,35.1882,4.1482,um,Spot,Position,40,67771,14.7653,1307.68
118.054,32.0597,4.05269,um,Spot,Position,40,67772,15.7016,1177.95
21.5226,53.9817,1.2,um,Spot,Position,40,67773,28.1978,1502.66
24.0331,58.3945,1.2,um,Spot,Position,40,67774,38.5396,1614.11
23.9843,48.7927,1.57575,um,Spot,Position,40,67775,38.5177,1614.85
26.321,63.6981,1.5987,um,Spot,Position,40,67776,56.4006,1725.62
28.7077,43.1477,4.04005,um,Spot,Position,40,67777,40.7959,1510.73
50.6463,38.373,1.2,um,Spot,Position,40,67778,95.9263,1394.19
30.6585,43.6865,1.2,um,Spot,Position,40,67779,84.1166,1538.78
41.6181,44.4931,1.2,um,Spot,Position,40,67780,101.028,1412.14
51.8158,48.5365,1.2,um,Spot,Position,40,67781,73.0315,1073.51
49.5873,62.9232,1.2,um,Spot,Position,40,67782,133.059,1302.06
53.091,40.6411,2.34125,um,Spot,Position,40,67783,95.5964,1789.16
38.2686,47.2325,2.13279,um,Spot,Position,40,67784,273.194,1558.18
57.9156,37.246,3.09481,um,Spot,Position,40,67785,132.397,1325.35
32.0093,63.9345,3.79513,um,Spot,Position,40,67786,246.337,1683.69
45.2631,50.0569,5.86405,um,Spot,Position,40,67787,74.5787,892.59
30.672,54.5783,6.18755,um,Spot,Position,40,67788,137.573,1410.72
43.2782,38.901,6.57694,um,Spot,Position,40,67789,326.658,1193.19
69.8272,41.1988,1.2,um,Spot,Position,40,67790,35.0009,1293.4
82.0672,44.761,1.2,um,Spot,Position,40,67791,125.419,1155.99
70.1027,54.9573,1.2,um,Spot,Position,40,67792,44.6677,1877.19
61.6083,38.6451,1.79369,um,Spot,Position,40,67793,48.0613,1314.02
60.1292,64.0572,2.8335,um,Spot,Position,40,67794,46.5917,1368.79
78.8579,57.7859,3.19883,um,Spot,Position,40,67795,45.1352,1381.64
61.9802,48.9052,3.54387,um,Spot,Position,40,67796,72.2143,1480.84
78.4643,53.9688,4.52082,um,Spot,Position,40,67797,143.768,1210.93
84.0362,41.7124,5.53889,um,Spot,Position,40,67798,30.6997,1137.4
73.2022,48.2586,5.88459,um,Spot,Position,40,67799,65.6374,1343.1
85.9678,57.8267,6.54473,um,Spot,Position,40,67800,257.096,1067.7
59.8559,64.7684,7.47254,um,Spot,Position,40,67801,82.0665,1001.39
106.438,36.6262,1.2,um,Spot,Position,40,67802,13.0532,1798.78
86.8042,39.7595,1.2,um,Spot,Position,40,67803,25.8037,1320.93
95.0892,40.8605,1.2,um,Spot,Position,40,67804,61.0152,1516.35
100.447,41.0313,1.2,um,Spot,Position,40,67805,33.2871,1291.93
104.86,44.7958,1.2,um,Spot,Position,40,67806,16.8595,1500.3
110.886,44.8078,1.2,um,Spot,Position,40,67807,19.1808,1439.69
114.774,45.5112,1.2,um,Spot,Position,40,67808,25.6875,919.081
92.5093,51.8295,1.2,um,Spot,Position,40,67809,18.7143,1271.94
99.1136,59.0425,1.2,um,Spot,Position,40,67810,14.0897,1326.61
87.5977,59.5803,1.2,um,Spot,Position,40,67811,130.004,1146.71
113.423,62.015,1.2,um,Spot,Position,40,67812,20.235,1129.87
107.883,62.6823,1.2,um,Spot,Position,40,67813,16.1664,1132.32
113.868,56.6426,1.10318,um,Spot,Position,40,67814,11.4896,1206.89
108.031,53.0319,2.91763,um,Spot,Position,40,67815,11.2914,1670.99
99.0306,49.5233,4.06968,um,Spot,Position,40,67816,17.6001,1556.85
94.4152,51.3923,4.24504,um,Spot,Position,40,67817,26.2846,1574.75
101.241,62.3227,5.54235,um,Spot,Position,40,67818,31.9658,1579.71
106.235,61.2042,6.55884,um,Spot,Position,40,67819,17.0481,1073.45
89.1757,49.3685,6.80867,um,Spot,Position,40,67820,24.4989,1564.93
118.593,63.6246,1.2,um,Spot,Position,40,67821,18.9595,1131.17
27.2407,71.4616,1.2,um,Spot,Position,40,67822,37.979,1072.16
26.4889,79.9528,1.2,um,Spot,Position,40,67823,23.536,1128.97
26.5609,75.4358,4.86188,um,Spot,Position,40,67824,37.3407,1546.05
57.7514,72.3438,1.2,um,Spot,Position,40,67825,54.5401,1248.46
41.7828,72.5206,1.2,um,Spot,Position,40,67826,575.145,1610.15
54.2305,81.2907,1.2,um,Spot,Position,40,67827,34.3717,1004.53
35.029,82.7306,1.2,um,Spot,Position,40,67828,112.459,1548.62
34.5799,89.5807,1.2,um,Spot,Position,40,67829,33.0839,1518.65
56.1496,90.9569,1.2,um,Spot,Position,40,67830,21.2702,1114.54
44.4397,91.9341,1.2,um,Spot,Position,40,67831,33.9185,1807.42
51.6897,66.6609,1.22586,um,Spot,Position,40,67832,170.005,1667.16
34.0987,72.959,1.2583,um,Spot,Position,40,67833,55.6072,1825.94
41.9607,86.0414,2.7867,um,Spot,Position,40,67834,46.2097,2112.45
46.4743,91.129,3.61087,um,Spot,Position,40,67835,24.7393,1694.58
37.4573,85.2547,4.12215,um,Spot,Position,40,67836,33.2255,1661.95
47.9768,78.5361,4.97706,um,Spot,Position,40,67837,222.177,1610.08
38.5729,70.0158,5.58689,um,Spot,Position,40,67838,298.799,1495.51
53.6754,82.5669,6.51369,um,Spot,Position,40,67839,21.6261,1615.89
69.4539,68.3213,1.2,um,Spot,Position,40,67840,72.1571,1455.57
74.2797,70.2795,1.2,um,Spot,Position,40,67841,43.9648,1562.72
81.9055,70.7432,1.2,um,Spot,Position,40,67842,29.2253,1647.92
61.9708,73.106,1.2,um,Spot,Position,40,67843,47.5934,1277.54
81.4687,76.6511,1.2,um,Spot,Position,40,67844,31.3659,1422.84
63.9044,79.553,1.2,um,Spot,Position,40,67845,56.2606,1278.59
62.2944,87.6236,1.2,um,Spot,Position,40,67846,79.8383,916.547
86.5144,89.0105,1.2,um,Spot,Position,40,67847,24.1958,1027.72
81.5976,86.009,1.53912,um,Spot,Position,40,67848,15.7087,1864.28
66.0462,66.2686,2.35767,um,Spot,Position,40,67849,41.8884,1244.36
69.4223,89.0199,3.56919,um,Spot,Position,40,67850,30.179,1350.58
63.0977,83.9186,4.09214,um,Spot,Position,40,67851,34.3358,1298.08
73.2629,91.8562,4.09799,um,Spot,Position,40,67852,23.1832,1978.74
68.8894,77.1057,4.49052,um,Spot,Position,40,67853,41.776,1367.13
67.4438,70.4519,5.07152,um,Spot,Position,40,67854,180.609,1253.54
86.5831,72.6606,5.25946,um,Spot,Position,40,67855,25.165,1380.41
72.8196,70.9228,6.38048,um,Spot,Position,40,67856,72.3243,1309.28
79.28,86.7451,6.65948,um,Spot,Position,40,67857,24.514,1333.78
86.1442,90.9757,6.285,um,Spot,Position,40,67858,30.218,1438.74
60.3278,72.2603,7.62593,um,Spot,Position,40,67859,98.1766,1711.3
87.2138,69.7669,1.2,um,Spot,Position,40,67860,28.4865,1602.2
97.4674,70.4149,1.2,um,Spot,Position,40,67861,44.6419,894.213
92.7532,74.3662,1.2,um,Spot,Position,40,67862,46.6221,1557.2
107.105,78.53,1.2,um,Spot,Position,40,67863,17.3506,1421.14
87.939,79.4415,1.2,um,Spot,Position,40,67864,38.017,1454.98
93.4938,83.6045,1.2,um,Spot,Position,40,67865,30.1164,891.605
105.711,89.6276,1.2,um,Spot,Position,40,67866,17.7204,1250.19
112.792,90.4081,1.2,um,Spot,Position,40,67867,33.9182,1743.21
108.077,74.575,1.2,um,Spot,Position,40,67868,31.5295,1534.13
103.625,78.6061,3.16629,um,Spot,Position,40,67869,18.9129,1733.86
114.456,84.4756,2.99902,um,Spot,Position,40,67870,30.6407,1970.44
94.3866,86.8156,4.85286,um,Spot,Position,40,67871,20.8416,1303.86
110.272,82.0675,5.50811,um,Spot,Position,40,67872,23.6549,1054.11
91.4301,70.8453,6.27481,um,Spot,Position,40,67873,25.0487,1274.87
114.463,75.9014,6.42625,um,Spot,Position,40,67874,24.4307,1417.13
95.5782,73.2552,6.95362,um,Spot,Position,40,67875,25.4155,1710.87
115.515,65.6906,3.64888,um,Spot,Position,40,67876,17.9038,1195.97
47.1903,30.3699,10.7223,um,Spot,Position,40,67877,32.9308,1432.55
66.6587,33.9955,7.97078,um,Spot,Position,40,67878,42.4491,1207.11
75.4034,34.2239,8.35142,um,Spot,Position,40,67879,31.4588,1472.38
60.8676,29.6319,11.71,um,Spot,Position,40,67880,43.288,1916.64
86.1926,29.8069,14.1893,um,Spot,Position,40,67881,19.5337,1337.89
75.5526,33.8652,14.1526,um,Spot,Position,40,67882,81.6103,1068.46
66.718,29.9958,14.9213,um,Spot,Position,40,67883,56.2254,2135.76
97.1885,28.8361,8.97026,um,Spot,Position,40,67884,19.9174,1351.89
95.1091,32.916,13.3271,um,Spot,Position,40,67885,20.3855,2146.62
102.588,33.3416,13.5922,um,Spot,Position,40,67886,21.2199,1044.03
112.096,33.8552,13.8011,um,Spot,Position,40,67887,20.6299,1510.49
23.9744,59.3513,12.0481,um,Spot,Position,40,67888,24.8121,992.08
50.3775,38.6145,8.82087,um,Spot,Position,40,67889,168.006,1031.2
37.4432,62.9063,8.94934,um,Spot,Position,40,67890,2651.79,1747.07
38.2761,39.3226,9.83066,um,Spot,Position,40,67891,72.4739,1484.35
57.9035,48.4016,9.945,um,Spot,Position,40,67892,208.297,1763.37
33.2255,46.6741,10.6211,um,Spot,Position,40,67893,62.4278,1381.02
52.7053,53.6612,11.7672,um,Spot,Position,40,67894,41.5528,681.038
39.1692,55.6771,12.4084,um,Spot,Position,40,67895,3268.64,1797.67
38.3335,43.1107,12.6264,um,Spot,Position,40,67896,522.889,1354.81
55.5524,40.1398,13.4003,um,Spot,Position,40,67897,1017.14,1662
43.1285,45.5225,13.2294,um,Spot,Position,40,67898,2144.58,1328.73
63.7715,46.9263,7.97052,um,Spot,Position,40,67899,144.002,1570.54
80.1483,52.3154,8.47882,um,Spot,Position,40,67900,85.1612,1415.68
78.1005,58.281,8.79903,um,Spot,Position,40,67901,59.2164,1151.44
82.1021,37.4707,10.1659,um,Spot,Position,40,67902,20.9352,1642.69
77.6835,46.6375,10.3914,um,Spot,Position,40,67903,78.945,1366.6
60.3538,39.4781,10.9584,um,Spot,Position,40,67904,251.216,1547.34
66.4898,42.2026,11.4555,um,Spot,Position,40,67905,578.483,1534.3
70.2774,55.8705,12.2165,um,Spot,Position,40,67906,774.702,1821.85
75.767,54.8447,12.5728,um,Spot,Position,40,67907,387.536,1119.2
85.532,58.6679,13.7136,um,Spot,Position,40,67908,77.3311,1130.46
82.821,50.8083,14.0638,um,Spot,Position,40,67909,42.9578,1210.91
105.473,39.3245,7.79088,um,Spot,Position,40,67910,15.7555,1668.7
113.963,40.7183,8.42113,um,Spot,Position,40,67911,33.7198,1338.4
92.4943,47.4973,9.29204,um,Spot,Position,40,67912,21.6107,1210.06
90.8025,58.6022,10.0037,um,Spot,Position,40,67913,73.3977,1471.4
109.836,64.0611,11.3529,um,Spot,Position,40,67914,29.4341,1407.05
86.8755,50.2316,11.7289,um,Spot,Position,40,67915,37.1443,1273.5
102.737,63.2572,11.8693,um,Spot,Position,40,67916,32.4471,1612.62
103.326,55.0733,12.6108,um,Spot,Position,40,67917,85.3427,1039.07
110.302,39.943,13.0675,um,Spot,Position,40,67918,27.3667,1921.5
114.904,59.9631,13.2908,um,Spot,Position,40,67919,17.4989,1322.45
97.5518,60.331,13.0731,um,Spot,Position,40,67920,206.982,1448.89
88.9855,38.0135,13.6009,um,Spot,Position,40,67921,20.7053,1428.89
102.452,42.7809,14.2189,um,Spot,Position,40,67922,23.5591,1765.12
95.6333,38.1261,14.4486,um,Spot,Position,40,67923,20.4092,1618.27
91.6477,48.2854,14.6093,um,Spot,Position,40,67924,53.7455,1558.41
107.747,56.0546,14.7644,um,Spot,Position,40,67925,12.0186,1622.19
117.11,53.8193,9.2747,um,Spot,Position,40,67926,20.2063,1147.23
117.05,42.5165,12.4982,um,Spot,Position,40,67927,21.6567,1322.69
34.2373,79.7305,7.96045,um,Spot,Position,40,67928,37.6587,1260.01
41.4783,75.6769,8.51089,um,Spot,Position,40,67929,1626.07,1604.34
53.3396,74.2936,8.81242,um,Spot,Position,40,67930,495.9,1568.32
46.0789,78.6154,8.76387,um,Spot,Position,40,67931,336.946,1569.04
53.2942,69.2203,11.9093,um,Spot,Position,40,67932,399.897,1338.06
50.1084,78.5501,11.578,um,Spot,Position,40,67933,79.4072,1504.18
45.3377,87.6323,11.6081,um,Spot,Position,40,67934,45.1457,1774.92
48.9759,66.8374,12.8384,um,Spot,Position,40,67935,311.53,1576.92
76.1412,69.7762,8.52292,um,Spot,Position,40,67936,267.026,1536.3
71.623,82.038,8.45702,um,Spot,Position,40,67937,70.048,1495.75
78.3869,91.7273,8.30284,um,Spot,Position,40,67938,15.7277,1541.82
81.2803,68.0005,9.59932,um,Spot,Position,40,67939,54.2939,1490.36
81.0996,77.5379,9.18912,um,Spot,Position,40,67940,65.08,1634.43
67.5302,66.2079,11.1723,um,Spot,Position,40,67941,60.2384,1450.19
69.8619,78.8523,11.8702,um,Spot,Position,40,67942,787.429,1462.57
60.707,69.2523,12.3715,um,Spot,Position,40,67943,259.126,1124.71
69.2162,92.014,12.0769,um,Spot,Position,40,67944,21.4302,2002.43
77.1774,67.5482,13.1696,um,Spot,Position,40,67945,185.52,1343.77
72.7644,72.0993,13.5404,um,Spot,Position,40,67946,206.578,1430.25
89.5849,86.4959,7.89039,um,Spot,Position,40,67947,17.8193,1569.9
99.1106,77.329,9.39837,um,Spot,Position,40,67948,22.2289,1565.84
90.1307,77.6714,10.2302,um,Spot,Position,40,67949,28.8619,1495.49
103.826,84.7183,10.8269,um,Spot,Position,40,67950,30.3393,1258.08
98.4076,85.7173,11.2507,um,Spot,Position,40,67951,46.0411,1605.66
89.5207,85.026,12.7926,um,Spot,Position,40,67952,25.9876,1587.83
104.199,78.6461,13.2857,um,Spot,Position,40,67953,20.4659,1488.33
108.813,78.3246,13.7035,um,Spot,Position,40,67954,37.753,1583.46
92.4679,71.4775,14.0355,um,Spot,Position,40,67955,26.8615,1006.36
111.704,90.314,14.1443,um,Spot,Position,40,67956,14.5537,1888.45
116.404,78.7147,11.634,um,Spot,Position,40,67957,29.4009,1112.93
117.719,69.7193,15.085,um,Spot,Position,40,67958,31.108,987.161
83.1338,32.6489,15.9119,um,Spot,Position,40,67959,21.4562,1243.42
68.6421,31.5175,21.1816,um,Spot,Position,40,67960,71.8884,1862.45
103.249,29.0732,15.4576,um,Spot,Position,40,67961,25.3624,976.396
107.934,33.7545,17.5982,um,Spot,Position,40,67962,22.1065,1953.72
89.4571,35.9321,19.8456,um,Spot,Position,40,67963,35.7686,1397.04
37.2449,62.6816,15.9107,um,Spot,Position,40,67964,1187.55,1837.43
47.7734,42.3347,17.9774,um,Spot,Position,40,67965,2144.41,1814.45
45.322,52.4906,20.0597,um,Spot,Position,40,67966,628.187,1461.09
56.3091,44.0054,20.6844,um,Spot,Position,40,67967,876.576,1707.15
53.4681,55.3774,21.2347,um,Spot,Position,40,67968,796.717,1438.66
38.6791,59.393,21.4635,um,Spot,Position,40,67969,518.647,1520.19
53.2115,64.3568,21.6809,um,Spot,Position,40,67970,558.111,1502.18
53.4084,47.6115,22.5241,um,Spot,Position,40,67971,120.309,1665.02
45.5376,59.7467,22.972,um,Spot,Position,40,67972,930.575,1621.87
61.1285,39.1694,17.7427,um,Spot,Position,40,67973,89.7027,1462.7
72.0819,38.2125,19.1038,um,Spot,Position,40,67974,1055.75,959.147
70.3432,52.0094,18.8828,um,Spot,Position,40,67975,1267.23,1652.89
77.7794,38.8668,20.4346,um,Spot,Position,40,67976,43.3027,1499.82
84.0745,48.8626,20.4449,um,Spot,Position,40,67977,41.2585,1441.53
79.0028,54.4016,21.0412,um,Spot,Position,40,67978,231.195,1724.17
58.7161,62.7815,20.7897,um,Spot,Position,40,67979,1479.34,1815.99
82.4786,39.3993,21.9292,um,Spot,Position,40,67980,63.9372,1329
109.221,45.7937,16.5652,um,Spot,Position,40,67981,33.466,1520.5
89.9228,58.8682,16.6516,um,Spot,Position,40,67982,166.553,1737.4
99.206,61.804,16.8166,um,Spot,Position,40,67983,185.011,1391.16
103.08,52.8752,17.6751,um,Spot,Position,40,67984,262.443,1125.1
93.7686,50.2325,17.9618,um,Spot,Position,40,67985,46.0197,1332.28
97.9496,51.9312,18.1514,um,Spot,Position,40,67986,33.5398,1941.15
94.0639,58.1961,18.0628,um,Spot,Position,40,67987,55.7089,1430.84
100.575,37.7449,20.9352,um,Spot,Position,40,67988,29.2691,1352.78
109.465,38.7456,20.7935,um,Spot,Position,40,67989,23.885,1629.79
88.8885,46.2576,21.3135,um,Spot,Position,40,67990,21.7958,2768.95
105.638,46.6159,21.6234,um,Spot,Position,40,67991,23.2637,1375.61
109.222,44.9278,22.6803,um,Spot,Position,40,67992,30.2869,1303.73
86.8259,58.5823,22.5937,um,Spot,Position,40,67993,307.121,1828.44
117.871,45.9555,21.8779,um,Spot,Position,40,67994,26.1075,1239.44
52.9943,80.7026,17.5811,um,Spot,Position,40,67995,39.3208,1121.51
49.8153,75.4538,18.2631,um,Spot,Position,40,67996,530.08,1361.11
57.1253,77.7073,21.5625,um,Spot,Position,40,67997,67.6549,1322.11
48.385,67.1801,22.01,um,Spot,Position,40,67998,465.629,1355.75
71.1456,69.313,16.0997,um,Spot,Position,40,67999,268.928,1295.54
66.4419,77.2024,16.1743,um,Spot,Position,40,68000,178.281,1457.89
61.2508,82.767,15.8626,um,Spot,Position,40,68001,29.0911,1956.54
84.7838,91.8889,16.7474,um,Spot,Position,40,68002,29.3867,1709.64
75.1804,74.6459,18.0395,um,Spot,Position,40,68003,68.7695,1398.47
69.531,84.3339,18.5761,um,Spot,Position,40,68004,40.7529,1243.84
74.1568,69.3932,19.6695,um,Spot,Position,40,68005,272.315,1319.22
83.2003,76.734,20.4183,um,Spot,Position,40,68006,33.1663,1723.07
58.9451,71.1525,22.0742,um,Spot,Position,40,68007,594.38,1644.12
72.2946,81.418,22.9755,um,Spot,Position,40,68008,41.2805,1187.62
79.8755,86.2405,22.5613,um,Spot,Position,40,68009,29.8722,1461.37
101.188,77.7979,15.56,um,Spot,Position,40,68010,25.4428,1262.83
104.449,88.6146,16.2024,um,Spot,Position,40,68011,23.5441,1273.06
94.4597,86.6849,16.6172,um,Spot,Position,40,68012,31.6319,1525.53
101.192,85.5061,18.3267,um,Spot,Position,40,68013,28.5602,1446.46
90.6241,81.2587,19.4236,um,Spot,Position,40,68014,24.8282,1165.53
108.57,66.3772,20.6196,um,Spot,Position,40,68015,24.215,1440.73
94.324,88.234,20.5707,um,Spot,Position,40,68016,36.6417,1710.23
111.677,80.6145,20.7955,um,Spot,Position,40,68017,39.7405,1448.75
114.315,88.13,20.6805,um,Spot,Position,40,68018,20.3121,1481.91
108.575,87.6513,21.1963,um,Spot,Position,40,68019,30.5569,1671.44
87.8418,72.4989,21.7437,um,Spot,Position,40,68020,160.783,1678.35
95.3144,76.0336,22.2899,um,Spot,Position,40,68021,56.8257,1772.79
111.257,71.6243,22.8852,um,Spot,Position,40,68022,24.2101,1115.15
115.316,90.4946,16.1479,um,Spot,Position,40,68023,27.7395,1683.98
65.5311,44.8339,24.39,um,Spot,Position,40,68024,1346.89,1623.67
69.0559,61.3108,24.1925,um,Spot,Position,40,68025,1166.7,1953.18
65.6359,52.2471,24.5935,um,Spot,Position,40,68026,1096.52,1933.06
83.6081,44.3334,25.5056,um,Spot,Position,40,68027,89.1604,1259.88
79.3762,55.6736,27.1129,um,Spot,Position,40,68028,791.137,1662.1
78.8432,48.237,27.7333,um,Spot,Position,40,68029,564.517,1412.04
73.3683,49.4826,27.5741,um,Spot,Position,40,68030,1265.97,1654.72
82.2175,51.3636,27.7466,um,Spot,Position,40,68031,697.139,1592.31
74.8991,54.7897,27.6099,um,Spot,Position,40,68032,277.793,1756.29
77.1964,60.4842,27.3667,um,Spot,Position,40,68033,1233.54,1738.38
67.3808,55.0841,28.1322,um,Spot,Position,40,68034,456.351,1634
84.502,57.1294,28.6049,um,Spot,Position,40,68035,95.5926,2024.97
83.1494,63.6259,28.6056,um,Spot,Position,40,68036,100.984,1975.43
98.1333,44.1421,23.6577,um,Spot,Position,40,68037,35.9245,1079.11
100.592,49.3329,23.7629,um,Spot,Position,40,68038,31.81,2146.46
92.3176,42.0905,24.7299,um,Spot,Position,40,68039,27.6868,1938.67
114.692,59.1418,25.0541,um,Spot,Position,40,68040,63.6872,1310.08
105.956,55.3356,25.5932,um,Spot,Position,40,68041,30.8372,1310.38
110.943,55.8137,25.5344,um,Spot,Position,40,68042,28.2398,1416.25
104.649,61.8886,26.2833,um,Spot,Position,40,68043,52.1649,1324.41
100.477,55.759,26.6592,um,Spot,Position,40,68044,32.304,1737.3
95.2337,55.6837,27.3451,um,Spot,Position,40,68045,45.7514,1850.09
90.5735,60.6832,27.8229,um,Spot,Position,40,68046,135.389,2036.65
89.6926,50.6371,28.4658,um,Spot,Position,40,68047,53.3891,1093.34
85.8578,80.6102,23.6933,um,Spot,Position,40,68048,22.5551,1670.17
66.6053,76.8464,24.0375,um,Spot,Position,40,68049,87.136,1452.35
83.0996,66.7776,26.0952,um,Spot,Position,40,68050,211.268,2206.6
73.697,75.312,26.2883,um,Spot,Position,40,68051,49.5723,1154.45
64.9037,67.5061,26.7498,um,Spot,Position,40,68052,118.629,1145.89
114.987,79.644,23.8066,um,Spot,Position,40,68053,45.1348,1057.25
104.468,80.0164,23.6961,um,Spot,Position,40,68054,109.404,1190.62
107.023,66.7146,24.049,um,Spot,Position,40,68055,25.6664,1436.88
92.2452,85.2064,24.1961,um,Spot,Position,40,68056,29.137,1556.95
106.703,73.2243,24.5934,um,Spot,Position,40,68057,24.217,1204.94
98.4176,79.0876,24.8762,um,Spot,Position,40,68058,67.2398,1914.54
101.876,67.2577,25.6578,um,Spot,Position,40,68059,46.0358,1681.8
93.3356,70.9402,25.7746,um,Spot,Position,40,68060,114.952,1547.58
101.084,73.223,26.7439,um,Spot,Position,40,68061,86.9584,1727.47
86.9316,66.4151,27.1643,um,Spot,Position,40,68062,196.767,1889.43
91.8249,65.9839,27.4799,um,Spot,Position,40,68063,75.0689,1611.43
116.682,66.4431,24.2903,um,Spot,Position,40,68064,51.6952,1301.8
78.0947,78.7753,18,um,Spot,Position,40,68065,84.605,1201.77
76.513,84.104,11.28,um,Spot,Position,40,68066,47.9089,662.714
63.9833,77.1988,20.8878,um,Spot,Position,40,68067,328.894,1384.4
60.5957,59.5362,24.72,um,Spot,Position,40,68068,1247.22,1483.6
56.2966,59.3914,25.2,um,Spot,Position,40,68069,145.149,1491.08
49.3729,59.4484,20.4,um,Spot,Position,40,68070,376.045,1316.62
45.0234,62.6216,16.08,um,Spot,Position,40,68071,351.734,1206.73
38.687,70.0694,12.4692,um,Spot,Position,40,68072,518.263,1486.96
43.374,73.1885,11.7384,um,Spot,Position,40,68073,589.842,1555.75
31.3815,70.7377,3.74348,um,Spot,Position,40,68074,256.541,1690.06
34.686,57.5261,8.88,um,Spot,Position,40,68075,871.171,1389.08
34.1528,51.1082,12.24,um,Spot,Position,40,68076,188.005,1131.07
28.1588,56.0332,3.73753,um,Spot,Position,40,68077,49.798,1171.2
29.7672,51.3545,3.7847,um,Spot,Position,40,68078,107.685,1236.78
34.1993,37.5475,5.20731,um,Spot,Position,40,68079,74.9148,1473.34
45.7623,26.5003,2.64,um,Spot,Position,40,68080,32.7334,1540.42
52.4283,25.5102,5.95477,um,Spot,Position,40,68081,34.2973,1248.44
59.3492,26.5218,15.12,um,Spot,Position,40,68082,41.0488,2013.56
61.3989,23.505,7.39417,um,Spot,Position,40,68083,21.3959,1492.8
56.6542,23.0594,2,um,Spot,Position,40,68084,40.7244,1803.17
69.9245,23.8459,11.76,um,Spot,Position,40,68085,20.2447,1517.48
68.2464,26.6241,4.77072,um,Spot,Position,40,68086,37.4416,1534.46
65.5014,23.1352,1.6,um,Spot,Position,40,68087,41.7309,1359.08
75.2415,27.2374,8.4,um,Spot,Position,40,68088,19.3866,1151.69
80.0912,27.0697,13.3717,um,Spot,Position,40,68089,36.6605,1405.96
80.4958,27.2925,5.86238,um,Spot,Position,40,68090,29.1939,1926.76
93.6983,26.1334,15.12,um,Spot,Position,40,68091,29.0613,929.244
