
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
49.7863,,Spot,3,Image 1,1,13,
37.7687,,Spot,3,Image 1,1,15,
37.1812,,Spot,3,Image 1,1,17,
79.4315,,Spot,3,Image 1,1,19,
26.5612,,Spot,3,Image 1,1,26,
29.3075,,Spot,3,Image 1,1,27,
39.138,,Spot,3,Image 1,1,28,
34.6467,,Spot,3,Image 1,1,29,
39.5005,,Spot,3,Image 1,1,30,
32.0105,,Spot,3,Image 1,1,31,
27.0122,,Spot,3,Image 1,1,33,
30.7868,,Spot,3,Image 1,1,36,
21.0368,,Spot,3,Image 1,1,38,
17.3687,,Spot,3,Image 1,1,40,
25.7323,,Spot,3,Image 1,1,45,
28.1195,,Spot,3,Image 1,1,61,
149.059,,Spot,3,Image 1,1,65,
35.701,,Spot,3,Image 1,1,66,
172.365,,Spot,3,Image 1,1,67,
163.062,,Spot,3,Image 1,1,71,
932.413,,Spot,3,Image 1,1,72,
417.448,,Spot,3,Image 1,1,73,
543.119,,Spot,3,Image 1,1,74,
576.55,,Spot,3,Image 1,1,75,
609.886,,Spot,3,Image 1,1,76,
149.118,,Spot,3,Image 1,1,77,
236.728,,Spot,3,Image 1,1,78,
838.261,,Spot,3,Image 1,1,79,
54.3992,,Spot,3,Image 1,1,80,
217.22,,Spot,3,Image 1,1,81,
137.047,,Spot,3,Image 1,1,82,
45.9057,,Spot,3,Image 1,1,83,
60.7949,,Spot,3,Image 1,1,84,
61.0162,,Spot,3,Image 1,1,85,
84.3898,,Spot,3,Image 1,1,86,
290.15,,Spot,3,Image 1,1,87,
176.957,,Spot,3,Image 1,1,88,
203.163,,Spot,3,Image 1,1,89,
397.996,,Spot,3,Image 1,1,90,
122.873,,Spot,3,Image 1,1,91,
87.3012,,Spot,3,Image 1,1,92,
39.2213,,Spot,3,Image 1,1,93,
182.451,,Spot,3,Image 1,1,94,
24.5615,,Spot,3,Image 1,1,95,
36.4167,,Spot,3,Image 1,1,96,
57.8193,,Spot,3,Image 1,1,97,
27.4479,,Spot,3,Image 1,1,98,
28.3755,,Spot,3,Image 1,1,99,
54.3485,,Spot,3,Image 1,1,100,
38.4568,,Spot,3,Image 1,1,101,
99.527,,Spot,3,Image 1,1,102,
26.6157,,Spot,3,Image 1,1,103,
64.9083,,Spot,3,Image 1,1,104,
37.9589,,Spot,3,Image 1,1,105,
109.614,,Spot,3,Image 1,1,106,
29.0655,,Spot,3,Image 1,1,107,
90.5708,,Spot,3,Image 1,1,108,
22.8121,,Spot,3,Image 1,1,117,
130.132,,Spot,3,Image 1,1,121,
59.5739,,Spot,3,Image 1,1,122,
51.5105,,Spot,3,Image 1,1,124,
137.038,,Spot,3,Image 1,1,128,
168.288,,Spot,3,Image 1,1,129,
533.37,,Spot,3,Image 1,1,130,
950.014,,Spot,3,Image 1,1,131,
161.082,,Spot,3,Image 1,1,132,
887.21,,Spot,3,Image 1,1,133,
49.7173,,Spot,3,Image 1,1,134,
53.4069,,Spot,3,Image 1,1,136,
133.467,,Spot,3,Image 1,1,137,
220.266,,Spot,3,Image 1,1,139,
120.022,,Spot,3,Image 1,1,140,
1121.9,,Spot,3,Image 1,1,141,
