
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
709236,,Spot,4,Image 1,1,13,
157459,,Spot,4,Image 1,1,15,
263678,,Spot,4,Image 1,1,17,
65065,,Spot,4,Image 1,1,19,
794053,,Spot,4,Image 1,1,26,
158187,,Spot,4,Image 1,1,27,
142961,,Spot,4,Image 1,1,28,
426489,,Spot,4,Image 1,1,29,
260877,,Spot,4,Image 1,1,30,
75637,,Spot,4,Image 1,1,31,
379700,,Spot,4,Image 1,1,33,
111883,,Spot,4,Image 1,1,36,
184783,,Spot,4,Image 1,1,38,
53169,,Spot,4,Image 1,1,40,
201629,,Spot,4,Image 1,1,45,
104517,,Spot,4,Image 1,1,61,
963128,,Spot,4,Image 1,1,65,
335616,,Spot,4,Image 1,1,66,
192510,,Spot,4,Image 1,1,67,
195556,,Spot,4,Image 1,1,71,
137443,,Spot,4,Image 1,1,72,
220998,,Spot,4,Image 1,1,73,
37548,,Spot,4,Image 1,1,74,
215216,,Spot,4,Image 1,1,75,
179863,,Spot,4,Image 1,1,76,
270465,,Spot,4,Image 1,1,77,
327947,,Spot,4,Image 1,1,78,
110369,,Spot,4,Image 1,1,79,
84349,,Spot,4,Image 1,1,80,
459953,,Spot,4,Image 1,1,81,
365764,,Spot,4,Image 1,1,82,
163551,,Spot,4,Image 1,1,83,
209525,,Spot,4,Image 1,1,84,
155211,,Spot,4,Image 1,1,85,
39040,,Spot,4,Image 1,1,86,
144810,,Spot,4,Image 1,1,87,
221321,,Spot,4,Image 1,1,88,
348602,,Spot,4,Image 1,1,89,
43085,,Spot,4,Image 1,1,90,
287463,,Spot,4,Image 1,1,91,
129754,,Spot,4,Image 1,1,92,
105640,,Spot,4,Image 1,1,93,
315354,,Spot,4,Image 1,1,94,
110984,,Spot,4,Image 1,1,95,
153908,,Spot,4,Image 1,1,96,
359685,,Spot,4,Image 1,1,97,
119474,,Spot,4,Image 1,1,98,
202435,,Spot,4,Image 1,1,99,
1.20521e+06,,Spot,4,Image 1,1,100,
541845,,Spot,4,Image 1,1,101,
161630,,Spot,4,Image 1,1,102,
60841,,Spot,4,Image 1,1,103,
3373,,Spot,4,Image 1,1,104,
209077,,Spot,4,Image 1,1,105,
317257,,Spot,4,Image 1,1,106,
351679,,Spot,4,Image 1,1,107,
409086,,Spot,4,Image 1,1,108,
150218,,Spot,4,Image 1,1,117,
630826,,Spot,4,Image 1,1,121,
315674,,Spot,4,Image 1,1,122,
417593,,Spot,4,Image 1,1,124,
352295,,Spot,4,Image 1,1,128,
328269,,Spot,4,Image 1,1,129,
123315,,Spot,4,Image 1,1,130,
195700,,Spot,4,Image 1,1,131,
473316,,Spot,4,Image 1,1,132,
172219,,Spot,4,Image 1,1,133,
283927,,Spot,4,Image 1,1,134,
823711,,Spot,4,Image 1,1,136,
57676,,Spot,4,Image 1,1,137,
178961,,Spot,4,Image 1,1,139,
550927,,Spot,4,Image 1,1,140,
58180,,Spot,4,Image 1,1,141,
78798,,Spot,4,Image 1,1,142,
286389,,Spot,4,Image 1,1,143,
60782,,Spot,4,Image 1,1,144,
4281,,Spot,4,Image 1,1,145,
59743,,Spot,4,Image 1,1,146,
33950,,Spot,4,Image 1,1,147,
101804,,Spot,4,Image 1,1,148,
183400,,Spot,4,Image 1,1,149,
44990,,Spot,4,Image 1,1,150,
78504,,Spot,4,Image 1,1,151,
237691,,Spot,4,Image 1,1,152,
127405,,Spot,4,Image 1,1,153,
593,,Spot,4,Image 1,1,154,
177395,,Spot,4,Image 1,1,155,
128710,,Spot,4,Image 1,1,156,
154317,,Spot,4,Image 1,1,157,
151902,,Spot,4,Image 1,1,159,
377251,,Spot,4,Image 1,1,160,
93349,,Spot,4,Image 1,1,162,
27286,,Spot,4,Image 1,1,163,
204865,,Spot,4,Image 1,1,164,
239016,,Spot,4,Image 1,1,165,
25648,,Spot,4,Image 1,1,166,
104704,,Spot,4,Image 1,1,171,
257571,,Spot,4,Image 1,1,173,
208138,,Spot,4,Image 1,1,219,
200841,,Spot,4,Image 1,1,220,
218189,,Spot,4,Image 1,1,223,
103746,,Spot,4,Image 1,1,228,
191000,,Spot,4,Image 1,1,230,
557142,,Spot,4,Image 1,1,237,
274441,,Spot,4,Image 1,1,242,
25660,,Spot,4,Image 1,1,266,
136435,,Spot,4,Image 1,1,267,
100918,,Spot,4,Image 1,1,270,
173749,,Spot,4,Image 1,1,271,
236292,,Spot,4,Image 1,1,272,
87312,,Spot,4,Image 1,1,273,
370307,,Spot,4,Image 1,1,274,
135389,,Spot,4,Image 1,1,275,
184846,,Spot,4,Image 1,1,276,
189999,,Spot,4,Image 1,1,277,
3356,,Spot,4,Image 1,1,278,
58193,,Spot,4,Image 1,1,279,
65161,,Spot,4,Image 1,1,280,
30707,,Spot,4,Image 1,1,281,
401578,,Spot,4,Image 1,1,282,
131378,,Spot,4,Image 1,1,283,
471898,,Spot,4,Image 1,1,284,
333300,,Spot,4,Image 1,1,285,
108336,,Spot,4,Image 1,1,286,
159161,,Spot,4,Image 1,1,287,
62971,,Spot,4,Image 1,1,288,
45009,,Spot,4,Image 1,1,289,
177141,,Spot,4,Image 1,1,290,
2902,,Spot,4,Image 1,1,291,
213774,,Spot,4,Image 1,1,292,
110514,,Spot,4,Image 1,1,293,
476544,,Spot,4,Image 1,1,294,
180561,,Spot,4,Image 1,1,295,
180533,,Spot,4,Image 1,1,296,
72359,,Spot,4,Image 1,1,297,
110297,,Spot,4,Image 1,1,298,
548202,,Spot,4,Image 1,1,300,
247071,,Spot,4,Image 1,1,303,
147065,,Spot,4,Image 1,1,311,
173580,,Spot,4,Image 1,1,312,
98925,,Spot,4,Image 1,1,318,
279500,,Spot,4,Image 1,1,319,
248300,,Spot,4,Image 1,1,320,
206821,,Spot,4,Image 1,1,321,
226389,,Spot,4,Image 1,1,322,
167585,,Spot,4,Image 1,1,323,
201454,,Spot,4,Image 1,1,324,
35302,,Spot,4,Image 1,1,325,
278917,,Spot,4,Image 1,1,326,
6352,,Spot,4,Image 1,1,328,
113204,,Spot,4,Image 1,1,329,
196561,,Spot,4,Image 1,1,330,
328090,,Spot,4,Image 1,1,331,
118976,,Spot,4,Image 1,1,332,
84198,,Spot,4,Image 1,1,333,
116385,,Spot,4,Image 1,1,334,
82380,,Spot,4,Image 1,1,336,
178143,,Spot,4,Image 1,1,337,
403041,,Spot,4,Image 1,1,338,
188064,,Spot,4,Image 1,1,339,
179425,,Spot,4,Image 1,1,340,
300134,,Spot,4,Image 1,1,342,
189848,,Spot,4,Image 1,1,343,
247988,,Spot,4,Image 1,1,344,
272358,,Spot,4,Image 1,1,345,
697253,,Spot,4,Image 1,1,347,
337036,,Spot,4,Image 1,1,348,
228352,,Spot,4,Image 1,1,349,
110888,,Spot,4,Image 1,1,350,
327125,,Spot,4,Image 1,1,351,
201066,,Spot,4,Image 1,1,352,
672307,,Spot,4,Image 1,1,353,
59674,,Spot,4,Image 1,1,397,
94401,,Spot,4,Image 1,1,398,
149235,,Spot,4,Image 1,1,436,
270349,,Spot,4,Image 1,1,437,
19467,,Spot,4,Image 1,1,438,
89398,,Spot,4,Image 1,1,440,
173249,,Spot,4,Image 1,1,442,
82393,,Spot,4,Image 1,1,443,
272315,,Spot,4,Image 1,1,444,
326162,,Spot,4,Image 1,1,445,
51621,,Spot,4,Image 1,1,446,
74423,,Spot,4,Image 1,1,447,
142105,,Spot,4,Image 1,1,448,
163095,,Spot,4,Image 1,1,449,
283102,,Spot,4,Image 1,1,450,
109942,,Spot,4,Image 1,1,451,
123750,,Spot,4,Image 1,1,453,
72034,,Spot,4,Image 1,1,454,
94353,,Spot,4,Image 1,1,455,
273371,,Spot,4,Image 1,1,456,
296314,,Spot,4,Image 1,1,462,
475564,,Spot,4,Image 1,1,469,
57304,,Spot,4,Image 1,1,470,
101432,,Spot,4,Image 1,1,471,
87442,,Spot,4,Image 1,1,472,
243596,,Spot,4,Image 1,1,473,
115952,,Spot,4,Image 1,1,474,
86565,,Spot,4,Image 1,1,475,
7523,,Spot,4,Image 1,1,476,
71928,,Spot,4,Image 1,1,477,
550692,,Spot,4,Image 1,1,478,
194423,,Spot,4,Image 1,1,479,
279216,,Spot,4,Image 1,1,480,
156831,,Spot,4,Image 1,1,481,
278919,,Spot,4,Image 1,1,482,
3683,,Spot,4,Image 1,1,483,
617333,,Spot,4,Image 1,1,484,
118545,,Spot,4,Image 1,1,485,
78132,,Spot,4,Image 1,1,486,
24579,,Spot,4,Image 1,1,487,
297979,,Spot,4,Image 1,1,488,
126314,,Spot,4,Image 1,1,489,
86329,,Spot,4,Image 1,1,490,
26412,,Spot,4,Image 1,1,498,
393443,,Spot,4,Image 1,1,548,
213193,,Spot,4,Image 1,1,549,
318666,,Spot,4,Image 1,1,550,
4235,,Spot,4,Image 1,1,552,
283490,,Spot,4,Image 1,1,554,
361176,,Spot,4,Image 1,1,555,
276242,,Spot,4,Image 1,1,556,
29760,,Spot,4,Image 1,1,557,
141299,,Spot,4,Image 1,1,558,
256514,,Spot,4,Image 1,1,559,
247272,,Spot,4,Image 1,1,560,
232269,,Spot,4,Image 1,1,561,
13851,,Spot,4,Image 1,1,562,
124054,,Spot,4,Image 1,1,563,
393277,,Spot,4,Image 1,1,564,
71867,,Spot,4,Image 1,1,565,
384844,,Spot,4,Image 1,1,566,
105147,,Spot,4,Image 1,1,567,
37368,,Spot,4,Image 1,1,568,
251415,,Spot,4,Image 1,1,569,
18638,,Spot,4,Image 1,1,570,
103944,,Spot,4,Image 1,1,571,
140600,,Spot,4,Image 1,1,572,
319745,,Spot,4,Image 1,1,573,
89880,,Spot,4,Image 1,1,575,
42457,,Spot,4,Image 1,1,580,
484974,,Spot,4,Image 1,1,581,
18483,,Spot,4,Image 1,1,583,
19334,,Spot,4,Image 1,1,584,
23398,,Spot,4,Image 1,1,585,
229746,,Spot,4,Image 1,1,586,
253416,,Spot,4,Image 1,1,587,
79372,,Spot,4,Image 1,1,588,
354841,,Spot,4,Image 1,1,589,
102512,,Spot,4,Image 1,1,590,
87993,,Spot,4,Image 1,1,592,
52092,,Spot,4,Image 1,1,593,
91577,,Spot,4,Image 1,1,594,
62324,,Spot,4,Image 1,1,595,
95599,,Spot,4,Image 1,1,596,
128205,,Spot,4,Image 1,1,597,
308484,,Spot,4,Image 1,1,598,
402639,,Spot,4,Image 1,1,599,
103495,,Spot,4,Image 1,1,600,
340873,,Spot,4,Image 1,1,601,
207339,,Spot,4,Image 1,1,602,
1786,,Spot,4,Image 1,1,603,
194406,,Spot,4,Image 1,1,604,
25508,,Spot,4,Image 1,1,605,
196650,,Spot,4,Image 1,1,607,
495261,,Spot,4,Image 1,1,610,
238926,,Spot,4,Image 1,1,624,
371336,,Spot,4,Image 1,1,625,
283252,,Spot,4,Image 1,1,630,
227862,,Spot,4,Image 1,1,640,
310230,,Spot,4,Image 1,1,645,
344732,,Spot,4,Image 1,1,55413,
519269,,Spot,4,Image 1,1,55414,
289836,,Spot,4,Image 1,1,55415,
493996,,Spot,4,Image 1,1,55416,
461985,,Spot,4,Image 1,1,55417,
467995,,Spot,4,Image 1,1,55418,
401141,,Spot,4,Image 1,1,55420,
276313,,Spot,4,Image 1,1,55421,
544527,,Spot,4,Image 1,1,55422,
269418,,Spot,4,Image 1,1,55423,
274982,,Spot,4,Image 1,1,55424,
