
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
86.8842,,Spot,3,Image 1,1,13,
74.0122,,Spot,3,Image 1,1,15,
81.1039,,Spot,3,Image 1,1,17,
112.468,,Spot,3,Image 1,1,19,
71.236,,Spot,3,Image 1,1,26,
68.9235,,Spot,3,Image 1,1,27,
77.6634,,Spot,3,Image 1,1,28,
76.2239,,Spot,3,Image 1,1,29,
79.8684,,Spot,3,Image 1,1,30,
73.5019,,Spot,3,Image 1,1,31,
65.8539,,Spot,3,Image 1,1,33,
61.1171,,Spot,3,Image 1,1,36,
53.1877,,Spot,3,Image 1,1,38,
39.7261,,Spot,3,Image 1,1,40,
52.7313,,Spot,3,Image 1,1,45,
65.3629,,Spot,3,Image 1,1,61,
170.817,,Spot,3,Image 1,1,65,
77.494,,Spot,3,Image 1,1,66,
163.163,,Spot,3,Image 1,1,67,
175.271,,Spot,3,Image 1,1,71,
450.242,,Spot,3,Image 1,1,72,
266.196,,Spot,3,Image 1,1,73,
299.974,,Spot,3,Image 1,1,74,
328.824,,Spot,3,Image 1,1,75,
354.905,,Spot,3,Image 1,1,76,
148.913,,Spot,3,Image 1,1,77,
209.155,,Spot,3,Image 1,1,78,
422.355,,Spot,3,Image 1,1,79,
90.471,,Spot,3,Image 1,1,80,
195.177,,Spot,3,Image 1,1,81,
169.359,,Spot,3,Image 1,1,82,
93.1596,,Spot,3,Image 1,1,83,
106.495,,Spot,3,Image 1,1,84,
99.1495,,Spot,3,Image 1,1,85,
114.621,,Spot,3,Image 1,1,86,
217.016,,Spot,3,Image 1,1,87,
182.823,,Spot,3,Image 1,1,88,
206.114,,Spot,3,Image 1,1,89,
254.063,,Spot,3,Image 1,1,90,
145.464,,Spot,3,Image 1,1,91,
136.475,,Spot,3,Image 1,1,92,
76.8448,,Spot,3,Image 1,1,93,
206.233,,Spot,3,Image 1,1,94,
52.0721,,Spot,3,Image 1,1,95,
72.9426,,Spot,3,Image 1,1,96,
96.7271,,Spot,3,Image 1,1,97,
58.1739,,Spot,3,Image 1,1,98,
61.8175,,Spot,3,Image 1,1,99,
95.2265,,Spot,3,Image 1,1,100,
73.5683,,Spot,3,Image 1,1,101,
115.462,,Spot,3,Image 1,1,102,
59.2711,,Spot,3,Image 1,1,103,
102.046,,Spot,3,Image 1,1,104,
66.6018,,Spot,3,Image 1,1,105,
131.988,,Spot,3,Image 1,1,106,
56.1875,,Spot,3,Image 1,1,107,
116.159,,Spot,3,Image 1,1,108,
51.6184,,Spot,3,Image 1,1,117,
163.641,,Spot,3,Image 1,1,121,
96.0689,,Spot,3,Image 1,1,122,
100.263,,Spot,3,Image 1,1,124,
183.943,,Spot,3,Image 1,1,128,
171.355,,Spot,3,Image 1,1,129,
317.582,,Spot,3,Image 1,1,130,
398.664,,Spot,3,Image 1,1,131,
161.86,,Spot,3,Image 1,1,132,
380.859,,Spot,3,Image 1,1,133,
94.7639,,Spot,3,Image 1,1,134,
90.6873,,Spot,3,Image 1,1,136,
154.563,,Spot,3,Image 1,1,137,
194.313,,Spot,3,Image 1,1,139,
136.711,,Spot,3,Image 1,1,140,
495.088,,Spot,3,Image 1,1,141,
133.603,,Spot,3,Image 1,1,142,
80.3675,,Spot,3,Image 1,1,143,
134,,Spot,3,Image 1,1,144,
151.403,,Spot,3,Image 1,1,145,
86.6975,,Spot,3,Image 1,1,146,
130.126,,Spot,3,Image 1,1,147,
93.2367,,Spot,3,Image 1,1,148,
136.962,,Spot,3,Image 1,1,149,
144.803,,Spot,3,Image 1,1,150,
204.442,,Spot,3,Image 1,1,151,
77.3378,,Spot,3,Image 1,1,152,
137.474,,Spot,3,Image 1,1,153,
126.42,,Spot,3,Image 1,1,154,
117.063,,Spot,3,Image 1,1,155,
74.506,,Spot,3,Image 1,1,156,
102.39,,Spot,3,Image 1,1,157,
58.7855,,Spot,3,Image 1,1,159,
111.482,,Spot,3,Image 1,1,160,
70.4016,,Spot,3,Image 1,1,162,
269.978,,Spot,3,Image 1,1,163,
95.8492,,Spot,3,Image 1,1,164,
157.304,,Spot,3,Image 1,1,165,
61.313,,Spot,3,Image 1,1,166,
78.3284,,Spot,3,Image 1,1,171,
67.0144,,Spot,3,Image 1,1,173,
61.3479,,Spot,3,Image 1,1,219,
372.22,,Spot,3,Image 1,1,220,
72.2915,,Spot,3,Image 1,1,223,
76.6616,,Spot,3,Image 1,1,228,
99.0522,,Spot,3,Image 1,1,230,
61.1255,,Spot,3,Image 1,1,237,
42.7688,,Spot,3,Image 1,1,242,
319.901,,Spot,3,Image 1,1,266,
387.683,,Spot,3,Image 1,1,267,
471.615,,Spot,3,Image 1,1,270,
491.245,,Spot,3,Image 1,1,271,
139.468,,Spot,3,Image 1,1,272,
272.973,,Spot,3,Image 1,1,273,
491.614,,Spot,3,Image 1,1,274,
841.462,,Spot,3,Image 1,1,275,
78.8315,,Spot,3,Image 1,1,276,
416.044,,Spot,3,Image 1,1,277,
122.477,,Spot,3,Image 1,1,278,
712.549,,Spot,3,Image 1,1,279,
119.41,,Spot,3,Image 1,1,280,
398.18,,Spot,3,Image 1,1,281,
175.323,,Spot,3,Image 1,1,282,
136.798,,Spot,3,Image 1,1,283,
321.52,,Spot,3,Image 1,1,284,
300.37,,Spot,3,Image 1,1,285,
429.483,,Spot,3,Image 1,1,286,
342.278,,Spot,3,Image 1,1,287,
274.403,,Spot,3,Image 1,1,288,
64.3736,,Spot,3,Image 1,1,289,
55.59,,Spot,3,Image 1,1,290,
71.0724,,Spot,3,Image 1,1,291,
65.7516,,Spot,3,Image 1,1,292,
64.1437,,Spot,3,Image 1,1,293,
53.0338,,Spot,3,Image 1,1,294,
66.4191,,Spot,3,Image 1,1,295,
79.6196,,Spot,3,Image 1,1,296,
65.9349,,Spot,3,Image 1,1,297,
218.43,,Spot,3,Image 1,1,298,
58.8805,,Spot,3,Image 1,1,300,
58.9365,,Spot,3,Image 1,1,303,
54.7647,,Spot,3,Image 1,1,311,
71.791,,Spot,3,Image 1,1,312,
374.488,,Spot,3,Image 1,1,318,
293.029,,Spot,3,Image 1,1,319,
143.902,,Spot,3,Image 1,1,320,
264.483,,Spot,3,Image 1,1,321,
88.0127,,Spot,3,Image 1,1,322,
625.249,,Spot,3,Image 1,1,323,
173.635,,Spot,3,Image 1,1,324,
135.131,,Spot,3,Image 1,1,325,
139.128,,Spot,3,Image 1,1,326,
90.1352,,Spot,3,Image 1,1,328,
821.21,,Spot,3,Image 1,1,329,
550.445,,Spot,3,Image 1,1,330,
655.899,,Spot,3,Image 1,1,331,
106.028,,Spot,3,Image 1,1,332,
91.8098,,Spot,3,Image 1,1,333,
121.051,,Spot,3,Image 1,1,334,
123.898,,Spot,3,Image 1,1,336,
470.571,,Spot,3,Image 1,1,337,
283.247,,Spot,3,Image 1,1,338,
139.085,,Spot,3,Image 1,1,339,
126.288,,Spot,3,Image 1,1,340,
70.9121,,Spot,3,Image 1,1,342,
97.761,,Spot,3,Image 1,1,343,
108.264,,Spot,3,Image 1,1,344,
61.9652,,Spot,3,Image 1,1,345,
95.4823,,Spot,3,Image 1,1,347,
115.064,,Spot,3,Image 1,1,348,
54.869,,Spot,3,Image 1,1,349,
89.5779,,Spot,3,Image 1,1,350,
77.1108,,Spot,3,Image 1,1,351,
95.4908,,Spot,3,Image 1,1,352,
69.7868,,Spot,3,Image 1,1,353,
87.0309,,Spot,3,Image 1,1,397,
76.4499,,Spot,3,Image 1,1,398,
264.748,,Spot,3,Image 1,1,436,
114.444,,Spot,3,Image 1,1,437,
625.553,,Spot,3,Image 1,1,438,
285.467,,Spot,3,Image 1,1,440,
488.507,,Spot,3,Image 1,1,442,
404.634,,Spot,3,Image 1,1,443,
236.019,,Spot,3,Image 1,1,444,
231.905,,Spot,3,Image 1,1,445,
1141.78,,Spot,3,Image 1,1,446,
272.07,,Spot,3,Image 1,1,447,
77.4942,,Spot,3,Image 1,1,448,
52.8487,,Spot,3,Image 1,1,449,
181.129,,Spot,3,Image 1,1,450,
165.771,,Spot,3,Image 1,1,451,
59.7817,,Spot,3,Image 1,1,453,
59.0123,,Spot,3,Image 1,1,454,
147.063,,Spot,3,Image 1,1,455,
70.6052,,Spot,3,Image 1,1,456,
74.6076,,Spot,3,Image 1,1,462,
247.012,,Spot,3,Image 1,1,469,
798.397,,Spot,3,Image 1,1,470,
154.846,,Spot,3,Image 1,1,471,
292.978,,Spot,3,Image 1,1,472,
192.389,,Spot,3,Image 1,1,473,
330.107,,Spot,3,Image 1,1,474,
114.952,,Spot,3,Image 1,1,475,
90.9926,,Spot,3,Image 1,1,476,
98.3602,,Spot,3,Image 1,1,477,
623.472,,Spot,3,Image 1,1,478,
219.629,,Spot,3,Image 1,1,479,
87.9706,,Spot,3,Image 1,1,480,
132.683,,Spot,3,Image 1,1,481,
177.769,,Spot,3,Image 1,1,482,
52.6181,,Spot,3,Image 1,1,483,
83.9091,,Spot,3,Image 1,1,484,
87.7442,,Spot,3,Image 1,1,485,
88.3026,,Spot,3,Image 1,1,486,
84.2511,,Spot,3,Image 1,1,487,
92.0038,,Spot,3,Image 1,1,488,
198.391,,Spot,3,Image 1,1,489,
87.3931,,Spot,3,Image 1,1,490,
72.5939,,Spot,3,Image 1,1,498,
344.185,,Spot,3,Image 1,1,548,
387.616,,Spot,3,Image 1,1,549,
342.448,,Spot,3,Image 1,1,550,
564.184,,Spot,3,Image 1,1,552,
488.444,,Spot,3,Image 1,1,554,
519.189,,Spot,3,Image 1,1,555,
105.162,,Spot,3,Image 1,1,556,
110.82,,Spot,3,Image 1,1,557,
127.542,,Spot,3,Image 1,1,558,
1269.09,,Spot,3,Image 1,1,559,
435.325,,Spot,3,Image 1,1,560,
880.265,,Spot,3,Image 1,1,561,
146.01,,Spot,3,Image 1,1,562,
878.321,,Spot,3,Image 1,1,563,
1083.16,,Spot,3,Image 1,1,564,
513.286,,Spot,3,Image 1,1,565,
816.566,,Spot,3,Image 1,1,566,
73.466,,Spot,3,Image 1,1,567,
131.803,,Spot,3,Image 1,1,568,
67.533,,Spot,3,Image 1,1,569,
118.401,,Spot,3,Image 1,1,570,
146.365,,Spot,3,Image 1,1,571,
440.628,,Spot,3,Image 1,1,572,
714.479,,Spot,3,Image 1,1,573,
61.9721,,Spot,3,Image 1,1,575,
660.527,,Spot,3,Image 1,1,580,
282.207,,Spot,3,Image 1,1,581,
305.383,,Spot,3,Image 1,1,583,
141.2,,Spot,3,Image 1,1,584,
74.9384,,Spot,3,Image 1,1,585,
271.123,,Spot,3,Image 1,1,586,
583.847,,Spot,3,Image 1,1,587,
817.478,,Spot,3,Image 1,1,588,
477.447,,Spot,3,Image 1,1,589,
1012.72,,Spot,3,Image 1,1,590,
486.07,,Spot,3,Image 1,1,592,
64.7608,,Spot,3,Image 1,1,593,
347.685,,Spot,3,Image 1,1,594,
114.039,,Spot,3,Image 1,1,595,
98.7187,,Spot,3,Image 1,1,596,
164.87,,Spot,3,Image 1,1,597,
151.722,,Spot,3,Image 1,1,598,
265.605,,Spot,3,Image 1,1,599,
90.1109,,Spot,3,Image 1,1,600,
198.602,,Spot,3,Image 1,1,601,
726.565,,Spot,3,Image 1,1,602,
417.605,,Spot,3,Image 1,1,603,
142.94,,Spot,3,Image 1,1,604,
113.959,,Spot,3,Image 1,1,605,
129.671,,Spot,3,Image 1,1,607,
57.8973,,Spot,3,Image 1,1,610,
758.628,,Spot,3,Image 1,1,624,
550.13,,Spot,3,Image 1,1,625,
139.85,,Spot,3,Image 1,1,630,
103.955,,Spot,3,Image 1,1,640,
345.637,,Spot,3,Image 1,1,645,
75.6188,,Spot,3,Image 1,1,55413,
114.152,,Spot,3,Image 1,1,55414,
114.91,,Spot,3,Image 1,1,55415,
