
Intensity Center Ch=6 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
1867,,Spot,6,Image 1,1,498,
2972,,Spot,6,Image 1,1,548,
2526,,Spot,6,Image 1,1,549,
1781,,Spot,6,Image 1,1,550,
2256,,Spot,6,Image 1,1,552,
1075,,Spot,6,Image 1,1,554,
2017,,Spot,6,Image 1,1,555,
2369,,Spot,6,Image 1,1,556,
1441,,Spot,6,Image 1,1,557,
1368,,Spot,6,Image 1,1,558,
2610,,Spot,6,Image 1,1,559,
986,,Spot,6,Image 1,1,560,
1900,,Spot,6,Image 1,1,561,
1646,,Spot,6,Image 1,1,562,
1895,,Spot,6,Image 1,1,563,
1979,,Spot,6,Image 1,1,564,
2779,,Spot,6,Image 1,1,565,
1790,,Spot,6,Image 1,1,566,
1950,,Spot,6,Image 1,1,567,
1046,,Spot,6,Image 1,1,568,
2341,,Spot,6,Image 1,1,569,
2261,,Spot,6,Image 1,1,570,
2172,,Spot,6,Image 1,1,571,
2356,,Spot,6,Image 1,1,572,
1757,,Spot,6,Image 1,1,573,
1226,,Spot,6,Image 1,1,575,
1693,,Spot,6,Image 1,1,580,
1733,,Spot,6,Image 1,1,581,
3120,,Spot,6,Image 1,1,583,
1971,,Spot,6,Image 1,1,584,
1645,,Spot,6,Image 1,1,585,
1507,,Spot,6,Image 1,1,586,
775,,Spot,6,Image 1,1,587,
2203,,Spot,6,Image 1,1,588,
804,,Spot,6,Image 1,1,589,
1727,,Spot,6,Image 1,1,590,
1708,,Spot,6,Image 1,1,592,
1074,,Spot,6,Image 1,1,593,
876,,Spot,6,Image 1,1,594,
1857,,Spot,6,Image 1,1,595,
1701,,Spot,6,Image 1,1,596,
2600,,Spot,6,Image 1,1,597,
1570,,Spot,6,Image 1,1,598,
1319,,Spot,6,Image 1,1,599,
2281,,Spot,6,Image 1,1,600,
1337,,Spot,6,Image 1,1,601,
840,,Spot,6,Image 1,1,602,
2055,,Spot,6,Image 1,1,603,
3386,,Spot,6,Image 1,1,604,
1629,,Spot,6,Image 1,1,605,
1152,,Spot,6,Image 1,1,607,
1885,,Spot,6,Image 1,1,610,
2169,,Spot,6,Image 1,1,624,
1418,,Spot,6,Image 1,1,625,
1235,,Spot,6,Image 1,1,630,
2295,,Spot,6,Image 1,1,640,
764,,Spot,6,Image 1,1,645,
257,,Spot,6,Image 1,1,55413,
925,,Spot,6,Image 1,1,55414,
1127,,Spot,6,Image 1,1,55415,
1132,,Spot,6,Image 1,1,55416,
2451,,Spot,6,Image 1,1,55417,
1582,,Spot,6,Image 1,1,55418,
863,,Spot,6,Image 1,1,55420,
1927,,Spot,6,Image 1,1,55421,
1497,,Spot,6,Image 1,1,55422,
1207,,Spot,6,Image 1,1,55423,
966,,Spot,6,Image 1,1,55424,
2583,,Spot,6,Image 1,1,55425,
1498,,Spot,6,Image 1,1,55426,
1711,,Spot,6,Image 1,1,55427,
1668,,Spot,6,Image 1,1,55429,
1886,,Spot,6,Image 1,1,55430,
1090,,Spot,6,Image 1,1,55431,
1549,,Spot,6,Image 1,1,55432,
1810,,Spot,6,Image 1,1,55433,
1787,,Spot,6,Image 1,1,55434,
1361,,Spot,6,Image 1,1,55435,
1573,,Spot,6,Image 1,1,55436,
1409,,Spot,6,Image 1,1,55437,
1436,,Spot,6,Image 1,1,55438,
2563,,Spot,6,Image 1,1,55439,
1952,,Spot,6,Image 1,1,55440,
2054,,Spot,6,Image 1,1,55441,
2314,,Spot,6,Image 1,1,55442,
1196,,Spot,6,Image 1,1,55444,
1705,,Spot,6,Image 1,1,55445,
1258,,Spot,6,Image 1,1,55446,
3490,,Spot,6,Image 1,1,55447,
2800,,Spot,6,Image 1,1,55449,
1671,,Spot,6,Image 1,1,55450,
2868,,Spot,6,Image 1,1,55452,
1300,,Spot,6,Image 1,1,55453,
1683,,Spot,6,Image 1,1,55454,
1381,,Spot,6,Image 1,1,55455,
1421,,Spot,6,Image 1,1,55456,
1564,,Spot,6,Image 1,1,55458,
2323,,Spot,6,Image 1,1,55459,
1798,,Spot,6,Image 1,1,55460,
1947,,Spot,6,Image 1,1,55461,
1295,,Spot,6,Image 1,1,55462,
1170,,Spot,6,Image 1,1,55464,
2033,,Spot,6,Image 1,1,55465,
1958,,Spot,6,Image 1,1,55466,
1742,,Spot,6,Image 1,1,55468,
1596,,Spot,6,Image 1,1,55469,
1671,,Spot,6,Image 1,1,55470,
1494,,Spot,6,Image 1,1,55471,
1099,,Spot,6,Image 1,1,55472,
0,,Spot,6,Image 1,1,55474,
1379,,Spot,6,Image 1,1,55475,
1667,,Spot,6,Image 1,1,55476,
1076,,Spot,6,Image 1,1,55477,
1101,,Spot,6,Image 1,1,55478,
1249,,Spot,6,Image 1,1,55479,
1166,,Spot,6,Image 1,1,55480,
1414,,Spot,6,Image 1,1,55481,
1511,,Spot,6,Image 1,1,55482,
2584,,Spot,6,Image 1,1,55483,
2214,,Spot,6,Image 1,1,55484,
1356,,Spot,6,Image 1,1,55485,
2415,,Spot,6,Image 1,1,55486,
1940,,Spot,6,Image 1,1,55487,
2147,,Spot,6,Image 1,1,55488,
2151,,Spot,6,Image 1,1,55491,
1318,,Spot,6,Image 1,1,55492,
2276,,Spot,6,Image 1,1,55493,
2859,,Spot,6,Image 1,1,55494,
1095,,Spot,6,Image 1,1,55495,
2004,,Spot,6,Image 1,1,55496,
1251,,Spot,6,Image 1,1,55497,
1226,,Spot,6,Image 1,1,55498,
2285,,Spot,6,Image 1,1,55499,
2114,,Spot,6,Image 1,1,55500,
1040,,Spot,6,Image 1,1,55501,
1722,,Spot,6,Image 1,1,55502,
1906,,Spot,6,Image 1,1,55503,
851,,Spot,6,Image 1,1,55505,
2205,,Spot,6,Image 1,1,55506,
1912,,Spot,6,Image 1,1,55507,
2335,,Spot,6,Image 1,1,55508,
1477,,Spot,6,Image 1,1,55509,
1604,,Spot,6,Image 1,1,55511,
1889,,Spot,6,Image 1,1,55512,
592,,Spot,6,Image 1,1,55513,
2019,,Spot,6,Image 1,1,55514,
1703,,Spot,6,Image 1,1,55515,
485,,Spot,6,Image 1,1,55517,
1756,,Spot,6,Image 1,1,55519,
1421,,Spot,6,Image 1,1,55520,
1604,,Spot,6,Image 1,1,55521,
2426,,Spot,6,Image 1,1,55524,
2519,,Spot,6,Image 1,1,55525,
1246,,Spot,6,Image 1,1,55526,
1715,,Spot,6,Image 1,1,55528,
1019,,Spot,6,Image 1,1,55529,
1751,,Spot,6,Image 1,1,55532,
2292,,Spot,6,Image 1,1,55533,
1684,,Spot,6,Image 1,1,55534,
1505,,Spot,6,Image 1,1,55535,
1309,,Spot,6,Image 1,1,55536,
942,,Spot,6,Image 1,1,55537,
2066,,Spot,6,Image 1,1,55538,
682,,Spot,6,Image 1,1,55539,
694,,Spot,6,Image 1,1,55540,
1513,,Spot,6,Image 1,1,55541,
490,,Spot,6,Image 1,1,55542,
962,,Spot,6,Image 1,1,55543,
1132,,Spot,6,Image 1,1,55544,
1683,,Spot,6,Image 1,1,55545,
1702,,Spot,6,Image 1,1,55546,
1329,,Spot,6,Image 1,1,55548,
1652,,Spot,6,Image 1,1,55549,
1258,,Spot,6,Image 1,1,55550,
2452,,Spot,6,Image 1,1,55551,
1363,,Spot,6,Image 1,1,55552,
1255,,Spot,6,Image 1,1,55553,
1783,,Spot,6,Image 1,1,55554,
1491,,Spot,6,Image 1,1,55555,
1215,,Spot,6,Image 1,1,55556,
1962,,Spot,6,Image 1,1,55557,
865,,Spot,6,Image 1,1,55558,
1846,,Spot,6,Image 1,1,55559,
1230,,Spot,6,Image 1,1,55560,
1395,,Spot,6,Image 1,1,55561,
1519,,Spot,6,Image 1,1,55562,
786,,Spot,6,Image 1,1,55563,
462,,Spot,6,Image 1,1,55564,
2942,,Spot,6,Image 1,1,55565,
1662,,Spot,6,Image 1,1,55566,
837,,Spot,6,Image 1,1,55568,
1804,,Spot,6,Image 1,1,55569,
908,,Spot,6,Image 1,1,55570,
1553,,Spot,6,Image 1,1,55571,
1700,,Spot,6,Image 1,1,55572,
1851,,Spot,6,Image 1,1,55573,
603,,Spot,6,Image 1,1,55574,
1377,,Spot,6,Image 1,1,55576,
1859,,Spot,6,Image 1,1,55577,
2094,,Spot,6,Image 1,1,55578,
1442,,Spot,6,Image 1,1,55579,
1523,,Spot,6,Image 1,1,55580,
1810,,Spot,6,Image 1,1,55581,
1793,,Spot,6,Image 1,1,55582,
324,,Spot,6,Image 1,2,55583,
2561,,Spot,6,Image 1,2,55584,
2047,,Spot,6,Image 1,2,55585,
1202,,Spot,6,Image 1,2,55586,
773,,Spot,6,Image 1,2,55587,
1582,,Spot,6,Image 1,2,55588,
1377,,Spot,6,Image 1,2,55589,
836,,Spot,6,Image 1,2,55590,
1039,,Spot,6,Image 1,2,55591,
1222,,Spot,6,Image 1,2,55592,
1873,,Spot,6,Image 1,2,55593,
936,,Spot,6,Image 1,2,55594,
1067,,Spot,6,Image 1,2,55595,
1661,,Spot,6,Image 1,2,55596,
1891,,Spot,6,Image 1,2,55597,
1674,,Spot,6,Image 1,2,55598,
768,,Spot,6,Image 1,2,55599,
2713,,Spot,6,Image 1,2,55600,
1738,,Spot,6,Image 1,2,55601,
1125,,Spot,6,Image 1,2,55602,
3085,,Spot,6,Image 1,2,55603,
1243,,Spot,6,Image 1,2,55604,
1386,,Spot,6,Image 1,2,55605,
1150,,Spot,6,Image 1,2,55606,
389,,Spot,6,Image 1,2,55607,
3340,,Spot,6,Image 1,2,55608,
1341,,Spot,6,Image 1,2,55609,
1457,,Spot,6,Image 1,2,55610,
2172,,Spot,6,Image 1,2,55611,
1325,,Spot,6,Image 1,2,55612,
1326,,Spot,6,Image 1,2,55613,
1847,,Spot,6,Image 1,2,55614,
2030,,Spot,6,Image 1,2,55615,
3113,,Spot,6,Image 1,2,55616,
802,,Spot,6,Image 1,2,55617,
2107,,Spot,6,Image 1,2,55618,
1036,,Spot,6,Image 1,2,55619,
1344,,Spot,6,Image 1,2,55620,
2213,,Spot,6,Image 1,2,55621,
2161,,Spot,6,Image 1,2,55622,
1457,,Spot,6,Image 1,2,55623,
1480,,Spot,6,Image 1,2,55624,
1197,,Spot,6,Image 1,2,55625,
980,,Spot,6,Image 1,2,55626,
884,,Spot,6,Image 1,2,55627,
470,,Spot,6,Image 1,2,55628,
678,,Spot,6,Image 1,2,55629,
2393,,Spot,6,Image 1,2,55630,
188,,Spot,6,Image 1,2,55631,
552,,Spot,6,Image 1,2,55632,
2219,,Spot,6,Image 1,2,55633,
634,,Spot,6,Image 1,2,55634,
1877,,Spot,6,Image 1,2,55635,
1194,,Spot,6,Image 1,2,55636,
1393,,Spot,6,Image 1,2,55637,
2717,,Spot,6,Image 1,2,55638,
1108,,Spot,6,Image 1,2,55639,
1331,,Spot,6,Image 1,2,55640,
1090,,Spot,6,Image 1,2,55641,
797,,Spot,6,Image 1,2,55642,
2544,,Spot,6,Image 1,2,55643,
535,,Spot,6,Image 1,2,55644,
1608,,Spot,6,Image 1,2,55645,
1325,,Spot,6,Image 1,2,55646,
1465,,Spot,6,Image 1,2,55647,
1213,,Spot,6,Image 1,2,55648,
998,,Spot,6,Image 1,2,55649,
2014,,Spot,6,Image 1,2,55650,
1666,,Spot,6,Image 1,2,55651,
1805,,Spot,6,Image 1,2,55652,
2149,,Spot,6,Image 1,2,55653,
1811,,Spot,6,Image 1,2,55654,
1601,,Spot,6,Image 1,2,55655,
1935,,Spot,6,Image 1,2,55656,
1132,,Spot,6,Image 1,2,55657,
2766,,Spot,6,Image 1,2,55658,
1300,,Spot,6,Image 1,2,55659,
3244,,Spot,6,Image 1,2,55660,
1060,,Spot,6,Image 1,2,55661,
1713,,Spot,6,Image 1,2,55662,
1911,,Spot,6,Image 1,2,55663,
1160,,Spot,6,Image 1,2,55664,
1873,,Spot,6,Image 1,2,55665,
2073,,Spot,6,Image 1,2,55666,
641,,Spot,6,Image 1,2,55667,
1337,,Spot,6,Image 1,2,55668,
3929,,Spot,6,Image 1,2,55669,
2434,,Spot,6,Image 1,2,55670,
1049,,Spot,6,Image 1,2,55671,
1033,,Spot,6,Image 1,2,55672,
741,,Spot,6,Image 1,2,55673,
1591,,Spot,6,Image 1,2,55674,
1158,,Spot,6,Image 1,2,55675,
1403,,Spot,6,Image 1,2,55676,
1402,,Spot,6,Image 1,2,55677,
1151,,Spot,6,Image 1,2,55678,
1037,,Spot,6,Image 1,2,55679,
2042,,Spot,6,Image 1,2,55680,
1710,,Spot,6,Image 1,2,55681,
2200,,Spot,6,Image 1,2,55682,
1064,,Spot,6,Image 1,2,55683,
1220,,Spot,6,Image 1,2,55684,
167,,Spot,6,Image 1,2,55685,
3735,,Spot,6,Image 1,2,55686,
856,,Spot,6,Image 1,2,55687,
740,,Spot,6,Image 1,2,55688,
3148,,Spot,6,Image 1,2,55689,
803,,Spot,6,Image 1,2,55690,
1379,,Spot,6,Image 1,2,55691,
1216,,Spot,6,Image 1,2,55692,
868,,Spot,6,Image 1,2,55693,
969,,Spot,6,Image 1,2,55694,
1794,,Spot,6,Image 1,2,55695,
2421,,Spot,6,Image 1,2,55696,
597,,Spot,6,Image 1,2,55697,
1203,,Spot,6,Image 1,2,55698,
1792,,Spot,6,Image 1,2,55699,
1426,,Spot,6,Image 1,2,55700,
1709,,Spot,6,Image 1,2,55701,
1981,,Spot,6,Image 1,2,55702,
945,,Spot,6,Image 1,2,55703,
2494,,Spot,6,Image 1,2,55704,
1886,,Spot,6,Image 1,2,55705,
2354,,Spot,6,Image 1,2,55706,
2245,,Spot,6,Image 1,2,55707,
1559,,Spot,6,Image 1,2,55708,
1848,,Spot,6,Image 1,2,55709,
1436,,Spot,6,Image 1,2,55710,
1161,,Spot,6,Image 1,2,55711,
818,,Spot,6,Image 1,2,55712,
416,,Spot,6,Image 1,2,55713,
1220,,Spot,6,Image 1,2,55714,
2484,,Spot,6,Image 1,2,55715,
1920,,Spot,6,Image 1,2,55716,
570,,Spot,6,Image 1,2,55717,
1944,,Spot,6,Image 1,2,55718,
1132,,Spot,6,Image 1,2,55719,
1665,,Spot,6,Image 1,2,55720,
1817,,Spot,6,Image 1,2,55721,
691,,Spot,6,Image 1,2,55722,
1018,,Spot,6,Image 1,2,55723,
1158,,Spot,6,Image 1,2,55724,
923,,Spot,6,Image 1,2,55725,
1960,,Spot,6,Image 1,2,55726,
2074,,Spot,6,Image 1,2,55727,
1257,,Spot,6,Image 1,2,55728,
1901,,Spot,6,Image 1,2,55729,
1119,,Spot,6,Image 1,2,55730,
119,,Spot,6,Image 1,2,55731,
878,,Spot,6,Image 1,2,55732,
1221,,Spot,6,Image 1,2,55733,
1466,,Spot,6,Image 1,2,55734,
3391,,Spot,6,Image 1,2,55735,
1898,,Spot,6,Image 1,2,55736,
3174,,Spot,6,Image 1,2,55737,
2866,,Spot,6,Image 1,2,55738,
2273,,Spot,6,Image 1,2,55739,
614,,Spot,6,Image 1,2,55740,
1152,,Spot,6,Image 1,2,55741,
982,,Spot,6,Image 1,2,55742,
1511,,Spot,6,Image 1,2,55743,
2445,,Spot,6,Image 1,2,55744,
1150,,Spot,6,Image 1,2,55745,
1532,,Spot,6,Image 1,2,55746,
1984,,Spot,6,Image 1,2,55747,
1422,,Spot,6,Image 1,2,55748,
2694,,Spot,6,Image 1,2,55749,
1469,,Spot,6,Image 1,2,55750,
2737,,Spot,6,Image 1,2,55751,
1236,,Spot,6,Image 1,2,55752,
979,,Spot,6,Image 1,2,55753,
3136,,Spot,6,Image 1,2,55754,
3072,,Spot,6,Image 1,2,55755,
1686,,Spot,6,Image 1,2,55756,
1454,,Spot,6,Image 1,2,55757,
2394,,Spot,6,Image 1,2,55758,
1851,,Spot,6,Image 1,2,55759,
1691,,Spot,6,Image 1,2,55760,
2175,,Spot,6,Image 1,2,55761,
1091,,Spot,6,Image 1,2,55762,
1329,,Spot,6,Image 1,2,55763,
1331,,Spot,6,Image 1,2,55764,
3191,,Spot,6,Image 1,2,55765,
2260,,Spot,6,Image 1,2,55766,
1333,,Spot,6,Image 1,2,55767,
1811,,Spot,6,Image 1,2,55768,
1451,,Spot,6,Image 1,2,55769,
926,,Spot,6,Image 1,2,55770,
2910,,Spot,6,Image 1,2,55771,
2602,,Spot,6,Image 1,2,55772,
2374,,Spot,6,Image 1,2,55773,
1745,,Spot,6,Image 1,2,55774,
2968,,Spot,6,Image 1,2,55775,
1971,,Spot,6,Image 1,2,55776,
1218,,Spot,6,Image 1,2,55777,
2781,,Spot,6,Image 1,2,55778,
2668,,Spot,6,Image 1,2,55779,
1546,,Spot,6,Image 1,2,55780,
1037,,Spot,6,Image 1,2,55781,
1942,,Spot,6,Image 1,2,55782,
592,,Spot,6,Image 1,2,55783,
1982,,Spot,6,Image 1,2,55784,
2380,,Spot,6,Image 1,2,55785,
2370,,Spot,6,Image 1,2,55786,
2775,,Spot,6,Image 1,2,55787,
2656,,Spot,6,Image 1,2,55788,
1855,,Spot,6,Image 1,2,55789,
1005,,Spot,6,Image 1,2,55790,
481,,Spot,6,Image 1,2,55791,
1684,,Spot,6,Image 1,2,55792,
3865,,Spot,6,Image 1,2,55793,
1378,,Spot,6,Image 1,2,55794,
500,,Spot,6,Image 1,2,55795,
1617,,Spot,6,Image 1,2,55796,
1591,,Spot,6,Image 1,2,55797,
764,,Spot,6,Image 1,2,55798,
667,,Spot,6,Image 1,2,55799,
1703,,Spot,6,Image 1,2,55800,
1715,,Spot,6,Image 1,2,55801,
1418,,Spot,6,Image 1,2,55802,
1228,,Spot,6,Image 1,2,55803,
1756,,Spot,6,Image 1,2,55804,
1830,,Spot,6,Image 1,2,55805,
2105,,Spot,6,Image 1,2,55806,
2957,,Spot,6,Image 1,2,55807,
1715,,Spot,6,Image 1,2,55808,
2808,,Spot,6,Image 1,2,55809,
1612,,Spot,6,Image 1,2,55810,
1263,,Spot,6,Image 1,2,55811,
2690,,Spot,6,Image 1,2,55812,
2066,,Spot,6,Image 1,2,55813,
1038,,Spot,6,Image 1,2,55814,
1788,,Spot,6,Image 1,2,55815,
1660,,Spot,6,Image 1,2,55816,
1064,,Spot,6,Image 1,2,55817,
1529,,Spot,6,Image 1,2,55818,
615,,Spot,6,Image 1,2,55819,
957,,Spot,6,Image 1,2,55820,
1303,,Spot,6,Image 1,2,55821,
1172,,Spot,6,Image 1,2,55822,
2962,,Spot,6,Image 1,2,55823,
2926,,Spot,6,Image 1,2,55824,
1047,,Spot,6,Image 1,2,55825,
2113,,Spot,6,Image 1,2,55826,
1635,,Spot,6,Image 1,2,55827,
1712,,Spot,6,Image 1,2,55828,
2128,,Spot,6,Image 1,2,55829,
1129,,Spot,6,Image 1,2,55830,
1777,,Spot,6,Image 1,2,55831,
2832,,Spot,6,Image 1,2,55832,
1754,,Spot,6,Image 1,2,55833,
2129,,Spot,6,Image 1,2,55834,
2617,,Spot,6,Image 1,2,55835,
2691,,Spot,6,Image 1,2,55836,
2931,,Spot,6,Image 1,2,55837,
1928,,Spot,6,Image 1,2,55838,
1573,,Spot,6,Image 1,2,55839,
1554,,Spot,6,Image 1,2,55840,
1471,,Spot,6,Image 1,2,55841,
2604,,Spot,6,Image 1,2,55842,
