
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
657.809,,Spot,6,Image 1,1,13,
629.914,,Spot,6,Image 1,1,15,
662.726,,Spot,6,Image 1,1,17,
557.246,,Spot,6,Image 1,1,19,
572.321,,Spot,6,Image 1,1,26,
505.267,,Spot,6,Image 1,1,27,
663.759,,Spot,6,Image 1,1,28,
461.354,,Spot,6,Image 1,1,29,
498.7,,Spot,6,Image 1,1,30,
505.026,,Spot,6,Image 1,1,31,
481.734,,Spot,6,Image 1,1,33,
561.386,,Spot,6,Image 1,1,36,
443.596,,Spot,6,Image 1,1,38,
499.452,,Spot,6,Image 1,1,40,
496.735,,Spot,6,Image 1,1,45,
613.013,,Spot,6,Image 1,1,61,
800.809,,Spot,6,Image 1,1,65,
828.072,,Spot,6,Image 1,1,66,
652.525,,Spot,6,Image 1,1,67,
666.285,,Spot,6,Image 1,1,71,
645.291,,Spot,6,Image 1,1,72,
690.155,,Spot,6,Image 1,1,73,
600.361,,Spot,6,Image 1,1,74,
621.647,,Spot,6,Image 1,1,75,
708.886,,Spot,6,Image 1,1,76,
558.753,,Spot,6,Image 1,1,77,
822.202,,Spot,6,Image 1,1,78,
595.681,,Spot,6,Image 1,1,79,
913.303,,Spot,6,Image 1,1,80,
807.717,,Spot,6,Image 1,1,81,
724.076,,Spot,6,Image 1,1,82,
495.27,,Spot,6,Image 1,1,83,
653.704,,Spot,6,Image 1,1,84,
649.092,,Spot,6,Image 1,1,85,
544.79,,Spot,6,Image 1,1,86,
583.821,,Spot,6,Image 1,1,87,
540.679,,Spot,6,Image 1,1,88,
590.202,,Spot,6,Image 1,1,89,
585.306,,Spot,6,Image 1,1,90,
574.25,,Spot,6,Image 1,1,91,
566.689,,Spot,6,Image 1,1,92,
529.006,,Spot,6,Image 1,1,93,
593.532,,Spot,6,Image 1,1,94,
497.927,,Spot,6,Image 1,1,95,
584.475,,Spot,6,Image 1,1,96,
565.167,,Spot,6,Image 1,1,97,
629.872,,Spot,6,Image 1,1,98,
514.878,,Spot,6,Image 1,1,99,
836.273,,Spot,6,Image 1,1,100,
538.719,,Spot,6,Image 1,1,101,
480.979,,Spot,6,Image 1,1,102,
542.367,,Spot,6,Image 1,1,103,
520.733,,Spot,6,Image 1,1,104,
582.196,,Spot,6,Image 1,1,105,
648.704,,Spot,6,Image 1,1,106,
675.89,,Spot,6,Image 1,1,107,
540.234,,Spot,6,Image 1,1,108,
522.05,,Spot,6,Image 1,1,117,
664.84,,Spot,6,Image 1,1,121,
761.077,,Spot,6,Image 1,1,122,
684.807,,Spot,6,Image 1,1,124,
656.418,,Spot,6,Image 1,1,128,
710.572,,Spot,6,Image 1,1,129,
644.835,,Spot,6,Image 1,1,130,
645.28,,Spot,6,Image 1,1,131,
532.732,,Spot,6,Image 1,1,132,
680.606,,Spot,6,Image 1,1,133,
693.597,,Spot,6,Image 1,1,134,
541.875,,Spot,6,Image 1,1,136,
605.761,,Spot,6,Image 1,1,137,
550.355,,Spot,6,Image 1,1,139,
736.889,,Spot,6,Image 1,1,140,
598.443,,Spot,6,Image 1,1,141,
606.344,,Spot,6,Image 1,1,142,
654.784,,Spot,6,Image 1,1,143,
508.939,,Spot,6,Image 1,1,144,
