
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.30552e+06,,Spot,1,Image 1,1,13,
1.63612e+06,,Spot,1,Image 1,1,15,
1.80356e+06,,Spot,1,Image 1,1,17,
1.44301e+06,,Spot,1,Image 1,1,19,
2.22985e+06,,Spot,1,Image 1,1,26,
1.56041e+06,,Spot,1,Image 1,1,27,
2.18182e+06,,Spot,1,Image 1,1,28,
1.6688e+06,,Spot,1,Image 1,1,29,
1.91554e+06,,Spot,1,Image 1,1,30,
1.49738e+06,,Spot,1,Image 1,1,31,
1.4996e+06,,Spot,1,Image 1,1,33,
1.44023e+06,,Spot,1,Image 1,1,36,
1.33027e+06,,Spot,1,Image 1,1,38,
1.2215e+06,,Spot,1,Image 1,1,40,
1.21974e+06,,Spot,1,Image 1,1,45,
702616,,Spot,1,Image 1,1,61,
2.65028e+06,,Spot,1,Image 1,1,65,
2.36438e+06,,Spot,1,Image 1,1,66,
1.8141e+06,,Spot,1,Image 1,1,67,
1.72842e+06,,Spot,1,Image 1,1,71,
1.60814e+06,,Spot,1,Image 1,1,72,
1.58136e+06,,Spot,1,Image 1,1,73,
1.32184e+06,,Spot,1,Image 1,1,74,
1.77727e+06,,Spot,1,Image 1,1,75,
1.83152e+06,,Spot,1,Image 1,1,76,
1.73389e+06,,Spot,1,Image 1,1,77,
1.93463e+06,,Spot,1,Image 1,1,78,
2.00788e+06,,Spot,1,Image 1,1,79,
851056,,Spot,1,Image 1,1,80,
2.10326e+06,,Spot,1,Image 1,1,81,
2.24972e+06,,Spot,1,Image 1,1,82,
1.26727e+06,,Spot,1,Image 1,1,83,
1.7577e+06,,Spot,1,Image 1,1,84,
1.50562e+06,,Spot,1,Image 1,1,85,
1.02843e+06,,Spot,1,Image 1,1,86,
1.609e+06,,Spot,1,Image 1,1,87,
1.56676e+06,,Spot,1,Image 1,1,88,
1.83933e+06,,Spot,1,Image 1,1,89,
1.5399e+06,,Spot,1,Image 1,1,90,
1.68319e+06,,Spot,1,Image 1,1,91,
1.81633e+06,,Spot,1,Image 1,1,92,
1.72109e+06,,Spot,1,Image 1,1,93,
1.99047e+06,,Spot,1,Image 1,1,94,
1.04264e+06,,Spot,1,Image 1,1,95,
1.53657e+06,,Spot,1,Image 1,1,96,
1.79773e+06,,Spot,1,Image 1,1,97,
1.81886e+06,,Spot,1,Image 1,1,98,
1.24033e+06,,Spot,1,Image 1,1,99,
3.07747e+06,,Spot,1,Image 1,1,100,
1.4122e+06,,Spot,1,Image 1,1,101,
1.09679e+06,,Spot,1,Image 1,1,102,
1.62203e+06,,Spot,1,Image 1,1,103,
984818,,Spot,1,Image 1,1,104,
2.21895e+06,,Spot,1,Image 1,1,105,
1.97968e+06,,Spot,1,Image 1,1,106,
2.50827e+06,,Spot,1,Image 1,1,107,
2.08659e+06,,Spot,1,Image 1,1,108,
1.76567e+06,,Spot,1,Image 1,1,117,
2.12397e+06,,Spot,1,Image 1,1,121,
1.90259e+06,,Spot,1,Image 1,1,122,
1.83877e+06,,Spot,1,Image 1,1,124,
2.17622e+06,,Spot,1,Image 1,1,128,
2.01222e+06,,Spot,1,Image 1,1,129,
1.85624e+06,,Spot,1,Image 1,1,130,
2.18722e+06,,Spot,1,Image 1,1,131,
1.67143e+06,,Spot,1,Image 1,1,132,
1.8416e+06,,Spot,1,Image 1,1,133,
1.90428e+06,,Spot,1,Image 1,1,134,
2.07099e+06,,Spot,1,Image 1,1,136,
1.28619e+06,,Spot,1,Image 1,1,137,
1.82509e+06,,Spot,1,Image 1,1,139,
2.49749e+06,,Spot,1,Image 1,1,140,
1.65184e+06,,Spot,1,Image 1,1,141,
1.69895e+06,,Spot,1,Image 1,1,142,
2.22689e+06,,Spot,1,Image 1,1,143,
1.35492e+06,,Spot,1,Image 1,1,144,
849785,,Spot,1,Image 1,1,145,
1.43722e+06,,Spot,1,Image 1,1,146,
1.43866e+06,,Spot,1,Image 1,1,147,
1.36324e+06,,Spot,1,Image 1,1,148,
1.96686e+06,,Spot,1,Image 1,1,149,
1.41258e+06,,Spot,1,Image 1,1,150,
1.82795e+06,,Spot,1,Image 1,1,151,
1.62461e+06,,Spot,1,Image 1,1,152,
1.30417e+06,,Spot,1,Image 1,1,153,
916637,,Spot,1,Image 1,1,154,
2.08971e+06,,Spot,1,Image 1,1,155,
1.36213e+06,,Spot,1,Image 1,1,156,
1.57454e+06,,Spot,1,Image 1,1,157,
1.81814e+06,,Spot,1,Image 1,1,159,
2.22255e+06,,Spot,1,Image 1,1,160,
983303,,Spot,1,Image 1,1,162,
1.38048e+06,,Spot,1,Image 1,1,163,
1.39554e+06,,Spot,1,Image 1,1,164,
2.02781e+06,,Spot,1,Image 1,1,165,
699838,,Spot,1,Image 1,1,166,
1.92607e+06,,Spot,1,Image 1,1,171,
2.36547e+06,,Spot,1,Image 1,1,173,
