
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
3134,,Spot,4,Image 1,1,13,
2219,,Spot,4,Image 1,1,15,
3097,,Spot,4,Image 1,1,17,
1499,,Spot,4,Image 1,1,19,
3480,,Spot,4,Image 1,1,26,
1738,,Spot,4,Image 1,1,27,
2642,,Spot,4,Image 1,1,28,
1751,,Spot,4,Image 1,1,29,
2997,,Spot,4,Image 1,1,30,
1299,,Spot,4,Image 1,1,31,
2121,,Spot,4,Image 1,1,33,
1746,,Spot,4,Image 1,1,36,
2413,,Spot,4,Image 1,1,38,
1026,,Spot,4,Image 1,1,40,
2174,,Spot,4,Image 1,1,45,
1250,,Spot,4,Image 1,1,61,
2944,,Spot,4,Image 1,1,65,
2416,,Spot,4,Image 1,1,66,
1893,,Spot,4,Image 1,1,67,
2305,,Spot,4,Image 1,1,71,
2573,,Spot,4,Image 1,1,72,
1990,,Spot,4,Image 1,1,73,
1227,,Spot,4,Image 1,1,74,
2063,,Spot,4,Image 1,1,75,
2712,,Spot,4,Image 1,1,76,
2164,,Spot,4,Image 1,1,77,
2872,,Spot,4,Image 1,1,78,
1291,,Spot,4,Image 1,1,79,
874,,Spot,4,Image 1,1,80,
3169,,Spot,4,Image 1,1,81,
2765,,Spot,4,Image 1,1,82,
1383,,Spot,4,Image 1,1,83,
2086,,Spot,4,Image 1,1,84,
1779,,Spot,4,Image 1,1,85,
1140,,Spot,4,Image 1,1,86,
2338,,Spot,4,Image 1,1,87,
2194,,Spot,4,Image 1,1,88,
3006,,Spot,4,Image 1,1,89,
1052,,Spot,4,Image 1,1,90,
2713,,Spot,4,Image 1,1,91,
1728,,Spot,4,Image 1,1,92,
1996,,Spot,4,Image 1,1,93,
2397,,Spot,4,Image 1,1,94,
1600,,Spot,4,Image 1,1,95,
2096,,Spot,4,Image 1,1,96,
2480,,Spot,4,Image 1,1,97,
1707,,Spot,4,Image 1,1,98,
1784,,Spot,4,Image 1,1,99,
3243,,Spot,4,Image 1,1,100,
2931,,Spot,4,Image 1,1,101,
1311,,Spot,4,Image 1,1,102,
1062,,Spot,4,Image 1,1,103,
486,,Spot,4,Image 1,1,104,
1887,,Spot,4,Image 1,1,105,
2818,,Spot,4,Image 1,1,106,
3683,,Spot,4,Image 1,1,107,
3327,,Spot,4,Image 1,1,108,
1925,,Spot,4,Image 1,1,117,
3251,,Spot,4,Image 1,1,121,
2678,,Spot,4,Image 1,1,122,
3464,,Spot,4,Image 1,1,124,
2828,,Spot,4,Image 1,1,128,
2487,,Spot,4,Image 1,1,129,
2080,,Spot,4,Image 1,1,130,
2054,,Spot,4,Image 1,1,131,
2548,,Spot,4,Image 1,1,132,
1991,,Spot,4,Image 1,1,133,
1561,,Spot,4,Image 1,1,134,
2154,,Spot,4,Image 1,1,136,
1315,,Spot,4,Image 1,1,137,
2132,,Spot,4,Image 1,1,139,
4707,,Spot,4,Image 1,1,140,
1564,,Spot,4,Image 1,1,141,
2712,,Spot,4,Image 1,1,142,
3042,,Spot,4,Image 1,1,143,
1030,,Spot,4,Image 1,1,144,
551,,Spot,4,Image 1,1,145,
1819,,Spot,4,Image 1,1,146,
1257,,Spot,4,Image 1,1,147,
1810,,Spot,4,Image 1,1,148,
2471,,Spot,4,Image 1,1,149,
2045,,Spot,4,Image 1,1,150,
1758,,Spot,4,Image 1,1,151,
1446,,Spot,4,Image 1,1,152,
1237,,Spot,4,Image 1,1,153,
263,,Spot,4,Image 1,1,154,
2367,,Spot,4,Image 1,1,155,
1433,,Spot,4,Image 1,1,156,
2937,,Spot,4,Image 1,1,157,
2777,,Spot,4,Image 1,1,159,
2401,,Spot,4,Image 1,1,160,
1969,,Spot,4,Image 1,1,162,
870,,Spot,4,Image 1,1,163,
1774,,Spot,4,Image 1,1,164,
2028,,Spot,4,Image 1,1,165,
1114,,Spot,4,Image 1,1,166,
2120,,Spot,4,Image 1,1,171,
2882,,Spot,4,Image 1,1,173,
1791,,Spot,4,Image 1,1,219,
2341,,Spot,4,Image 1,1,220,
2518,,Spot,4,Image 1,1,223,
1743,,Spot,4,Image 1,1,228,
2164,,Spot,4,Image 1,1,230,
2525,,Spot,4,Image 1,1,237,
2460,,Spot,4,Image 1,1,242,
1188,,Spot,4,Image 1,1,266,
1767,,Spot,4,Image 1,1,267,
2201,,Spot,4,Image 1,1,270,
1945,,Spot,4,Image 1,1,271,
1568,,Spot,4,Image 1,1,272,
1430,,Spot,4,Image 1,1,273,
2571,,Spot,4,Image 1,1,274,
2423,,Spot,4,Image 1,1,275,
2415,,Spot,4,Image 1,1,276,
2326,,Spot,4,Image 1,1,277,
616,,Spot,4,Image 1,1,278,
1775,,Spot,4,Image 1,1,279,
1843,,Spot,4,Image 1,1,280,
1106,,Spot,4,Image 1,1,281,
2169,,Spot,4,Image 1,1,282,
1696,,Spot,4,Image 1,1,283,
3282,,Spot,4,Image 1,1,284,
3010,,Spot,4,Image 1,1,285,
2669,,Spot,4,Image 1,1,286,
1604,,Spot,4,Image 1,1,287,
801,,Spot,4,Image 1,1,288,
1791,,Spot,4,Image 1,1,289,
2258,,Spot,4,Image 1,1,290,
781,,Spot,4,Image 1,1,291,
2316,,Spot,4,Image 1,1,292,
1555,,Spot,4,Image 1,1,293,
1951,,Spot,4,Image 1,1,294,
1607,,Spot,4,Image 1,1,295,
2611,,Spot,4,Image 1,1,296,
1423,,Spot,4,Image 1,1,297,
1609,,Spot,4,Image 1,1,298,
7975,,Spot,4,Image 1,1,300,
1993,,Spot,4,Image 1,1,303,
2081,,Spot,4,Image 1,1,311,
2178,,Spot,4,Image 1,1,312,
1846,,Spot,4,Image 1,1,318,
2265,,Spot,4,Image 1,1,319,
2197,,Spot,4,Image 1,1,320,
2069,,Spot,4,Image 1,1,321,
3200,,Spot,4,Image 1,1,322,
2323,,Spot,4,Image 1,1,323,
2202,,Spot,4,Image 1,1,324,
1138,,Spot,4,Image 1,1,325,
2132,,Spot,4,Image 1,1,326,
631,,Spot,4,Image 1,1,328,
1988,,Spot,4,Image 1,1,329,
2305,,Spot,4,Image 1,1,330,
2771,,Spot,4,Image 1,1,331,
2167,,Spot,4,Image 1,1,332,
1143,,Spot,4,Image 1,1,333,
1368,,Spot,4,Image 1,1,334,
1530,,Spot,4,Image 1,1,336,
2909,,Spot,4,Image 1,1,337,
2756,,Spot,4,Image 1,1,338,
2227,,Spot,4,Image 1,1,339,
1233,,Spot,4,Image 1,1,340,
2206,,Spot,4,Image 1,1,342,
2337,,Spot,4,Image 1,1,343,
2870,,Spot,4,Image 1,1,344,
1793,,Spot,4,Image 1,1,345,
3466,,Spot,4,Image 1,1,347,
4608,,Spot,4,Image 1,1,348,
2185,,Spot,4,Image 1,1,349,
1768,,Spot,4,Image 1,1,350,
3034,,Spot,4,Image 1,1,351,
1890,,Spot,4,Image 1,1,352,
3757,,Spot,4,Image 1,1,353,
1611,,Spot,4,Image 1,1,397,
2438,,Spot,4,Image 1,1,398,
2065,,Spot,4,Image 1,1,436,
1975,,Spot,4,Image 1,1,437,
958,,Spot,4,Image 1,1,438,
1921,,Spot,4,Image 1,1,440,
2192,,Spot,4,Image 1,1,442,
1589,,Spot,4,Image 1,1,443,
2360,,Spot,4,Image 1,1,444,
2717,,Spot,4,Image 1,1,445,
1199,,Spot,4,Image 1,1,446,
1630,,Spot,4,Image 1,1,447,
998,,Spot,4,Image 1,1,448,
2305,,Spot,4,Image 1,1,449,
2916,,Spot,4,Image 1,1,450,
1648,,Spot,4,Image 1,1,451,
2840,,Spot,4,Image 1,1,453,
1656,,Spot,4,Image 1,1,454,
1726,,Spot,4,Image 1,1,455,
1723,,Spot,4,Image 1,1,456,
2242,,Spot,4,Image 1,1,462,
2908,,Spot,4,Image 1,1,469,
1159,,Spot,4,Image 1,1,470,
2213,,Spot,4,Image 1,1,471,
1327,,Spot,4,Image 1,1,472,
2715,,Spot,4,Image 1,1,473,
1867,,Spot,4,Image 1,1,474,
2660,,Spot,4,Image 1,1,475,
753,,Spot,4,Image 1,1,476,
1336,,Spot,4,Image 1,1,477,
3266,,Spot,4,Image 1,1,478,
1881,,Spot,4,Image 1,1,479,
2413,,Spot,4,Image 1,1,480,
1537,,Spot,4,Image 1,1,481,
2441,,Spot,4,Image 1,1,482,
407,,Spot,4,Image 1,1,483,
3871,,Spot,4,Image 1,1,484,
2976,,Spot,4,Image 1,1,485,
1734,,Spot,4,Image 1,1,486,
858,,Spot,4,Image 1,1,487,
2819,,Spot,4,Image 1,1,488,
1789,,Spot,4,Image 1,1,489,
1338,,Spot,4,Image 1,1,490,
1026,,Spot,4,Image 1,1,498,
3643,,Spot,4,Image 1,1,548,
1746,,Spot,4,Image 1,1,549,
3696,,Spot,4,Image 1,1,550,
572,,Spot,4,Image 1,1,552,
3237,,Spot,4,Image 1,1,554,
3259,,Spot,4,Image 1,1,555,
3919,,Spot,4,Image 1,1,556,
1028,,Spot,4,Image 1,1,557,
1966,,Spot,4,Image 1,1,558,
2079,,Spot,4,Image 1,1,559,
3390,,Spot,4,Image 1,1,560,
2897,,Spot,4,Image 1,1,561,
1342,,Spot,4,Image 1,1,562,
2803,,Spot,4,Image 1,1,563,
4036,,Spot,4,Image 1,1,564,
1566,,Spot,4,Image 1,1,565,
2229,,Spot,4,Image 1,1,566,
1271,,Spot,4,Image 1,1,567,
1254,,Spot,4,Image 1,1,568,
2661,,Spot,4,Image 1,1,569,
1103,,Spot,4,Image 1,1,570,
2036,,Spot,4,Image 1,1,571,
2521,,Spot,4,Image 1,1,572,
3459,,Spot,4,Image 1,1,573,
1130,,Spot,4,Image 1,1,575,
1085,,Spot,4,Image 1,1,580,
2527,,Spot,4,Image 1,1,581,
1263,,Spot,4,Image 1,1,583,
1591,,Spot,4,Image 1,1,584,
775,,Spot,4,Image 1,1,585,
2521,,Spot,4,Image 1,1,586,
2359,,Spot,4,Image 1,1,587,
1886,,Spot,4,Image 1,1,588,
2822,,Spot,4,Image 1,1,589,
2369,,Spot,4,Image 1,1,590,
1381,,Spot,4,Image 1,1,592,
1156,,Spot,4,Image 1,1,593,
1335,,Spot,4,Image 1,1,594,
1209,,Spot,4,Image 1,1,595,
1539,,Spot,4,Image 1,1,596,
2523,,Spot,4,Image 1,1,597,
2493,,Spot,4,Image 1,1,598,
2671,,Spot,4,Image 1,1,599,
2428,,Spot,4,Image 1,1,600,
2555,,Spot,4,Image 1,1,601,
2376,,Spot,4,Image 1,1,602,
479,,Spot,4,Image 1,1,603,
2304,,Spot,4,Image 1,1,604,
1597,,Spot,4,Image 1,1,605,
2611,,Spot,4,Image 1,1,607,
3189,,Spot,4,Image 1,1,610,
2148,,Spot,4,Image 1,1,624,
3266,,Spot,4,Image 1,1,625,
3006,,Spot,4,Image 1,1,630,
2363,,Spot,4,Image 1,1,640,
1474,,Spot,4,Image 1,1,645,
2460,,Spot,4,Image 1,1,55413,
2502,,Spot,4,Image 1,1,55414,
3477,,Spot,4,Image 1,1,55415,
2417,,Spot,4,Image 1,1,55416,
2818,,Spot,4,Image 1,1,55417,
2476,,Spot,4,Image 1,1,55418,
2311,,Spot,4,Image 1,1,55420,
2524,,Spot,4,Image 1,1,55421,
3254,,Spot,4,Image 1,1,55422,
3049,,Spot,4,Image 1,1,55423,
2736,,Spot,4,Image 1,1,55424,
2027,,Spot,4,Image 1,1,55425,
3272,,Spot,4,Image 1,1,55426,
2023,,Spot,4,Image 1,1,55427,
2970,,Spot,4,Image 1,1,55429,
1935,,Spot,4,Image 1,1,55430,
1301,,Spot,4,Image 1,1,55431,
2977,,Spot,4,Image 1,1,55432,
3365,,Spot,4,Image 1,1,55433,
2759,,Spot,4,Image 1,1,55434,
2485,,Spot,4,Image 1,1,55435,
1998,,Spot,4,Image 1,1,55436,
1923,,Spot,4,Image 1,1,55437,
2937,,Spot,4,Image 1,1,55438,
3181,,Spot,4,Image 1,1,55439,
2288,,Spot,4,Image 1,1,55440,
2622,,Spot,4,Image 1,1,55441,
3383,,Spot,4,Image 1,1,55442,
2799,,Spot,4,Image 1,1,55444,
2593,,Spot,4,Image 1,1,55445,
1287,,Spot,4,Image 1,1,55446,
1768,,Spot,4,Image 1,1,55447,
3357,,Spot,4,Image 1,1,55449,
2356,,Spot,4,Image 1,1,55450,
1235,,Spot,4,Image 1,1,55452,
1578,,Spot,4,Image 1,1,55453,
2359,,Spot,4,Image 1,1,55454,
2721,,Spot,4,Image 1,1,55455,
2720,,Spot,4,Image 1,1,55456,
3233,,Spot,4,Image 1,1,55458,
1995,,Spot,4,Image 1,1,55459,
929,,Spot,4,Image 1,1,55460,
2739,,Spot,4,Image 1,1,55461,
1653,,Spot,4,Image 1,1,55462,
3101,,Spot,4,Image 1,1,55464,
1262,,Spot,4,Image 1,1,55465,
1753,,Spot,4,Image 1,1,55466,
287,,Spot,4,Image 1,1,55468,
3759,,Spot,4,Image 1,1,55469,
1729,,Spot,4,Image 1,1,55470,
2993,,Spot,4,Image 1,1,55471,
2030,,Spot,4,Image 1,1,55472,
1957,,Spot,4,Image 1,1,55474,
2180,,Spot,4,Image 1,1,55475,
3789,,Spot,4,Image 1,1,55476,
2230,,Spot,4,Image 1,1,55477,
2367,,Spot,4,Image 1,1,55478,
1693,,Spot,4,Image 1,1,55479,
1288,,Spot,4,Image 1,1,55480,
2480,,Spot,4,Image 1,1,55481,
2611,,Spot,4,Image 1,1,55482,
2878,,Spot,4,Image 1,1,55483,
1880,,Spot,4,Image 1,1,55484,
2752,,Spot,4,Image 1,1,55485,
2854,,Spot,4,Image 1,1,55486,
3193,,Spot,4,Image 1,1,55487,
3166,,Spot,4,Image 1,1,55488,
2663,,Spot,4,Image 1,1,55491,
996,,Spot,4,Image 1,1,55492,
5003,,Spot,4,Image 1,1,55493,
3199,,Spot,4,Image 1,1,55494,
1997,,Spot,4,Image 1,1,55495,
2054,,Spot,4,Image 1,1,55496,
3070,,Spot,4,Image 1,1,55497,
2571,,Spot,4,Image 1,1,55498,
4295,,Spot,4,Image 1,1,55499,
1253,,Spot,4,Image 1,1,55500,
2779,,Spot,4,Image 1,1,55501,
2018,,Spot,4,Image 1,1,55502,
1594,,Spot,4,Image 1,1,55503,
2447,,Spot,4,Image 1,1,55505,
2406,,Spot,4,Image 1,1,55506,
1895,,Spot,4,Image 1,1,55507,
1532,,Spot,4,Image 1,1,55508,
1863,,Spot,4,Image 1,1,55509,
2660,,Spot,4,Image 1,1,55511,
2908,,Spot,4,Image 1,1,55512,
2569,,Spot,4,Image 1,1,55513,
2297,,Spot,4,Image 1,1,55514,
2334,,Spot,4,Image 1,1,55515,
2482,,Spot,4,Image 1,1,55517,
4564,,Spot,4,Image 1,1,55519,
1403,,Spot,4,Image 1,1,55520,
2393,,Spot,4,Image 1,1,55521,
2757,,Spot,4,Image 1,1,55524,
2153,,Spot,4,Image 1,1,55525,
1076,,Spot,4,Image 1,1,55526,
2324,,Spot,4,Image 1,1,55528,
3063,,Spot,4,Image 1,1,55529,
2526,,Spot,4,Image 1,1,55532,
3227,,Spot,4,Image 1,1,55533,
3439,,Spot,4,Image 1,1,55534,
3079,,Spot,4,Image 1,1,55535,
2271,,Spot,4,Image 1,1,55536,
2197,,Spot,4,Image 1,1,55537,
1445,,Spot,4,Image 1,1,55538,
862,,Spot,4,Image 1,1,55539,
1565,,Spot,4,Image 1,1,55540,
2732,,Spot,4,Image 1,1,55541,
2555,,Spot,4,Image 1,1,55542,
