
Intensity Median Ch=6 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
920.36,,Spot,6,Image 1,1,13,
1337.51,,Spot,6,Image 1,1,15,
1354.3,,Spot,6,Image 1,1,17,
1418.67,,Spot,6,Image 1,1,19,
628.34,,Spot,6,Image 1,1,26,
1023.57,,Spot,6,Image 1,1,27,
1645.74,,Spot,6,Image 1,1,28,
633.632,,Spot,6,Image 1,1,29,
1003.77,,Spot,6,Image 1,1,30,
1173.68,,Spot,6,Image 1,1,31,
663.26,,Spot,6,Image 1,1,33,
1226.05,,Spot,6,Image 1,1,36,
764.744,,Spot,6,Image 1,1,38,
1074.15,,Spot,6,Image 1,1,40,
810.56,,Spot,6,Image 1,1,45,
794.576,,Spot,6,Image 1,1,61,
600,,Spot,6,Image 1,1,65,
1650.35,,Spot,6,Image 1,1,66,
1394.54,,Spot,6,Image 1,1,67,
1337.72,,Spot,6,Image 1,1,71,
1434.48,,Spot,6,Image 1,1,72,
1258.98,,Spot,6,Image 1,1,73,
1505.95,,Spot,6,Image 1,1,74,
1290.56,,Spot,6,Image 1,1,75,
1569.86,,Spot,6,Image 1,1,76,
1041.88,,Spot,6,Image 1,1,77,
1702.12,,Spot,6,Image 1,1,78,
1469.27,,Spot,6,Image 1,1,79,
1457.38,,Spot,6,Image 1,1,80,
1589.9,,Spot,6,Image 1,1,81,
1350.1,,Spot,6,Image 1,1,82,
957.252,,Spot,6,Image 1,1,83,
1417.3,,Spot,6,Image 1,1,84,
1332.22,,Spot,6,Image 1,1,85,
1359.81,,Spot,6,Image 1,1,86,
1331.62,,Spot,6,Image 1,1,87,
1075.77,,Spot,6,Image 1,1,88,
980.641,,Spot,6,Image 1,1,89,
1374.42,,Spot,6,Image 1,1,90,
1203.63,,Spot,6,Image 1,1,91,
1276.31,,Spot,6,Image 1,1,92,
1239.77,,Spot,6,Image 1,1,93,
1192.77,,Spot,6,Image 1,1,94,
951.156,,Spot,6,Image 1,1,95,
1299.18,,Spot,6,Image 1,1,96,
937.2,,Spot,6,Image 1,1,97,
1513.93,,Spot,6,Image 1,1,98,
960.512,,Spot,6,Image 1,1,99,
630.13,,Spot,6,Image 1,1,100,
650.184,,Spot,6,Image 1,1,101,
830,,Spot,6,Image 1,1,102,
1327.79,,Spot,6,Image 1,1,103,
1515.13,,Spot,6,Image 1,1,104,
1328.64,,Spot,6,Image 1,1,105,
1389.8,,Spot,6,Image 1,1,106,
1476.72,,Spot,6,Image 1,1,107,
1004.12,,Spot,6,Image 1,1,108,
1203.25,,Spot,6,Image 1,1,117,
718.998,,Spot,6,Image 1,1,121,
1333.86,,Spot,6,Image 1,1,122,
1165.35,,Spot,6,Image 1,1,124,
1318.27,,Spot,6,Image 1,1,128,
1380.36,,Spot,6,Image 1,1,129,
1531.23,,Spot,6,Image 1,1,130,
1487.46,,Spot,6,Image 1,1,131,
597.504,,Spot,6,Image 1,1,132,
1535.4,,Spot,6,Image 1,1,133,
1093.93,,Spot,6,Image 1,1,134,
486.728,,Spot,6,Image 1,1,136,
1301.38,,Spot,6,Image 1,1,137,
1307.01,,Spot,6,Image 1,1,139,
1343.9,,Spot,6,Image 1,1,140,
1586.34,,Spot,6,Image 1,1,141,
1616.1,,Spot,6,Image 1,1,142,
1367.61,,Spot,6,Image 1,1,143,
1320.22,,Spot,6,Image 1,1,144,
1526.71,,Spot,6,Image 1,1,145,
1506.35,,Spot,6,Image 1,1,146,
1625.84,,Spot,6,Image 1,1,147,
1353.02,,Spot,6,Image 1,1,148,
1456.82,,Spot,6,Image 1,1,149,
1619.09,,Spot,6,Image 1,1,150,
1598.89,,Spot,6,Image 1,1,151,
1084.1,,Spot,6,Image 1,1,152,
880.936,,Spot,6,Image 1,1,153,
1795.62,,Spot,6,Image 1,1,154,
1384.01,,Spot,6,Image 1,1,155,
1040.12,,Spot,6,Image 1,1,156,
1570.43,,Spot,6,Image 1,1,157,
1537.6,,Spot,6,Image 1,1,159,
1231.63,,Spot,6,Image 1,1,160,
1467.22,,Spot,6,Image 1,1,162,
1492.78,,Spot,6,Image 1,1,163,
1079.82,,Spot,6,Image 1,1,164,
1227.1,,Spot,6,Image 1,1,165,
1197.08,,Spot,6,Image 1,1,166,
1860.27,,Spot,6,Image 1,1,171,
1588.9,,Spot,6,Image 1,1,173,
774.522,,Spot,6,Image 1,1,219,
1695.76,,Spot,6,Image 1,1,220,
890.6,,Spot,6,Image 1,1,223,
1182.75,,Spot,6,Image 1,1,228,
1267.21,,Spot,6,Image 1,1,230,
635.144,,Spot,6,Image 1,1,237,
819.44,,Spot,6,Image 1,1,242,
1626.74,,Spot,6,Image 1,1,266,
1389.62,,Spot,6,Image 1,1,267,
1517.02,,Spot,6,Image 1,1,270,
1316.87,,Spot,6,Image 1,1,271,
1059.02,,Spot,6,Image 1,1,272,
1055.2,,Spot,6,Image 1,1,273,
1425.88,,Spot,6,Image 1,1,274,
1039.37,,Spot,6,Image 1,1,275,
1146.48,,Spot,6,Image 1,1,276,
1135.9,,Spot,6,Image 1,1,277,
1561.28,,Spot,6,Image 1,1,278,
1533.76,,Spot,6,Image 1,1,279,
1260.56,,Spot,6,Image 1,1,280,
1695.28,,Spot,6,Image 1,1,281,
998.648,,Spot,6,Image 1,1,282,
1226.8,,Spot,6,Image 1,1,283,
1295.36,,Spot,6,Image 1,1,284,
1307.14,,Spot,6,Image 1,1,285,
1439.62,,Spot,6,Image 1,1,286,
1020.04,,Spot,6,Image 1,1,287,
889.84,,Spot,6,Image 1,1,288,
1477.56,,Spot,6,Image 1,1,289,
1494.18,,Spot,6,Image 1,1,290,
1660.24,,Spot,6,Image 1,1,291,
1427.84,,Spot,6,Image 1,1,292,
1237.02,,Spot,6,Image 1,1,293,
772.2,,Spot,6,Image 1,1,294,
1275.28,,Spot,6,Image 1,1,295,
1466.75,,Spot,6,Image 1,1,296,
1736.42,,Spot,6,Image 1,1,297,
1155.73,,Spot,6,Image 1,1,298,
1173.24,,Spot,6,Image 1,1,300,
1253.14,,Spot,6,Image 1,1,303,
1511.56,,Spot,6,Image 1,1,311,
1283.35,,Spot,6,Image 1,1,312,
1583.9,,Spot,6,Image 1,1,318,
1475.3,,Spot,6,Image 1,1,319,
1657.11,,Spot,6,Image 1,1,320,
1518.29,,Spot,6,Image 1,1,321,
1232.1,,Spot,6,Image 1,1,322,
1158.22,,Spot,6,Image 1,1,323,
1364.24,,Spot,6,Image 1,1,324,
1364.28,,Spot,6,Image 1,1,325,
1461.84,,Spot,6,Image 1,1,326,
2051.47,,Spot,6,Image 1,1,328,
1129.97,,Spot,6,Image 1,1,329,
1510.56,,Spot,6,Image 1,1,330,
1578.02,,Spot,6,Image 1,1,331,
1404.63,,Spot,6,Image 1,1,332,
1173.85,,Spot,6,Image 1,1,333,
1296.05,,Spot,6,Image 1,1,334,
1425.7,,Spot,6,Image 1,1,336,
1352,,Spot,6,Image 1,1,337,
1335.02,,Spot,6,Image 1,1,338,
1231.56,,Spot,6,Image 1,1,339,
1388.18,,Spot,6,Image 1,1,340,
1281.33,,Spot,6,Image 1,1,342,
1376.95,,Spot,6,Image 1,1,343,
1455.1,,Spot,6,Image 1,1,344,
1393.9,,Spot,6,Image 1,1,345,
1343.31,,Spot,6,Image 1,1,347,
1487.27,,Spot,6,Image 1,1,348,
1355.85,,Spot,6,Image 1,1,349,
1094,,Spot,6,Image 1,1,350,
1234.58,,Spot,6,Image 1,1,351,
1334.74,,Spot,6,Image 1,1,352,
1580.8,,Spot,6,Image 1,1,353,
1592.12,,Spot,6,Image 1,1,397,
1635.89,,Spot,6,Image 1,1,398,
1377.17,,Spot,6,Image 1,1,436,
1100.42,,Spot,6,Image 1,1,437,
1685.84,,Spot,6,Image 1,1,438,
1294.68,,Spot,6,Image 1,1,440,
1133.18,,Spot,6,Image 1,1,442,
1624.92,,Spot,6,Image 1,1,443,
1614.2,,Spot,6,Image 1,1,444,
1478.23,,Spot,6,Image 1,1,445,
1654.13,,Spot,6,Image 1,1,446,
1568.27,,Spot,6,Image 1,1,447,
887.77,,Spot,6,Image 1,1,448,
1256.18,,Spot,6,Image 1,1,449,
1442.39,,Spot,6,Image 1,1,450,
1254.32,,Spot,6,Image 1,1,451,
1036.69,,Spot,6,Image 1,1,453,
1095.58,,Spot,6,Image 1,1,454,
1413.3,,Spot,6,Image 1,1,455,
1273.27,,Spot,6,Image 1,1,456,
1262.2,,Spot,6,Image 1,1,462,
1340.44,,Spot,6,Image 1,1,469,
1602.12,,Spot,6,Image 1,1,470,
1546.41,,Spot,6,Image 1,1,471,
886.371,,Spot,6,Image 1,1,472,
1369.21,,Spot,6,Image 1,1,473,
1390.24,,Spot,6,Image 1,1,474,
1604.52,,Spot,6,Image 1,1,475,
1887.47,,Spot,6,Image 1,1,476,
1029.61,,Spot,6,Image 1,1,477,
1706.69,,Spot,6,Image 1,1,478,
