
Diameter
 ==================== 
Diameter X,Diameter Y,Diameter Z,Unit,Category,Collection,Time,ID,
5,5,5,um,Spot,Diameter,2,55710,
5,5,5,um,Spot,Diameter,2,55711,
5,5,5,um,Spot,Diameter,2,55712,
5,5,5,um,Spot,Diameter,2,55713,
5,5,5,um,Spot,Diameter,2,55714,
5,5,5,um,Spot,Diameter,2,55715,
5,5,5,um,Spot,Diameter,2,55716,
5,5,5,um,Spot,Diameter,2,55717,
5,5,5,um,Spot,Diameter,2,55718,
5,5,5,um,Spot,Diameter,2,55719,
5,5,5,um,Spot,Diameter,2,55720,
5,5,5,um,Spot,Diameter,2,55721,
5,5,5,um,Spot,Diameter,2,55722,
5,5,5,um,Spot,Diameter,2,55723,
5,5,5,um,Spot,Diameter,2,55724,
5,5,5,um,Spot,Diameter,2,55725,
5,5,5,um,Spot,Diameter,2,55726,
5,5,5,um,Spot,Diameter,2,55727,
5,5,5,um,Spot,Diameter,2,55728,
5,5,5,um,Spot,Diameter,2,55729,
5,5,5,um,Spot,Diameter,2,55730,
5,5,5,um,Spot,Diameter,2,55731,
5,5,5,um,Spot,Diameter,2,55732,
5,5,5,um,Spot,Diameter,2,55733,
5,5,5,um,Spot,Diameter,2,55734,
5,5,5,um,Spot,Diameter,2,55735,
5,5,5,um,Spot,Diameter,2,55736,
5,5,5,um,Spot,Diameter,2,55737,
5,5,5,um,Spot,Diameter,2,55738,
5,5,5,um,Spot,Diameter,2,55739,
5,5,5,um,Spot,Diameter,2,55740,
5,5,5,um,Spot,Diameter,2,55741,
5,5,5,um,Spot,Diameter,2,55742,
5,5,5,um,Spot,Diameter,2,55743,
5,5,5,um,Spot,Diameter,2,55744,
5,5,5,um,Spot,Diameter,2,55745,
5,5,5,um,Spot,Diameter,2,55746,
5,5,5,um,Spot,Diameter,2,55747,
5,5,5,um,Spot,Diameter,2,55748,
5,5,5,um,Spot,Diameter,2,55749,
5,5,5,um,Spot,Diameter,2,55750,
5,5,5,um,Spot,Diameter,2,55751,
5,5,5,um,Spot,Diameter,2,55752,
5,5,5,um,Spot,Diameter,2,55753,
5,5,5,um,Spot,Diameter,2,55754,
5,5,5,um,Spot,Diameter,2,55755,
5,5,5,um,Spot,Diameter,2,55756,
5,5,5,um,Spot,Diameter,2,55757,
5,5,5,um,Spot,Diameter,2,55758,
5,5,5,um,Spot,Diameter,2,55759,
5,5,5,um,Spot,Diameter,2,55760,
5,5,5,um,Spot,Diameter,2,55761,
5,5,5,um,Spot,Diameter,2,55762,
5,5,5,um,Spot,Diameter,2,55763,
5,5,5,um,Spot,Diameter,2,55764,
5,5,5,um,Spot,Diameter,2,55765,
5,5,5,um,Spot,Diameter,2,55766,
5,5,5,um,Spot,Diameter,2,55767,
5,5,5,um,Spot,Diameter,2,55768,
5,5,5,um,Spot,Diameter,2,55769,
5,5,5,um,Spot,Diameter,2,55770,
5,5,5,um,Spot,Diameter,2,55771,
5,5,5,um,Spot,Diameter,2,55772,
