
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1005.46,,Spot,1,Image 1,1,13,
715.399,,Spot,1,Image 1,1,15,
657.514,,Spot,1,Image 1,1,17,
524.541,,Spot,1,Image 1,1,19,
970.766,,Spot,1,Image 1,1,26,
597.63,,Spot,1,Image 1,1,27,
796.284,,Spot,1,Image 1,1,28,
609.051,,Spot,1,Image 1,1,29,
696.813,,Spot,1,Image 1,1,30,
544.503,,Spot,1,Image 1,1,31,
652.284,,Spot,1,Image 1,1,33,
523.147,,Spot,1,Image 1,1,36,
480.24,,Spot,1,Image 1,1,38,
445.966,,Spot,1,Image 1,1,40,
533.57,,Spot,1,Image 1,1,45,
306.551,,Spot,1,Image 1,1,61,
1156.32,,Spot,1,Image 1,1,65,
908.678,,Spot,1,Image 1,1,66,
660.875,,Spot,1,Image 1,1,67,
754.441,,Spot,1,Image 1,1,71,
706.255,,Spot,1,Image 1,1,72,
692.363,,Spot,1,Image 1,1,73,
576.717,,Spot,1,Image 1,1,74,
773.398,,Spot,1,Image 1,1,75,
855.453,,Spot,1,Image 1,1,76,
648.425,,Spot,1,Image 1,1,77,
703.756,,Spot,1,Image 1,1,78,
730.936,,Spot,1,Image 1,1,79,
310.265,,Spot,1,Image 1,1,80,
765.378,,Spot,1,Image 1,1,81,
980.697,,Spot,1,Image 1,1,82,
553.15,,Spot,1,Image 1,1,83,
770.245,,Spot,1,Image 1,1,84,
657.475,,Spot,1,Image 1,1,85,
454.052,,Spot,1,Image 1,1,86,
584.454,,Spot,1,Image 1,1,87,
569.73,,Spot,1,Image 1,1,88,
680.731,,Spot,1,Image 1,1,89,
559.15,,Spot,1,Image 1,1,90,
614.528,,Spot,1,Image 1,1,91,
663.136,,Spot,1,Image 1,1,92,
627.448,,Spot,1,Image 1,1,93,
723.545,,Spot,1,Image 1,1,94,
456.298,,Spot,1,Image 1,1,95,
670.407,,Spot,1,Image 1,1,96,
786.406,,Spot,1,Image 1,1,97,
795.65,,Spot,1,Image 1,1,98,
541.627,,Spot,1,Image 1,1,99,
1342.11,,Spot,1,Image 1,1,100,
619.114,,Spot,1,Image 1,1,101,
532.682,,Spot,1,Image 1,1,102,
617.21,,Spot,1,Image 1,1,103,
402.953,,Spot,1,Image 1,1,104,
808.066,,Spot,1,Image 1,1,105,
720.145,,Spot,1,Image 1,1,106,
913.425,,Spot,1,Image 1,1,107,
759.035,,Spot,1,Image 1,1,108,
645.584,,Spot,1,Image 1,1,117,
931.159,,Spot,1,Image 1,1,121,
829.737,,Spot,1,Image 1,1,122,
805.067,,Spot,1,Image 1,1,124,
793.951,,Spot,1,Image 1,1,128,
731.715,,Spot,1,Image 1,1,129,
809.173,,Spot,1,Image 1,1,130,
955.537,,Spot,1,Image 1,1,131,
728.928,,Spot,1,Image 1,1,132,
802.439,,Spot,1,Image 1,1,133,
830.837,,Spot,1,Image 1,1,134,
898.478,,Spot,1,Image 1,1,136,
638.624,,Spot,1,Image 1,1,137,
668.042,,Spot,1,Image 1,1,139,
910.496,,Spot,1,Image 1,1,140,
600.451,,Spot,1,Image 1,1,141,
619.829,,Spot,1,Image 1,1,142,
816.011,,Spot,1,Image 1,1,143,
589.353,,Spot,1,Image 1,1,144,
370.438,,Spot,1,Image 1,1,145,
628.155,,Spot,1,Image 1,1,146,
628.509,,Spot,1,Image 1,1,147,
595.042,,Spot,1,Image 1,1,148,
719.935,,Spot,1,Image 1,1,149,
514.975,,Spot,1,Image 1,1,150,
668.599,,Spot,1,Image 1,1,151,
590.982,,Spot,1,Image 1,1,152,
475.8,,Spot,1,Image 1,1,153,
334.539,,Spot,1,Image 1,1,154,
762.667,,Spot,1,Image 1,1,155,
496.402,,Spot,1,Image 1,1,156,
690.588,,Spot,1,Image 1,1,157,
794.988,,Spot,1,Image 1,1,159,
969.276,,Spot,1,Image 1,1,160,
405.319,,Spot,1,Image 1,1,162,
535.486,,Spot,1,Image 1,1,163,
509.694,,Spot,1,Image 1,1,164,
736.848,,Spot,1,Image 1,1,165,
254.579,,Spot,1,Image 1,1,166,
840.344,,Spot,1,Image 1,1,171,
865.521,,Spot,1,Image 1,1,173,
482.172,,Spot,1,Image 1,1,219,
845.444,,Spot,1,Image 1,1,220,
424.961,,Spot,1,Image 1,1,223,
585.819,,Spot,1,Image 1,1,228,
663.099,,Spot,1,Image 1,1,230,
792.361,,Spot,1,Image 1,1,237,
541.328,,Spot,1,Image 1,1,242,
376.073,,Spot,1,Image 1,1,266,
539.225,,Spot,1,Image 1,1,267,
748.546,,Spot,1,Image 1,1,270,
641.284,,Spot,1,Image 1,1,271,
619.908,,Spot,1,Image 1,1,272,
