
Intensity Sum of Square Ch=6 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.85065e+09,,Spot,6,Image 1,1,13,
5.07373e+09,,Spot,6,Image 1,1,15,
6.39817e+09,,Spot,6,Image 1,1,17,
6.78176e+09,,Spot,6,Image 1,1,19,
1.77096e+09,,Spot,6,Image 1,1,26,
3.39284e+09,,Spot,6,Image 1,1,27,
8.54453e+09,,Spot,6,Image 1,1,28,
1.68619e+09,,Spot,6,Image 1,1,29,
3.45394e+09,,Spot,6,Image 1,1,30,
4.64672e+09,,Spot,6,Image 1,1,31,
1.54961e+09,,Spot,6,Image 1,1,33,
5.13911e+09,,Spot,6,Image 1,1,36,
2.22807e+09,,Spot,6,Image 1,1,38,
4.03615e+09,,Spot,6,Image 1,1,40,
2.10599e+09,,Spot,6,Image 1,1,45,
2.64316e+09,,Spot,6,Image 1,1,61,
2.87242e+09,,Spot,6,Image 1,1,65,
8.59938e+09,,Spot,6,Image 1,1,66,
6.73919e+09,,Spot,6,Image 1,1,67,
5.21293e+09,,Spot,6,Image 1,1,71,
5.69495e+09,,Spot,6,Image 1,1,72,
4.73466e+09,,Spot,6,Image 1,1,73,
6.3172e+09,,Spot,6,Image 1,1,74,
4.61888e+09,,Spot,6,Image 1,1,75,
6.26992e+09,,Spot,6,Image 1,1,76,
3.74173e+09,,Spot,6,Image 1,1,77,
9.62075e+09,,Spot,6,Image 1,1,78,
7.01635e+09,,Spot,6,Image 1,1,79,
7.98045e+09,,Spot,6,Image 1,1,80,
8.57959e+09,,Spot,6,Image 1,1,81,
5.2322e+09,,Spot,6,Image 1,1,82,
2.63814e+09,,Spot,6,Image 1,1,83,
5.43198e+09,,Spot,6,Image 1,1,84,
4.97869e+09,,Spot,6,Image 1,1,85,
4.93572e+09,,Spot,6,Image 1,1,86,
5.99271e+09,,Spot,6,Image 1,1,87,
3.97407e+09,,Spot,6,Image 1,1,88,
3.56752e+09,,Spot,6,Image 1,1,89,
6.47114e+09,,Spot,6,Image 1,1,90,
4.74718e+09,,Spot,6,Image 1,1,91,
5.531e+09,,Spot,6,Image 1,1,92,
5.00622e+09,,Spot,6,Image 1,1,93,
4.78135e+09,,Spot,6,Image 1,1,94,
2.77681e+09,,Spot,6,Image 1,1,95,
4.62243e+09,,Spot,6,Image 1,1,96,
2.77544e+09,,Spot,6,Image 1,1,97,
6.38038e+09,,Spot,6,Image 1,1,98,
2.69929e+09,,Spot,6,Image 1,1,99,
3.11231e+09,,Spot,6,Image 1,1,100,
1.69629e+09,,Spot,6,Image 1,1,101,
1.92562e+09,,Spot,6,Image 1,1,102,
5.63466e+09,,Spot,6,Image 1,1,103,
6.6672e+09,,Spot,6,Image 1,1,104,
5.66798e+09,,Spot,6,Image 1,1,105,
6.33784e+09,,Spot,6,Image 1,1,106,
7.11207e+09,,Spot,6,Image 1,1,107,
3.36941e+09,,Spot,6,Image 1,1,108,
4.66412e+09,,Spot,6,Image 1,1,117,
2.39754e+09,,Spot,6,Image 1,1,121,
5.45759e+09,,Spot,6,Image 1,1,122,
4.17493e+09,,Spot,6,Image 1,1,124,
5.73338e+09,,Spot,6,Image 1,1,128,
6.35031e+09,,Spot,6,Image 1,1,129,
6.2856e+09,,Spot,6,Image 1,1,130,
5.95096e+09,,Spot,6,Image 1,1,131,
1.56692e+09,,Spot,6,Image 1,1,132,
6.5526e+09,,Spot,6,Image 1,1,133,
3.82901e+09,,Spot,6,Image 1,1,134,
1.38941e+09,,Spot,6,Image 1,1,136,
4.21307e+09,,Spot,6,Image 1,1,137,
5.53281e+09,,Spot,6,Image 1,1,139,
6.20553e+09,,Spot,6,Image 1,1,140,
8.34759e+09,,Spot,6,Image 1,1,141,
