
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Spot,6,Image 1,1,55423,
0,,Spot,6,Image 1,1,55424,
0,,Spot,6,Image 1,1,55425,
0,,Spot,6,Image 1,1,55426,
0,,Spot,6,Image 1,1,55427,
0,,Spot,6,Image 1,1,55429,
0,,Spot,6,Image 1,1,55430,
0,,Spot,6,Image 1,1,55431,
0,,Spot,6,Image 1,1,55432,
0,,Spot,6,Image 1,1,55433,
0,,Spot,6,Image 1,1,55434,
0,,Spot,6,Image 1,1,55435,
0,,Spot,6,Image 1,1,55436,
0,,Spot,6,Image 1,1,55437,
0,,Spot,6,Image 1,1,55438,
0,,Spot,6,Image 1,1,55439,
0,,Spot,6,Image 1,1,55440,
0,,Spot,6,Image 1,1,55441,
0,,Spot,6,Image 1,1,55442,
0,,Spot,6,Image 1,1,55444,
0,,Spot,6,Image 1,1,55445,
0,,Spot,6,Image 1,1,55446,
0,,Spot,6,Image 1,1,55447,
0,,Spot,6,Image 1,1,55449,
0,,Spot,6,Image 1,1,55450,
0,,Spot,6,Image 1,1,55452,
0,,Spot,6,Image 1,1,55453,
0,,Spot,6,Image 1,1,55454,
0,,Spot,6,Image 1,1,55455,
0,,Spot,6,Image 1,1,55456,
0,,Spot,6,Image 1,1,55458,
0,,Spot,6,Image 1,1,55459,
0,,Spot,6,Image 1,1,55460,
0,,Spot,6,Image 1,1,55461,
0,,Spot,6,Image 1,1,55462,
0,,Spot,6,Image 1,1,55464,
0,,Spot,6,Image 1,1,55465,
0,,Spot,6,Image 1,1,55466,
41,,Spot,6,Image 1,1,55468,
0,,Spot,6,Image 1,1,55469,
0,,Spot,6,Image 1,1,55470,
0,,Spot,6,Image 1,1,55471,
0,,Spot,6,Image 1,1,55472,
0,,Spot,6,Image 1,1,55474,
0,,Spot,6,Image 1,1,55475,
0,,Spot,6,Image 1,1,55476,
0,,Spot,6,Image 1,1,55477,
0,,Spot,6,Image 1,1,55478,
0,,Spot,6,Image 1,1,55479,
0,,Spot,6,Image 1,1,55480,
0,,Spot,6,Image 1,1,55481,
0,,Spot,6,Image 1,1,55482,
0,,Spot,6,Image 1,1,55483,
0,,Spot,6,Image 1,1,55484,
0,,Spot,6,Image 1,1,55485,
0,,Spot,6,Image 1,1,55486,
0,,Spot,6,Image 1,1,55487,
0,,Spot,6,Image 1,1,55488,
0,,Spot,6,Image 1,1,55491,
0,,Spot,6,Image 1,1,55492,
0,,Spot,6,Image 1,1,55493,
0,,Spot,6,Image 1,1,55494,
0,,Spot,6,Image 1,1,55495,
0,,Spot,6,Image 1,1,55496,
0,,Spot,6,Image 1,1,55497,
0,,Spot,6,Image 1,1,55498,
0,,Spot,6,Image 1,1,55499,
0,,Spot,6,Image 1,1,55500,
0,,Spot,6,Image 1,1,55501,
0,,Spot,6,Image 1,1,55502,
0,,Spot,6,Image 1,1,55503,
0,,Spot,6,Image 1,1,55505,
0,,Spot,6,Image 1,1,55506,
0,,Spot,6,Image 1,1,55507,
0,,Spot,6,Image 1,1,55508,
0,,Spot,6,Image 1,1,55509,
0,,Spot,6,Image 1,1,55511,
0,,Spot,6,Image 1,1,55512,
0,,Spot,6,Image 1,1,55513,
0,,Spot,6,Image 1,1,55514,
0,,Spot,6,Image 1,1,55515,
0,,Spot,6,Image 1,1,55517,
0,,Spot,6,Image 1,1,55519,
0,,Spot,6,Image 1,1,55520,
0,,Spot,6,Image 1,1,55521,
0,,Spot,6,Image 1,1,55524,
0,,Spot,6,Image 1,1,55525,
0,,Spot,6,Image 1,1,55526,
0,,Spot,6,Image 1,1,55528,
0,,Spot,6,Image 1,1,55529,
0,,Spot,6,Image 1,1,55532,
0,,Spot,6,Image 1,1,55533,
0,,Spot,6,Image 1,1,55534,
0,,Spot,6,Image 1,1,55535,
0,,Spot,6,Image 1,1,55536,
0,,Spot,6,Image 1,1,55537,
0,,Spot,6,Image 1,1,55538,
0,,Spot,6,Image 1,1,55539,
0,,Spot,6,Image 1,1,55540,
0,,Spot,6,Image 1,1,55541,
0,,Spot,6,Image 1,1,55542,
0,,Spot,6,Image 1,1,55543,
0,,Spot,6,Image 1,1,55544,
0,,Spot,6,Image 1,1,55545,
0,,Spot,6,Image 1,1,55546,
0,,Spot,6,Image 1,1,55548,
0,,Spot,6,Image 1,1,55549,
