
Time Index
 ==================== 
Time Index,Unit,Category,Time,ID,
3,,Spot,3,55932,
3,,Spot,3,55933,
3,,Spot,3,55934,
3,,Spot,3,55935,
3,,Spot,3,55936,
3,,Spot,3,55937,
3,,Spot,3,55938,
3,,Spot,3,55939,
3,,Spot,3,55940,
3,,Spot,3,55941,
3,,Spot,3,55942,
3,,Spot,3,55943,
3,,Spot,3,55944,
3,,Spot,3,55945,
3,,Spot,3,55946,
3,,Spot,3,55947,
3,,Spot,3,55948,
3,,Spot,3,55949,
3,,Spot,3,55950,
3,,Spot,3,55951,
3,,Spot,3,55952,
3,,Spot,3,55953,
3,,Spot,3,55954,
3,,Spot,3,55955,
3,,Spot,3,55956,
3,,Spot,3,55957,
3,,Spot,3,55958,
3,,Spot,3,55959,
3,,Spot,3,55960,
3,,Spot,3,55961,
3,,Spot,3,55962,
3,,Spot,3,55963,
3,,Spot,3,55964,
3,,Spot,3,55965,
3,,Spot,3,55966,
3,,Spot,3,55967,
3,,Spot,3,55968,
3,,Spot,3,55969,
3,,Spot,3,55970,
3,,Spot,3,55971,
3,,Spot,3,55972,
3,,Spot,3,55973,
3,,Spot,3,55974,
3,,Spot,3,55975,
3,,Spot,3,55976,
3,,Spot,3,55977,
3,,Spot,3,55978,
3,,Spot,3,55979,
3,,Spot,3,55980,
3,,Spot,3,55981,
3,,Spot,3,55982,
3,,Spot,3,55983,
3,,Spot,3,55984,
3,,Spot,3,55985,
3,,Spot,3,55986,
3,,Spot,3,55987,
3,,Spot,3,55988,
3,,Spot,3,55989,
3,,Spot,3,55990,
3,,Spot,3,55991,
3,,Spot,3,55992,
3,,Spot,3,55993,
3,,Spot,3,55994,
3,,Spot,3,55995,
3,,Spot,3,55996,
3,,Spot,3,55997,
3,,Spot,3,55998,
3,,Spot,3,55999,
3,,Spot,3,56000,
3,,Spot,3,56001,
3,,Spot,3,56002,
3,,Spot,3,56003,
3,,Spot,3,56004,
3,,Spot,3,56005,
3,,Spot,3,56006,
3,,Spot,3,56007,
3,,Spot,3,56008,
3,,Spot,3,56009,
3,,Spot,3,56010,
3,,Spot,3,56011,
3,,Spot,3,56012,
3,,Spot,3,56013,
3,,Spot,3,56014,
3,,Spot,3,56015,
3,,Spot,3,56016,
3,,Spot,3,56017,
3,,Spot,3,56018,
3,,Spot,3,56019,
3,,Spot,3,56020,
3,,Spot,3,56021,
3,,Spot,3,56022,
3,,Spot,3,56023,
3,,Spot,3,56024,
3,,Spot,3,56025,
3,,Spot,3,56026,
3,,Spot,3,56027,
3,,Spot,3,56028,
3,,Spot,3,56029,
3,,Spot,3,56030,
3,,Spot,3,56031,
3,,Spot,3,56032,
3,,Spot,3,56033,
3,,Spot,3,56034,
3,,Spot,3,56035,
3,,Spot,3,56036,
3,,Spot,3,56037,
3,,Spot,3,56038,
3,,Spot,3,56039,
3,,Spot,3,56040,
3,,Spot,3,56041,
3,,Spot,3,56042,
3,,Spot,3,56043,
3,,Spot,3,56044,
3,,Spot,3,56045,
3,,Spot,3,56046,
3,,Spot,3,56047,
3,,Spot,3,56048,
3,,Spot,3,56049,
3,,Spot,3,56050,
3,,Spot,3,56051,
3,,Spot,3,56052,
3,,Spot,3,56053,
3,,Spot,3,56054,
3,,Spot,3,56055,
3,,Spot,3,56056,
3,,Spot,3,56057,
3,,Spot,3,56058,
3,,Spot,3,56059,
3,,Spot,3,56060,
3,,Spot,3,56061,
3,,Spot,3,56062,
3,,Spot,3,56063,
3,,Spot,3,56064,
3,,Spot,3,56065,
3,,Spot,3,56066,
3,,Spot,3,56067,
3,,Spot,3,56068,
3,,Spot,3,56069,
3,,Spot,3,56070,
3,,Spot,3,56071,
3,,Spot,3,56072,
3,,Spot,3,56073,
3,,Spot,3,56074,
3,,Spot,3,56075,
3,,Spot,3,56076,
3,,Spot,3,56077,
3,,Spot,3,56078,
3,,Spot,3,56079,
3,,Spot,3,56080,
3,,Spot,3,56081,
3,,Spot,3,56082,
3,,Spot,3,56083,
3,,Spot,3,56084,
3,,Spot,3,56085,
3,,Spot,3,56086,
3,,Spot,3,56087,
3,,Spot,3,56088,
3,,Spot,3,56089,
3,,Spot,3,56090,
3,,Spot,3,56091,
3,,Spot,3,56092,
3,,Spot,3,56093,
3,,Spot,3,56094,
3,,Spot,3,56095,
3,,Spot,3,56096,
3,,Spot,3,56097,
3,,Spot,3,56098,
3,,Spot,3,56099,
3,,Spot,3,56100,
3,,Spot,3,56101,
3,,Spot,3,56102,
3,,Spot,3,56103,
3,,Spot,3,56104,
3,,Spot,3,56105,
3,,Spot,3,56106,
3,,Spot,3,56107,
3,,Spot,3,56108,
3,,Spot,3,56109,
3,,Spot,3,56110,
3,,Spot,3,56111,
3,,Spot,3,56112,
3,,Spot,3,56113,
3,,Spot,3,56114,
3,,Spot,3,56115,
3,,Spot,3,56116,
3,,Spot,3,56117,
3,,Spot,3,56118,
3,,Spot,3,56119,
3,,Spot,3,56120,
3,,Spot,3,56121,
3,,Spot,3,56122,
3,,Spot,3,56123,
3,,Spot,3,56124,
3,,Spot,3,56125,
3,,Spot,3,56126,
3,,Spot,3,56127,
3,,Spot,3,56128,
3,,Spot,3,56129,
3,,Spot,3,56130,
3,,Spot,3,56131,
3,,Spot,3,56132,
3,,Spot,3,56133,
3,,Spot,3,56134,
3,,Spot,3,56135,
3,,Spot,3,56136,
3,,Spot,3,56137,
3,,Spot,3,56138,
3,,Spot,3,56139,
3,,Spot,3,56140,
3,,Spot,3,56141,
3,,Spot,3,56142,
3,,Spot,3,56143,
3,,Spot,3,56144,
3,,Spot,3,56145,
3,,Spot,3,56146,
3,,Spot,3,56147,
3,,Spot,3,56148,
3,,Spot,3,56149,
3,,Spot,3,56150,
3,,Spot,3,56151,
3,,Spot,3,56152,
3,,Spot,3,56153,
3,,Spot,3,56154,
3,,Spot,3,56155,
3,,Spot,3,56156,
3,,Spot,3,56157,
3,,Spot,3,56158,
3,,Spot,3,56159,
3,,Spot,3,56160,
3,,Spot,3,56161,
3,,Spot,3,56162,
3,,Spot,3,56163,
3,,Spot,3,56164,
3,,Spot,3,56165,
3,,Spot,3,56166,
3,,Spot,3,56167,
3,,Spot,3,56168,
3,,Spot,3,56169,
3,,Spot,3,56170,
3,,Spot,3,56171,
3,,Spot,3,56172,
3,,Spot,3,56173,
3,,Spot,3,56174,
3,,Spot,3,56175,
3,,Spot,3,56176,
3,,Spot,3,56177,
3,,Spot,3,56178,
3,,Spot,3,56179,
3,,Spot,3,56180,
3,,Spot,3,56181,
3,,Spot,3,56182,
3,,Spot,3,56183,
3,,Spot,3,56184,
3,,Spot,3,56185,
3,,Spot,3,56186,
3,,Spot,3,56187,
3,,Spot,3,56188,
3,,Spot,3,56189,
3,,Spot,3,56190,
3,,Spot,3,56191,
3,,Spot,3,56192,
3,,Spot,3,56193,
3,,Spot,3,56194,
3,,Spot,3,56195,
3,,Spot,3,56196,
3,,Spot,3,56197,
3,,Spot,3,56198,
3,,Spot,3,56199,
3,,Spot,3,56200,
3,,Spot,3,56201,
3,,Spot,3,56202,
3,,Spot,3,56203,
3,,Spot,3,56204,
3,,Spot,3,56205,
3,,Spot,3,56206,
3,,Spot,3,56207,
3,,Spot,3,56208,
3,,Spot,3,56209,
3,,Spot,3,56210,
3,,Spot,3,56211,
3,,Spot,3,56212,
3,,Spot,3,56213,
3,,Spot,3,56214,
3,,Spot,3,56215,
3,,Spot,3,56216,
3,,Spot,3,56217,
3,,Spot,3,56218,
3,,Spot,3,56219,
3,,Spot,3,56220,
3,,Spot,3,56221,
3,,Spot,3,56222,
3,,Spot,3,56223,
3,,Spot,3,56224,
4,,Spot,4,56225,
4,,Spot,4,56226,
4,,Spot,4,56227,
4,,Spot,4,56228,
4,,Spot,4,56229,
4,,Spot,4,56230,
4,,Spot,4,56231,
4,,Spot,4,56232,
4,,Spot,4,56233,
4,,Spot,4,56234,
4,,Spot,4,56235,
4,,Spot,4,56236,
4,,Spot,4,56237,
4,,Spot,4,56238,
4,,Spot,4,56239,
4,,Spot,4,56240,
4,,Spot,4,56241,
4,,Spot,4,56242,
4,,Spot,4,56243,
4,,Spot,4,56244,
4,,Spot,4,56245,
4,,Spot,4,56246,
4,,Spot,4,56247,
4,,Spot,4,56248,
4,,Spot,4,56249,
4,,Spot,4,56250,
4,,Spot,4,56251,
4,,Spot,4,56252,
4,,Spot,4,56253,
