
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
57.6039,,Spot,4,Image 1,2,55600,
9.98291,,Spot,4,Image 1,2,55601,
368.37,,Spot,4,Image 1,2,55602,
79.31,,Spot,4,Image 1,2,55603,
26.3702,,Spot,4,Image 1,2,55604,
35.6799,,Spot,4,Image 1,2,55605,
42.7851,,Spot,4,Image 1,2,55606,
118.887,,Spot,4,Image 1,2,55607,
85.6731,,Spot,4,Image 1,2,55608,
73.2231,,Spot,4,Image 1,2,55609,
65.4366,,Spot,4,Image 1,2,55610,
44.427,,Spot,4,Image 1,2,55611,
190.662,,Spot,4,Image 1,2,55612,
52.5816,,Spot,4,Image 1,2,55613,
78.4325,,Spot,4,Image 1,2,55614,
120.895,,Spot,4,Image 1,2,55615,
45.8185,,Spot,4,Image 1,2,55616,
108.615,,Spot,4,Image 1,2,55617,
29.2412,,Spot,4,Image 1,2,55618,
92.8491,,Spot,4,Image 1,2,55619,
54.8269,,Spot,4,Image 1,2,55620,
115.875,,Spot,4,Image 1,2,55621,
115.344,,Spot,4,Image 1,2,55622,
79.5291,,Spot,4,Image 1,2,55623,
98.5383,,Spot,4,Image 1,2,55624,
34.404,,Spot,4,Image 1,2,55625,
103.523,,Spot,4,Image 1,2,55626,
109.678,,Spot,4,Image 1,2,55627,
86.158,,Spot,4,Image 1,2,55628,
32.1552,,Spot,4,Image 1,2,55629,
66.8489,,Spot,4,Image 1,2,55630,
9.29371,,Spot,4,Image 1,2,55631,
129.309,,Spot,4,Image 1,2,55632,
90.1503,,Spot,4,Image 1,2,55633,
73.6136,,Spot,4,Image 1,2,55634,
10.3104,,Spot,4,Image 1,2,55635,
24.0832,,Spot,4,Image 1,2,55636,
31.9652,,Spot,4,Image 1,2,55637,
41.0686,,Spot,4,Image 1,2,55638,
39.5894,,Spot,4,Image 1,2,55639,
33.5748,,Spot,4,Image 1,2,55640,
92.1338,,Spot,4,Image 1,2,55641,
99.9487,,Spot,4,Image 1,2,55642,
158.295,,Spot,4,Image 1,2,55643,
8.58185,,Spot,4,Image 1,2,55644,
35.8246,,Spot,4,Image 1,2,55645,
13.12,,Spot,4,Image 1,2,55646,
109.926,,Spot,4,Image 1,2,55647,
83.8081,,Spot,4,Image 1,2,55648,
135.837,,Spot,4,Image 1,2,55649,
51.3222,,Spot,4,Image 1,2,55650,
10.6077,,Spot,4,Image 1,2,55651,
72.4732,,Spot,4,Image 1,2,55652,
90.1945,,Spot,4,Image 1,2,55653,
66.09,,Spot,4,Image 1,2,55654,
47.1695,,Spot,4,Image 1,2,55655,
24.8829,,Spot,4,Image 1,2,55656,
89.1189,,Spot,4,Image 1,2,55657,
41.8978,,Spot,4,Image 1,2,55658,
62.5868,,Spot,4,Image 1,2,55659,
16.3649,,Spot,4,Image 1,2,55660,
54.0848,,Spot,4,Image 1,2,55661,
32.8758,,Spot,4,Image 1,2,55662,
5.72498,,Spot,4,Image 1,2,55663,
35.5337,,Spot,4,Image 1,2,55664,
22.5988,,Spot,4,Image 1,2,55665,
12.5079,,Spot,4,Image 1,2,55666,
57.7372,,Spot,4,Image 1,2,55667,
79.1713,,Spot,4,Image 1,2,55668,
1.67019,,Spot,4,Image 1,2,55669,
112.626,,Spot,4,Image 1,2,55670,
102.428,,Spot,4,Image 1,2,55671,
230.315,,Spot,4,Image 1,2,55672,
144.421,,Spot,4,Image 1,2,55673,
75.5159,,Spot,4,Image 1,2,55674,
12.5344,,Spot,4,Image 1,2,55675,
38.3018,,Spot,4,Image 1,2,55676,
51.7925,,Spot,4,Image 1,2,55677,
105.508,,Spot,4,Image 1,2,55678,
190.711,,Spot,4,Image 1,2,55679,
205.293,,Spot,4,Image 1,2,55680,
81.6316,,Spot,4,Image 1,2,55681,
70.9636,,Spot,4,Image 1,2,55682,
166.9,,Spot,4,Image 1,2,55683,
26.0897,,Spot,4,Image 1,2,55684,
111.878,,Spot,4,Image 1,2,55685,
45.6904,,Spot,4,Image 1,2,55686,
143.308,,Spot,4,Image 1,2,55687,
70.6957,,Spot,4,Image 1,2,55688,
82.3917,,Spot,4,Image 1,2,55689,
80.7548,,Spot,4,Image 1,2,55690,
66.2855,,Spot,4,Image 1,2,55691,
48.5292,,Spot,4,Image 1,2,55692,
47.0656,,Spot,4,Image 1,2,55693,
205.806,,Spot,4,Image 1,2,55694,
60.9467,,Spot,4,Image 1,2,55695,
19.8328,,Spot,4,Image 1,2,55696,
146.66,,Spot,4,Image 1,2,55697,
126.684,,Spot,4,Image 1,2,55698,
44.5581,,Spot,4,Image 1,2,55699,
107.654,,Spot,4,Image 1,2,55700,
40.8804,,Spot,4,Image 1,2,55701,
88.6582,,Spot,4,Image 1,2,55702,
70.7507,,Spot,4,Image 1,2,55703,
6.99854,,Spot,4,Image 1,2,55704,
44.6549,,Spot,4,Image 1,2,55705,
63.6344,,Spot,4,Image 1,2,55706,
9.63143,,Spot,4,Image 1,2,55707,
89.9035,,Spot,4,Image 1,2,55708,
111.268,,Spot,4,Image 1,2,55709,
80.8146,,Spot,4,Image 1,2,55710,
29.1025,,Spot,4,Image 1,2,55711,
49.5761,,Spot,4,Image 1,2,55712,
28.8501,,Spot,4,Image 1,2,55713,
42.9993,,Spot,4,Image 1,2,55714,
146.122,,Spot,4,Image 1,2,55715,
19.4798,,Spot,4,Image 1,2,55716,
0.420153,,Spot,4,Image 1,2,55717,
