
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
63935,,Spot,5,Image 1,1,13,
73263,,Spot,5,Image 1,1,15,
81404,,Spot,5,Image 1,1,17,
202542,,Spot,5,Image 1,1,19,
32505,,Spot,5,Image 1,1,26,
66586,,Spot,5,Image 1,1,27,
93792,,Spot,5,Image 1,1,28,
63054,,Spot,5,Image 1,1,29,
85150,,Spot,5,Image 1,1,30,
78612,,Spot,5,Image 1,1,31,
40149,,Spot,5,Image 1,1,33,
75885,,Spot,5,Image 1,1,36,
50681,,Spot,5,Image 1,1,38,
42546,,Spot,5,Image 1,1,40,
42343,,Spot,5,Image 1,1,45,
58786,,Spot,5,Image 1,1,61,
148446,,Spot,5,Image 1,1,65,
66649,,Spot,5,Image 1,1,66,
436949,,Spot,5,Image 1,1,67,
318785,,Spot,5,Image 1,1,71,
2.02559e+06,,Spot,5,Image 1,1,72,
852820,,Spot,5,Image 1,1,73,
1.21478e+06,,Spot,5,Image 1,1,74,
1.1934e+06,,Spot,5,Image 1,1,75,
1.22436e+06,,Spot,5,Image 1,1,76,
336077,,Spot,5,Image 1,1,77,
547959,,Spot,5,Image 1,1,78,
2.21363e+06,,Spot,5,Image 1,1,79,
130018,,Spot,5,Image 1,1,80,
504514,,Spot,5,Image 1,1,81,
279419,,Spot,5,Image 1,1,82,
84444,,Spot,5,Image 1,1,83,
124143,,Spot,5,Image 1,1,84,
117437,,Spot,5,Image 1,1,85,
185053,,Spot,5,Image 1,1,86,
738057,,Spot,5,Image 1,1,87,
437105,,Spot,5,Image 1,1,88,
479356,,Spot,5,Image 1,1,89,
1.0682e+06,,Spot,5,Image 1,1,90,
298243,,Spot,5,Image 1,1,91,
211217,,Spot,5,Image 1,1,92,
96130,,Spot,5,Image 1,1,93,
423331,,Spot,5,Image 1,1,94,
49683,,Spot,5,Image 1,1,95,
68308,,Spot,5,Image 1,1,96,
91267,,Spot,5,Image 1,1,97,
56397,,Spot,5,Image 1,1,98,
48095,,Spot,5,Image 1,1,99,
49673,,Spot,5,Image 1,1,100,
46623,,Spot,5,Image 1,1,101,
160518,,Spot,5,Image 1,1,102,
63478,,Spot,5,Image 1,1,103,
156720,,Spot,5,Image 1,1,104,
82852,,Spot,5,Image 1,1,105,
262173,,Spot,5,Image 1,1,106,
62611,,Spot,5,Image 1,1,107,
186769,,Spot,5,Image 1,1,108,
52814,,Spot,5,Image 1,1,117,
177623,,Spot,5,Image 1,1,121,
107467,,Spot,5,Image 1,1,122,
92165,,Spot,5,Image 1,1,124,
300127,,Spot,5,Image 1,1,128,
410584,,Spot,5,Image 1,1,129,
1.13197e+06,,Spot,5,Image 1,1,130,
2.0122e+06,,Spot,5,Image 1,1,131,
226403,,Spot,5,Image 1,1,132,
1.90256e+06,,Spot,5,Image 1,1,133,
71953,,Spot,5,Image 1,1,134,
49509,,Spot,5,Image 1,1,136,
248910,,Spot,5,Image 1,1,137,
531779,,Spot,5,Image 1,1,139,
254055,,Spot,5,Image 1,1,140,
3.03299e+06,,Spot,5,Image 1,1,141,
239828,,Spot,5,Image 1,1,142,
96822,,Spot,5,Image 1,1,143,
238134,,Spot,5,Image 1,1,144,
296281,,Spot,5,Image 1,1,145,
103133,,Spot,5,Image 1,1,146,
199070,,Spot,5,Image 1,1,147,
107162,,Spot,5,Image 1,1,148,
282346,,Spot,5,Image 1,1,149,
352142,,Spot,5,Image 1,1,150,
