
Intensity Sum of Square Ch=5 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.21192e+07,,Spot,5,Image 1,1,13,
1.35323e+07,,Spot,5,Image 1,1,15,
1.80792e+07,,Spot,5,Image 1,1,17,
4.82383e+07,,Spot,5,Image 1,1,19,
8.1076e+06,,Spot,5,Image 1,1,26,
1.28749e+07,,Spot,5,Image 1,1,27,
1.83675e+07,,Spot,5,Image 1,1,28,
1.36558e+07,,Spot,5,Image 1,1,29,
1.74144e+07,,Spot,5,Image 1,1,30,
1.57212e+07,,Spot,5,Image 1,1,31,
7.58709e+06,,Spot,5,Image 1,1,33,
1.10834e+07,,Spot,5,Image 1,1,36,
8.25396e+06,,Spot,5,Image 1,1,38,
4.43305e+06,,Spot,5,Image 1,1,40,
5.5447e+06,,Spot,5,Image 1,1,45,
1.08636e+07,,Spot,5,Image 1,1,61,
4.43537e+07,,Spot,5,Image 1,1,65,
1.24603e+07,,Spot,5,Image 1,1,66,
1.42274e+08,,Spot,5,Image 1,1,67,
1.1076e+08,,Spot,5,Image 1,1,71,
2.3415e+09,,Spot,5,Image 1,1,72,
5.05838e+08,,Spot,5,Image 1,1,73,
8.58406e+08,,Spot,5,Image 1,1,74,
9.17686e+08,,Spot,5,Image 1,1,75,
1.01267e+09,,Spot,5,Image 1,1,76,
1.00353e+08,,Spot,5,Image 1,1,77,
2.21394e+08,,Spot,5,Image 1,1,78,
2.33684e+09,,Spot,5,Image 1,1,79,
2.64531e+07,,Spot,5,Image 1,1,80,
2.01125e+08,,Spot,5,Image 1,1,81,
9.84352e+07,,Spot,5,Image 1,1,82,
1.99115e+07,,Spot,5,Image 1,1,83,
3.07543e+07,,Spot,5,Image 1,1,84,
2.6606e+07,,Spot,5,Image 1,1,85,
4.4533e+07,,Spot,5,Image 1,1,86,
3.31404e+08,,Spot,5,Image 1,1,87,
1.60969e+08,,Spot,5,Image 1,1,88,
2.02413e+08,,Spot,5,Image 1,1,89,
5.98384e+08,,Spot,5,Image 1,1,90,
8.86078e+07,,Spot,5,Image 1,1,91,
6.13887e+07,,Spot,5,Image 1,1,92,
1.80524e+07,,Spot,5,Image 1,1,93,
1.7183e+08,,Spot,5,Image 1,1,94,
6.83281e+06,,Spot,5,Image 1,1,95,
1.18543e+07,,Spot,5,Image 1,1,96,
1.99267e+07,,Spot,5,Image 1,1,97,
8.65878e+06,,Spot,5,Image 1,1,98,
7.95321e+06,,Spot,5,Image 1,1,99,
1.10525e+07,,Spot,5,Image 1,1,100,
7.64228e+06,,Spot,5,Image 1,1,101,
3.57287e+07,,Spot,5,Image 1,1,102,
9.67775e+06,,Spot,5,Image 1,1,103,
3.51389e+07,,Spot,5,Image 1,1,104,
1.23106e+07,,Spot,5,Image 1,1,105,
7.19249e+07,,Spot,5,Image 1,1,106,
9.02123e+06,,Spot,5,Image 1,1,107,
4.49222e+07,,Spot,5,Image 1,1,108,
7.47985e+06,,Spot,5,Image 1,1,117,
5.93528e+07,,Spot,5,Image 1,1,121,
2.35531e+07,,Spot,5,Image 1,1,122,
2.21039e+07,,Spot,5,Image 1,1,124,
1.09564e+08,,Spot,5,Image 1,1,128,
1.4073e+08,,Spot,5,Image 1,1,129,
8.07986e+08,,Spot,5,Image 1,1,130,
2.23328e+09,,Spot,5,Image 1,1,131,
7.63737e+07,,Spot,5,Image 1,1,132,
1.98684e+09,,Spot,5,Image 1,1,133,
1.64141e+07,,Spot,5,Image 1,1,134,
1.01655e+07,,Spot,5,Image 1,1,136,
7.67023e+07,,Spot,5,Image 1,1,137,
2.00978e+08,,Spot,5,Image 1,1,139,
7.04064e+07,,Spot,5,Image 1,1,140,
4.04914e+09,,Spot,5,Image 1,1,141,
6.95666e+07,,Spot,5,Image 1,1,142,
1.69219e+07,,Spot,5,Image 1,1,143,
6.56107e+07,,Spot,5,Image 1,1,144,
9.09154e+07,,Spot,5,Image 1,1,145,
2.07681e+07,,Spot,5,Image 1,1,146,
5.57576e+07,,Spot,5,Image 1,1,147,
2.40336e+07,,Spot,5,Image 1,1,148,
7.95223e+07,,Spot,5,Image 1,1,149,
1.01202e+08,,Spot,5,Image 1,1,150,
2.63711e+08,,Spot,5,Image 1,1,151,
1.86013e+07,,Spot,5,Image 1,1,152,
7.32292e+07,,Spot,5,Image 1,1,153,
7.69532e+07,,Spot,5,Image 1,1,154,
4.19092e+07,,Spot,5,Image 1,1,155,
1.60271e+07,,Spot,5,Image 1,1,156,
2.59359e+07,,Spot,5,Image 1,1,157,
8.61936e+06,,Spot,5,Image 1,1,159,
2.82557e+07,,Spot,5,Image 1,1,160,
1.45333e+07,,Spot,5,Image 1,1,162,
6.92923e+08,,Spot,5,Image 1,1,163,
3.15305e+07,,Spot,5,Image 1,1,164,
8.61465e+07,,Spot,5,Image 1,1,165,
1.35025e+07,,Spot,5,Image 1,1,166,
1.65929e+07,,Spot,5,Image 1,1,171,
1.33175e+07,,Spot,5,Image 1,1,173,
9.33036e+06,,Spot,5,Image 1,1,219,
7.99544e+08,,Spot,5,Image 1,1,220,
1.53122e+07,,Spot,5,Image 1,1,223,
1.71887e+07,,Spot,5,Image 1,1,228,
2.91048e+07,,Spot,5,Image 1,1,230,
6.34469e+06,,Spot,5,Image 1,1,237,
4.17215e+06,,Spot,5,Image 1,1,242,
1.3838e+09,,Spot,5,Image 1,1,266,
2.12266e+09,,Spot,5,Image 1,1,267,
3.57363e+09,,Spot,5,Image 1,1,270,
4.08941e+09,,Spot,5,Image 1,1,271,
5.99336e+07,,Spot,5,Image 1,1,272,
5.9102e+08,,Spot,5,Image 1,1,273,
3.34176e+09,,Spot,5,Image 1,1,274,
1.85699e+10,,Spot,5,Image 1,1,275,
1.96476e+07,,Spot,5,Image 1,1,276,
2.99425e+09,,Spot,5,Image 1,1,277,
6.22114e+07,,Spot,5,Image 1,1,278,
2.07075e+10,,Spot,5,Image 1,1,279,
3.3073e+07,,Spot,5,Image 1,1,280,
1.02506e+09,,Spot,5,Image 1,1,281,
7.79752e+07,,Spot,5,Image 1,1,282,
7.48385e+07,,Spot,5,Image 1,1,283,
9.7597e+08,,Spot,5,Image 1,1,284,
3.88524e+08,,Spot,5,Image 1,1,285,
3.3577e+09,,Spot,5,Image 1,1,286,
9.31682e+08,,Spot,5,Image 1,1,287,
3.37314e+08,,Spot,5,Image 1,1,288,
1.25761e+07,,Spot,5,Image 1,1,289,
9.17486e+06,,Spot,5,Image 1,1,290,
1.78068e+07,,Spot,5,Image 1,1,291,
1.39254e+07,,Spot,5,Image 1,1,292,
1.40577e+07,,Spot,5,Image 1,1,293,
4.9771e+06,,Spot,5,Image 1,1,294,
1.32913e+07,,Spot,5,Image 1,1,295,
2.38341e+07,,Spot,5,Image 1,1,296,
1.3454e+07,,Spot,5,Image 1,1,297,
3.0306e+08,,Spot,5,Image 1,1,298,
8.25783e+06,,Spot,5,Image 1,1,300,
8.07705e+06,,Spot,5,Image 1,1,303,
8.91419e+06,,Spot,5,Image 1,1,311,
1.84116e+07,,Spot,5,Image 1,1,312,
1.45941e+09,,Spot,5,Image 1,1,318,
7.48589e+08,,Spot,5,Image 1,1,319,
6.17417e+07,,Spot,5,Image 1,1,320,
2.9756e+08,,Spot,5,Image 1,1,321,
2.24718e+07,,Spot,5,Image 1,1,322,
8.58949e+09,,Spot,5,Image 1,1,323,
1.66134e+08,,Spot,5,Image 1,1,324,
7.23175e+07,,Spot,5,Image 1,1,325,
4.71942e+07,,Spot,5,Image 1,1,326,
2.96259e+07,,Spot,5,Image 1,1,328,
2.13725e+10,,Spot,5,Image 1,1,329,
1.55841e+09,,Spot,5,Image 1,1,330,
1.00221e+10,,Spot,5,Image 1,1,331,
3.85004e+07,,Spot,5,Image 1,1,332,
2.51209e+07,,Spot,5,Image 1,1,333,
5.191e+07,,Spot,5,Image 1,1,334,
5.96712e+07,,Spot,5,Image 1,1,336,
2.6798e+09,,Spot,5,Image 1,1,337,
6.53916e+08,,Spot,5,Image 1,1,338,
7.99347e+07,,Spot,5,Image 1,1,339,
4.59237e+07,,Spot,5,Image 1,1,340,
1.40617e+07,,Spot,5,Image 1,1,342,
3.4237e+07,,Spot,5,Image 1,1,343,
4.40805e+07,,Spot,5,Image 1,1,344,
9.54621e+06,,Spot,5,Image 1,1,345,
2.69021e+07,,Spot,5,Image 1,1,347,
3.871e+07,,Spot,5,Image 1,1,348,
8.49625e+06,,Spot,5,Image 1,1,349,
3.41739e+07,,Spot,5,Image 1,1,350,
1.65822e+07,,Spot,5,Image 1,1,351,
3.00689e+07,,Spot,5,Image 1,1,352,
1.27308e+07,,Spot,5,Image 1,1,353,
2.48371e+07,,Spot,5,Image 1,1,397,
1.80011e+07,,Spot,5,Image 1,1,398,
3.55255e+08,,Spot,5,Image 1,1,436,
4.08896e+07,,Spot,5,Image 1,1,437,
1.43081e+10,,Spot,5,Image 1,1,438,
3.0919e+08,,Spot,5,Image 1,1,440,
4.12836e+09,,Spot,5,Image 1,1,442,
2.10996e+09,,Spot,5,Image 1,1,443,
2.65422e+08,,Spot,5,Image 1,1,444,
2.36979e+08,,Spot,5,Image 1,1,445,
6.11386e+10,,Spot,5,Image 1,1,446,
4.30392e+08,,Spot,5,Image 1,1,447,
1.63528e+07,,Spot,5,Image 1,1,448,
8.10686e+06,,Spot,5,Image 1,1,449,
1.67844e+08,,Spot,5,Image 1,1,450,
1.7337e+08,,Spot,5,Image 1,1,451,
1.217e+07,,Spot,5,Image 1,1,453,
1.03763e+07,,Spot,5,Image 1,1,454,
1.03838e+08,,Spot,5,Image 1,1,455,
1.47263e+07,,Spot,5,Image 1,1,456,
1.69705e+07,,Spot,5,Image 1,1,462,
3.25356e+08,,Spot,5,Image 1,1,469,
2.17932e+10,,Spot,5,Image 1,1,470,
1.10848e+08,,Spot,5,Image 1,1,471,
1.06715e+09,,Spot,5,Image 1,1,472,
1.86217e+08,,Spot,5,Image 1,1,473,
