
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
19.9306,um,Spot,Image 1,16,57233,
24.6502,um,Spot,Image 1,16,57234,
21.7912,um,Spot,Image 1,16,57235,
35.9768,um,Spot,Image 1,16,57236,
42.9305,um,Spot,Image 1,16,57237,
29.881,um,Spot,Image 1,16,57238,
27.0319,um,Spot,Image 1,16,57239,
42.6954,um,Spot,Image 1,16,57240,
35.2323,um,Spot,Image 1,16,57241,
37.3945,um,Spot,Image 1,16,57242,
32.2811,um,Spot,Image 1,16,57243,
35.7588,um,Spot,Image 1,16,57244,
33.1804,um,Spot,Image 1,16,57245,
42.9784,um,Spot,Image 1,16,57246,
36.4476,um,Spot,Image 1,16,57247,
39.8694,um,Spot,Image 1,16,57248,
33.2241,um,Spot,Image 1,16,57249,
31.836,um,Spot,Image 1,16,57250,
43.662,um,Spot,Image 1,16,57251,
42.803,um,Spot,Image 1,16,57252,
30.7632,um,Spot,Image 1,16,57253,
39.3289,um,Spot,Image 1,16,57254,
33.9708,um,Spot,Image 1,16,57255,
29.8053,um,Spot,Image 1,16,57256,
25.8599,um,Spot,Image 1,16,57257,
38.7899,um,Spot,Image 1,16,57258,
20.8168,um,Spot,Image 1,16,57259,
28.7457,um,Spot,Image 1,16,57260,
18.3229,um,Spot,Image 1,16,57261,
38.9848,um,Spot,Image 1,16,57262,
28.6831,um,Spot,Image 1,16,57263,
35.7288,um,Spot,Image 1,16,57264,
30.1568,um,Spot,Image 1,16,57265,
19.6995,um,Spot,Image 1,16,57266,
30.5189,um,Spot,Image 1,16,57267,
36.7363,um,Spot,Image 1,16,57268,
29.2298,um,Spot,Image 1,16,57269,
17.3051,um,Spot,Image 1,16,57270,
33.3857,um,Spot,Image 1,16,57271,
37.9581,um,Spot,Image 1,16,57272,
26.101,um,Spot,Image 1,16,57273,
38.1481,um,Spot,Image 1,16,57274,
37.1266,um,Spot,Image 1,16,57275,
24.9729,um,Spot,Image 1,16,57276,
25.7544,um,Spot,Image 1,16,57277,
23.1404,um,Spot,Image 1,16,57278,
28.0964,um,Spot,Image 1,16,57279,
26.6709,um,Spot,Image 1,16,57280,
27.0888,um,Spot,Image 1,16,57281,
36.8821,um,Spot,Image 1,16,57282,
21.2927,um,Spot,Image 1,16,57283,
25.8038,um,Spot,Image 1,16,57284,
25.7085,um,Spot,Image 1,16,57285,
22.642,um,Spot,Image 1,16,57286,
16.747,um,Spot,Image 1,16,57287,
22.112,um,Spot,Image 1,16,57288,
19.4841,um,Spot,Image 1,16,57289,
31.8847,um,Spot,Image 1,16,57290,
32.1879,um,Spot,Image 1,16,57291,
45.9049,um,Spot,Image 1,16,57292,
35.7348,um,Spot,Image 1,16,57293,
43.3134,um,Spot,Image 1,16,57294,
45.293,um,Spot,Image 1,16,57295,
30.9396,um,Spot,Image 1,16,57296,
46.2092,um,Spot,Image 1,16,57297,
40.014,um,Spot,Image 1,16,57298,
35.7685,um,Spot,Image 1,16,57299,
38.3546,um,Spot,Image 1,16,57300,
44.5434,um,Spot,Image 1,16,57301,
47.2089,um,Spot,Image 1,16,57302,
47.0862,um,Spot,Image 1,16,57303,
40.7915,um,Spot,Image 1,16,57304,
39.707,um,Spot,Image 1,16,57305,
38.2461,um,Spot,Image 1,16,57306,
20.372,um,Spot,Image 1,16,57307,
21.5329,um,Spot,Image 1,16,57308,
34.7031,um,Spot,Image 1,16,57309,
31.2244,um,Spot,Image 1,16,57310,
42.734,um,Spot,Image 1,16,57311,
40.4164,um,Spot,Image 1,16,57312,
22.9462,um,Spot,Image 1,16,57313,
31.2145,um,Spot,Image 1,16,57314,
17.0006,um,Spot,Image 1,16,57315,
36.138,um,Spot,Image 1,16,57316,
31.9554,um,Spot,Image 1,16,57317,
38.9621,um,Spot,Image 1,16,57318,
38.8375,um,Spot,Image 1,16,57319,
19.3591,um,Spot,Image 1,16,57320,
22.771,um,Spot,Image 1,16,57321,
29.1484,um,Spot,Image 1,16,57322,
30.6902,um,Spot,Image 1,16,57323,
35.2874,um,Spot,Image 1,16,57324,
16.8526,um,Spot,Image 1,16,57325,
44.4403,um,Spot,Image 1,16,57326,
42.0505,um,Spot,Image 1,16,57327,
29.1757,um,Spot,Image 1,16,57328,
42.6164,um,Spot,Image 1,16,57329,
32.6259,um,Spot,Image 1,16,57330,
43.5301,um,Spot,Image 1,16,57331,
25.9604,um,Spot,Image 1,16,57332,
36.3832,um,Spot,Image 1,16,57333,
39.1645,um,Spot,Image 1,16,57334,
35.4243,um,Spot,Image 1,16,57335,
33.9344,um,Spot,Image 1,16,57336,
28.3929,um,Spot,Image 1,16,57337,
35.3777,um,Spot,Image 1,16,57338,
19.9442,um,Spot,Image 1,17,57339,
25.0991,um,Spot,Image 1,17,57340,
24.9138,um,Spot,Image 1,17,57341,
21.1862,um,Spot,Image 1,17,57342,
25.0017,um,Spot,Image 1,17,57343,
25.9178,um,Spot,Image 1,17,57344,
25.3332,um,Spot,Image 1,17,57345,
17.2501,um,Spot,Image 1,17,57346,
17.772,um,Spot,Image 1,17,57347,
23.7632,um,Spot,Image 1,17,57348,
17.2915,um,Spot,Image 1,17,57349,
23.0406,um,Spot,Image 1,17,57350,
21.9557,um,Spot,Image 1,17,57351,
22.6026,um,Spot,Image 1,17,57352,
21.9623,um,Spot,Image 1,17,57353,
24.6166,um,Spot,Image 1,17,57354,
20.2684,um,Spot,Image 1,17,57355,
21.992,um,Spot,Image 1,17,57356,
26.9236,um,Spot,Image 1,17,57357,
26.3586,um,Spot,Image 1,17,57358,
32.1432,um,Spot,Image 1,17,57359,
30.2015,um,Spot,Image 1,17,57360,
34.3448,um,Spot,Image 1,17,57361,
36.3776,um,Spot,Image 1,17,57362,
40.6407,um,Spot,Image 1,17,57363,
26.8515,um,Spot,Image 1,17,57364,
39.0556,um,Spot,Image 1,17,57365,
32.2455,um,Spot,Image 1,17,57366,
26.7226,um,Spot,Image 1,17,57367,
42.1191,um,Spot,Image 1,17,57368,
31.4688,um,Spot,Image 1,17,57369,
29.6088,um,Spot,Image 1,17,57370,
38.4386,um,Spot,Image 1,17,57371,
35.014,um,Spot,Image 1,17,57372,
42.0405,um,Spot,Image 1,17,57373,
30.9578,um,Spot,Image 1,17,57374,
32.5966,um,Spot,Image 1,17,57375,
44.6098,um,Spot,Image 1,17,57376,
42.8672,um,Spot,Image 1,17,57377,
40.8861,um,Spot,Image 1,17,57378,
35.8349,um,Spot,Image 1,17,57379,
40.2541,um,Spot,Image 1,17,57380,
40.3519,um,Spot,Image 1,17,57381,
37.5271,um,Spot,Image 1,17,57382,
27.1216,um,Spot,Image 1,17,57383,
38.2248,um,Spot,Image 1,17,57384,
42.862,um,Spot,Image 1,17,57385,
27.6541,um,Spot,Image 1,17,57386,
30.7164,um,Spot,Image 1,17,57387,
33.7924,um,Spot,Image 1,17,57388,
21.4528,um,Spot,Image 1,17,57389,
28.5435,um,Spot,Image 1,17,57390,
37.4841,um,Spot,Image 1,17,57391,
27.8726,um,Spot,Image 1,17,57392,
23.638,um,Spot,Image 1,17,57393,
43.1979,um,Spot,Image 1,17,57394,
32.3582,um,Spot,Image 1,17,57395,
20.0682,um,Spot,Image 1,17,57396,
26.5333,um,Spot,Image 1,17,57397,
22.6453,um,Spot,Image 1,17,57398,
19.2137,um,Spot,Image 1,17,57399,
25.6345,um,Spot,Image 1,17,57400,
17.8582,um,Spot,Image 1,17,57401,
33.2911,um,Spot,Image 1,17,57402,
29.1934,um,Spot,Image 1,17,57403,
25.1407,um,Spot,Image 1,17,57404,
23.2817,um,Spot,Image 1,17,57405,
22.1722,um,Spot,Image 1,17,57406,
17.5257,um,Spot,Image 1,17,57407,
28.8698,um,Spot,Image 1,17,57408,
27.2093,um,Spot,Image 1,17,57409,
24.5709,um,Spot,Image 1,17,57410,
28.4424,um,Spot,Image 1,17,57411,
35.9623,um,Spot,Image 1,17,57412,
34.8669,um,Spot,Image 1,17,57413,
33.3064,um,Spot,Image 1,17,57414,
25.7948,um,Spot,Image 1,17,57415,
23.7672,um,Spot,Image 1,17,57416,
18.3168,um,Spot,Image 1,17,57417,
27.9158,um,Spot,Image 1,17,57418,
25.7366,um,Spot,Image 1,17,57419,
30.299,um,Spot,Image 1,17,57420,
20.0881,um,Spot,Image 1,17,57421,
32.0225,um,Spot,Image 1,17,57422,
22.292,um,Spot,Image 1,17,57423,
35.2889,um,Spot,Image 1,17,57424,
27.8548,um,Spot,Image 1,17,57425,
26.4194,um,Spot,Image 1,17,57426,
23.1101,um,Spot,Image 1,17,57427,
21.34,um,Spot,Image 1,17,57428,
18.9542,um,Spot,Image 1,17,57429,
18.3657,um,Spot,Image 1,17,57430,
28.6124,um,Spot,Image 1,17,57431,
37.5843,um,Spot,Image 1,17,57432,
22.6455,um,Spot,Image 1,17,57433,
29.6324,um,Spot,Image 1,17,57434,
33.3548,um,Spot,Image 1,17,57435,
18.5785,um,Spot,Image 1,17,57436,
29.6031,um,Spot,Image 1,17,57437,
23.7411,um,Spot,Image 1,17,57438,
19.1731,um,Spot,Image 1,17,57439,
16.1729,um,Spot,Image 1,17,57440,
24.1403,um,Spot,Image 1,17,57441,
25.1419,um,Spot,Image 1,17,57442,
16.3219,um,Spot,Image 1,17,57443,
21.4009,um,Spot,Image 1,17,57444,
20.2574,um,Spot,Image 1,17,57445,
17.7829,um,Spot,Image 1,17,57446,
25.0765,um,Spot,Image 1,17,57447,
28.2037,um,Spot,Image 1,17,57448,
42.3701,um,Spot,Image 1,17,57449,
26.3108,um,Spot,Image 1,17,57450,
29.7503,um,Spot,Image 1,17,57451,
33.3082,um,Spot,Image 1,17,57452,
26.8982,um,Spot,Image 1,17,57453,
40.7292,um,Spot,Image 1,17,57454,
43.0848,um,Spot,Image 1,17,57455,
42.4671,um,Spot,Image 1,17,57456,
30.7803,um,Spot,Image 1,17,57457,
28.1683,um,Spot,Image 1,17,57458,
37.9728,um,Spot,Image 1,17,57459,
38.4028,um,Spot,Image 1,17,57460,
40.7077,um,Spot,Image 1,17,57461,
40.7057,um,Spot,Image 1,17,57462,
29.9708,um,Spot,Image 1,17,57463,
18.6331,um,Spot,Image 1,17,57464,
23.403,um,Spot,Image 1,17,57465,
36.9139,um,Spot,Image 1,17,57466,
30.297,um,Spot,Image 1,17,57467,
39.8675,um,Spot,Image 1,17,57468,
30.4523,um,Spot,Image 1,17,57469,
24.8704,um,Spot,Image 1,17,57470,
22.0385,um,Spot,Image 1,17,57471,
18.3541,um,Spot,Image 1,17,57472,
29.0441,um,Spot,Image 1,17,57473,
40.3314,um,Spot,Image 1,17,57474,
24.8425,um,Spot,Image 1,17,57475,
27.5484,um,Spot,Image 1,17,57476,
33.2756,um,Spot,Image 1,17,57477,
38.5723,um,Spot,Image 1,17,57478,
39.4353,um,Spot,Image 1,17,57479,
23.5812,um,Spot,Image 1,17,57480,
32.3572,um,Spot,Image 1,17,57481,
16.877,um,Spot,Image 1,17,57482,
30.5171,um,Spot,Image 1,17,57483,
25.7642,um,Spot,Image 1,17,57484,
32.9845,um,Spot,Image 1,17,57485,
27.6725,um,Spot,Image 1,17,57486,
23.6445,um,Spot,Image 1,17,57487,
25.1138,um,Spot,Image 1,17,57488,
29.098,um,Spot,Image 1,17,57489,
22.01,um,Spot,Image 1,17,57490,
18.2974,um,Spot,Image 1,17,57491,
17.879,um,Spot,Image 1,17,57492,
29.0252,um,Spot,Image 1,17,57493,
31.8235,um,Spot,Image 1,17,57494,
27.2876,um,Spot,Image 1,17,57495,
20.1775,um,Spot,Image 1,17,57496,
20.4338,um,Spot,Image 1,17,57497,
22.7499,um,Spot,Image 1,17,57498,
37.9027,um,Spot,Image 1,17,57499,
37.1771,um,Spot,Image 1,17,57500,
16.3917,um,Spot,Image 1,17,57501,
23.7515,um,Spot,Image 1,17,57502,
20.1864,um,Spot,Image 1,17,57503,
21.0776,um,Spot,Image 1,17,57504,
25.5671,um,Spot,Image 1,17,57505,
22.4156,um,Spot,Image 1,17,57506,
18.3141,um,Spot,Image 1,17,57507,
20.1553,um,Spot,Image 1,17,57508,
23.2373,um,Spot,Image 1,17,57509,
22.5725,um,Spot,Image 1,17,57510,
20.9267,um,Spot,Image 1,17,57511,
31.2831,um,Spot,Image 1,17,57512,
29.0815,um,Spot,Image 1,17,57513,
35.4407,um,Spot,Image 1,17,57514,
41.1173,um,Spot,Image 1,17,57515,
42.0839,um,Spot,Image 1,17,57516,
36.4261,um,Spot,Image 1,17,57517,
34.7265,um,Spot,Image 1,17,57518,
32.5956,um,Spot,Image 1,17,57519,
33.6467,um,Spot,Image 1,17,57520,
42.2984,um,Spot,Image 1,17,57521,
30.3067,um,Spot,Image 1,17,57522,
35.3221,um,Spot,Image 1,17,57523,
43.1427,um,Spot,Image 1,17,57524,
35.3959,um,Spot,Image 1,17,57525,
31.9177,um,Spot,Image 1,17,57526,
17.5836,um,Spot,Image 1,17,57527,
34.4668,um,Spot,Image 1,17,57528,
26.3022,um,Spot,Image 1,17,57529,
31.0402,um,Spot,Image 1,17,57530,
29.5291,um,Spot,Image 1,17,57531,
20.4268,um,Spot,Image 1,17,57532,
40.0188,um,Spot,Image 1,17,57533,
28.8911,um,Spot,Image 1,17,57534,
29.7122,um,Spot,Image 1,17,57535,
19.7484,um,Spot,Image 1,17,57536,
37.4563,um,Spot,Image 1,17,57537,
36.8609,um,Spot,Image 1,17,57538,
22.152,um,Spot,Image 1,17,57539,
33.5523,um,Spot,Image 1,17,57540,
33.3302,um,Spot,Image 1,17,57541,
36.1651,um,Spot,Image 1,17,57542,
26.7957,um,Spot,Image 1,17,57543,
24.8194,um,Spot,Image 1,17,57544,
20.8296,um,Spot,Image 1,17,57545,
25.556,um,Spot,Image 1,17,57546,
22.9864,um,Spot,Image 1,17,57547,
28.2497,um,Spot,Image 1,17,57548,
25.422,um,Spot,Image 1,17,57549,
36.8353,um,Spot,Image 1,17,57550,
29.3076,um,Spot,Image 1,17,57551,
19.5022,um,Spot,Image 1,17,57552,
36.6771,um,Spot,Image 1,17,57553,
26.8085,um,Spot,Image 1,17,57554,
23.573,um,Spot,Image 1,17,57555,
17.0285,um,Spot,Image 1,17,57556,
21.8168,um,Spot,Image 1,17,57557,
16.9099,um,Spot,Image 1,17,57558,
18.1482,um,Spot,Image 1,17,57559,
28.7502,um,Spot,Image 1,17,57560,
32.7907,um,Spot,Image 1,17,57561,
46.1623,um,Spot,Image 1,17,57562,
35.2139,um,Spot,Image 1,17,57563,
42.9385,um,Spot,Image 1,17,57564,
31.112,um,Spot,Image 1,17,57565,
26.7572,um,Spot,Image 1,17,57566,
28.7289,um,Spot,Image 1,17,57567,
42.3953,um,Spot,Image 1,17,57568,
44.1168,um,Spot,Image 1,17,57569,
45.7467,um,Spot,Image 1,17,57570,
37.5504,um,Spot,Image 1,17,57571,
46.4385,um,Spot,Image 1,17,57572,
45.7136,um,Spot,Image 1,17,57573,
41.3889,um,Spot,Image 1,17,57574,
38.4596,um,Spot,Image 1,17,57575,
39.3102,um,Spot,Image 1,17,57576,
35.3524,um,Spot,Image 1,17,57577,
22.1018,um,Spot,Image 1,17,57578,
32.4534,um,Spot,Image 1,17,57579,
21.971,um,Spot,Image 1,17,57580,
40.3212,um,Spot,Image 1,17,57581,
32.0613,um,Spot,Image 1,17,57582,
23.7131,um,Spot,Image 1,17,57583,
42.3622,um,Spot,Image 1,17,57584,
32.7855,um,Spot,Image 1,17,57585,
18.2964,um,Spot,Image 1,17,57586,
26.9094,um,Spot,Image 1,17,57587,
37.6065,um,Spot,Image 1,17,57588,
32.6226,um,Spot,Image 1,17,57589,
28.4034,um,Spot,Image 1,17,57590,
36.9206,um,Spot,Image 1,17,57591,
39.6395,um,Spot,Image 1,17,57592,
16.5099,um,Spot,Image 1,17,57593,
19.7952,um,Spot,Image 1,17,57594,
30.3093,um,Spot,Image 1,17,57595,
26.9514,um,Spot,Image 1,17,57596,
45.012,um,Spot,Image 1,17,57597,
41.006,um,Spot,Image 1,17,57598,
28.2796,um,Spot,Image 1,17,57599,
32.2204,um,Spot,Image 1,17,57600,
45.7314,um,Spot,Image 1,17,57601,
41.8959,um,Spot,Image 1,17,57602,
28.0782,um,Spot,Image 1,17,57603,
33.7597,um,Spot,Image 1,17,57604,
36.1664,um,Spot,Image 1,17,57605,
33.8941,um,Spot,Image 1,17,57606,
30.2295,um,Spot,Image 1,17,57607,
30.3712,um,Spot,Image 1,17,57608,
16.5253,um,Spot,Image 1,18,57609,
21.2335,um,Spot,Image 1,18,57610,
24.7974,um,Spot,Image 1,18,57611,
24.9454,um,Spot,Image 1,18,57612,
24.0896,um,Spot,Image 1,18,57613,
16.7632,um,Spot,Image 1,18,57614,
22.7339,um,Spot,Image 1,18,57615,
23.1888,um,Spot,Image 1,18,57616,
25.3065,um,Spot,Image 1,18,57617,
17.8351,um,Spot,Image 1,18,57618,
18.4229,um,Spot,Image 1,18,57619,
16.885,um,Spot,Image 1,18,57620,
25.4814,um,Spot,Image 1,18,57621,
22.8793,um,Spot,Image 1,18,57622,
20.9385,um,Spot,Image 1,18,57623,
16.6479,um,Spot,Image 1,18,57624,
22.5367,um,Spot,Image 1,18,57625,
17.934,um,Spot,Image 1,18,57626,
24.645,um,Spot,Image 1,18,57627,
20.9638,um,Spot,Image 1,18,57628,
27.1502,um,Spot,Image 1,18,57629,
31.0539,um,Spot,Image 1,18,57630,
34.812,um,Spot,Image 1,18,57631,
39.1714,um,Spot,Image 1,18,57632,
33.3656,um,Spot,Image 1,18,57633,
27.1096,um,Spot,Image 1,18,57634,
41.2741,um,Spot,Image 1,18,57635,
31.717,um,Spot,Image 1,18,57636,
32.239,um,Spot,Image 1,18,57637,
32.091,um,Spot,Image 1,18,57638,
35.5318,um,Spot,Image 1,18,57639,
34.3561,um,Spot,Image 1,18,57640,
30.2641,um,Spot,Image 1,18,57641,
36.6878,um,Spot,Image 1,18,57642,
43.1573,um,Spot,Image 1,18,57643,
29.3591,um,Spot,Image 1,18,57644,
32.002,um,Spot,Image 1,18,57645,
34.6659,um,Spot,Image 1,18,57646,
44.0141,um,Spot,Image 1,18,57647,
40.4861,um,Spot,Image 1,18,57648,
38.8709,um,Spot,Image 1,18,57649,
36.7569,um,Spot,Image 1,18,57650,
41.3988,um,Spot,Image 1,18,57651,
32.0108,um,Spot,Image 1,18,57652,
32.0946,um,Spot,Image 1,18,57653,
28.421,um,Spot,Image 1,18,57654,
39.2188,um,Spot,Image 1,18,57655,
42.9228,um,Spot,Image 1,18,57656,
19.4493,um,Spot,Image 1,18,57657,
23.594,um,Spot,Image 1,18,57658,
32.417,um,Spot,Image 1,18,57659,
28.4889,um,Spot,Image 1,18,57660,
19.8474,um,Spot,Image 1,18,57661,
26.6478,um,Spot,Image 1,18,57662,
24.7823,um,Spot,Image 1,18,57663,
22.5415,um,Spot,Image 1,18,57664,
18.9037,um,Spot,Image 1,18,57665,
24.5798,um,Spot,Image 1,18,57666,
25.8367,um,Spot,Image 1,18,57667,
37.6216,um,Spot,Image 1,18,57668,
28.9463,um,Spot,Image 1,18,57669,
24.3786,um,Spot,Image 1,18,57670,
21.5625,um,Spot,Image 1,18,57671,
21.1203,um,Spot,Image 1,18,57672,
39.555,um,Spot,Image 1,18,57673,
25.4811,um,Spot,Image 1,18,57674,
33.8554,um,Spot,Image 1,18,57675,
30.7267,um,Spot,Image 1,18,57676,
25.7582,um,Spot,Image 1,18,57677,
32.55,um,Spot,Image 1,18,57678,
39.1213,um,Spot,Image 1,18,57679,
36.9404,um,Spot,Image 1,18,57680,
35.5936,um,Spot,Image 1,18,57681,
32.4331,um,Spot,Image 1,18,57682,
31.7553,um,Spot,Image 1,18,57683,
27.3376,um,Spot,Image 1,18,57684,
25.397,um,Spot,Image 1,18,57685,
23.2046,um,Spot,Image 1,18,57686,
23.3063,um,Spot,Image 1,18,57687,
17.3142,um,Spot,Image 1,18,57688,
39.0553,um,Spot,Image 1,18,57689,
30.2533,um,Spot,Image 1,18,57690,
27.9778,um,Spot,Image 1,18,57691,
25.4218,um,Spot,Image 1,18,57692,
30.9117,um,Spot,Image 1,18,57693,
34.826,um,Spot,Image 1,18,57694,
17.6712,um,Spot,Image 1,18,57695,
27.4404,um,Spot,Image 1,18,57696,
23.7483,um,Spot,Image 1,18,57697,
19.0643,um,Spot,Image 1,18,57698,
26.8296,um,Spot,Image 1,18,57699,
37.0422,um,Spot,Image 1,18,57700,
21.5017,um,Spot,Image 1,18,57701,
20.6294,um,Spot,Image 1,18,57702,
32.6223,um,Spot,Image 1,18,57703,
27.2549,um,Spot,Image 1,18,57704,
19.2244,um,Spot,Image 1,18,57705,
30.458,um,Spot,Image 1,18,57706,
24.0865,um,Spot,Image 1,18,57707,
20.5669,um,Spot,Image 1,18,57708,
16.4603,um,Spot,Image 1,18,57709,
18.2891,um,Spot,Image 1,18,57710,
22.6365,um,Spot,Image 1,18,57711,
16.4771,um,Spot,Image 1,18,57712,
20.7222,um,Spot,Image 1,18,57713,
22.3276,um,Spot,Image 1,18,57714,
16.9024,um,Spot,Image 1,18,57715,
17.8686,um,Spot,Image 1,18,57716,
23.6251,um,Spot,Image 1,18,57717,
19.8556,um,Spot,Image 1,18,57718,
26.1266,um,Spot,Image 1,18,57719,
42.8863,um,Spot,Image 1,18,57720,
37.6034,um,Spot,Image 1,18,57721,
26.3123,um,Spot,Image 1,18,57722,
27.244,um,Spot,Image 1,18,57723,
26.5363,um,Spot,Image 1,18,57724,
30.5482,um,Spot,Image 1,18,57725,
33.9571,um,Spot,Image 1,18,57726,
36.2385,um,Spot,Image 1,18,57727,
27.6644,um,Spot,Image 1,18,57728,
36.1244,um,Spot,Image 1,18,57729,
29.6439,um,Spot,Image 1,18,57730,
33.1404,um,Spot,Image 1,18,57731,
40.7734,um,Spot,Image 1,18,57732,
43.4818,um,Spot,Image 1,18,57733,
41.6017,um,Spot,Image 1,18,57734,
28.1217,um,Spot,Image 1,18,57735,
29.8406,um,Spot,Image 1,18,57736,
36.2701,um,Spot,Image 1,18,57737,
26.545,um,Spot,Image 1,18,57738,
34.3138,um,Spot,Image 1,18,57739,
38.0899,um,Spot,Image 1,18,57740,
23.6914,um,Spot,Image 1,18,57741,
19.5659,um,Spot,Image 1,18,57742,
36.7283,um,Spot,Image 1,18,57743,
39.0486,um,Spot,Image 1,18,57744,
26.2999,um,Spot,Image 1,18,57745,
30.0886,um,Spot,Image 1,18,57746,
27.8871,um,Spot,Image 1,18,57747,
29.9051,um,Spot,Image 1,18,57748,
21.5241,um,Spot,Image 1,18,57749,
40.8989,um,Spot,Image 1,18,57750,
16.7976,um,Spot,Image 1,18,57751,
17.408,um,Spot,Image 1,18,57752,
17.4232,um,Spot,Image 1,18,57753,
38.5546,um,Spot,Image 1,18,57754,
37.3097,um,Spot,Image 1,18,57755,
22.778,um,Spot,Image 1,18,57756,
31.2017,um,Spot,Image 1,18,57757,
16.5643,um,Spot,Image 1,18,57758,
30.0634,um,Spot,Image 1,18,57759,
31.4961,um,Spot,Image 1,18,57760,
25.0767,um,Spot,Image 1,18,57761,
20.393,um,Spot,Image 1,18,57762,
22.4694,um,Spot,Image 1,18,57763,
18.6305,um,Spot,Image 1,18,57764,
28.9208,um,Spot,Image 1,18,57765,
22.7838,um,Spot,Image 1,18,57766,
29.5373,um,Spot,Image 1,18,57767,
18.8656,um,Spot,Image 1,18,57768,
21.975,um,Spot,Image 1,18,57769,
17.2916,um,Spot,Image 1,18,57770,
28.4792,um,Spot,Image 1,18,57771,
23.4879,um,Spot,Image 1,18,57772,
30.182,um,Spot,Image 1,18,57773,
20.1687,um,Spot,Image 1,18,57774,
23.0387,um,Spot,Image 1,18,57775,
20.4839,um,Spot,Image 1,18,57776,
16.6219,um,Spot,Image 1,18,57777,
24.8868,um,Spot,Image 1,18,57778,
36.6232,um,Spot,Image 1,18,57779,
26.0944,um,Spot,Image 1,18,57780,
23.276,um,Spot,Image 1,18,57781,
21.9321,um,Spot,Image 1,18,57782,
22.3869,um,Spot,Image 1,18,57783,
23.6788,um,Spot,Image 1,18,57784,
25.3619,um,Spot,Image 1,18,57785,
22.2109,um,Spot,Image 1,18,57786,
23.2408,um,Spot,Image 1,18,57787,
42.0214,um,Spot,Image 1,18,57788,
40.655,um,Spot,Image 1,18,57789,
31.6925,um,Spot,Image 1,18,57790,
42.1437,um,Spot,Image 1,18,57791,
35.0707,um,Spot,Image 1,18,57792,
32.6026,um,Spot,Image 1,18,57793,
38.9055,um,Spot,Image 1,18,57794,
32.9499,um,Spot,Image 1,18,57795,
34.7735,um,Spot,Image 1,18,57796,
40.1451,um,Spot,Image 1,18,57797,
41.359,um,Spot,Image 1,18,57798,
39.2493,um,Spot,Image 1,18,57799,
35.7613,um,Spot,Image 1,18,57800,
42.9611,um,Spot,Image 1,18,57801,
30.2983,um,Spot,Image 1,18,57802,
30.799,um,Spot,Image 1,18,57803,
46.0733,um,Spot,Image 1,18,57804,
17.1892,um,Spot,Image 1,18,57805,
32.876,um,Spot,Image 1,18,57806,
26.06,um,Spot,Image 1,18,57807,
33.9116,um,Spot,Image 1,18,57808,
32.7217,um,Spot,Image 1,18,57809,
27.597,um,Spot,Image 1,18,57810,
29.3269,um,Spot,Image 1,18,57811,
20.2716,um,Spot,Image 1,18,57812,
16.5606,um,Spot,Image 1,18,57813,
36.4825,um,Spot,Image 1,18,57814,
30.5694,um,Spot,Image 1,18,57815,
28.5201,um,Spot,Image 1,18,57816,
36.1937,um,Spot,Image 1,18,57817,
33.8102,um,Spot,Image 1,18,57818,
19.2583,um,Spot,Image 1,18,57819,
37.4801,um,Spot,Image 1,18,57820,
32.0139,um,Spot,Image 1,18,57821,
20.9995,um,Spot,Image 1,18,57822,
29.1419,um,Spot,Image 1,18,57823,
36.4673,um,Spot,Image 1,18,57824,
28.3682,um,Spot,Image 1,18,57825,
20.7171,um,Spot,Image 1,18,57826,
36.4958,um,Spot,Image 1,18,57827,
25.0485,um,Spot,Image 1,18,57828,
28.989,um,Spot,Image 1,18,57829,
26.172,um,Spot,Image 1,18,57830,
24.2218,um,Spot,Image 1,18,57831,
17.5833,um,Spot,Image 1,18,57832,
19.602,um,Spot,Image 1,18,57833,
36.3154,um,Spot,Image 1,18,57834,
22.1527,um,Spot,Image 1,18,57835,
17.4925,um,Spot,Image 1,18,57836,
17.2394,um,Spot,Image 1,18,57837,
28.1795,um,Spot,Image 1,18,57838,
31.9899,um,Spot,Image 1,18,57839,
40.677,um,Spot,Image 1,18,57840,
43.9585,um,Spot,Image 1,18,57841,
46.4116,um,Spot,Image 1,18,57842,
45.8185,um,Spot,Image 1,18,57843,
38.4486,um,Spot,Image 1,18,57844,
40.8648,um,Spot,Image 1,18,57845,
35.307,um,Spot,Image 1,18,57846,
45.3308,um,Spot,Image 1,18,57847,
42.8878,um,Spot,Image 1,18,57848,
38.5277,um,Spot,Image 1,18,57849,
44.365,um,Spot,Image 1,18,57850,
47.1576,um,Spot,Image 1,18,57851,
44.0154,um,Spot,Image 1,18,57852,
38.9019,um,Spot,Image 1,18,57853,
22.1334,um,Spot,Image 1,18,57854,
40.4926,um,Spot,Image 1,18,57855,
35.1558,um,Spot,Image 1,18,57856,
21.5786,um,Spot,Image 1,18,57857,
38.0005,um,Spot,Image 1,18,57858,
33.2341,um,Spot,Image 1,18,57859,
45.149,um,Spot,Image 1,18,57860,
25.9576,um,Spot,Image 1,18,57861,
18.9827,um,Spot,Image 1,18,57862,
32.3054,um,Spot,Image 1,18,57863,
28.0107,um,Spot,Image 1,18,57864,
31.3784,um,Spot,Image 1,18,57865,
34.7854,um,Spot,Image 1,18,57866,
25.062,um,Spot,Image 1,18,57867,
38.2098,um,Spot,Image 1,18,57868,
19.8384,um,Spot,Image 1,18,57869,
