
Distance to Image Border XYZ Img=1
 ==================== 
Distance to Image Border XYZ,Unit,Category,Image,Time,ID,
0,um,Spot,Image 1,21,58641,
0,um,Spot,Image 1,21,58642,
0.00312757,um,Spot,Image 1,21,58643,
1.11822,um,Spot,Image 1,21,58644,
1.96031,um,Spot,Image 1,21,58645,
1.88204,um,Spot,Image 1,21,58646,
2.90586,um,Spot,Image 1,21,58647,
4.02293,um,Spot,Image 1,21,58648,
4.29867,um,Spot,Image 1,21,58649,
0,um,Spot,Image 1,21,58650,
0,um,Spot,Image 1,21,58651,
0,um,Spot,Image 1,21,58652,
0,um,Spot,Image 1,21,58653,
0,um,Spot,Image 1,21,58654,
0,um,Spot,Image 1,21,58655,
0.200828,um,Spot,Image 1,21,58656,
1.28014,um,Spot,Image 1,21,58657,
3.51817,um,Spot,Image 1,21,58658,
4.99063,um,Spot,Image 1,21,58659,
0,um,Spot,Image 1,21,58660,
0,um,Spot,Image 1,21,58661,
0,um,Spot,Image 1,21,58662,
0,um,Spot,Image 1,21,58663,
0,um,Spot,Image 1,21,58664,
0,um,Spot,Image 1,21,58665,
0,um,Spot,Image 1,21,58666,
0,um,Spot,Image 1,21,58667,
0.21917,um,Spot,Image 1,21,58668,
0.274781,um,Spot,Image 1,21,58669,
0.648019,um,Spot,Image 1,21,58670,
0.550662,um,Spot,Image 1,21,58671,
4.1609,um,Spot,Image 1,21,58672,
4.62233,um,Spot,Image 1,21,58673,
5.01596,um,Spot,Image 1,21,58674,
10.644,um,Spot,Image 1,21,58675,
5.28209,um,Spot,Image 1,21,58676,
5.47708,um,Spot,Image 1,21,58677,
8.76196,um,Spot,Image 1,21,58678,
10.0418,um,Spot,Image 1,21,58679,
11.1409,um,Spot,Image 1,21,58680,
11.1636,um,Spot,Image 1,21,58681,
5.45202,um,Spot,Image 1,21,58682,
7.37995,um,Spot,Image 1,21,58683,
8.0992,um,Spot,Image 1,21,58684,
9.90805,um,Spot,Image 1,21,58685,
11.1476,um,Spot,Image 1,21,58686,
11.1084,um,Spot,Image 1,21,58687,
6.36121,um,Spot,Image 1,21,58688,
10.3963,um,Spot,Image 1,21,58689,
12.1082,um,Spot,Image 1,21,58690,
12.8046,um,Spot,Image 1,21,58691,
6.75021,um,Spot,Image 1,21,58692,
12.4458,um,Spot,Image 1,21,58693,
6.31601,um,Spot,Image 1,21,58694,
8.2162,um,Spot,Image 1,21,58695,
8.37122,um,Spot,Image 1,21,58696,
9.05773,um,Spot,Image 1,21,58697,
9.79257,um,Spot,Image 1,21,58698,
10.209,um,Spot,Image 1,21,58699,
10.3463,um,Spot,Image 1,21,58700,
10.7349,um,Spot,Image 1,21,58701,
11.5445,um,Spot,Image 1,21,58702,
11.515,um,Spot,Image 1,21,58703,
11.5532,um,Spot,Image 1,21,58704,
11.9841,um,Spot,Image 1,21,58705,
5.7386,um,Spot,Image 1,21,58706,
6.29661,um,Spot,Image 1,21,58707,
7.13638,um,Spot,Image 1,21,58708,
8.60922,um,Spot,Image 1,21,58709,
10.1635,um,Spot,Image 1,21,58710,
10.3857,um,Spot,Image 1,21,58711,
10.6658,um,Spot,Image 1,21,58712,
10.7989,um,Spot,Image 1,21,58713,
11.809,um,Spot,Image 1,21,58714,
12.433,um,Spot,Image 1,21,58715,
12.7801,um,Spot,Image 1,21,58716,
6.57433,um,Spot,Image 1,21,58717,
6.48583,um,Spot,Image 1,21,58718,
6.46965,um,Spot,Image 1,21,58719,
9.35986,um,Spot,Image 1,21,58720,
10.7316,um,Spot,Image 1,21,58721,
10.6935,um,Spot,Image 1,21,58722,
11.2007,um,Spot,Image 1,21,58723,
9.63614,um,Spot,Image 1,21,58724,
12.1255,um,Spot,Image 1,21,58725,
7.69126,um,Spot,Image 1,21,58726,
10.6279,um,Spot,Image 1,21,58727,
5.24387,um,Spot,Image 1,21,58728,
7.19998,um,Spot,Image 1,21,58729,
7.93458,um,Spot,Image 1,21,58730,
8.32115,um,Spot,Image 1,21,58731,
9.68344,um,Spot,Image 1,21,58732,
10.3519,um,Spot,Image 1,21,58733,
11.7457,um,Spot,Image 1,21,58734,
11.8858,um,Spot,Image 1,21,58735,
6.83699,um,Spot,Image 1,21,58736,
7.83011,um,Spot,Image 1,21,58737,
8.18327,um,Spot,Image 1,21,58738,
10.517,um,Spot,Image 1,21,58739,
11.1269,um,Spot,Image 1,21,58740,
11.0364,um,Spot,Image 1,21,58741,
10.9628,um,Spot,Image 1,21,58742,
5.40493,um,Spot,Image 1,21,58743,
6.02268,um,Spot,Image 1,21,58744,
5.73353,um,Spot,Image 1,21,58745,
11.0613,um,Spot,Image 1,21,58746,
11.3557,um,Spot,Image 1,21,58747,
12.2197,um,Spot,Image 1,21,58748,
8.58344,um,Spot,Image 1,21,58749,
14.2207,um,Spot,Image 1,21,58750,
15.0832,um,Spot,Image 1,21,58751,
15.285,um,Spot,Image 1,21,58752,
15.6569,um,Spot,Image 1,21,58753,
13.5798,um,Spot,Image 1,21,58754,
15.0484,um,Spot,Image 1,21,58755,
15.6968,um,Spot,Image 1,21,58756,
15.5946,um,Spot,Image 1,21,58757,
16.6371,um,Spot,Image 1,21,58758,
15.1882,um,Spot,Image 1,21,58759,
15.1622,um,Spot,Image 1,21,58760,
13.8851,um,Spot,Image 1,21,58761,
13.5093,um,Spot,Image 1,21,58762,
14.4524,um,Spot,Image 1,21,58763,
15.4797,um,Spot,Image 1,21,58764,
15.2971,um,Spot,Image 1,21,58765,
15.6526,um,Spot,Image 1,21,58766,
15.9072,um,Spot,Image 1,21,58767,
16.8051,um,Spot,Image 1,21,58768,
15.9569,um,Spot,Image 1,21,58769,
14.957,um,Spot,Image 1,21,58770,
13.0992,um,Spot,Image 1,21,58771,
15.0579,um,Spot,Image 1,21,58772,
16.1215,um,Spot,Image 1,21,58773,
15.8056,um,Spot,Image 1,21,58774,
16.6403,um,Spot,Image 1,21,58775,
14.9467,um,Spot,Image 1,21,58776,
14.0364,um,Spot,Image 1,21,58777,
13.7557,um,Spot,Image 1,21,58778,
13.7944,um,Spot,Image 1,21,58779,
14.999,um,Spot,Image 1,21,58780,
16.1917,um,Spot,Image 1,21,58781,
16.8356,um,Spot,Image 1,21,58782,
15.3779,um,Spot,Image 1,21,58783,
15.3861,um,Spot,Image 1,21,58784,
15.6524,um,Spot,Image 1,21,58785,
13.4333,um,Spot,Image 1,21,58786,
14.1693,um,Spot,Image 1,21,58787,
14.9721,um,Spot,Image 1,21,58788,
15.5181,um,Spot,Image 1,21,58789,
16.8866,um,Spot,Image 1,21,58790,
16.3797,um,Spot,Image 1,21,58791,
14.9348,um,Spot,Image 1,21,58792,
14.634,um,Spot,Image 1,21,58793,
14.3562,um,Spot,Image 1,21,58794,
14.4537,um,Spot,Image 1,21,58795,
15.0875,um,Spot,Image 1,21,58796,
15.45,um,Spot,Image 1,21,58797,
15.5718,um,Spot,Image 1,21,58798,
15.4703,um,Spot,Image 1,21,58799,
16.4298,um,Spot,Image 1,21,58800,
16.572,um,Spot,Image 1,21,58801,
16.5647,um,Spot,Image 1,21,58802,
16.3941,um,Spot,Image 1,21,58803,
14.3518,um,Spot,Image 1,21,58804,
7.76775,um,Spot,Image 1,21,58805,
9.21401,um,Spot,Image 1,21,58806,
12.683,um,Spot,Image 1,21,58807,
11.1796,um,Spot,Image 1,21,58808,
6.04121,um,Spot,Image 1,21,58809,
12.8233,um,Spot,Image 1,21,58810,
12.2607,um,Spot,Image 1,21,58811,
11.5252,um,Spot,Image 1,21,58812,
11.3713,um,Spot,Image 1,21,58813,
10.5607,um,Spot,Image 1,21,58814,
10.2299,um,Spot,Image 1,21,58815,
9.8317,um,Spot,Image 1,21,58816,
9.81778,um,Spot,Image 1,21,58817,
8.50784,um,Spot,Image 1,21,58818,
6.73907,um,Spot,Image 1,21,58819,
13.0182,um,Spot,Image 1,21,58820,
13.2294,um,Spot,Image 1,21,58821,
12.456,um,Spot,Image 1,21,58822,
12.5009,um,Spot,Image 1,21,58823,
12.2686,um,Spot,Image 1,21,58824,
11.3737,um,Spot,Image 1,21,58825,
9.5911,um,Spot,Image 1,21,58826,
5.99347,um,Spot,Image 1,21,58827,
13.0303,um,Spot,Image 1,21,58828,
12.2116,um,Spot,Image 1,21,58829,
7.28073,um,Spot,Image 1,21,58830,
11.7592,um,Spot,Image 1,21,58831,
8.61639,um,Spot,Image 1,21,58832,
6.87715,um,Spot,Image 1,21,58833,
13.1221,um,Spot,Image 1,21,58834,
12.3542,um,Spot,Image 1,21,58835,
9.75105,um,Spot,Image 1,21,58836,
9.55574,um,Spot,Image 1,21,58837,
9.66974,um,Spot,Image 1,21,58838,
6.21486,um,Spot,Image 1,21,58839,
6.02495,um,Spot,Image 1,21,58840,
5.52015,um,Spot,Image 1,21,58841,
4.97911,um,Spot,Image 1,21,58842,
3.12458,um,Spot,Image 1,21,58843,
2.48779,um,Spot,Image 1,21,58844,
5.04415,um,Spot,Image 1,21,58845,
4.49869,um,Spot,Image 1,21,58846,
1.94541,um,Spot,Image 1,21,58847,
4.66343,um,Spot,Image 1,21,58848,
0.0325119,um,Spot,Image 1,22,58849,
2.01899,um,Spot,Image 1,22,58850,
3.31429,um,Spot,Image 1,22,58851,
0,um,Spot,Image 1,22,58852,
1.76647,um,Spot,Image 1,22,58853,
0,um,Spot,Image 1,22,58854,
0.394567,um,Spot,Image 1,22,58855,
1.186,um,Spot,Image 1,22,58856,
0,um,Spot,Image 1,22,58857,
0,um,Spot,Image 1,22,58858,
0,um,Spot,Image 1,22,58859,
2.02549,um,Spot,Image 1,22,58860,
3.15978,um,Spot,Image 1,22,58861,
0,um,Spot,Image 1,22,58862,
0,um,Spot,Image 1,22,58863,
0,um,Spot,Image 1,22,58864,
0,um,Spot,Image 1,22,58865,
0.558322,um,Spot,Image 1,22,58866,
2.11447,um,Spot,Image 1,22,58867,
2.61271,um,Spot,Image 1,22,58868,
3.45567,um,Spot,Image 1,22,58869,
5.07502,um,Spot,Image 1,22,58870,
4.91624,um,Spot,Image 1,22,58871,
0,um,Spot,Image 1,22,58872,
0,um,Spot,Image 1,22,58873,
0,um,Spot,Image 1,22,58874,
0,um,Spot,Image 1,22,58875,
0,um,Spot,Image 1,22,58876,
0,um,Spot,Image 1,22,58877,
0,um,Spot,Image 1,22,58878,
0,um,Spot,Image 1,22,58879,
0,um,Spot,Image 1,22,58880,
0,um,Spot,Image 1,22,58881,
3.06087,um,Spot,Image 1,22,58882,
3.35786,um,Spot,Image 1,22,58883,
0,um,Spot,Image 1,22,58884,
0,um,Spot,Image 1,22,58885,
0,um,Spot,Image 1,22,58886,
0,um,Spot,Image 1,22,58887,
0,um,Spot,Image 1,22,58888,
0,um,Spot,Image 1,22,58889,
1.24176,um,Spot,Image 1,22,58890,
3.88217,um,Spot,Image 1,22,58891,
3.93969,um,Spot,Image 1,22,58892,
0,um,Spot,Image 1,22,58893,
0,um,Spot,Image 1,22,58894,
0,um,Spot,Image 1,22,58895,
0,um,Spot,Image 1,22,58896,
1.05752,um,Spot,Image 1,22,58897,
2.65311,um,Spot,Image 1,22,58898,
3.34017,um,Spot,Image 1,22,58899,
5.00201,um,Spot,Image 1,22,58900,
0,um,Spot,Image 1,22,58901,
0,um,Spot,Image 1,22,58902,
0,um,Spot,Image 1,22,58903,
0,um,Spot,Image 1,22,58904,
0,um,Spot,Image 1,22,58905,
0,um,Spot,Image 1,22,58906,
0.54922,um,Spot,Image 1,22,58907,
0.468269,um,Spot,Image 1,22,58908,
1.16959,um,Spot,Image 1,22,58909,
2.36253,um,Spot,Image 1,22,58910,
4.09763,um,Spot,Image 1,22,58911,
5.04378,um,Spot,Image 1,22,58912,
5.02428,um,Spot,Image 1,22,58913,
0,um,Spot,Image 1,22,58914,
0,um,Spot,Image 1,22,58915,
0,um,Spot,Image 1,22,58916,
0,um,Spot,Image 1,22,58917,
0,um,Spot,Image 1,22,58918,
0,um,Spot,Image 1,22,58919,
0,um,Spot,Image 1,22,58920,
3.95654,um,Spot,Image 1,22,58921,
4.36068,um,Spot,Image 1,22,58922,
4.2786,um,Spot,Image 1,22,58923,
4.75107,um,Spot,Image 1,22,58924,
5.09567,um,Spot,Image 1,22,58925,
0,um,Spot,Image 1,22,58926,
0,um,Spot,Image 1,22,58927,
0,um,Spot,Image 1,22,58928,
0,um,Spot,Image 1,22,58929,
0,um,Spot,Image 1,22,58930,
0,um,Spot,Image 1,22,58931,
0,um,Spot,Image 1,22,58932,
0,um,Spot,Image 1,22,58933,
0,um,Spot,Image 1,22,58934,
0,um,Spot,Image 1,22,58935,
0.317384,um,Spot,Image 1,22,58936,
0.201792,um,Spot,Image 1,22,58937,
0.0713134,um,Spot,Image 1,22,58938,
0.603945,um,Spot,Image 1,22,58939,
1.75538,um,Spot,Image 1,22,58940,
3.64966,um,Spot,Image 1,22,58941,
4.025,um,Spot,Image 1,22,58942,
4.962,um,Spot,Image 1,22,58943,
4.93896,um,Spot,Image 1,22,58944,
8.94173,um,Spot,Image 1,22,58945,
8.39678,um,Spot,Image 1,22,58946,
8.76976,um,Spot,Image 1,22,58947,
9.04258,um,Spot,Image 1,22,58948,
10.6101,um,Spot,Image 1,22,58949,
6.95954,um,Spot,Image 1,22,58950,
9.68298,um,Spot,Image 1,22,58951,
10.1852,um,Spot,Image 1,22,58952,
6.04708,um,Spot,Image 1,22,58953,
9.5789,um,Spot,Image 1,22,58954,
10.4857,um,Spot,Image 1,22,58955,
12.5475,um,Spot,Image 1,22,58956,
12.6226,um,Spot,Image 1,22,58957,
7.44336,um,Spot,Image 1,22,58958,
5.46724,um,Spot,Image 1,22,58959,
6.16834,um,Spot,Image 1,22,58960,
10.7149,um,Spot,Image 1,22,58961,
6.9629,um,Spot,Image 1,22,58962,
8.84836,um,Spot,Image 1,22,58963,
9.37475,um,Spot,Image 1,22,58964,
9.22202,um,Spot,Image 1,22,58965,
9.93911,um,Spot,Image 1,22,58966,
9.67001,um,Spot,Image 1,22,58967,
10.4174,um,Spot,Image 1,22,58968,
10.2294,um,Spot,Image 1,22,58969,
10.8573,um,Spot,Image 1,22,58970,
5.57471,um,Spot,Image 1,22,58971,
5.8394,um,Spot,Image 1,22,58972,
8.80754,um,Spot,Image 1,22,58973,
9.7987,um,Spot,Image 1,22,58974,
10.1833,um,Spot,Image 1,22,58975,
10.7578,um,Spot,Image 1,22,58976,
11.0104,um,Spot,Image 1,22,58977,
11.9791,um,Spot,Image 1,22,58978,
6.79253,um,Spot,Image 1,22,58979,
7.3279,um,Spot,Image 1,22,58980,
7.7814,um,Spot,Image 1,22,58981,
8.11221,um,Spot,Image 1,22,58982,
11.1755,um,Spot,Image 1,22,58983,
12.0353,um,Spot,Image 1,22,58984,
10.7157,um,Spot,Image 1,22,58985,
7.41739,um,Spot,Image 1,22,58986,
8.14387,um,Spot,Image 1,22,58987,
8.4645,um,Spot,Image 1,22,58988,
10.7674,um,Spot,Image 1,22,58989,
11.0438,um,Spot,Image 1,22,58990,
10.975,um,Spot,Image 1,22,58991,
11.5446,um,Spot,Image 1,22,58992,
6.44797,um,Spot,Image 1,22,58993,
7.37555,um,Spot,Image 1,22,58994,
7.96759,um,Spot,Image 1,22,58995,
10.1666,um,Spot,Image 1,22,58996,
10.7592,um,Spot,Image 1,22,58997,
10.4946,um,Spot,Image 1,22,58998,
12.1154,um,Spot,Image 1,22,58999,
5.47464,um,Spot,Image 1,22,59000,
5.97054,um,Spot,Image 1,22,59001,
6.9306,um,Spot,Image 1,22,59002,
7.3053,um,Spot,Image 1,22,59003,
11.3588,um,Spot,Image 1,22,59004,
11.6636,um,Spot,Image 1,22,59005,
7.82315,um,Spot,Image 1,22,59006,
13.2519,um,Spot,Image 1,22,59007,
13.6124,um,Spot,Image 1,22,59008,
15.9706,um,Spot,Image 1,22,59009,
16.2691,um,Spot,Image 1,22,59010,
15.8756,um,Spot,Image 1,22,59011,
15.0338,um,Spot,Image 1,22,59012,
12.9841,um,Spot,Image 1,22,59013,
13.1865,um,Spot,Image 1,22,59014,
14.6834,um,Spot,Image 1,22,59015,
15.4519,um,Spot,Image 1,22,59016,
15.956,um,Spot,Image 1,22,59017,
16.4749,um,Spot,Image 1,22,59018,
15.8133,um,Spot,Image 1,22,59019,
16.0341,um,Spot,Image 1,22,59020,
15.2571,um,Spot,Image 1,22,59021,
14.4605,um,Spot,Image 1,22,59022,
14.1623,um,Spot,Image 1,22,59023,
14.5479,um,Spot,Image 1,22,59024,
15.1618,um,Spot,Image 1,22,59025,
15.1132,um,Spot,Image 1,22,59026,
15.4978,um,Spot,Image 1,22,59027,
15.312,um,Spot,Image 1,22,59028,
15.472,um,Spot,Image 1,22,59029,
16.6342,um,Spot,Image 1,22,59030,
15.4235,um,Spot,Image 1,22,59031,
14.3687,um,Spot,Image 1,22,59032,
14.1022,um,Spot,Image 1,22,59033,
13.1101,um,Spot,Image 1,22,59034,
13.6141,um,Spot,Image 1,22,59035,
14.1119,um,Spot,Image 1,22,59036,
14.864,um,Spot,Image 1,22,59037,
15.5901,um,Spot,Image 1,22,59038,
14.6125,um,Spot,Image 1,22,59039,
14.399,um,Spot,Image 1,22,59040,
14.5137,um,Spot,Image 1,22,59041,
13.8786,um,Spot,Image 1,22,59042,
14.9795,um,Spot,Image 1,22,59043,
15.671,um,Spot,Image 1,22,59044,
16.0938,um,Spot,Image 1,22,59045,
16.1754,um,Spot,Image 1,22,59046,
16.5411,um,Spot,Image 1,22,59047,
15.9998,um,Spot,Image 1,22,59048,
14.7019,um,Spot,Image 1,22,59049,
13.2022,um,Spot,Image 1,22,59050,
15.1134,um,Spot,Image 1,22,59051,
15.837,um,Spot,Image 1,22,59052,
16.3406,um,Spot,Image 1,22,59053,
15.8479,um,Spot,Image 1,22,59054,
14.2733,um,Spot,Image 1,22,59055,
14.2296,um,Spot,Image 1,22,59056,
13.7527,um,Spot,Image 1,22,59057,
14.2903,um,Spot,Image 1,22,59058,
15.147,um,Spot,Image 1,22,59059,
15.6548,um,Spot,Image 1,22,59060,
15.7507,um,Spot,Image 1,22,59061,
15.8493,um,Spot,Image 1,22,59062,
16.0497,um,Spot,Image 1,22,59063,
16.6206,um,Spot,Image 1,22,59064,
15.5889,um,Spot,Image 1,22,59065,
14.881,um,Spot,Image 1,22,59066,
14.6474,um,Spot,Image 1,22,59067,
13.9316,um,Spot,Image 1,22,59068,
16.3308,um,Spot,Image 1,22,59069,
8.80089,um,Spot,Image 1,22,59070,
11.9527,um,Spot,Image 1,22,59071,
5.81887,um,Spot,Image 1,22,59072,
5.89759,um,Spot,Image 1,22,59073,
9.73744,um,Spot,Image 1,22,59074,
12.6747,um,Spot,Image 1,22,59075,
10.3494,um,Spot,Image 1,22,59076,
7.22089,um,Spot,Image 1,22,59077,
12.6062,um,Spot,Image 1,22,59078,
11.5053,um,Spot,Image 1,22,59079,
11.2304,um,Spot,Image 1,22,59080,
10.2285,um,Spot,Image 1,22,59081,
10.3296,um,Spot,Image 1,22,59082,
9.97111,um,Spot,Image 1,22,59083,
8.29726,um,Spot,Image 1,22,59084,
7.46399,um,Spot,Image 1,22,59085,
13.311,um,Spot,Image 1,22,59086,
12.7887,um,Spot,Image 1,22,59087,
12.5798,um,Spot,Image 1,22,59088,
12.7442,um,Spot,Image 1,22,59089,
12.719,um,Spot,Image 1,22,59090,
11.5432,um,Spot,Image 1,22,59091,
9.80957,um,Spot,Image 1,22,59092,
5.79204,um,Spot,Image 1,22,59093,
8.21939,um,Spot,Image 1,22,59094,
7.40698,um,Spot,Image 1,22,59095,
12.6185,um,Spot,Image 1,22,59096,
12.3723,um,Spot,Image 1,22,59097,
10.3654,um,Spot,Image 1,22,59098,
7.88683,um,Spot,Image 1,22,59099,
12.9774,um,Spot,Image 1,22,59100,
10.3774,um,Spot,Image 1,22,59101,
9.82738,um,Spot,Image 1,22,59102,
8.7009,um,Spot,Image 1,22,59103,
5.97071,um,Spot,Image 1,22,59104,
6.0466,um,Spot,Image 1,22,59105,
3.64586,um,Spot,Image 1,22,59106,
2.42112,um,Spot,Image 1,22,59107,
2.29258,um,Spot,Image 1,22,59108,
5.47096,um,Spot,Image 1,22,59109,
4.49672,um,Spot,Image 1,22,59110,
5.10152,um,Spot,Image 1,22,59111,
0,um,Spot,Image 1,23,59112,
2.955,um,Spot,Image 1,23,59113,
5.08204,um,Spot,Image 1,23,59114,
0,um,Spot,Image 1,23,59115,
0,um,Spot,Image 1,23,59116,
0,um,Spot,Image 1,23,59117,
1.36127,um,Spot,Image 1,23,59118,
0.0225086,um,Spot,Image 1,23,59119,
0,um,Spot,Image 1,23,59120,
0,um,Spot,Image 1,23,59121,
0,um,Spot,Image 1,23,59122,
0.139677,um,Spot,Image 1,23,59123,
1.54661,um,Spot,Image 1,23,59124,
2.32943,um,Spot,Image 1,23,59125,
2.40553,um,Spot,Image 1,23,59126,
0,um,Spot,Image 1,23,59127,
0,um,Spot,Image 1,23,59128,
0,um,Spot,Image 1,23,59129,
0,um,Spot,Image 1,23,59130,
0,um,Spot,Image 1,23,59131,
0,um,Spot,Image 1,23,59132,
0.00921392,um,Spot,Image 1,23,59133,
0.253335,um,Spot,Image 1,23,59134,
0.104481,um,Spot,Image 1,23,59135,
1.29025,um,Spot,Image 1,23,59136,
2.34758,um,Spot,Image 1,23,59137,
3.99431,um,Spot,Image 1,23,59138,
0,um,Spot,Image 1,23,59139,
0,um,Spot,Image 1,23,59140,
0,um,Spot,Image 1,23,59141,
0,um,Spot,Image 1,23,59142,
0,um,Spot,Image 1,23,59143,
0,um,Spot,Image 1,23,59144,
2.62402,um,Spot,Image 1,23,59145,
4.90006,um,Spot,Image 1,23,59146,
0,um,Spot,Image 1,23,59147,
0,um,Spot,Image 1,23,59148,
0,um,Spot,Image 1,23,59149,
0,um,Spot,Image 1,23,59150,
0,um,Spot,Image 1,23,59151,
0,um,Spot,Image 1,23,59152,
0,um,Spot,Image 1,23,59153,
0,um,Spot,Image 1,23,59154,
0.0272925,um,Spot,Image 1,23,59155,
2.56027,um,Spot,Image 1,23,59156,
4.46251,um,Spot,Image 1,23,59157,
4.42236,um,Spot,Image 1,23,59158,
4.86971,um,Spot,Image 1,23,59159,
0,um,Spot,Image 1,23,59160,
0,um,Spot,Image 1,23,59161,
0,um,Spot,Image 1,23,59162,
3.1247,um,Spot,Image 1,23,59163,
3.3686,um,Spot,Image 1,23,59164,
0,um,Spot,Image 1,23,59165,
0,um,Spot,Image 1,23,59166,
0,um,Spot,Image 1,23,59167,
0,um,Spot,Image 1,23,59168,
0,um,Spot,Image 1,23,59169,
0.180859,um,Spot,Image 1,23,59170,
0.454073,um,Spot,Image 1,23,59171,
2.50035,um,Spot,Image 1,23,59172,
3.04307,um,Spot,Image 1,23,59173,
3.04441,um,Spot,Image 1,23,59174,
5.05005,um,Spot,Image 1,23,59175,
4.94853,um,Spot,Image 1,23,59176,
0,um,Spot,Image 1,23,59177,
0,um,Spot,Image 1,23,59178,
0,um,Spot,Image 1,23,59179,
0,um,Spot,Image 1,23,59180,
0,um,Spot,Image 1,23,59181,
0,um,Spot,Image 1,23,59182,
0,um,Spot,Image 1,23,59183,
2.21855,um,Spot,Image 1,23,59184,
3.09553,um,Spot,Image 1,23,59185,
3.54259,um,Spot,Image 1,23,59186,
5.00416,um,Spot,Image 1,23,59187,
0,um,Spot,Image 1,23,59188,
0,um,Spot,Image 1,23,59189,
0,um,Spot,Image 1,23,59190,
0,um,Spot,Image 1,23,59191,
0,um,Spot,Image 1,23,59192,
0,um,Spot,Image 1,23,59193,
0,um,Spot,Image 1,23,59194,
0,um,Spot,Image 1,23,59195,
0.122502,um,Spot,Image 1,23,59196,
1.89734,um,Spot,Image 1,23,59197,
3.18822,um,Spot,Image 1,23,59198,
3.42545,um,Spot,Image 1,23,59199,
4.83095,um,Spot,Image 1,23,59200,
4.77824,um,Spot,Image 1,23,59201,
0,um,Spot,Image 1,23,59202,
7.18876,um,Spot,Image 1,23,59203,
8.98934,um,Spot,Image 1,23,59204,
9.62576,um,Spot,Image 1,23,59205,
5.70686,um,Spot,Image 1,23,59206,
8.52496,um,Spot,Image 1,23,59207,
8.41666,um,Spot,Image 1,23,59208,
8.25334,um,Spot,Image 1,23,59209,
5.54997,um,Spot,Image 1,23,59210,
7.65881,um,Spot,Image 1,23,59211,
9.19959,um,Spot,Image 1,23,59212,
10.796,um,Spot,Image 1,23,59213,
11.7637,um,Spot,Image 1,23,59214,
12.2806,um,Spot,Image 1,23,59215,
5.36136,um,Spot,Image 1,23,59216,
7.18523,um,Spot,Image 1,23,59217,
9.89264,um,Spot,Image 1,23,59218,
6.57211,um,Spot,Image 1,23,59219,
6.40093,um,Spot,Image 1,23,59220,
6.66201,um,Spot,Image 1,23,59221,
8.76306,um,Spot,Image 1,23,59222,
9.03907,um,Spot,Image 1,23,59223,
9.29997,um,Spot,Image 1,23,59224,
9.63083,um,Spot,Image 1,23,59225,
9.68339,um,Spot,Image 1,23,59226,
10.3925,um,Spot,Image 1,23,59227,
10.9051,um,Spot,Image 1,23,59228,
12.8199,um,Spot,Image 1,23,59229,
5.50401,um,Spot,Image 1,23,59230,
7.68497,um,Spot,Image 1,23,59231,
9.8384,um,Spot,Image 1,23,59232,
10.149,um,Spot,Image 1,23,59233,
10.3091,um,Spot,Image 1,23,59234,
10.4382,um,Spot,Image 1,23,59235,
11.295,um,Spot,Image 1,23,59236,
10.9761,um,Spot,Image 1,23,59237,
11.4426,um,Spot,Image 1,23,59238,
6.68722,um,Spot,Image 1,23,59239,
7.04891,um,Spot,Image 1,23,59240,
7.23727,um,Spot,Image 1,23,59241,
8.65385,um,Spot,Image 1,23,59242,
9.88415,um,Spot,Image 1,23,59243,
10.1784,um,Spot,Image 1,23,59244,
11.7479,um,Spot,Image 1,23,59245,
5.21673,um,Spot,Image 1,23,59246,
11.1105,um,Spot,Image 1,23,59247,
5.87287,um,Spot,Image 1,23,59248,
6.74128,um,Spot,Image 1,23,59249,
6.85523,um,Spot,Image 1,23,59250,
9.88198,um,Spot,Image 1,23,59251,
9.97131,um,Spot,Image 1,23,59252,
10.6436,um,Spot,Image 1,23,59253,
11.5307,um,Spot,Image 1,23,59254,
12.4988,um,Spot,Image 1,23,59255,
6.00005,um,Spot,Image 1,23,59256,
7.33337,um,Spot,Image 1,23,59257,
9.38221,um,Spot,Image 1,23,59258,
10.2837,um,Spot,Image 1,23,59259,
10.346,um,Spot,Image 1,23,59260,
11.0568,um,Spot,Image 1,23,59261,
12.6275,um,Spot,Image 1,23,59262,
6.05017,um,Spot,Image 1,23,59263,
6.92823,um,Spot,Image 1,23,59264,
7.32188,um,Spot,Image 1,23,59265,
7.78909,um,Spot,Image 1,23,59266,
9.16257,um,Spot,Image 1,23,59267,
11.1843,um,Spot,Image 1,23,59268,
11.2077,um,Spot,Image 1,23,59269,
11.4963,um,Spot,Image 1,23,59270,
12.5253,um,Spot,Image 1,23,59271,
7.55415,um,Spot,Image 1,23,59272,
7.36438,um,Spot,Image 1,23,59273,
12.9906,um,Spot,Image 1,23,59274,
13.6912,um,Spot,Image 1,23,59275,
15.5124,um,Spot,Image 1,23,59276,
15.5173,um,Spot,Image 1,23,59277,
12.9483,um,Spot,Image 1,23,59278,
15.7994,um,Spot,Image 1,23,59279,
15.6789,um,Spot,Image 1,23,59280,
16.0872,um,Spot,Image 1,23,59281,
13.1413,um,Spot,Image 1,23,59282,
13.5689,um,Spot,Image 1,23,59283,
15.4076,um,Spot,Image 1,23,59284,
16.6413,um,Spot,Image 1,23,59285,
16.4851,um,Spot,Image 1,23,59286,
16.4929,um,Spot,Image 1,23,59287,
15.9712,um,Spot,Image 1,23,59288,
15.3942,um,Spot,Image 1,23,59289,
14.4506,um,Spot,Image 1,23,59290,
14.3486,um,Spot,Image 1,23,59291,
