
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3439.39,,Spot,1,Image 1,1,3,
938.945,,Spot,1,Image 1,1,15,
755.52,,Spot,1,Image 1,1,18,
1104.66,,Spot,1,Image 1,1,40,
857.237,,Spot,1,Image 1,1,41,
832.53,,Spot,1,Image 1,1,44,
3538.46,,Spot,1,Image 1,1,63,
1000.16,,Spot,1,Image 1,1,64,
1507.72,,Spot,1,Image 1,1,66,
841.499,,Spot,1,Image 1,1,70,
1364.16,,Spot,1,Image 1,1,73,
1306.07,,Spot,1,Image 1,1,74,
629.934,,Spot,1,Image 1,1,76,
688.404,,Spot,1,Image 1,1,80,
993.194,,Spot,1,Image 1,1,81,
1092.18,,Spot,1,Image 1,1,82,
1496.59,,Spot,1,Image 1,1,83,
1493.97,,Spot,1,Image 1,1,84,
973.401,,Spot,1,Image 1,1,85,
905.404,,Spot,1,Image 1,1,86,
972.604,,Spot,1,Image 1,1,87,
893.785,,Spot,1,Image 1,1,88,
593.335,,Spot,1,Image 1,1,90,
2423.74,,Spot,1,Image 1,1,91,
1801.42,,Spot,1,Image 1,1,92,
405.555,,Spot,1,Image 1,1,93,
1094.81,,Spot,1,Image 1,1,94,
924.715,,Spot,1,Image 1,1,95,
937.117,,Spot,1,Image 1,1,96,
612.777,,Spot,1,Image 1,1,97,
1082.62,,Spot,1,Image 1,1,98,
769.349,,Spot,1,Image 1,1,99,
2175.91,,Spot,1,Image 1,1,100,
685.115,,Spot,1,Image 1,1,101,
730.664,,Spot,1,Image 1,1,102,
711.543,,Spot,1,Image 1,1,103,
1118.77,,Spot,1,Image 1,1,104,
541.586,,Spot,1,Image 1,1,105,
544.239,,Spot,1,Image 1,1,106,
1133.85,,Spot,1,Image 1,1,107,
1345.97,,Spot,1,Image 1,1,108,
352.475,,Spot,1,Image 1,1,109,
808.672,,Spot,1,Image 1,1,110,
588.897,,Spot,1,Image 1,1,111,
1017.8,,Spot,1,Image 1,1,122,
966.36,,Spot,1,Image 1,1,125,
841.699,,Spot,1,Image 1,1,128,
2658.41,,Spot,1,Image 1,1,130,
1190.36,,Spot,1,Image 1,1,131,
1140.76,,Spot,1,Image 1,1,132,
1449.84,,Spot,1,Image 1,1,133,
1085.34,,Spot,1,Image 1,1,134,
1196.78,,Spot,1,Image 1,1,135,
