
Intensity Sum of Square Ch=4 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
9.43256e+09,,Spot,4,Image 1,1,3,
6.20668e+07,,Spot,4,Image 1,1,15,
1.11264e+08,,Spot,4,Image 1,1,18,
5.85553e+08,,Spot,4,Image 1,1,40,
3.67362e+08,,Spot,4,Image 1,1,41,
5.53817e+07,,Spot,4,Image 1,1,44,
1.08202e+10,,Spot,4,Image 1,1,63,
2.57306e+08,,Spot,4,Image 1,1,64,
5.03258e+08,,Spot,4,Image 1,1,66,
2.9166e+07,,Spot,4,Image 1,1,70,
2.2395e+09,,Spot,4,Image 1,1,73,
1.10181e+09,,Spot,4,Image 1,1,74,
1.20358e+07,,Spot,4,Image 1,1,76,
6.62227e+07,,Spot,4,Image 1,1,80,
4.10021e+08,,Spot,4,Image 1,1,81,
3.01779e+08,,Spot,4,Image 1,1,82,
5.25755e+08,,Spot,4,Image 1,1,83,
5.68063e+08,,Spot,4,Image 1,1,84,
5.71179e+07,,Spot,4,Image 1,1,85,
2.0048e+08,,Spot,4,Image 1,1,86,
2.53565e+08,,Spot,4,Image 1,1,87,
1.88456e+07,,Spot,4,Image 1,1,88,
1.97715e+07,,Spot,4,Image 1,1,90,
5.50802e+09,,Spot,4,Image 1,1,91,
3.64351e+09,,Spot,4,Image 1,1,92,
7.98986e+07,,Spot,4,Image 1,1,93,
1.8384e+08,,Spot,4,Image 1,1,94,
3.16672e+08,,Spot,4,Image 1,1,95,
1.33877e+08,,Spot,4,Image 1,1,96,
2.98974e+08,,Spot,4,Image 1,1,97,
1.59881e+07,,Spot,4,Image 1,1,98,
1.59111e+08,,Spot,4,Image 1,1,99,
1.66699e+09,,Spot,4,Image 1,1,100,
2.15907e+08,,Spot,4,Image 1,1,101,
1.91674e+08,,Spot,4,Image 1,1,102,
1.18815e+06,,Spot,4,Image 1,1,103,
8.06115e+07,,Spot,4,Image 1,1,104,
4.22827e+07,,Spot,4,Image 1,1,105,
4.44434e+07,,Spot,4,Image 1,1,106,
5.56322e+07,,Spot,4,Image 1,1,107,
2.31176e+08,,Spot,4,Image 1,1,108,
1.61308e+07,,Spot,4,Image 1,1,109,
7.22246e+07,,Spot,4,Image 1,1,110,
1.32163e+08,,Spot,4,Image 1,1,111,
3.57538e+08,,Spot,4,Image 1,1,122,
6.21369e+08,,Spot,4,Image 1,1,125,
4.4709e+07,,Spot,4,Image 1,1,128,
4.56498e+09,,Spot,4,Image 1,1,130,
2.65431e+08,,Spot,4,Image 1,1,131,
5.61796e+07,,Spot,4,Image 1,1,132,
6.28811e+08,,Spot,4,Image 1,1,133,
7.08327e+08,,Spot,4,Image 1,1,134,
3.18046e+08,,Spot,4,Image 1,1,135,
8.21399e+07,,Spot,4,Image 1,1,136,
7.45864e+08,,Spot,4,Image 1,1,137,
6.80441e+08,,Spot,4,Image 1,1,138,
6.09226e+06,,Spot,4,Image 1,1,139,
5.50961e+08,,Spot,4,Image 1,1,140,
9.43445e+08,,Spot,4,Image 1,1,141,
1.17866e+07,,Spot,4,Image 1,1,142,
8.18364e+09,,Spot,4,Image 1,1,143,
2.27716e+08,,Spot,4,Image 1,1,144,
2.31907e+07,,Spot,4,Image 1,1,145,
1.36444e+07,,Spot,4,Image 1,1,146,
3.58437e+08,,Spot,4,Image 1,1,147,
1.04216e+09,,Spot,4,Image 1,1,150,
2.58013e+07,,Spot,4,Image 1,1,151,
9.96277e+06,,Spot,4,Image 1,1,152,
2.0173e+08,,Spot,4,Image 1,1,154,
4.73615e+08,,Spot,4,Image 1,1,155,
1.5929e+08,,Spot,4,Image 1,1,156,
3.30003e+07,,Spot,4,Image 1,1,157,
8.63284e+08,,Spot,4,Image 1,1,158,
6.79071e+08,,Spot,4,Image 1,1,159,
2.73061e+08,,Spot,4,Image 1,1,160,
1.60177e+08,,Spot,4,Image 1,1,161,
7.34068e+07,,Spot,4,Image 1,1,162,
2.39719e+08,,Spot,4,Image 1,1,163,
1.73964e+09,,Spot,4,Image 1,1,164,
3.99749e+07,,Spot,4,Image 1,1,167,
5.79445e+08,,Spot,4,Image 1,1,168,
1.02346e+08,,Spot,4,Image 1,1,169,
2.82456e+07,,Spot,4,Image 1,1,170,
2.39328e+09,,Spot,4,Image 1,1,171,
7.91554e+07,,Spot,4,Image 1,1,172,
8.64663e+08,,Spot,4,Image 1,1,173,
1.86957e+08,,Spot,4,Image 1,1,174,
3.98682e+08,,Spot,4,Image 1,1,175,
2.10487e+08,,Spot,4,Image 1,1,233,
2.08875e+08,,Spot,4,Image 1,1,234,
3.4637e+08,,Spot,4,Image 1,1,238,
4.70942e+07,,Spot,4,Image 1,1,240,
4.49442e+08,,Spot,4,Image 1,1,246,
9.07256e+07,,Spot,4,Image 1,1,247,
