
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
556.829,,Spot,5,Image 1,1,3,
182.488,,Spot,5,Image 1,1,15,
618.602,,Spot,5,Image 1,1,18,
331.514,,Spot,5,Image 1,1,40,
350.38,,Spot,5,Image 1,1,41,
102.512,,Spot,5,Image 1,1,44,
438.526,,Spot,5,Image 1,1,63,
497.969,,Spot,5,Image 1,1,64,
1437.08,,Spot,5,Image 1,1,66,
2363.41,,Spot,5,Image 1,1,70,
768.357,,Spot,5,Image 1,1,73,
2177.97,,Spot,5,Image 1,1,74,
2542.78,,Spot,5,Image 1,1,76,
1196.87,,Spot,5,Image 1,1,80,
941.805,,Spot,5,Image 1,1,81,
1585.87,,Spot,5,Image 1,1,82,
2548.87,,Spot,5,Image 1,1,83,
2976.27,,Spot,5,Image 1,1,84,
3972.05,,Spot,5,Image 1,1,85,
2071.74,,Spot,5,Image 1,1,86,
1342.49,,Spot,5,Image 1,1,87,
2927.23,,Spot,5,Image 1,1,88,
2045.18,,Spot,5,Image 1,1,90,
998.777,,Spot,5,Image 1,1,91,
1254.77,,Spot,5,Image 1,1,92,
590.877,,Spot,5,Image 1,1,93,
2119.43,,Spot,5,Image 1,1,94,
1406.48,,Spot,5,Image 1,1,95,
1394.73,,Spot,5,Image 1,1,96,
760.598,,Spot,5,Image 1,1,97,
1440.12,,Spot,5,Image 1,1,98,
1107.37,,Spot,5,Image 1,1,99,
1970.42,,Spot,5,Image 1,1,100,
1763.14,,Spot,5,Image 1,1,101,
1249.97,,Spot,5,Image 1,1,102,
1325.01,,Spot,5,Image 1,1,103,
305.124,,Spot,5,Image 1,1,104,
975.169,,Spot,5,Image 1,1,105,
279.721,,Spot,5,Image 1,1,106,
235.559,,Spot,5,Image 1,1,107,
121.44,,Spot,5,Image 1,1,108,
1098.37,,Spot,5,Image 1,1,109,
727.636,,Spot,5,Image 1,1,110,
1680.05,,Spot,5,Image 1,1,111,
544.427,,Spot,5,Image 1,1,122,
110.98,,Spot,5,Image 1,1,125,
1287.34,,Spot,5,Image 1,1,128,
806.615,,Spot,5,Image 1,1,130,
2127.73,,Spot,5,Image 1,1,131,
2344.6,,Spot,5,Image 1,1,132,
2088.33,,Spot,5,Image 1,1,133,
1511.18,,Spot,5,Image 1,1,134,
1956.94,,Spot,5,Image 1,1,135,
566.767,,Spot,5,Image 1,1,136,
1337.69,,Spot,5,Image 1,1,137,
951.26,,Spot,5,Image 1,1,138,
2785.48,,Spot,5,Image 1,1,139,
1491.57,,Spot,5,Image 1,1,140,
2619.65,,Spot,5,Image 1,1,141,
4596.39,,Spot,5,Image 1,1,142,
1223.64,,Spot,5,Image 1,1,143,
1721.88,,Spot,5,Image 1,1,144,
1689.94,,Spot,5,Image 1,1,145,
1420.36,,Spot,5,Image 1,1,146,
