
Intensity Median Ch=6 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1388.47,,Spot,6,Image 1,1,3,
2718.39,,Spot,6,Image 1,1,15,
1431.99,,Spot,6,Image 1,1,18,
2772.59,,Spot,6,Image 1,1,40,
1215.46,,Spot,6,Image 1,1,41,
2987.14,,Spot,6,Image 1,1,44,
5.088,,Spot,6,Image 1,1,63,
1680.29,,Spot,6,Image 1,1,64,
2250.36,,Spot,6,Image 1,1,66,
2493.14,,Spot,6,Image 1,1,70,
1965.91,,Spot,6,Image 1,1,73,
2269.61,,Spot,6,Image 1,1,74,
2496.36,,Spot,6,Image 1,1,76,
2208.35,,Spot,6,Image 1,1,80,
1882.04,,Spot,6,Image 1,1,81,
2160.8,,Spot,6,Image 1,1,82,
2678.22,,Spot,6,Image 1,1,83,
2814.5,,Spot,6,Image 1,1,84,
2681.76,,Spot,6,Image 1,1,85,
1990.73,,Spot,6,Image 1,1,86,
2835.03,,Spot,6,Image 1,1,87,
2466.42,,Spot,6,Image 1,1,88,
2523.73,,Spot,6,Image 1,1,90,
823.44,,Spot,6,Image 1,1,91,
723.824,,Spot,6,Image 1,1,92,
1158,,Spot,6,Image 1,1,93,
2974.3,,Spot,6,Image 1,1,94,
2040.73,,Spot,6,Image 1,1,95,
2111.85,,Spot,6,Image 1,1,96,
1332.4,,Spot,6,Image 1,1,97,
3234.4,,Spot,6,Image 1,1,98,
1516.4,,Spot,6,Image 1,1,99,
2608.09,,Spot,6,Image 1,1,100,
1309.31,,Spot,6,Image 1,1,101,
1651.85,,Spot,6,Image 1,1,102,
2835.31,,Spot,6,Image 1,1,103,
3519.43,,Spot,6,Image 1,1,104,
1548.68,,Spot,6,Image 1,1,105,
1138.02,,Spot,6,Image 1,1,106,
3451.05,,Spot,6,Image 1,1,107,
3392.98,,Spot,6,Image 1,1,108,
1298.52,,Spot,6,Image 1,1,109,
2222.18,,Spot,6,Image 1,1,110,
1792.56,,Spot,6,Image 1,1,111,
1951.14,,Spot,6,Image 1,1,122,
1194.86,,Spot,6,Image 1,1,125,
2835.25,,Spot,6,Image 1,1,128,
567.44,,Spot,6,Image 1,1,130,
2367.15,,Spot,6,Image 1,1,131,
2705.04,,Spot,6,Image 1,1,132,
2013.38,,Spot,6,Image 1,1,133,
1717.65,,Spot,6,Image 1,1,134,
1754.59,,Spot,6,Image 1,1,135,
2152.77,,Spot,6,Image 1,1,136,
1676.9,,Spot,6,Image 1,1,137,
2195.58,,Spot,6,Image 1,1,138,
2427.25,,Spot,6,Image 1,1,139,
2538.58,,Spot,6,Image 1,1,140,
3102.7,,Spot,6,Image 1,1,141,
2582.13,,Spot,6,Image 1,1,142,
1221.54,,Spot,6,Image 1,1,143,
1519.94,,Spot,6,Image 1,1,144,
1791.86,,Spot,6,Image 1,1,145,
1817.98,,Spot,6,Image 1,1,146,
2309.52,,Spot,6,Image 1,1,147,
2386.26,,Spot,6,Image 1,1,150,
3010.14,,Spot,6,Image 1,1,151,
2942.85,,Spot,6,Image 1,1,152,
1525.66,,Spot,6,Image 1,1,154,
1704.51,,Spot,6,Image 1,1,155,
1583.45,,Spot,6,Image 1,1,156,
3271.8,,Spot,6,Image 1,1,157,
2403.06,,Spot,6,Image 1,1,158,
3495.89,,Spot,6,Image 1,1,159,
1785.76,,Spot,6,Image 1,1,160,
2026.84,,Spot,6,Image 1,1,161,
1609.84,,Spot,6,Image 1,1,162,
1248.6,,Spot,6,Image 1,1,163,
1226.58,,Spot,6,Image 1,1,164,
1633.56,,Spot,6,Image 1,1,167,
2196.97,,Spot,6,Image 1,1,168,
1752.69,,Spot,6,Image 1,1,169,
2166.49,,Spot,6,Image 1,1,170,
1476.04,,Spot,6,Image 1,1,171,
2221.42,,Spot,6,Image 1,1,172,
2145.22,,Spot,6,Image 1,1,173,
2800.09,,Spot,6,Image 1,1,174,
1554.05,,Spot,6,Image 1,1,175,
1891.39,,Spot,6,Image 1,1,233,
2686.81,,Spot,6,Image 1,1,234,
2191,,Spot,6,Image 1,1,238,
1757.84,,Spot,6,Image 1,1,240,
4137.31,,Spot,6,Image 1,1,246,
2543.84,,Spot,6,Image 1,1,247,
1299.68,,Spot,6,Image 1,1,248,
2013.78,,Spot,6,Image 1,1,253,
2231.5,,Spot,6,Image 1,1,262,
1786.23,,Spot,6,Image 1,1,263,
2166.29,,Spot,6,Image 1,1,264,
3030.04,,Spot,6,Image 1,1,267,
2800.69,,Spot,6,Image 1,1,269,
3024.31,,Spot,6,Image 1,1,270,
2815.43,,Spot,6,Image 1,1,271,
3074.37,,Spot,6,Image 1,1,273,
4140.9,,Spot,6,Image 1,1,274,
2287.93,,Spot,6,Image 1,1,275,
3346.3,,Spot,6,Image 1,1,276,
1726.44,,Spot,6,Image 1,1,277,
1400.26,,Spot,6,Image 1,1,278,
2430.92,,Spot,6,Image 1,1,279,
3618.08,,Spot,6,Image 1,1,280,
2529.3,,Spot,6,Image 1,1,281,
2020.44,,Spot,6,Image 1,1,282,
1564.1,,Spot,6,Image 1,1,283,
