
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1315.55,,Spot,1,Image 1,1,3,
608.154,,Spot,1,Image 1,1,15,
361.501,,Spot,1,Image 1,1,18,
816.128,,Spot,1,Image 1,1,40,
514.146,,Spot,1,Image 1,1,41,
517.675,,Spot,1,Image 1,1,44,
1117.76,,Spot,1,Image 1,1,63,
534.702,,Spot,1,Image 1,1,64,
639.264,,Spot,1,Image 1,1,66,
439.79,,Spot,1,Image 1,1,70,
931.709,,Spot,1,Image 1,1,73,
1014.82,,Spot,1,Image 1,1,74,
422.914,,Spot,1,Image 1,1,76,
455.589,,Spot,1,Image 1,1,80,
621.986,,Spot,1,Image 1,1,81,
594.023,,Spot,1,Image 1,1,82,
738.976,,Spot,1,Image 1,1,83,
862.269,,Spot,1,Image 1,1,84,
521.088,,Spot,1,Image 1,1,85,
531.598,,Spot,1,Image 1,1,86,
665.808,,Spot,1,Image 1,1,87,
392.934,,Spot,1,Image 1,1,88,
333.549,,Spot,1,Image 1,1,90,
1248.44,,Spot,1,Image 1,1,91,
998.514,,Spot,1,Image 1,1,92,
265.646,,Spot,1,Image 1,1,93,
698.558,,Spot,1,Image 1,1,94,
638.048,,Spot,1,Image 1,1,95,
505.823,,Spot,1,Image 1,1,96,
375.827,,Spot,1,Image 1,1,97,
474.925,,Spot,1,Image 1,1,98,
465.78,,Spot,1,Image 1,1,99,
910.183,,Spot,1,Image 1,1,100,
395.77,,Spot,1,Image 1,1,101,
464.635,,Spot,1,Image 1,1,102,
393.111,,Spot,1,Image 1,1,103,
588.913,,Spot,1,Image 1,1,104,
390.386,,Spot,1,Image 1,1,105,
279.372,,Spot,1,Image 1,1,106,
566.09,,Spot,1,Image 1,1,107,
884.088,,Spot,1,Image 1,1,108,
238.684,,Spot,1,Image 1,1,109,
490.071,,Spot,1,Image 1,1,110,
457.234,,Spot,1,Image 1,1,111,
430.361,,Spot,1,Image 1,1,122,
541.453,,Spot,1,Image 1,1,125,
571.005,,Spot,1,Image 1,1,128,
880.433,,Spot,1,Image 1,1,130,
697.53,,Spot,1,Image 1,1,131,
480.091,,Spot,1,Image 1,1,132,
783.289,,Spot,1,Image 1,1,133,
706.749,,Spot,1,Image 1,1,134,
501.332,,Spot,1,Image 1,1,135,
496.049,,Spot,1,Image 1,1,136,
686.659,,Spot,1,Image 1,1,137,
719.963,,Spot,1,Image 1,1,138,
357.195,,Spot,1,Image 1,1,139,
632.651,,Spot,1,Image 1,1,140,
941.35,,Spot,1,Image 1,1,141,
395.248,,Spot,1,Image 1,1,142,
1318.31,,Spot,1,Image 1,1,143,
517.5,,Spot,1,Image 1,1,144,
362.394,,Spot,1,Image 1,1,145,
316.131,,Spot,1,Image 1,1,146,
674.698,,Spot,1,Image 1,1,147,
990.411,,Spot,1,Image 1,1,150,
476.379,,Spot,1,Image 1,1,151,
391.654,,Spot,1,Image 1,1,152,
504.13,,Spot,1,Image 1,1,154,
639.371,,Spot,1,Image 1,1,155,
439.028,,Spot,1,Image 1,1,156,
519.378,,Spot,1,Image 1,1,157,
731.25,,Spot,1,Image 1,1,158,
935.569,,Spot,1,Image 1,1,159,
634.923,,Spot,1,Image 1,1,160,
567.796,,Spot,1,Image 1,1,161,
465.063,,Spot,1,Image 1,1,162,
461.528,,Spot,1,Image 1,1,163,
883.449,,Spot,1,Image 1,1,164,
377.001,,Spot,1,Image 1,1,167,
677.664,,Spot,1,Image 1,1,168,
407.567,,Spot,1,Image 1,1,169,
371.561,,Spot,1,Image 1,1,170,
1302.72,,Spot,1,Image 1,1,171,
491.156,,Spot,1,Image 1,1,172,
765.023,,Spot,1,Image 1,1,173,
618.707,,Spot,1,Image 1,1,174,
676.396,,Spot,1,Image 1,1,175,
533.733,,Spot,1,Image 1,1,233,
611.575,,Spot,1,Image 1,1,234,
705.57,,Spot,1,Image 1,1,238,
391.35,,Spot,1,Image 1,1,240,
872.795,,Spot,1,Image 1,1,246,
478.56,,Spot,1,Image 1,1,247,
414.998,,Spot,1,Image 1,1,248,
345.943,,Spot,1,Image 1,1,253,
634.413,,Spot,1,Image 1,1,262,
759.989,,Spot,1,Image 1,1,263,
676.948,,Spot,1,Image 1,1,264,
663.021,,Spot,1,Image 1,1,267,
514.129,,Spot,1,Image 1,1,269,
1036.99,,Spot,1,Image 1,1,270,
572.02,,Spot,1,Image 1,1,271,
654.422,,Spot,1,Image 1,1,273,
692.914,,Spot,1,Image 1,1,274,
498.115,,Spot,1,Image 1,1,275,
597.605,,Spot,1,Image 1,1,276,
392.834,,Spot,1,Image 1,1,277,
907.465,,Spot,1,Image 1,1,278,
632.29,,Spot,1,Image 1,1,279,
534.633,,Spot,1,Image 1,1,280,
792.586,,Spot,1,Image 1,1,281,
457.071,,Spot,1,Image 1,1,282,
279.596,,Spot,1,Image 1,1,283,
275.513,,Spot,1,Image 1,1,284,
356.942,,Spot,1,Image 1,1,285,
537.23,,Spot,1,Image 1,1,286,
423.346,,Spot,1,Image 1,1,288,
574.429,,Spot,1,Image 1,1,292,
381.321,,Spot,1,Image 1,1,294,
454.775,,Spot,1,Image 1,1,296,
