
Intensity Sum of Square Ch=2 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
4.26363e+10,,Spot,2,Image 1,1,3,
1.63806e+10,,Spot,2,Image 1,1,15,
7.25236e+09,,Spot,2,Image 1,1,18,
1.98244e+10,,Spot,2,Image 1,1,40,
4.75468e+09,,Spot,2,Image 1,1,41,
2.78252e+10,,Spot,2,Image 1,1,44,
2.35504e+10,,Spot,2,Image 1,1,63,
8.83516e+09,,Spot,2,Image 1,1,64,
1.4402e+10,,Spot,2,Image 1,1,66,
1.71357e+10,,Spot,2,Image 1,1,70,
1.6643e+10,,Spot,2,Image 1,1,73,
1.68002e+10,,Spot,2,Image 1,1,74,
1.97194e+10,,Spot,2,Image 1,1,76,
1.59182e+10,,Spot,2,Image 1,1,80,
9.88337e+09,,Spot,2,Image 1,1,81,
1.29271e+10,,Spot,2,Image 1,1,82,
1.90153e+10,,Spot,2,Image 1,1,83,
1.7228e+10,,Spot,2,Image 1,1,84,
2.16932e+10,,Spot,2,Image 1,1,85,
1.30786e+10,,Spot,2,Image 1,1,86,
2.43965e+10,,Spot,2,Image 1,1,87,
1.85439e+10,,Spot,2,Image 1,1,88,
2.13358e+10,,Spot,2,Image 1,1,90,
7.18866e+09,,Spot,2,Image 1,1,91,
4.89817e+09,,Spot,2,Image 1,1,92,
5.52489e+09,,Spot,2,Image 1,1,93,
2.71699e+10,,Spot,2,Image 1,1,94,
1.36775e+10,,Spot,2,Image 1,1,95,
1.43197e+10,,Spot,2,Image 1,1,96,
7.67866e+09,,Spot,2,Image 1,1,97,
3.16612e+10,,Spot,2,Image 1,1,98,
7.72521e+09,,Spot,2,Image 1,1,99,
3.73704e+10,,Spot,2,Image 1,1,100,
6.64709e+09,,Spot,2,Image 1,1,101,
1.01793e+10,,Spot,2,Image 1,1,102,
2.08951e+10,,Spot,2,Image 1,1,103,
3.21705e+10,,Spot,2,Image 1,1,104,
6.88656e+09,,Spot,2,Image 1,1,105,
4.14956e+09,,Spot,2,Image 1,1,106,
2.80334e+10,,Spot,2,Image 1,1,107,
2.82911e+10,,Spot,2,Image 1,1,108,
6.47707e+09,,Spot,2,Image 1,1,109,
1.61842e+10,,Spot,2,Image 1,1,110,
1.05099e+10,,Spot,2,Image 1,1,111,
1.28389e+10,,Spot,2,Image 1,1,122,
5.08234e+09,,Spot,2,Image 1,1,125,
2.44084e+10,,Spot,2,Image 1,1,128,
1.40074e+10,,Spot,2,Image 1,1,130,
1.48321e+10,,Spot,2,Image 1,1,131,
1.89384e+10,,Spot,2,Image 1,1,132,
1.2208e+10,,Spot,2,Image 1,1,133,
9.50269e+09,,Spot,2,Image 1,1,134,
7.26959e+09,,Spot,2,Image 1,1,135,
1.40504e+10,,Spot,2,Image 1,1,136,
9.60727e+09,,Spot,2,Image 1,1,137,
1.74624e+10,,Spot,2,Image 1,1,138,
1.8783e+10,,Spot,2,Image 1,1,139,
2.055e+10,,Spot,2,Image 1,1,140,
2.90379e+10,,Spot,2,Image 1,1,141,
2.10518e+10,,Spot,2,Image 1,1,142,
4.58513e+10,,Spot,2,Image 1,1,143,
8.09055e+09,,Spot,2,Image 1,1,144,
8.94785e+09,,Spot,2,Image 1,1,145,
8.96184e+09,,Spot,2,Image 1,1,146,
1.45962e+10,,Spot,2,Image 1,1,147,
1.77992e+10,,Spot,2,Image 1,1,150,
2.69703e+10,,Spot,2,Image 1,1,151,
2.57767e+10,,Spot,2,Image 1,1,152,
8.11983e+09,,Spot,2,Image 1,1,154,
9.89834e+09,,Spot,2,Image 1,1,155,
8.48054e+09,,Spot,2,Image 1,1,156,
3.22568e+10,,Spot,2,Image 1,1,157,
1.8522e+10,,Spot,2,Image 1,1,158,
3.69176e+10,,Spot,2,Image 1,1,159,
9.00534e+09,,Spot,2,Image 1,1,160,
1.21916e+10,,Spot,2,Image 1,1,161,
7.3158e+09,,Spot,2,Image 1,1,162,
5.02975e+09,,Spot,2,Image 1,1,163,
5.4855e+09,,Spot,2,Image 1,1,164,
6.87722e+09,,Spot,2,Image 1,1,167,
