
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1551.32,,Spot,4,Image 1,1,3,
175.963,,Spot,4,Image 1,1,15,
193.43,,Spot,4,Image 1,1,18,
480.858,,Spot,4,Image 1,1,40,
372.144,,Spot,4,Image 1,1,41,
141.184,,Spot,4,Image 1,1,44,
1389.86,,Spot,4,Image 1,1,63,
310.979,,Spot,4,Image 1,1,64,
433.465,,Spot,4,Image 1,1,66,
108.58,,Spot,4,Image 1,1,70,
796.909,,Spot,4,Image 1,1,73,
610.974,,Spot,4,Image 1,1,74,
65.9589,,Spot,4,Image 1,1,76,
152.073,,Spot,4,Image 1,1,80,
399.585,,Spot,4,Image 1,1,81,
348.264,,Spot,4,Image 1,1,82,
453.137,,Spot,4,Image 1,1,83,
512.676,,Spot,4,Image 1,1,84,
142.484,,Spot,4,Image 1,1,85,
258.562,,Spot,4,Image 1,1,86,
299.343,,Spot,4,Image 1,1,87,
82.0488,,Spot,4,Image 1,1,88,
83.8065,,Spot,4,Image 1,1,90,
1168.46,,Spot,4,Image 1,1,91,
1002.51,,Spot,4,Image 1,1,92,
171.594,,Spot,4,Image 1,1,93,
254.78,,Spot,4,Image 1,1,94,
327.064,,Spot,4,Image 1,1,95,
215.434,,Spot,4,Image 1,1,96,
309.017,,Spot,4,Image 1,1,97,
75.8505,,Spot,4,Image 1,1,98,
231.88,,Spot,4,Image 1,1,99,
687.106,,Spot,4,Image 1,1,100,
262.916,,Spot,4,Image 1,1,101,
250.465,,Spot,4,Image 1,1,102,
22.7244,,Spot,4,Image 1,1,103,
185.115,,Spot,4,Image 1,1,104,
132.854,,Spot,4,Image 1,1,105,
133.748,,Spot,4,Image 1,1,106,
161.023,,Spot,4,Image 1,1,107,
311.936,,Spot,4,Image 1,1,108,
75.0647,,Spot,4,Image 1,1,109,
160.125,,Spot,4,Image 1,1,110,
216.785,,Spot,4,Image 1,1,111,
363.054,,Spot,4,Image 1,1,122,
469.155,,Spot,4,Image 1,1,125,
127.255,,Spot,4,Image 1,1,128,
964.968,,Spot,4,Image 1,1,130,
324.8,,Spot,4,Image 1,1,131,
154.027,,Spot,4,Image 1,1,132,
483.62,,Spot,4,Image 1,1,133,
504.668,,Spot,4,Image 1,1,134,
