
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2182.09,,Spot,2,Image 1,1,3,
2718.81,,Spot,2,Image 1,1,15,
1439.71,,Spot,2,Image 1,1,18,
2772.59,,Spot,2,Image 1,1,40,
1245.04,,Spot,2,Image 1,1,41,
2987.14,,Spot,2,Image 1,1,44,
1630.68,,Spot,2,Image 1,1,63,
1694.61,,Spot,2,Image 1,1,64,
2269.92,,Spot,2,Image 1,1,66,
2493.14,,Spot,2,Image 1,1,70,
2032.75,,Spot,2,Image 1,1,73,
2321.7,,Spot,2,Image 1,1,74,
2496.36,,Spot,2,Image 1,1,76,
2208.35,,Spot,2,Image 1,1,80,
1882.04,,Spot,2,Image 1,1,81,
2166.96,,Spot,2,Image 1,1,82,
2704.34,,Spot,2,Image 1,1,83,
2826.3,,Spot,2,Image 1,1,84,
2678.6,,Spot,2,Image 1,1,85,
1991.48,,Spot,2,Image 1,1,86,
2842.01,,Spot,2,Image 1,1,87,
2466.42,,Spot,2,Image 1,1,88,
2526.8,,Spot,2,Image 1,1,90,
1573.39,,Spot,2,Image 1,1,91,
1184.19,,Spot,2,Image 1,1,92,
1158,,Spot,2,Image 1,1,93,
2985.89,,Spot,2,Image 1,1,94,
2047.87,,Spot,2,Image 1,1,95,
2111.85,,Spot,2,Image 1,1,96,
1332.4,,Spot,2,Image 1,1,97,
3232.6,,Spot,2,Image 1,1,98,
1531.52,,Spot,2,Image 1,1,99,
2698.62,,Spot,2,Image 1,1,100,
1319.5,,Spot,2,Image 1,1,101,
1653.74,,Spot,2,Image 1,1,102,
2835.31,,Spot,2,Image 1,1,103,
3521.77,,Spot,2,Image 1,1,104,
1548.68,,Spot,2,Image 1,1,105,
1138.02,,Spot,2,Image 1,1,106,
3451.05,,Spot,2,Image 1,1,107,
3399.05,,Spot,2,Image 1,1,108,
1301.7,,Spot,2,Image 1,1,109,
2222.18,,Spot,2,Image 1,1,110,
1799.6,,Spot,2,Image 1,1,111,
1949.4,,Spot,2,Image 1,1,122,
1238.57,,Spot,2,Image 1,1,125,
2843.26,,Spot,2,Image 1,1,128,
1557.43,,Spot,2,Image 1,1,130,
2387.38,,Spot,2,Image 1,1,131,
2710.56,,Spot,2,Image 1,1,132,
2064.9,,Spot,2,Image 1,1,133,
1752.59,,Spot,2,Image 1,1,134,
1773.33,,Spot,2,Image 1,1,135,
2158.24,,Spot,2,Image 1,1,136,
1695.96,,Spot,2,Image 1,1,137,
2233.11,,Spot,2,Image 1,1,138,
2427.27,,Spot,2,Image 1,1,139,
2538.58,,Spot,2,Image 1,1,140,
3112.28,,Spot,2,Image 1,1,141,
2584.15,,Spot,2,Image 1,1,142,
2032.28,,Spot,2,Image 1,1,143,
1540.42,,Spot,2,Image 1,1,144,
1791.86,,Spot,2,Image 1,1,145,
1817.98,,Spot,2,Image 1,1,146,
2323.6,,Spot,2,Image 1,1,147,
2402.18,,Spot,2,Image 1,1,150,
3010.14,,Spot,2,Image 1,1,151,
2942.85,,Spot,2,Image 1,1,152,
1540.56,,Spot,2,Image 1,1,154,
1724.87,,Spot,2,Image 1,1,155,
1583.45,,Spot,2,Image 1,1,156,
3275.16,,Spot,2,Image 1,1,157,
2407.65,,Spot,2,Image 1,1,158,
3504.02,,Spot,2,Image 1,1,159,
1805.09,,Spot,2,Image 1,1,160,
2042.47,,Spot,2,Image 1,1,161,
1609.84,,Spot,2,Image 1,1,162,
1279.08,,Spot,2,Image 1,1,163,
1326.45,,Spot,2,Image 1,1,164,
1633.56,,Spot,2,Image 1,1,167,
2211.94,,Spot,2,Image 1,1,168,
1757.11,,Spot,2,Image 1,1,169,
2166.49,,Spot,2,Image 1,1,170,
1533.06,,Spot,2,Image 1,1,171,
2228.08,,Spot,2,Image 1,1,172,
2158.86,,Spot,2,Image 1,1,173,
2808.63,,Spot,2,Image 1,1,174,
1582.52,,Spot,2,Image 1,1,175,
1898.05,,Spot,2,Image 1,1,233,
2690.4,,Spot,2,Image 1,1,234,
2210.84,,Spot,2,Image 1,1,238,
1758.02,,Spot,2,Image 1,1,240,
4137.31,,Spot,2,Image 1,1,246,
2543.84,,Spot,2,Image 1,1,247,
1313.86,,Spot,2,Image 1,1,248,
2013.78,,Spot,2,Image 1,1,253,
2238.67,,Spot,2,Image 1,1,262,
1878.84,,Spot,2,Image 1,1,263,
2187.47,,Spot,2,Image 1,1,264,
3043.43,,Spot,2,Image 1,1,267,
2800.69,,Spot,2,Image 1,1,269,
3055.63,,Spot,2,Image 1,1,270,
2815.43,,Spot,2,Image 1,1,271,
3080,,Spot,2,Image 1,1,273,
4140.9,,Spot,2,Image 1,1,274,
2290.1,,Spot,2,Image 1,1,275,
3346.3,,Spot,2,Image 1,1,276,
1733.08,,Spot,2,Image 1,1,277,
1513.15,,Spot,2,Image 1,1,278,
2449.48,,Spot,2,Image 1,1,279,
3618.08,,Spot,2,Image 1,1,280,
2545.42,,Spot,2,Image 1,1,281,
2029.08,,Spot,2,Image 1,1,282,
1564.1,,Spot,2,Image 1,1,283,
2660.68,,Spot,2,Image 1,1,284,
1751.54,,Spot,2,Image 1,1,285,
2254.68,,Spot,2,Image 1,1,286,
3068.7,,Spot,2,Image 1,1,288,
2522.19,,Spot,2,Image 1,1,292,
2168.2,,Spot,2,Image 1,1,294,
2187.8,,Spot,2,Image 1,1,296,
2245.3,,Spot,2,Image 1,1,297,
2649.33,,Spot,2,Image 1,1,298,
2218.58,,Spot,2,Image 1,1,299,
2093.61,,Spot,2,Image 1,1,300,
2783.62,,Spot,2,Image 1,1,301,
2524.67,,Spot,2,Image 1,1,302,
2720.96,,Spot,2,Image 1,1,303,
1772.03,,Spot,2,Image 1,1,304,
2457.74,,Spot,2,Image 1,1,306,
2415.92,,Spot,2,Image 1,1,308,
1792.86,,Spot,2,Image 1,1,309,
3154.84,,Spot,2,Image 1,1,310,
2274.14,,Spot,2,Image 1,1,311,
1277.64,,Spot,2,Image 1,1,312,
1749.16,,Spot,2,Image 1,1,313,
1351.49,,Spot,2,Image 1,1,314,
1595.63,,Spot,2,Image 1,1,315,
1630.31,,Spot,2,Image 1,1,316,
1548.3,,Spot,2,Image 1,1,317,
1511.03,,Spot,2,Image 1,1,318,
1402.61,,Spot,2,Image 1,1,320,
1470.34,,Spot,2,Image 1,1,321,
2311.69,,Spot,2,Image 1,1,322,
3257.1,,Spot,2,Image 1,1,366,
2152.75,,Spot,2,Image 1,1,374,
2848,,Spot,2,Image 1,1,376,
2298.71,,Spot,2,Image 1,1,389,
4067.68,,Spot,2,Image 1,1,390,
2657.19,,Spot,2,Image 1,1,391,
3208.11,,Spot,2,Image 1,1,392,
2841.75,,Spot,2,Image 1,1,393,
2951.2,,Spot,2,Image 1,1,394,
2738.34,,Spot,2,Image 1,1,395,
2836.16,,Spot,2,Image 1,1,396,
2560.34,,Spot,2,Image 1,1,398,
3177.8,,Spot,2,Image 1,1,399,
2357.44,,Spot,2,Image 1,1,400,
2418.57,,Spot,2,Image 1,1,401,
2632.58,,Spot,2,Image 1,1,402,
3813.67,,Spot,2,Image 1,1,403,
3008.43,,Spot,2,Image 1,1,404,
2930.99,,Spot,2,Image 1,1,405,
1656.47,,Spot,2,Image 1,1,406,
1853.14,,Spot,2,Image 1,1,407,
3500.12,,Spot,2,Image 1,1,408,
1462.32,,Spot,2,Image 1,1,409,
4425.08,,Spot,2,Image 1,1,410,
2907.88,,Spot,2,Image 1,1,411,
3166.16,,Spot,2,Image 1,1,412,
1759.82,,Spot,2,Image 1,1,413,
3750.1,,Spot,2,Image 1,1,414,
2390.9,,Spot,2,Image 1,1,416,
2545.16,,Spot,2,Image 1,1,421,
1917.88,,Spot,2,Image 1,1,423,
2249.24,,Spot,2,Image 1,1,425,
4805.26,,Spot,2,Image 1,1,426,
2292.7,,Spot,2,Image 1,1,427,
1506.95,,Spot,2,Image 1,1,428,
3089.52,,Spot,2,Image 1,1,429,
2368.59,,Spot,2,Image 1,1,431,
3935.22,,Spot,2,Image 1,1,432,
2458.57,,Spot,2,Image 1,1,434,
1270.38,,Spot,2,Image 1,1,435,
2777.72,,Spot,2,Image 1,1,436,
3227.04,,Spot,2,Image 1,1,437,
1880.39,,Spot,2,Image 1,1,438,
2422.19,,Spot,2,Image 1,1,439,
2399.27,,Spot,2,Image 1,1,440,
2621.7,,Spot,2,Image 1,1,441,
2455.34,,Spot,2,Image 1,1,442,
3044.07,,Spot,2,Image 1,1,443,
1540.5,,Spot,2,Image 1,1,444,
1471.16,,Spot,2,Image 1,1,445,
2625.41,,Spot,2,Image 1,1,446,
