
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2702.63,,Spot,6,Image 1,1,3,
2722.79,,Spot,6,Image 1,1,15,
1460.69,,Spot,6,Image 1,1,18,
2669.49,,Spot,6,Image 1,1,40,
1211.32,,Spot,6,Image 1,1,41,
3050.66,,Spot,6,Image 1,1,44,
1582.15,,Spot,6,Image 1,1,63,
1693.56,,Spot,6,Image 1,1,64,
2190.33,,Spot,6,Image 1,1,66,
2529.3,,Spot,6,Image 1,1,70,
1941.1,,Spot,6,Image 1,1,73,
2228.39,,Spot,6,Image 1,1,74,
2557.53,,Spot,6,Image 1,1,76,
2230.59,,Spot,6,Image 1,1,80,
1841.76,,Spot,6,Image 1,1,81,
2145.24,,Spot,6,Image 1,1,82,
2611.89,,Spot,6,Image 1,1,83,
2706.35,,Spot,6,Image 1,1,84,
2680.72,,Spot,6,Image 1,1,85,
1982.44,,Spot,6,Image 1,1,86,
2836.03,,Spot,6,Image 1,1,87,
2479.4,,Spot,6,Image 1,1,88,
2527.09,,Spot,6,Image 1,1,90,
996.09,,Spot,6,Image 1,1,91,
895.118,,Spot,6,Image 1,1,92,
1236.34,,Spot,6,Image 1,1,93,
2991.63,,Spot,6,Image 1,1,94,
2034.04,,Spot,6,Image 1,1,95,
2116.59,,Spot,6,Image 1,1,96,
1358.01,,Spot,6,Image 1,1,97,
3273.71,,Spot,6,Image 1,1,98,
1519.7,,Spot,6,Image 1,1,99,
2902.52,,Spot,6,Image 1,1,100,
1326.16,,Spot,6,Image 1,1,101,
1668.88,,Spot,6,Image 1,1,102,
2895.2,,Spot,6,Image 1,1,103,
3575.63,,Spot,6,Image 1,1,104,
1589.79,,Spot,6,Image 1,1,105,
1181.19,,Spot,6,Image 1,1,106,
3490.63,,Spot,6,Image 1,1,107,
3361.51,,Spot,6,Image 1,1,108,
1364.79,,Spot,6,Image 1,1,109,
2240.5,,Spot,6,Image 1,1,110,
1828.02,,Spot,6,Image 1,1,111,
1955.12,,Spot,6,Image 1,1,122,
1197.69,,Spot,6,Image 1,1,125,
2866.84,,Spot,6,Image 1,1,128,
1382.09,,Spot,6,Image 1,1,130,
2332.54,,Spot,6,Image 1,1,131,
2720.13,,Spot,6,Image 1,1,132,
1977.83,,Spot,6,Image 1,1,133,
1689.46,,Spot,6,Image 1,1,134,
