
Intensity Sum of Square Ch=5 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.45745e+09,,Spot,5,Image 1,1,3,
1.42771e+08,,Spot,5,Image 1,1,15,
1.4158e+09,,Spot,5,Image 1,1,18,
4.42592e+08,,Spot,5,Image 1,1,40,
4.79298e+08,,Spot,5,Image 1,1,41,
9.03645e+07,,Spot,5,Image 1,1,44,
1.66569e+09,,Spot,5,Image 1,1,63,
9.74481e+08,,Spot,5,Image 1,1,64,
6.14993e+09,,Spot,5,Image 1,1,66,
1.48966e+10,,Spot,5,Image 1,1,70,
2.53137e+09,,Spot,5,Image 1,1,73,
1.46659e+10,,Spot,5,Image 1,1,74,
1.88955e+10,,Spot,5,Image 1,1,76,
4.89119e+09,,Spot,5,Image 1,1,80,
2.87907e+09,,Spot,5,Image 1,1,81,
6.69142e+09,,Spot,5,Image 1,1,82,
1.71588e+10,,Spot,5,Image 1,1,83,
1.94786e+10,,Spot,5,Image 1,1,84,
4.55491e+10,,Spot,5,Image 1,1,85,
1.32637e+10,,Spot,5,Image 1,1,86,
6.56095e+09,,Spot,5,Image 1,1,87,
2.51281e+10,,Spot,5,Image 1,1,88,
1.25629e+10,,Spot,5,Image 1,1,90,
4.03636e+09,,Spot,5,Image 1,1,91,
5.72351e+09,,Spot,5,Image 1,1,92,
1.21789e+09,,Spot,5,Image 1,1,93,
1.36131e+10,,Spot,5,Image 1,1,94,
6.36054e+09,,Spot,5,Image 1,1,95,
6.23547e+09,,Spot,5,Image 1,1,96,
2.21152e+09,,Spot,5,Image 1,1,97,
6.5265e+09,,Spot,5,Image 1,1,98,
4.24011e+09,,Spot,5,Image 1,1,99,
1.33251e+10,,Spot,5,Image 1,1,100,
9.64883e+09,,Spot,5,Image 1,1,101,
5.08961e+09,,Spot,5,Image 1,1,102,
4.66983e+09,,Spot,5,Image 1,1,103,
3.80558e+08,,Spot,5,Image 1,1,104,
2.70969e+09,,Spot,5,Image 1,1,105,
3.30912e+08,,Spot,5,Image 1,1,106,
2.52583e+08,,Spot,5,Image 1,1,107,
9.12211e+07,,Spot,5,Image 1,1,108,
3.9608e+09,,Spot,5,Image 1,1,109,
1.96105e+09,,Spot,5,Image 1,1,110,
8.76586e+09,,Spot,5,Image 1,1,111,
1.06132e+09,,Spot,5,Image 1,1,122,
8.73617e+07,,Spot,5,Image 1,1,125,
7.55547e+09,,Spot,5,Image 1,1,128,
3.19967e+09,,Spot,5,Image 1,1,130,
1.18552e+10,,Spot,5,Image 1,1,131,
1.40238e+10,,Spot,5,Image 1,1,132,
1.33626e+10,,Spot,5,Image 1,1,133,
6.59802e+09,,Spot,5,Image 1,1,134,
8.58967e+09,,Spot,5,Image 1,1,135,
1.57933e+09,,Spot,5,Image 1,1,136,
6.08294e+09,,Spot,5,Image 1,1,137,
3.70424e+09,,Spot,5,Image 1,1,138,
2.35022e+10,,Spot,5,Image 1,1,139,
7.11204e+09,,Spot,5,Image 1,1,140,
2.13779e+10,,Spot,5,Image 1,1,141,
6.09551e+10,,Spot,5,Image 1,1,142,
7.61797e+09,,Spot,5,Image 1,1,143,
1.10757e+10,,Spot,5,Image 1,1,144,
7.33907e+09,,Spot,5,Image 1,1,145,
5.27563e+09,,Spot,5,Image 1,1,146,
1.71667e+09,,Spot,5,Image 1,1,147,
1.00706e+10,,Spot,5,Image 1,1,150,
1.77363e+10,,Spot,5,Image 1,1,151,
1.27844e+10,,Spot,5,Image 1,1,152,
7.09953e+09,,Spot,5,Image 1,1,154,
5.29903e+09,,Spot,5,Image 1,1,155,
1.16306e+09,,Spot,5,Image 1,1,156,
2.34213e+10,,Spot,5,Image 1,1,157,
2.6408e+10,,Spot,5,Image 1,1,158,
4.77682e+10,,Spot,5,Image 1,1,159,
5.1767e+09,,Spot,5,Image 1,1,160,
6.08955e+09,,Spot,5,Image 1,1,161,
2.94524e+09,,Spot,5,Image 1,1,162,
1.73432e+09,,Spot,5,Image 1,1,163,
1.96981e+08,,Spot,5,Image 1,1,164,
3.29214e+09,,Spot,5,Image 1,1,167,
2.93564e+09,,Spot,5,Image 1,1,168,
3.49955e+09,,Spot,5,Image 1,1,169,
3.56907e+09,,Spot,5,Image 1,1,170,
2.41206e+09,,Spot,5,Image 1,1,171,
1.41358e+09,,Spot,5,Image 1,1,172,
3.89592e+09,,Spot,5,Image 1,1,173,
4.49033e+09,,Spot,5,Image 1,1,174,
2.18175e+09,,Spot,5,Image 1,1,175,
4.07739e+08,,Spot,5,Image 1,1,233,
4.19461e+10,,Spot,5,Image 1,1,234,
1.93901e+10,,Spot,5,Image 1,1,238,
2.80762e+08,,Spot,5,Image 1,1,240,
5.50652e+08,,Spot,5,Image 1,1,246,
9.6407e+07,,Spot,5,Image 1,1,247,
8.65125e+08,,Spot,5,Image 1,1,248,
1.80936e+08,,Spot,5,Image 1,1,253,
3.54333e+09,,Spot,5,Image 1,1,262,
1.27704e+10,,Spot,5,Image 1,1,263,
5.28357e+08,,Spot,5,Image 1,1,264,
2.93228e+10,,Spot,5,Image 1,1,267,
6.97516e+09,,Spot,5,Image 1,1,269,
6.36996e+10,,Spot,5,Image 1,1,270,
3.48885e+10,,Spot,5,Image 1,1,271,
5.35558e+10,,Spot,5,Image 1,1,273,
3.94032e+08,,Spot,5,Image 1,1,274,
2.70599e+10,,Spot,5,Image 1,1,275,
1.10218e+10,,Spot,5,Image 1,1,276,
1.92583e+10,,Spot,5,Image 1,1,277,
4.54117e+09,,Spot,5,Image 1,1,278,
2.44525e+10,,Spot,5,Image 1,1,279,
7.7122e+09,,Spot,5,Image 1,1,280,
7.30021e+09,,Spot,5,Image 1,1,281,
3.68063e+09,,Spot,5,Image 1,1,282,
1.45611e+09,,Spot,5,Image 1,1,283,
1.19174e+10,,Spot,5,Image 1,1,284,
1.32883e+09,,Spot,5,Image 1,1,285,
1.50541e+10,,Spot,5,Image 1,1,286,
8.97777e+08,,Spot,5,Image 1,1,288,
5.34223e+08,,Spot,5,Image 1,1,292,
2.40819e+10,,Spot,5,Image 1,1,294,
9.12533e+09,,Spot,5,Image 1,1,296,
5.73925e+10,,Spot,5,Image 1,1,297,
2.6101e+10,,Spot,5,Image 1,1,298,
1.90438e+10,,Spot,5,Image 1,1,299,
4.73954e+10,,Spot,5,Image 1,1,300,
4.31239e+10,,Spot,5,Image 1,1,301,
1.77937e+10,,Spot,5,Image 1,1,302,
3.95229e+10,,Spot,5,Image 1,1,303,
3.73496e+08,,Spot,5,Image 1,1,304,
1.0927e+10,,Spot,5,Image 1,1,306,
1.41483e+10,,Spot,5,Image 1,1,308,
1.21145e+10,,Spot,5,Image 1,1,309,
2.38824e+10,,Spot,5,Image 1,1,310,
1.34061e+09,,Spot,5,Image 1,1,311,
5.06288e+08,,Spot,5,Image 1,1,312,
3.78454e+09,,Spot,5,Image 1,1,313,
2.27694e+09,,Spot,5,Image 1,1,314,
4.72915e+09,,Spot,5,Image 1,1,315,
1.67484e+10,,Spot,5,Image 1,1,316,
3.79764e+08,,Spot,5,Image 1,1,317,
5.62985e+08,,Spot,5,Image 1,1,318,
6.25823e+08,,Spot,5,Image 1,1,320,
3.41341e+08,,Spot,5,Image 1,1,321,
7.20584e+09,,Spot,5,Image 1,1,322,
8.81292e+09,,Spot,5,Image 1,1,366,
1.98136e+08,,Spot,5,Image 1,1,374,
1.81243e+08,,Spot,5,Image 1,1,376,
3.35923e+09,,Spot,5,Image 1,1,389,
8.29919e+08,,Spot,5,Image 1,1,390,
2.9337e+10,,Spot,5,Image 1,1,391,
5.93038e+10,,Spot,5,Image 1,1,392,
4.03364e+10,,Spot,5,Image 1,1,393,
1.88783e+10,,Spot,5,Image 1,1,394,
1.44625e+10,,Spot,5,Image 1,1,395,
2.55069e+10,,Spot,5,Image 1,1,396,
2.67112e+10,,Spot,5,Image 1,1,398,
2.35867e+10,,Spot,5,Image 1,1,399,
6.35757e+09,,Spot,5,Image 1,1,400,
7.70139e+09,,Spot,5,Image 1,1,401,
2.9748e+10,,Spot,5,Image 1,1,402,
1.30599e+09,,Spot,5,Image 1,1,403,
1.68888e+10,,Spot,5,Image 1,1,404,
1.8351e+10,,Spot,5,Image 1,1,405,
4.30324e+09,,Spot,5,Image 1,1,406,
7.51082e+09,,Spot,5,Image 1,1,407,
1.67619e+10,,Spot,5,Image 1,1,408,
1.20514e+09,,Spot,5,Image 1,1,409,
8.16715e+08,,Spot,5,Image 1,1,410,
7.50638e+08,,Spot,5,Image 1,1,411,
5.67142e+09,,Spot,5,Image 1,1,412,
1.04663e+09,,Spot,5,Image 1,1,413,
6.37703e+09,,Spot,5,Image 1,1,414,
1.31783e+09,,Spot,5,Image 1,1,416,
1.72638e+09,,Spot,5,Image 1,1,421,
4.04123e+09,,Spot,5,Image 1,1,423,
1.41193e+08,,Spot,5,Image 1,1,425,
1.86602e+10,,Spot,5,Image 1,1,426,
3.11978e+08,,Spot,5,Image 1,1,427,
3.37024e+10,,Spot,5,Image 1,1,428,
2.05242e+10,,Spot,5,Image 1,1,429,
7.90892e+09,,Spot,5,Image 1,1,431,
1.85436e+10,,Spot,5,Image 1,1,432,
8.07013e+09,,Spot,5,Image 1,1,434,
4.44652e+09,,Spot,5,Image 1,1,435,
9.90312e+08,,Spot,5,Image 1,1,436,
1.79935e+10,,Spot,5,Image 1,1,437,
8.8441e+09,,Spot,5,Image 1,1,438,
6.36423e+08,,Spot,5,Image 1,1,439,
8.89141e+09,,Spot,5,Image 1,1,440,
1.4763e+09,,Spot,5,Image 1,1,441,
1.00596e+09,,Spot,5,Image 1,1,442,
1.14285e+10,,Spot,5,Image 1,1,443,
7.98863e+09,,Spot,5,Image 1,1,444,
1.48549e+10,,Spot,5,Image 1,1,445,
1.43914e+10,,Spot,5,Image 1,1,446,
3.99204e+10,,Spot,5,Image 1,1,512,
3.82582e+10,,Spot,5,Image 1,1,514,
5.60604e+09,,Spot,5,Image 1,1,517,
1.58029e+10,,Spot,5,Image 1,1,518,
2.78339e+10,,Spot,5,Image 1,1,519,
2.18778e+10,,Spot,5,Image 1,1,520,
3.34996e+10,,Spot,5,Image 1,1,521,
7.96694e+08,,Spot,5,Image 1,1,522,
8.09256e+09,,Spot,5,Image 1,1,523,
1.40357e+10,,Spot,5,Image 1,1,524,
1.95295e+09,,Spot,5,Image 1,1,525,
2.42608e+09,,Spot,5,Image 1,1,526,
5.65229e+09,,Spot,5,Image 1,1,527,
7.23928e+09,,Spot,5,Image 1,1,528,
2.19869e+10,,Spot,5,Image 1,1,529,
8.57486e+08,,Spot,5,Image 1,1,530,
2.83432e+09,,Spot,5,Image 1,1,531,
1.92478e+10,,Spot,5,Image 1,1,547,
1.64952e+10,,Spot,5,Image 1,1,550,
3.10409e+10,,Spot,5,Image 1,1,551,
4.85033e+09,,Spot,5,Image 1,1,552,
2.76285e+10,,Spot,5,Image 1,1,554,
6.42372e+09,,Spot,5,Image 1,1,557,
1.0523e+10,,Spot,5,Image 1,1,558,
1.35378e+09,,Spot,5,Image 1,1,559,
6.65562e+09,,Spot,5,Image 1,1,560,
1.29493e+10,,Spot,5,Image 1,1,603,
4.31531e+10,,Spot,5,Image 1,1,53019,
3.46825e+10,,Spot,5,Image 1,1,53020,
2.50032e+10,,Spot,5,Image 1,1,53022,
1.03795e+09,,Spot,5,Image 1,1,53023,
1.03593e+08,,Spot,5,Image 1,1,53024,
3.16349e+09,,Spot,5,Image 1,1,53025,
9.70349e+09,,Spot,5,Image 1,1,53027,
1.50039e+10,,Spot,5,Image 1,1,53028,
1.0907e+08,,Spot,5,Image 1,1,53029,
9.36393e+07,,Spot,5,Image 1,1,53030,
8.24195e+07,,Spot,5,Image 1,1,53031,
1.46145e+08,,Spot,5,Image 1,1,53032,
4.33862e+08,,Spot,5,Image 1,1,53033,
1.035e+08,,Spot,5,Image 1,1,53034,
4.96825e+07,,Spot,5,Image 1,1,53035,
4.70579e+09,,Spot,5,Image 1,1,53036,
1.01245e+10,,Spot,5,Image 1,1,53037,
7.08383e+09,,Spot,5,Image 1,1,53038,
8.12419e+09,,Spot,5,Image 1,1,53039,
4.43706e+09,,Spot,5,Image 1,1,53040,
4.46212e+09,,Spot,5,Image 1,1,53041,
3.35903e+09,,Spot,5,Image 1,1,53042,
2.71878e+09,,Spot,5,Image 1,1,53043,
6.84879e+08,,Spot,5,Image 1,1,53044,
1.90365e+10,,Spot,5,Image 1,1,53045,
8.30571e+08,,Spot,5,Image 1,1,53046,
2.22453e+08,,Spot,5,Image 1,1,53048,
2.43975e+08,,Spot,5,Image 1,1,53049,
4.96496e+09,,Spot,5,Image 1,1,53050,
1.7297e+08,,Spot,5,Image 1,1,53052,
3.30795e+09,,Spot,5,Image 1,1,53053,
5.80814e+09,,Spot,5,Image 1,1,53055,
1.30532e+10,,Spot,5,Image 1,1,53056,
1.11803e+10,,Spot,5,Image 1,1,53057,
8.61389e+09,,Spot,5,Image 1,1,53058,
1.04785e+10,,Spot,5,Image 1,1,53059,
1.09809e+10,,Spot,5,Image 1,1,53060,
7.85961e+09,,Spot,5,Image 1,1,53061,
1.22679e+10,,Spot,5,Image 1,1,53062,
7.39342e+09,,Spot,5,Image 1,1,53063,
8.02087e+09,,Spot,5,Image 1,1,53065,
5.13216e+10,,Spot,5,Image 1,1,53066,
3.81228e+10,,Spot,5,Image 1,1,53067,
6.68633e+08,,Spot,5,Image 1,1,53068,
2.147e+09,,Spot,5,Image 1,1,53069,
1.47111e+09,,Spot,5,Image 1,1,53071,
9.42805e+08,,Spot,5,Image 1,1,53072,
1.97179e+10,,Spot,5,Image 1,1,53073,
1.84158e+10,,Spot,5,Image 1,1,53075,
2.69191e+10,,Spot,5,Image 1,1,53078,
9.68775e+09,,Spot,5,Image 1,1,53079,
2.23713e+10,,Spot,5,Image 1,1,53080,
1.66111e+10,,Spot,5,Image 1,1,53081,
1.77734e+10,,Spot,5,Image 1,1,53082,
9.03465e+09,,Spot,5,Image 1,1,53083,
1.67192e+10,,Spot,5,Image 1,1,53084,
2.13734e+10,,Spot,5,Image 1,1,53085,
9.68628e+09,,Spot,5,Image 1,1,53086,
3.86229e+10,,Spot,5,Image 1,1,53087,
1.22447e+10,,Spot,5,Image 1,1,53088,
1.80074e+10,,Spot,5,Image 1,1,53090,
4.074e+09,,Spot,5,Image 1,1,53091,
1.83465e+10,,Spot,5,Image 1,1,53092,
1.82254e+10,,Spot,5,Image 1,1,53094,
3.56619e+10,,Spot,5,Image 1,1,53095,
2.93178e+09,,Spot,5,Image 1,1,53096,
4.11836e+10,,Spot,5,Image 1,1,53097,
8.37732e+09,,Spot,5,Image 1,1,53098,
2.56096e+10,,Spot,5,Image 1,1,53099,
1.69468e+10,,Spot,5,Image 1,1,53100,
4.0686e+09,,Spot,5,Image 1,1,53101,
2.64778e+10,,Spot,5,Image 1,1,53102,
2.133e+10,,Spot,5,Image 1,1,53103,
6.51514e+09,,Spot,5,Image 1,1,53104,
1.53917e+09,,Spot,5,Image 1,1,53105,
2.8772e+10,,Spot,5,Image 1,1,53106,
1.49232e+10,,Spot,5,Image 1,1,53107,
7.72252e+07,,Spot,5,Image 1,1,53108,
1.23537e+08,,Spot,5,Image 1,1,53109,
4.03871e+08,,Spot,5,Image 1,1,53110,
9.04524e+07,,Spot,5,Image 1,1,53111,
6.38711e+07,,Spot,5,Image 1,1,53112,
1.67478e+08,,Spot,5,Image 1,1,53113,
4.77991e+09,,Spot,5,Image 1,1,53115,
7.59427e+09,,Spot,5,Image 1,1,53116,
4.7547e+09,,Spot,5,Image 1,1,53118,
4.05333e+08,,Spot,5,Image 1,1,53119,
4.33444e+08,,Spot,5,Image 1,1,53120,
1.68346e+09,,Spot,5,Image 1,1,53121,
1.63292e+09,,Spot,5,Image 1,1,53122,
7.59672e+07,,Spot,5,Image 1,1,53123,
6.60803e+08,,Spot,5,Image 1,1,53124,
2.36577e+08,,Spot,5,Image 1,1,53125,
6.5187e+08,,Spot,5,Image 1,1,53126,
1.02735e+09,,Spot,5,Image 1,1,53127,
3.90694e+09,,Spot,5,Image 1,1,53128,
3.29882e+09,,Spot,5,Image 1,1,53129,
1.22993e+08,,Spot,5,Image 1,1,53130,
7.53493e+08,,Spot,5,Image 1,1,53131,
1.49063e+10,,Spot,5,Image 1,1,53132,
2.18598e+10,,Spot,5,Image 1,1,53133,
4.91611e+10,,Spot,5,Image 1,1,53134,
3.74875e+10,,Spot,5,Image 1,1,53135,
1.98305e+10,,Spot,5,Image 1,1,53136,
1.07809e+10,,Spot,5,Image 1,1,53137,
3.74898e+10,,Spot,5,Image 1,1,53138,
2.85153e+10,,Spot,5,Image 1,1,53140,
1.56566e+10,,Spot,5,Image 1,1,53141,
1.65885e+10,,Spot,5,Image 1,1,53142,
1.70306e+10,,Spot,5,Image 1,1,53143,
3.73386e+09,,Spot,5,Image 1,1,53144,
7.43639e+09,,Spot,5,Image 1,1,53145,
1.60845e+10,,Spot,5,Image 1,1,53146,
1.19034e+10,,Spot,5,Image 1,1,53147,
1.14594e+10,,Spot,5,Image 1,1,53148,
7.88498e+09,,Spot,5,Image 1,1,53149,
1.02121e+10,,Spot,5,Image 1,1,53150,
2.75032e+10,,Spot,5,Image 1,1,53152,
3.89569e+10,,Spot,5,Image 1,1,53154,
1.59504e+10,,Spot,5,Image 1,1,53155,
1.13059e+10,,Spot,5,Image 1,1,53157,
3.8743e+10,,Spot,5,Image 1,1,53159,
5.21285e+09,,Spot,5,Image 1,1,53160,
3.9717e+09,,Spot,5,Image 1,1,53163,
2.04436e+09,,Spot,5,Image 1,1,53164,
2.31084e+10,,Spot,5,Image 1,1,53165,
5.31145e+09,,Spot,5,Image 1,1,53166,
4.2527e+09,,Spot,5,Image 1,1,53167,
2.6082e+10,,Spot,5,Image 1,1,53168,
2.51081e+10,,Spot,5,Image 1,1,53169,
1.70567e+10,,Spot,5,Image 1,1,53170,
1.74489e+10,,Spot,5,Image 1,1,53171,
1.32296e+10,,Spot,5,Image 1,1,53172,
4.68608e+09,,Spot,5,Image 1,1,53173,
8.28741e+09,,Spot,5,Image 1,1,53174,
6.6554e+09,,Spot,5,Image 1,1,53175,
6.50402e+10,,Spot,5,Image 1,1,53176,
2.62458e+10,,Spot,5,Image 1,1,53177,
1.70977e+10,,Spot,5,Image 1,1,53179,
1.90197e+10,,Spot,5,Image 1,1,53180,
4.93499e+10,,Spot,5,Image 1,1,53181,
2.29633e+10,,Spot,5,Image 1,1,53182,
2.99248e+10,,Spot,5,Image 1,1,53183,
1.55111e+10,,Spot,5,Image 1,1,53184,
1.25942e+10,,Spot,5,Image 1,1,53185,
1.17029e+10,,Spot,5,Image 1,1,53186,
1.14115e+10,,Spot,5,Image 1,1,53187,
2.01186e+10,,Spot,5,Image 1,1,53188,
7.40166e+09,,Spot,5,Image 1,1,53189,
1.04807e+10,,Spot,5,Image 1,1,53190,
6.58049e+09,,Spot,5,Image 1,1,53191,
8.9988e+09,,Spot,5,Image 1,1,53192,
7.95536e+09,,Spot,5,Image 1,1,53193,
1.99323e+10,,Spot,5,Image 1,1,53194,
9.02632e+09,,Spot,5,Image 1,1,53195,
3.93041e+09,,Spot,5,Image 1,1,53196,
1.1491e+10,,Spot,5,Image 1,1,53197,
8.8777e+09,,Spot,5,Image 1,1,53198,
1.23321e+10,,Spot,5,Image 1,1,53199,
6.31627e+09,,Spot,5,Image 1,1,53200,
8.41626e+09,,Spot,5,Image 1,1,53201,
4.72549e+09,,Spot,5,Image 1,1,53203,
6.18353e+09,,Spot,5,Image 1,1,53204,
1.04602e+10,,Spot,5,Image 1,1,53205,
5.60824e+09,,Spot,5,Image 1,1,53206,
1.27779e+10,,Spot,5,Image 1,1,53207,
5.01566e+09,,Spot,5,Image 1,1,53208,
2.12962e+09,,Spot,5,Image 1,1,53209,
2.23723e+09,,Spot,5,Image 1,1,53210,
4.73198e+09,,Spot,5,Image 1,1,53211,
3.12712e+09,,Spot,5,Image 1,1,53212,
2.89358e+09,,Spot,5,Image 1,1,53213,
8.60719e+09,,Spot,5,Image 1,1,53214,
2.87148e+09,,Spot,5,Image 1,1,53215,
5.63495e+09,,Spot,5,Image 1,1,53216,
5.94734e+09,,Spot,5,Image 1,1,53217,
1.28718e+10,,Spot,5,Image 1,1,53218,
1.02257e+10,,Spot,5,Image 1,1,53219,
4.25708e+09,,Spot,5,Image 1,1,53220,
8.63453e+09,,Spot,5,Image 1,1,53221,
5.67018e+09,,Spot,5,Image 1,1,53222,
3.02004e+10,,Spot,5,Image 1,1,53225,
9.77788e+09,,Spot,5,Image 1,1,53226,
2.25304e+10,,Spot,5,Image 1,1,53227,
7.51286e+10,,Spot,5,Image 1,1,53228,
6.17853e+10,,Spot,5,Image 1,1,53229,
4.7865e+10,,Spot,5,Image 1,1,53230,
3.25263e+10,,Spot,5,Image 1,1,53231,
1.46578e+10,,Spot,5,Image 1,1,53232,
1.50463e+10,,Spot,5,Image 1,1,53233,
2.38252e+10,,Spot,5,Image 1,1,53234,
1.48547e+10,,Spot,5,Image 1,1,53235,
3.26412e+08,,Spot,5,Image 1,2,53236,
7.36391e+08,,Spot,5,Image 1,2,53237,
8.36704e+07,,Spot,5,Image 1,2,53238,
2.00236e+09,,Spot,5,Image 1,2,53239,
1.41138e+09,,Spot,5,Image 1,2,53240,
1.19364e+08,,Spot,5,Image 1,2,53241,
2.64025e+08,,Spot,5,Image 1,2,53242,
2.15692e+08,,Spot,5,Image 1,2,53243,
5.96065e+07,,Spot,5,Image 1,2,53244,
9.36178e+08,,Spot,5,Image 1,2,53245,
2.0522e+09,,Spot,5,Image 1,2,53246,
9.94033e+09,,Spot,5,Image 1,2,53247,
2.11846e+10,,Spot,5,Image 1,2,53248,
2.99697e+10,,Spot,5,Image 1,2,53249,
1.61373e+10,,Spot,5,Image 1,2,53250,
2.39065e+10,,Spot,5,Image 1,2,53251,
4.41043e+09,,Spot,5,Image 1,2,53252,
1.63619e+09,,Spot,5,Image 1,2,53253,
7.80699e+09,,Spot,5,Image 1,2,53254,
1.27254e+10,,Spot,5,Image 1,2,53255,
1.10566e+10,,Spot,5,Image 1,2,53256,
4.11557e+09,,Spot,5,Image 1,2,53257,
1.09845e+10,,Spot,5,Image 1,2,53258,
5.70025e+09,,Spot,5,Image 1,2,53259,
2.35799e+10,,Spot,5,Image 1,2,53260,
3.85434e+10,,Spot,5,Image 1,2,53261,
4.60569e+09,,Spot,5,Image 1,2,53262,
1.20757e+10,,Spot,5,Image 1,2,53263,
5.55986e+09,,Spot,5,Image 1,2,53264,
2.61502e+09,,Spot,5,Image 1,2,53265,
4.14298e+09,,Spot,5,Image 1,2,53266,
2.96833e+09,,Spot,5,Image 1,2,53267,
3.97512e+09,,Spot,5,Image 1,2,53268,
9.90224e+08,,Spot,5,Image 1,2,53269,
1.7646e+10,,Spot,5,Image 1,2,53270,
5.52691e+09,,Spot,5,Image 1,2,53271,
2.28759e+10,,Spot,5,Image 1,2,53272,
2.6561e+09,,Spot,5,Image 1,2,53273,
1.70013e+10,,Spot,5,Image 1,2,53274,
1.02366e+10,,Spot,5,Image 1,2,53275,
3.17732e+08,,Spot,5,Image 1,2,53276,
1.72537e+08,,Spot,5,Image 1,2,53277,
1.23375e+09,,Spot,5,Image 1,2,53278,
2.03834e+09,,Spot,5,Image 1,2,53279,
8.16948e+07,,Spot,5,Image 1,2,53280,
1.14679e+09,,Spot,5,Image 1,2,53281,
1.88668e+09,,Spot,5,Image 1,2,53282,
8.51526e+08,,Spot,5,Image 1,2,53283,
4.54605e+08,,Spot,5,Image 1,2,53284,
2.547e+09,,Spot,5,Image 1,2,53285,
8.68712e+09,,Spot,5,Image 1,2,53286,
3.02173e+08,,Spot,5,Image 1,2,53287,
2.46642e+07,,Spot,5,Image 1,2,53288,
3.10865e+09,,Spot,5,Image 1,2,53289,
1.0668e+09,,Spot,5,Image 1,2,53290,
2.38788e+10,,Spot,5,Image 1,2,53291,
3.64674e+09,,Spot,5,Image 1,2,53292,
8.91451e+09,,Spot,5,Image 1,2,53293,
1.89452e+09,,Spot,5,Image 1,2,53294,
1.12192e+10,,Spot,5,Image 1,2,53295,
