
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3179.28,,Spot,6,Image 1,1,3,
934.638,,Spot,6,Image 1,1,15,
684.061,,Spot,6,Image 1,1,18,
1150.8,,Spot,6,Image 1,1,40,
704.586,,Spot,6,Image 1,1,41,
896.166,,Spot,6,Image 1,1,44,
2498.72,,Spot,6,Image 1,1,63,
922.26,,Spot,6,Image 1,1,64,
1093.85,,Spot,6,Image 1,1,66,
777.628,,Spot,6,Image 1,1,70,
1414.79,,Spot,6,Image 1,1,73,
905.995,,Spot,6,Image 1,1,74,
800.293,,Spot,6,Image 1,1,76,
881.204,,Spot,6,Image 1,1,80,
879.31,,Spot,6,Image 1,1,81,
951.232,,Spot,6,Image 1,1,82,
1088.9,,Spot,6,Image 1,1,83,
1100.08,,Spot,6,Image 1,1,84,
820.766,,Spot,6,Image 1,1,85,
852.657,,Spot,6,Image 1,1,86,
848.754,,Spot,6,Image 1,1,87,
769.304,,Spot,6,Image 1,1,88,
1170.58,,Spot,6,Image 1,1,90,
985.286,,Spot,6,Image 1,1,91,
917.574,,Spot,6,Image 1,1,92,
876.198,,Spot,6,Image 1,1,93,
920.255,,Spot,6,Image 1,1,94,
846.97,,Spot,6,Image 1,1,95,
808.243,,Spot,6,Image 1,1,96,
959.415,,Spot,6,Image 1,1,97,
895.196,,Spot,6,Image 1,1,98,
649.418,,Spot,6,Image 1,1,99,
2108.32,,Spot,6,Image 1,1,100,
777.454,,Spot,6,Image 1,1,101,
922.415,,Spot,6,Image 1,1,102,
854.532,,Spot,6,Image 1,1,103,
1055.46,,Spot,6,Image 1,1,104,
671.759,,Spot,6,Image 1,1,105,
630.156,,Spot,6,Image 1,1,106,
1066.16,,Spot,6,Image 1,1,107,
982.943,,Spot,6,Image 1,1,108,
694.288,,Spot,6,Image 1,1,109,
923.774,,Spot,6,Image 1,1,110,
666.058,,Spot,6,Image 1,1,111,
1300.22,,Spot,6,Image 1,1,122,
804.742,,Spot,6,Image 1,1,125,
855.878,,Spot,6,Image 1,1,128,
1766.13,,Spot,6,Image 1,1,130,
897.634,,Spot,6,Image 1,1,131,
905.874,,Spot,6,Image 1,1,132,
1028.2,,Spot,6,Image 1,1,133,
1030.93,,Spot,6,Image 1,1,134,
942.88,,Spot,6,Image 1,1,135,
775.475,,Spot,6,Image 1,1,136,
870.148,,Spot,6,Image 1,1,137,
1303.05,,Spot,6,Image 1,1,138,
817.644,,Spot,6,Image 1,1,139,
1006.84,,Spot,6,Image 1,1,140,
1124.13,,Spot,6,Image 1,1,141,
807.144,,Spot,6,Image 1,1,142,
3060.83,,Spot,6,Image 1,1,143,
775.084,,Spot,6,Image 1,1,144,
663.45,,Spot,6,Image 1,1,145,
663.453,,Spot,6,Image 1,1,146,
1036.64,,Spot,6,Image 1,1,147,
973.371,,Spot,6,Image 1,1,150,
842.553,,Spot,6,Image 1,1,151,
815.002,,Spot,6,Image 1,1,152,
734.565,,Spot,6,Image 1,1,154,
785.13,,Spot,6,Image 1,1,155,
722.072,,Spot,6,Image 1,1,156,
844.055,,Spot,6,Image 1,1,157,
1072.68,,Spot,6,Image 1,1,158,
1194.17,,Spot,6,Image 1,1,159,
799.964,,Spot,6,Image 1,1,160,
905.096,,Spot,6,Image 1,1,161,
677.56,,Spot,6,Image 1,1,162,
725.798,,Spot,6,Image 1,1,163,
865.853,,Spot,6,Image 1,1,164,
725.104,,Spot,6,Image 1,1,167,
984.157,,Spot,6,Image 1,1,168,
724.592,,Spot,6,Image 1,1,169,
764.497,,Spot,6,Image 1,1,170,
720.354,,Spot,6,Image 1,1,171,
826.484,,Spot,6,Image 1,1,172,
1048.36,,Spot,6,Image 1,1,173,
882.737,,Spot,6,Image 1,1,174,
662.478,,Spot,6,Image 1,1,175,
785.272,,Spot,6,Image 1,1,233,
868.732,,Spot,6,Image 1,1,234,
905.83,,Spot,6,Image 1,1,238,
703.092,,Spot,6,Image 1,1,240,
1273.21,,Spot,6,Image 1,1,246,
869.81,,Spot,6,Image 1,1,247,
714.143,,Spot,6,Image 1,1,248,
656.391,,Spot,6,Image 1,1,253,
973.231,,Spot,6,Image 1,1,262,
887.314,,Spot,6,Image 1,1,263,
840.187,,Spot,6,Image 1,1,264,
932.081,,Spot,6,Image 1,1,267,
1692.7,,Spot,6,Image 1,1,269,
1386.26,,Spot,6,Image 1,1,270,
851.16,,Spot,6,Image 1,1,271,
939.326,,Spot,6,Image 1,1,273,
1126.97,,Spot,6,Image 1,1,274,
896.29,,Spot,6,Image 1,1,275,
953.594,,Spot,6,Image 1,1,276,
706.672,,Spot,6,Image 1,1,277,
957.505,,Spot,6,Image 1,1,278,
876.998,,Spot,6,Image 1,1,279,
989.33,,Spot,6,Image 1,1,280,
956.592,,Spot,6,Image 1,1,281,
698.619,,Spot,6,Image 1,1,282,
701.842,,Spot,6,Image 1,1,283,
1398.5,,Spot,6,Image 1,1,284,
628.012,,Spot,6,Image 1,1,285,
789.115,,Spot,6,Image 1,1,286,
879.049,,Spot,6,Image 1,1,288,
897.334,,Spot,6,Image 1,1,292,
730.416,,Spot,6,Image 1,1,294,
871.058,,Spot,6,Image 1,1,296,
991.382,,Spot,6,Image 1,1,297,
923.125,,Spot,6,Image 1,1,298,
767.251,,Spot,6,Image 1,1,299,
740.125,,Spot,6,Image 1,1,300,
814.784,,Spot,6,Image 1,1,301,
933.102,,Spot,6,Image 1,1,302,
847.276,,Spot,6,Image 1,1,303,
818.753,,Spot,6,Image 1,1,304,
998.344,,Spot,6,Image 1,1,306,
1032.55,,Spot,6,Image 1,1,308,
688.597,,Spot,6,Image 1,1,309,
