
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
891.6,,Spot,3,Image 1,1,3,
128.704,,Spot,3,Image 1,1,15,
609.88,,Spot,3,Image 1,1,18,
312.062,,Spot,3,Image 1,1,40,
383.274,,Spot,3,Image 1,1,41,
41.12,,Spot,3,Image 1,1,44,
931.304,,Spot,3,Image 1,1,63,
517.44,,Spot,3,Image 1,1,64,
1528.56,,Spot,3,Image 1,1,66,
2321.74,,Spot,3,Image 1,1,70,
956.018,,Spot,3,Image 1,1,73,
2296.76,,Spot,3,Image 1,1,74,
2511.22,,Spot,3,Image 1,1,76,
1184.85,,Spot,3,Image 1,1,80,
924.436,,Spot,3,Image 1,1,81,
1621.73,,Spot,3,Image 1,1,82,
2661.52,,Spot,3,Image 1,1,83,
3131.74,,Spot,3,Image 1,1,84,
3967.41,,Spot,3,Image 1,1,85,
2118.62,,Spot,3,Image 1,1,86,
1223.04,,Spot,3,Image 1,1,87,
2924.1,,Spot,3,Image 1,1,88,
2011.44,,Spot,3,Image 1,1,90,
1703.3,,Spot,3,Image 1,1,91,
1737.53,,Spot,3,Image 1,1,92,
591.508,,Spot,3,Image 1,1,93,
2111.68,,Spot,3,Image 1,1,94,
1456.13,,Spot,3,Image 1,1,95,
1383.29,,Spot,3,Image 1,1,96,
782.632,,Spot,3,Image 1,1,97,
1404.76,,Spot,3,Image 1,1,98,
1099.82,,Spot,3,Image 1,1,99,
2237.2,,Spot,3,Image 1,1,100,
1814.95,,Spot,3,Image 1,1,101,
1292.07,,Spot,3,Image 1,1,102,
1283.28,,Spot,3,Image 1,1,103,
249.9,,Spot,3,Image 1,1,104,
927.2,,Spot,3,Image 1,1,105,
246.112,,Spot,3,Image 1,1,106,
170.44,,Spot,3,Image 1,1,107,
73.632,,Spot,3,Image 1,1,108,
1059.65,,Spot,3,Image 1,1,109,
683.599,,Spot,3,Image 1,1,110,
1672.6,,Spot,3,Image 1,1,111,
591.664,,Spot,3,Image 1,1,122,
91.093,,Spot,3,Image 1,1,125,
968.904,,Spot,3,Image 1,1,128,
1450.91,,Spot,3,Image 1,1,130,
2174.09,,Spot,3,Image 1,1,131,
2319.16,,Spot,3,Image 1,1,132,
2063.95,,Spot,3,Image 1,1,133,
1668.52,,Spot,3,Image 1,1,134,
2054.99,,Spot,3,Image 1,1,135,
441.64,,Spot,3,Image 1,1,136,
1469,,Spot,3,Image 1,1,137,
927.864,,Spot,3,Image 1,1,138,
2757.42,,Spot,3,Image 1,1,139,
1502.54,,Spot,3,Image 1,1,140,
2710.9,,Spot,3,Image 1,1,141,
4581.2,,Spot,3,Image 1,1,142,
1768.66,,Spot,3,Image 1,1,143,
1569.66,,Spot,3,Image 1,1,144,
1659.58,,Spot,3,Image 1,1,145,
1377.58,,Spot,3,Image 1,1,146,
766.676,,Spot,3,Image 1,1,147,
1810.06,,Spot,3,Image 1,1,150,
2407.16,,Spot,3,Image 1,1,151,
2051.3,,Spot,3,Image 1,1,152,
1506.49,,Spot,3,Image 1,1,154,
969.4,,Spot,3,Image 1,1,155,
447.8,,Spot,3,Image 1,1,156,
2732.3,,Spot,3,Image 1,1,157,
3078.41,,Spot,3,Image 1,1,158,
4166.22,,Spot,3,Image 1,1,159,
1437.52,,Spot,3,Image 1,1,160,
1508.27,,Spot,3,Image 1,1,161,
1023.08,,Spot,3,Image 1,1,162,
787.968,,Spot,3,Image 1,1,163,
225.176,,Spot,3,Image 1,1,164,
1103.16,,Spot,3,Image 1,1,167,
979.84,,Spot,3,Image 1,1,168,
860.184,,Spot,3,Image 1,1,169,
991.216,,Spot,3,Image 1,1,170,
845.5,,Spot,3,Image 1,1,171,
592.816,,Spot,3,Image 1,1,172,
1117.7,,Spot,3,Image 1,1,173,
1155.34,,Spot,3,Image 1,1,174,
777.922,,Spot,3,Image 1,1,175,
217.12,,Spot,3,Image 1,1,233,
3784.87,,Spot,3,Image 1,1,234,
2597.57,,Spot,3,Image 1,1,238,
156.028,,Spot,3,Image 1,1,240,
293.016,,Spot,3,Image 1,1,246,
46.98,,Spot,3,Image 1,1,247,
440.548,,Spot,3,Image 1,1,248,
121.588,,Spot,3,Image 1,1,253,
1008.92,,Spot,3,Image 1,1,262,
2173.62,,Spot,3,Image 1,1,263,
302.904,,Spot,3,Image 1,1,264,
3146.41,,Spot,3,Image 1,1,267,
1512.19,,Spot,3,Image 1,1,269,
4816.04,,Spot,3,Image 1,1,270,
3389.97,,Spot,3,Image 1,1,271,
4218.16,,Spot,3,Image 1,1,273,
210.75,,Spot,3,Image 1,1,274,
3002.44,,Spot,3,Image 1,1,275,
1823.36,,Spot,3,Image 1,1,276,
2537.6,,Spot,3,Image 1,1,277,
1319.81,,Spot,3,Image 1,1,278,
2899.02,,Spot,3,Image 1,1,279,
1525.77,,Spot,3,Image 1,1,280,
1549.94,,Spot,3,Image 1,1,281,
1004.78,,Spot,3,Image 1,1,282,
568.16,,Spot,3,Image 1,1,283,
1948.29,,Spot,3,Image 1,1,284,
541.432,,Spot,3,Image 1,1,285,
2205.34,,Spot,3,Image 1,1,286,
444.896,,Spot,3,Image 1,1,288,
288.872,,Spot,3,Image 1,1,292,
2820.8,,Spot,3,Image 1,1,294,
1669.66,,Spot,3,Image 1,1,296,
4477.32,,Spot,3,Image 1,1,297,
2957.12,,Spot,3,Image 1,1,298,
2456.46,,Spot,3,Image 1,1,299,
4022.61,,Spot,3,Image 1,1,300,
3825.45,,Spot,3,Image 1,1,301,
2488.87,,Spot,3,Image 1,1,302,
3681.2,,Spot,3,Image 1,1,303,
200.56,,Spot,3,Image 1,1,304,
1903.87,,Spot,3,Image 1,1,306,
2231.15,,Spot,3,Image 1,1,308,
1951.91,,Spot,3,Image 1,1,309,
2807.82,,Spot,3,Image 1,1,310,
546.6,,Spot,3,Image 1,1,311,
313.16,,Spot,3,Image 1,1,312,
1136.77,,Spot,3,Image 1,1,313,
798.6,,Spot,3,Image 1,1,314,
1184.72,,Spot,3,Image 1,1,315,
2337.95,,Spot,3,Image 1,1,316,
256.728,,Spot,3,Image 1,1,317,
305.598,,Spot,3,Image 1,1,318,
358.452,,Spot,3,Image 1,1,320,
218.16,,Spot,3,Image 1,1,321,
1480.2,,Spot,3,Image 1,1,322,
1648.66,,Spot,3,Image 1,1,366,
130.56,,Spot,3,Image 1,1,374,
89.76,,Spot,3,Image 1,1,376,
741.504,,Spot,3,Image 1,1,389,
295.96,,Spot,3,Image 1,1,390,
3179.98,,Spot,3,Image 1,1,391,
4526,,Spot,3,Image 1,1,392,
3689.29,,Spot,3,Image 1,1,393,
2504.95,,Spot,3,Image 1,1,394,
2130.06,,Spot,3,Image 1,1,395,
2920.77,,Spot,3,Image 1,1,396,
3105.85,,Spot,3,Image 1,1,398,
2850.81,,Spot,3,Image 1,1,399,
1135.7,,Spot,3,Image 1,1,400,
1226.93,,Spot,3,Image 1,1,401,
3157.82,,Spot,3,Image 1,1,402,
537.096,,Spot,3,Image 1,1,403,
2370.05,,Spot,3,Image 1,1,404,
2541.51,,Spot,3,Image 1,1,405,
1214.06,,Spot,3,Image 1,1,406,
1566.58,,Spot,3,Image 1,1,407,
2286.67,,Spot,3,Image 1,1,408,
529.8,,Spot,3,Image 1,1,409,
332.72,,Spot,3,Image 1,1,410,
365.896,,Spot,3,Image 1,1,411,
1193.13,,Spot,3,Image 1,1,412,
454.6,,Spot,3,Image 1,1,413,
1417.78,,Spot,3,Image 1,1,414,
604.104,,Spot,3,Image 1,1,416,
637.976,,Spot,3,Image 1,1,421,
1066.87,,Spot,3,Image 1,1,423,
97.704,,Spot,3,Image 1,1,425,
2451.35,,Spot,3,Image 1,1,426,
182.688,,Spot,3,Image 1,1,427,
3322.3,,Spot,3,Image 1,1,428,
2595.88,,Spot,3,Image 1,1,429,
1612.43,,Spot,3,Image 1,1,431,
2473.84,,Spot,3,Image 1,1,432,
1622.43,,Spot,3,Image 1,1,434,
1189.23,,Spot,3,Image 1,1,435,
465.416,,Spot,3,Image 1,1,436,
2449.9,,Spot,3,Image 1,1,437,
1668.14,,Spot,3,Image 1,1,438,
340.54,,Spot,3,Image 1,1,439,
1707.27,,Spot,3,Image 1,1,440,
577.314,,Spot,3,Image 1,1,441,
493.02,,Spot,3,Image 1,1,442,
1914.16,,Spot,3,Image 1,1,443,
1621.64,,Spot,3,Image 1,1,444,
2279.02,,Spot,3,Image 1,1,445,
2169.22,,Spot,3,Image 1,1,446,
3633.93,,Spot,3,Image 1,1,512,
3612.33,,Spot,3,Image 1,1,514,
1300.21,,Spot,3,Image 1,1,517,
2248.04,,Spot,3,Image 1,1,518,
3085.64,,Spot,3,Image 1,1,519,
2669.2,,Spot,3,Image 1,1,520,
3477.66,,Spot,3,Image 1,1,521,
358.368,,Spot,3,Image 1,1,522,
1571.39,,Spot,3,Image 1,1,523,
2091.34,,Spot,3,Image 1,1,524,
717.88,,Spot,3,Image 1,1,525,
860.256,,Spot,3,Image 1,1,526,
1341.02,,Spot,3,Image 1,1,527,
1531.48,,Spot,3,Image 1,1,528,
2667.4,,Spot,3,Image 1,1,529,
423.502,,Spot,3,Image 1,1,530,
916.932,,Spot,3,Image 1,1,531,
2501.09,,Spot,3,Image 1,1,547,
2335.13,,Spot,3,Image 1,1,550,
3185.26,,Spot,3,Image 1,1,551,
1200.99,,Spot,3,Image 1,1,552,
3106.9,,Spot,3,Image 1,1,554,
1456.12,,Spot,3,Image 1,1,557,
1875.99,,Spot,3,Image 1,1,558,
562.096,,Spot,3,Image 1,1,559,
1464.6,,Spot,3,Image 1,1,560,
2070.67,,Spot,3,Image 1,1,603,
3908.54,,Spot,3,Image 1,1,53019,
3437.88,,Spot,3,Image 1,1,53020,
3372.66,,Spot,3,Image 1,1,53022,
473.712,,Spot,3,Image 1,1,53023,
67.536,,Spot,3,Image 1,1,53024,
920.88,,Spot,3,Image 1,1,53025,
1842.37,,Spot,3,Image 1,1,53027,
2321.31,,Spot,3,Image 1,1,53028,
53.76,,Spot,3,Image 1,1,53029,
44.544,,Spot,3,Image 1,1,53030,
30.358,,Spot,3,Image 1,1,53031,
68.679,,Spot,3,Image 1,1,53032,
246.96,,Spot,3,Image 1,1,53033,
79.12,,Spot,3,Image 1,1,53034,
39.12,,Spot,3,Image 1,1,53035,
1207.71,,Spot,3,Image 1,1,53036,
1795.32,,Spot,3,Image 1,1,53037,
1504.16,,Spot,3,Image 1,1,53038,
1632.16,,Spot,3,Image 1,1,53039,
1197.65,,Spot,3,Image 1,1,53040,
1131.72,,Spot,3,Image 1,1,53041,
975.99,,Spot,3,Image 1,1,53042,
858.584,,Spot,3,Image 1,1,53043,
375.6,,Spot,3,Image 1,1,53044,
2530.5,,Spot,3,Image 1,1,53045,
