
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
252,,Spot,3,Image 1,1,143,
0,,Spot,3,Image 1,1,144,
253,,Spot,3,Image 1,1,145,
235,,Spot,3,Image 1,1,146,
0,,Spot,3,Image 1,1,147,
157,,Spot,3,Image 1,1,150,
316,,Spot,3,Image 1,1,151,
318,,Spot,3,Image 1,1,152,
201,,Spot,3,Image 1,1,154,
0,,Spot,3,Image 1,1,155,
0,,Spot,3,Image 1,1,156,
837,,Spot,3,Image 1,1,157,
819,,Spot,3,Image 1,1,158,
794,,Spot,3,Image 1,1,159,
144,,Spot,3,Image 1,1,160,
1,,Spot,3,Image 1,1,161,
0,,Spot,3,Image 1,1,162,
22,,Spot,3,Image 1,1,163,
0,,Spot,3,Image 1,1,164,
125,,Spot,3,Image 1,1,167,
102,,Spot,3,Image 1,1,168,
0,,Spot,3,Image 1,1,169,
33,,Spot,3,Image 1,1,170,
0,,Spot,3,Image 1,1,171,
0,,Spot,3,Image 1,1,172,
127,,Spot,3,Image 1,1,173,
75,,Spot,3,Image 1,1,174,
0,,Spot,3,Image 1,1,175,
0,,Spot,3,Image 1,1,233,
1278,,Spot,3,Image 1,1,234,
254,,Spot,3,Image 1,1,238,
0,,Spot,3,Image 1,1,240,
0,,Spot,3,Image 1,1,246,
0,,Spot,3,Image 1,1,247,
0,,Spot,3,Image 1,1,248,
0,,Spot,3,Image 1,1,253,
0,,Spot,3,Image 1,1,262,
309,,Spot,3,Image 1,1,263,
0,,Spot,3,Image 1,1,264,
1027,,Spot,3,Image 1,1,267,
203,,Spot,3,Image 1,1,269,
1290,,Spot,3,Image 1,1,270,
844,,Spot,3,Image 1,1,271,
1236,,Spot,3,Image 1,1,273,
0,,Spot,3,Image 1,1,274,
947,,Spot,3,Image 1,1,275,
279,,Spot,3,Image 1,1,276,
899,,Spot,3,Image 1,1,277,
46,,Spot,3,Image 1,1,278,
553,,Spot,3,Image 1,1,279,
31,,Spot,3,Image 1,1,280,
0,,Spot,3,Image 1,1,281,
0,,Spot,3,Image 1,1,282,
0,,Spot,3,Image 1,1,283,
340,,Spot,3,Image 1,1,284,
0,,Spot,3,Image 1,1,285,
241,,Spot,3,Image 1,1,286,
0,,Spot,3,Image 1,1,288,
0,,Spot,3,Image 1,1,292,
883,,Spot,3,Image 1,1,294,
0,,Spot,3,Image 1,1,296,
303,,Spot,3,Image 1,1,297,
899,,Spot,3,Image 1,1,298,
90,,Spot,3,Image 1,1,299,
1390,,Spot,3,Image 1,1,300,
1466,,Spot,3,Image 1,1,301,
558,,Spot,3,Image 1,1,302,
1217,,Spot,3,Image 1,1,303,
0,,Spot,3,Image 1,1,304,
314,,Spot,3,Image 1,1,306,
450,,Spot,3,Image 1,1,308,
410,,Spot,3,Image 1,1,309,
733,,Spot,3,Image 1,1,310,
0,,Spot,3,Image 1,1,311,
0,,Spot,3,Image 1,1,312,
77,,Spot,3,Image 1,1,313,
0,,Spot,3,Image 1,1,314,
0,,Spot,3,Image 1,1,315,
519,,Spot,3,Image 1,1,316,
0,,Spot,3,Image 1,1,317,
0,,Spot,3,Image 1,1,318,
0,,Spot,3,Image 1,1,320,
0,,Spot,3,Image 1,1,321,
92,,Spot,3,Image 1,1,322,
194,,Spot,3,Image 1,1,366,
0,,Spot,3,Image 1,1,374,
0,,Spot,3,Image 1,1,376,
0,,Spot,3,Image 1,1,389,
0,,Spot,3,Image 1,1,390,
491,,Spot,3,Image 1,1,391,
1110,,Spot,3,Image 1,1,392,
1025,,Spot,3,Image 1,1,393,
660,,Spot,3,Image 1,1,394,
253,,Spot,3,Image 1,1,395,
716,,Spot,3,Image 1,1,396,
153,,Spot,3,Image 1,1,398,
316,,Spot,3,Image 1,1,399,
0,,Spot,3,Image 1,1,400,
0,,Spot,3,Image 1,1,401,
920,,Spot,3,Image 1,1,402,
0,,Spot,3,Image 1,1,403,
631,,Spot,3,Image 1,1,404,
690,,Spot,3,Image 1,1,405,
65,,Spot,3,Image 1,1,406,
196,,Spot,3,Image 1,1,407,
478,,Spot,3,Image 1,1,408,
0,,Spot,3,Image 1,1,409,
0,,Spot,3,Image 1,1,410,
0,,Spot,3,Image 1,1,411,
0,,Spot,3,Image 1,1,412,
0,,Spot,3,Image 1,1,413,
80,,Spot,3,Image 1,1,414,
0,,Spot,3,Image 1,1,416,
0,,Spot,3,Image 1,1,421,
0,,Spot,3,Image 1,1,423,
0,,Spot,3,Image 1,1,425,
442,,Spot,3,Image 1,1,426,
0,,Spot,3,Image 1,1,427,
594,,Spot,3,Image 1,1,428,
643,,Spot,3,Image 1,1,429,
160,,Spot,3,Image 1,1,431,
387,,Spot,3,Image 1,1,432,
246,,Spot,3,Image 1,1,434,
0,,Spot,3,Image 1,1,435,
0,,Spot,3,Image 1,1,436,
533,,Spot,3,Image 1,1,437,
288,,Spot,3,Image 1,1,438,
0,,Spot,3,Image 1,1,439,
247,,Spot,3,Image 1,1,440,
0,,Spot,3,Image 1,1,441,
0,,Spot,3,Image 1,1,442,
487,,Spot,3,Image 1,1,443,
407,,Spot,3,Image 1,1,444,
416,,Spot,3,Image 1,1,445,
530,,Spot,3,Image 1,1,446,
1112,,Spot,3,Image 1,1,512,
1103,,Spot,3,Image 1,1,514,
18,,Spot,3,Image 1,1,517,
423,,Spot,3,Image 1,1,518,
1038,,Spot,3,Image 1,1,519,
453,,Spot,3,Image 1,1,520,
1009,,Spot,3,Image 1,1,521,
0,,Spot,3,Image 1,1,522,
205,,Spot,3,Image 1,1,523,
300,,Spot,3,Image 1,1,524,
0,,Spot,3,Image 1,1,525,
0,,Spot,3,Image 1,1,526,
92,,Spot,3,Image 1,1,527,
202,,Spot,3,Image 1,1,528,
563,,Spot,3,Image 1,1,529,
0,,Spot,3,Image 1,1,530,
0,,Spot,3,Image 1,1,531,
437,,Spot,3,Image 1,1,547,
625,,Spot,3,Image 1,1,550,
957,,Spot,3,Image 1,1,551,
60,,Spot,3,Image 1,1,552,
1093,,Spot,3,Image 1,1,554,
218,,Spot,3,Image 1,1,557,
324,,Spot,3,Image 1,1,558,
0,,Spot,3,Image 1,1,559,
35,,Spot,3,Image 1,1,560,
70,,Spot,3,Image 1,1,603,
1054,,Spot,3,Image 1,1,53019,
993,,Spot,3,Image 1,1,53020,
1226,,Spot,3,Image 1,1,53022,
0,,Spot,3,Image 1,1,53023,
0,,Spot,3,Image 1,1,53024,
43,,Spot,3,Image 1,1,53025,
297,,Spot,3,Image 1,1,53027,
128,,Spot,3,Image 1,1,53028,
0,,Spot,3,Image 1,1,53029,
0,,Spot,3,Image 1,1,53030,
0,,Spot,3,Image 1,1,53031,
0,,Spot,3,Image 1,1,53032,
0,,Spot,3,Image 1,1,53033,
0,,Spot,3,Image 1,1,53034,
0,,Spot,3,Image 1,1,53035,
2,,Spot,3,Image 1,1,53036,
235,,Spot,3,Image 1,1,53037,
82,,Spot,3,Image 1,1,53038,
293,,Spot,3,Image 1,1,53039,
79,,Spot,3,Image 1,1,53040,
0,,Spot,3,Image 1,1,53041,
0,,Spot,3,Image 1,1,53042,
0,,Spot,3,Image 1,1,53043,
0,,Spot,3,Image 1,1,53044,
669,,Spot,3,Image 1,1,53045,
0,,Spot,3,Image 1,1,53046,
0,,Spot,3,Image 1,1,53048,
0,,Spot,3,Image 1,1,53049,
137,,Spot,3,Image 1,1,53050,
0,,Spot,3,Image 1,1,53052,
0,,Spot,3,Image 1,1,53053,
0,,Spot,3,Image 1,1,53055,
251,,Spot,3,Image 1,1,53056,
143,,Spot,3,Image 1,1,53057,
130,,Spot,3,Image 1,1,53058,
465,,Spot,3,Image 1,1,53059,
375,,Spot,3,Image 1,1,53060,
0,,Spot,3,Image 1,1,53061,
398,,Spot,3,Image 1,1,53062,
139,,Spot,3,Image 1,1,53063,
223,,Spot,3,Image 1,1,53065,
787,,Spot,3,Image 1,1,53066,
1086,,Spot,3,Image 1,1,53067,
0,,Spot,3,Image 1,1,53068,
0,,Spot,3,Image 1,1,53069,
0,,Spot,3,Image 1,1,53071,
0,,Spot,3,Image 1,1,53072,
348,,Spot,3,Image 1,1,53073,
530,,Spot,3,Image 1,1,53075,
498,,Spot,3,Image 1,1,53078,
351,,Spot,3,Image 1,1,53079,
513,,Spot,3,Image 1,1,53080,
0,,Spot,3,Image 1,1,53081,
380,,Spot,3,Image 1,1,53082,
292,,Spot,3,Image 1,1,53083,
44,,Spot,3,Image 1,1,53084,
709,,Spot,3,Image 1,1,53085,
281,,Spot,3,Image 1,1,53086,
1180,,Spot,3,Image 1,1,53087,
454,,Spot,3,Image 1,1,53088,
691,,Spot,3,Image 1,1,53090,
31,,Spot,3,Image 1,1,53091,
665,,Spot,3,Image 1,1,53092,
620,,Spot,3,Image 1,1,53094,
570,,Spot,3,Image 1,1,53095,
0,,Spot,3,Image 1,1,53096,
1127,,Spot,3,Image 1,1,53097,
172,,Spot,3,Image 1,1,53098,
486,,Spot,3,Image 1,1,53099,
78,,Spot,3,Image 1,1,53100,
0,,Spot,3,Image 1,1,53101,
516,,Spot,3,Image 1,1,53102,
689,,Spot,3,Image 1,1,53103,
315,,Spot,3,Image 1,1,53104,
0,,Spot,3,Image 1,1,53105,
884,,Spot,3,Image 1,1,53106,
405,,Spot,3,Image 1,1,53107,
0,,Spot,3,Image 1,1,53108,
0,,Spot,3,Image 1,1,53109,
0,,Spot,3,Image 1,1,53110,
0,,Spot,3,Image 1,1,53111,
0,,Spot,3,Image 1,1,53112,
0,,Spot,3,Image 1,1,53113,
4,,Spot,3,Image 1,1,53115,
166,,Spot,3,Image 1,1,53116,
168,,Spot,3,Image 1,1,53118,
0,,Spot,3,Image 1,1,53119,
0,,Spot,3,Image 1,1,53120,
0,,Spot,3,Image 1,1,53121,
0,,Spot,3,Image 1,1,53122,
0,,Spot,3,Image 1,1,53123,
0,,Spot,3,Image 1,1,53124,
0,,Spot,3,Image 1,1,53125,
0,,Spot,3,Image 1,1,53126,
0,,Spot,3,Image 1,1,53127,
0,,Spot,3,Image 1,1,53128,
0,,Spot,3,Image 1,1,53129,
0,,Spot,3,Image 1,1,53130,
0,,Spot,3,Image 1,1,53131,
591,,Spot,3,Image 1,1,53132,
494,,Spot,3,Image 1,1,53133,
1226,,Spot,3,Image 1,1,53134,
861,,Spot,3,Image 1,1,53135,
692,,Spot,3,Image 1,1,53136,
150,,Spot,3,Image 1,1,53137,
998,,Spot,3,Image 1,1,53138,
177,,Spot,3,Image 1,1,53140,
568,,Spot,3,Image 1,1,53141,
360,,Spot,3,Image 1,1,53142,
660,,Spot,3,Image 1,1,53143,
0,,Spot,3,Image 1,1,53144,
82,,Spot,3,Image 1,1,53145,
654,,Spot,3,Image 1,1,53146,
236,,Spot,3,Image 1,1,53147,
97,,Spot,3,Image 1,1,53148,
186,,Spot,3,Image 1,1,53149,
394,,Spot,3,Image 1,1,53150,
944,,Spot,3,Image 1,1,53152,
1241,,Spot,3,Image 1,1,53154,
567,,Spot,3,Image 1,1,53155,
262,,Spot,3,Image 1,1,53157,
824,,Spot,3,Image 1,1,53159,
0,,Spot,3,Image 1,1,53160,
222,,Spot,3,Image 1,1,53163,
180,,Spot,3,Image 1,1,53164,
246,,Spot,3,Image 1,1,53165,
518,,Spot,3,Image 1,1,53166,
249,,Spot,3,Image 1,1,53167,
904,,Spot,3,Image 1,1,53168,
902,,Spot,3,Image 1,1,53169,
528,,Spot,3,Image 1,1,53170,
492,,Spot,3,Image 1,1,53171,
737,,Spot,3,Image 1,1,53172,
433,,Spot,3,Image 1,1,53173,
742,,Spot,3,Image 1,1,53174,
415,,Spot,3,Image 1,1,53175,
1117,,Spot,3,Image 1,1,53176,
824,,Spot,3,Image 1,1,53177,
481,,Spot,3,Image 1,1,53179,
628,,Spot,3,Image 1,1,53180,
973,,Spot,3,Image 1,1,53181,
461,,Spot,3,Image 1,1,53182,
797,,Spot,3,Image 1,1,53183,
479,,Spot,3,Image 1,1,53184,
425,,Spot,3,Image 1,1,53185,
381,,Spot,3,Image 1,1,53186,
242,,Spot,3,Image 1,1,53187,
563,,Spot,3,Image 1,1,53188,
311,,Spot,3,Image 1,1,53189,
309,,Spot,3,Image 1,1,53190,
136,,Spot,3,Image 1,1,53191,
289,,Spot,3,Image 1,1,53192,
0,,Spot,3,Image 1,1,53193,
438,,Spot,3,Image 1,1,53194,
356,,Spot,3,Image 1,1,53195,
184,,Spot,3,Image 1,1,53196,
381,,Spot,3,Image 1,1,53197,
188,,Spot,3,Image 1,1,53198,
131,,Spot,3,Image 1,1,53199,
136,,Spot,3,Image 1,1,53200,
143,,Spot,3,Image 1,1,53201,
272,,Spot,3,Image 1,1,53203,
682,,Spot,3,Image 1,1,53204,
114,,Spot,3,Image 1,1,53205,
272,,Spot,3,Image 1,1,53206,
215,,Spot,3,Image 1,1,53207,
211,,Spot,3,Image 1,1,53208,
0,,Spot,3,Image 1,1,53209,
33,,Spot,3,Image 1,1,53210,
150,,Spot,3,Image 1,1,53211,
334,,Spot,3,Image 1,1,53212,
247,,Spot,3,Image 1,1,53213,
561,,Spot,3,Image 1,1,53214,
487,,Spot,3,Image 1,1,53215,
261,,Spot,3,Image 1,1,53216,
150,,Spot,3,Image 1,1,53217,
338,,Spot,3,Image 1,1,53218,
156,,Spot,3,Image 1,1,53219,
17,,Spot,3,Image 1,1,53220,
57,,Spot,3,Image 1,1,53221,
103,,Spot,3,Image 1,1,53222,
255,,Spot,3,Image 1,1,53225,
535,,Spot,3,Image 1,1,53226,
627,,Spot,3,Image 1,1,53227,
1576,,Spot,3,Image 1,1,53228,
620,,Spot,3,Image 1,1,53229,
1324,,Spot,3,Image 1,1,53230,
491,,Spot,3,Image 1,1,53231,
340,,Spot,3,Image 1,1,53232,
593,,Spot,3,Image 1,1,53233,
912,,Spot,3,Image 1,1,53234,
391,,Spot,3,Image 1,1,53235,
0,,Spot,3,Image 1,2,53236,
0,,Spot,3,Image 1,2,53237,
0,,Spot,3,Image 1,2,53238,
13,,Spot,3,Image 1,2,53239,
0,,Spot,3,Image 1,2,53240,
0,,Spot,3,Image 1,2,53241,
0,,Spot,3,Image 1,2,53242,
0,,Spot,3,Image 1,2,53243,
0,,Spot,3,Image 1,2,53244,
0,,Spot,3,Image 1,2,53245,
56,,Spot,3,Image 1,2,53246,
567,,Spot,3,Image 1,2,53247,
956,,Spot,3,Image 1,2,53248,
842,,Spot,3,Image 1,2,53249,
1005,,Spot,3,Image 1,2,53250,
868,,Spot,3,Image 1,2,53251,
127,,Spot,3,Image 1,2,53252,
53,,Spot,3,Image 1,2,53253,
535,,Spot,3,Image 1,2,53254,
742,,Spot,3,Image 1,2,53255,
238,,Spot,3,Image 1,2,53256,
110,,Spot,3,Image 1,2,53257,
773,,Spot,3,Image 1,2,53258,
379,,Spot,3,Image 1,2,53259,
887,,Spot,3,Image 1,2,53260,
1638,,Spot,3,Image 1,2,53261,
147,,Spot,3,Image 1,2,53262,
736,,Spot,3,Image 1,2,53263,
358,,Spot,3,Image 1,2,53264,
196,,Spot,3,Image 1,2,53265,
332,,Spot,3,Image 1,2,53266,
343,,Spot,3,Image 1,2,53267,
363,,Spot,3,Image 1,2,53268,
4,,Spot,3,Image 1,2,53269,
789,,Spot,3,Image 1,2,53270,
363,,Spot,3,Image 1,2,53271,
1009,,Spot,3,Image 1,2,53272,
0,,Spot,3,Image 1,2,53273,
1053,,Spot,3,Image 1,2,53274,
424,,Spot,3,Image 1,2,53275,
0,,Spot,3,Image 1,2,53276,
0,,Spot,3,Image 1,2,53277,
49,,Spot,3,Image 1,2,53278,
130,,Spot,3,Image 1,2,53279,
0,,Spot,3,Image 1,2,53280,
0,,Spot,3,Image 1,2,53281,
69,,Spot,3,Image 1,2,53282,
0,,Spot,3,Image 1,2,53283,
0,,Spot,3,Image 1,2,53284,
58,,Spot,3,Image 1,2,53285,
405,,Spot,3,Image 1,2,53286,
0,,Spot,3,Image 1,2,53287,
0,,Spot,3,Image 1,2,53288,
29,,Spot,3,Image 1,2,53289,
0,,Spot,3,Image 1,2,53290,
861,,Spot,3,Image 1,2,53291,
266,,Spot,3,Image 1,2,53292,
451,,Spot,3,Image 1,2,53293,
0,,Spot,3,Image 1,2,53294,
235,,Spot,3,Image 1,2,53295,
204,,Spot,3,Image 1,2,53296,
592,,Spot,3,Image 1,2,53297,
0,,Spot,3,Image 1,2,53298,
575,,Spot,3,Image 1,2,53299,
952,,Spot,3,Image 1,2,53300,
1867,,Spot,3,Image 1,2,53301,
184,,Spot,3,Image 1,2,53302,
504,,Spot,3,Image 1,2,53303,
0,,Spot,3,Image 1,2,53304,
523,,Spot,3,Image 1,2,53305,
273,,Spot,3,Image 1,2,53306,
404,,Spot,3,Image 1,2,53307,
0,,Spot,3,Image 1,2,53308,
794,,Spot,3,Image 1,2,53309,
1165,,Spot,3,Image 1,2,53310,
11,,Spot,3,Image 1,2,53311,
293,,Spot,3,Image 1,2,53312,
125,,Spot,3,Image 1,2,53313,
200,,Spot,3,Image 1,2,53314,
0,,Spot,3,Image 1,2,53315,
0,,Spot,3,Image 1,2,53316,
59,,Spot,3,Image 1,2,53317,
1,,Spot,3,Image 1,2,53318,
0,,Spot,3,Image 1,2,53319,
0,,Spot,3,Image 1,2,53320,
112,,Spot,3,Image 1,2,53321,
35,,Spot,3,Image 1,2,53322,
5,,Spot,3,Image 1,2,53323,
219,,Spot,3,Image 1,2,53324,
0,,Spot,3,Image 1,2,53325,
98,,Spot,3,Image 1,2,53326,
1443,,Spot,3,Image 1,2,53327,
0,,Spot,3,Image 1,2,53328,
0,,Spot,3,Image 1,2,53329,
0,,Spot,3,Image 1,2,53330,
0,,Spot,3,Image 1,2,53331,
0,,Spot,3,Image 1,2,53332,
1073,,Spot,3,Image 1,2,53333,
527,,Spot,3,Image 1,2,53334,
468,,Spot,3,Image 1,2,53335,
1074,,Spot,3,Image 1,2,53336,
1284,,Spot,3,Image 1,2,53337,
395,,Spot,3,Image 1,2,53338,
1632,,Spot,3,Image 1,2,53339,
1507,,Spot,3,Image 1,2,53340,
0,,Spot,3,Image 1,2,53341,
0,,Spot,3,Image 1,2,53342,
1717,,Spot,3,Image 1,2,53343,
346,,Spot,3,Image 1,2,53344,
991,,Spot,3,Image 1,2,53345,
652,,Spot,3,Image 1,2,53346,
322,,Spot,3,Image 1,2,53347,
404,,Spot,3,Image 1,2,53348,
533,,Spot,3,Image 1,2,53349,
203,,Spot,3,Image 1,2,53350,
584,,Spot,3,Image 1,2,53351,
955,,Spot,3,Image 1,2,53352,
0,,Spot,3,Image 1,2,53353,
137,,Spot,3,Image 1,2,53354,
0,,Spot,3,Image 1,2,53355,
82,,Spot,3,Image 1,2,53356,
382,,Spot,3,Image 1,2,53357,
0,,Spot,3,Image 1,2,53358,
91,,Spot,3,Image 1,2,53359,
0,,Spot,3,Image 1,2,53360,
0,,Spot,3,Image 1,2,53361,
0,,Spot,3,Image 1,2,53362,
708,,Spot,3,Image 1,2,53363,
688,,Spot,3,Image 1,2,53364,
1132,,Spot,3,Image 1,2,53365,
688,,Spot,3,Image 1,2,53366,
1611,,Spot,3,Image 1,2,53367,
827,,Spot,3,Image 1,2,53368,
0,,Spot,3,Image 1,2,53369,
961,,Spot,3,Image 1,2,53370,
715,,Spot,3,Image 1,2,53371,
508,,Spot,3,Image 1,2,53372,
1925,,Spot,3,Image 1,2,53373,
405,,Spot,3,Image 1,2,53374,
525,,Spot,3,Image 1,2,53375,
0,,Spot,3,Image 1,2,53376,
104,,Spot,3,Image 1,2,53377,
609,,Spot,3,Image 1,2,53378,
0,,Spot,3,Image 1,2,53379,
0,,Spot,3,Image 1,2,53380,
0,,Spot,3,Image 1,2,53381,
0,,Spot,3,Image 1,2,53382,
250,,Spot,3,Image 1,2,53383,
625,,Spot,3,Image 1,2,53384,
463,,Spot,3,Image 1,2,53385,
0,,Spot,3,Image 1,2,53386,
0,,Spot,3,Image 1,2,53387,
0,,Spot,3,Image 1,2,53388,
0,,Spot,3,Image 1,2,53389,
0,,Spot,3,Image 1,2,53390,
702,,Spot,3,Image 1,2,53391,
320,,Spot,3,Image 1,2,53392,
673,,Spot,3,Image 1,2,53393,
1137,,Spot,3,Image 1,2,53394,
1046,,Spot,3,Image 1,2,53395,
870,,Spot,3,Image 1,2,53396,
564,,Spot,3,Image 1,2,53397,
82,,Spot,3,Image 1,2,53398,
0,,Spot,3,Image 1,2,53399,
0,,Spot,3,Image 1,2,53400,
630,,Spot,3,Image 1,2,53401,
904,,Spot,3,Image 1,2,53402,
450,,Spot,3,Image 1,2,53403,
270,,Spot,3,Image 1,2,53404,
798,,Spot,3,Image 1,2,53405,
497,,Spot,3,Image 1,2,53406,
748,,Spot,3,Image 1,2,53407,
1016,,Spot,3,Image 1,2,53408,
333,,Spot,3,Image 1,2,53409,
0,,Spot,3,Image 1,2,53410,
48,,Spot,3,Image 1,2,53411,
0,,Spot,3,Image 1,2,53412,
286,,Spot,3,Image 1,2,53413,
0,,Spot,3,Image 1,2,53414,
1761,,Spot,3,Image 1,2,53415,
877,,Spot,3,Image 1,2,53416,
0,,Spot,3,Image 1,2,53417,
700,,Spot,3,Image 1,2,53418,
0,,Spot,3,Image 1,2,53419,
328,,Spot,3,Image 1,2,53420,
500,,Spot,3,Image 1,2,53421,
569,,Spot,3,Image 1,2,53422,
716,,Spot,3,Image 1,2,53423,
0,,Spot,3,Image 1,2,53424,
84,,Spot,3,Image 1,2,53425,
458,,Spot,3,Image 1,2,53426,
0,,Spot,3,Image 1,2,53427,
0,,Spot,3,Image 1,2,53428,
530,,Spot,3,Image 1,2,53429,
170,,Spot,3,Image 1,2,53430,
0,,Spot,3,Image 1,2,53431,
0,,Spot,3,Image 1,2,53432,
393,,Spot,3,Image 1,2,53433,
380,,Spot,3,Image 1,2,53434,
0,,Spot,3,Image 1,2,53435,
0,,Spot,3,Image 1,2,53436,
0,,Spot,3,Image 1,2,53437,
0,,Spot,3,Image 1,2,53438,
0,,Spot,3,Image 1,2,53439,
366,,Spot,3,Image 1,2,53440,
1449,,Spot,3,Image 1,2,53441,
0,,Spot,3,Image 1,2,53442,
1348,,Spot,3,Image 1,2,53443,
0,,Spot,3,Image 1,2,53444,
1220,,Spot,3,Image 1,2,53445,
648,,Spot,3,Image 1,2,53446,
425,,Spot,3,Image 1,2,53447,
393,,Spot,3,Image 1,2,53448,
1409,,Spot,3,Image 1,2,53449,
0,,Spot,3,Image 1,2,53450,
382,,Spot,3,Image 1,2,53451,
504,,Spot,3,Image 1,2,53452,
232,,Spot,3,Image 1,2,53453,
420,,Spot,3,Image 1,2,53454,
0,,Spot,3,Image 1,2,53455,
134,,Spot,3,Image 1,2,53456,
10,,Spot,3,Image 1,2,53457,
0,,Spot,3,Image 1,2,53458,
846,,Spot,3,Image 1,2,53459,
83,,Spot,3,Image 1,2,53460,
371,,Spot,3,Image 1,2,53461,
65,,Spot,3,Image 1,2,53462,
0,,Spot,3,Image 1,2,53463,
554,,Spot,3,Image 1,2,53464,
0,,Spot,3,Image 1,2,53465,
0,,Spot,3,Image 1,2,53466,
0,,Spot,3,Image 1,2,53467,
527,,Spot,3,Image 1,2,53468,
802,,Spot,3,Image 1,2,53469,
1241,,Spot,3,Image 1,2,53470,
474,,Spot,3,Image 1,2,53471,
151,,Spot,3,Image 1,2,53472,
734,,Spot,3,Image 1,2,53473,
470,,Spot,3,Image 1,2,53474,
827,,Spot,3,Image 1,2,53475,
0,,Spot,3,Image 1,2,53476,
325,,Spot,3,Image 1,2,53477,
0,,Spot,3,Image 1,2,53478,
0,,Spot,3,Image 1,2,53479,
665,,Spot,3,Image 1,2,53480,
210,,Spot,3,Image 1,2,53481,
562,,Spot,3,Image 1,2,53482,
274,,Spot,3,Image 1,2,53483,
0,,Spot,3,Image 1,2,53484,
0,,Spot,3,Image 1,2,53485,
0,,Spot,3,Image 1,2,53486,
0,,Spot,3,Image 1,2,53487,
0,,Spot,3,Image 1,2,53488,
0,,Spot,3,Image 1,2,53489,
0,,Spot,3,Image 1,2,53490,
0,,Spot,3,Image 1,2,53491,
0,,Spot,3,Image 1,2,53492,
0,,Spot,3,Image 1,2,53493,
42,,Spot,3,Image 1,2,53494,
0,,Spot,3,Image 1,2,53495,
0,,Spot,3,Image 1,2,53496,
0,,Spot,3,Image 1,2,53497,
0,,Spot,3,Image 1,3,53498,
0,,Spot,3,Image 1,3,53499,
0,,Spot,3,Image 1,3,53500,
15,,Spot,3,Image 1,3,53501,
0,,Spot,3,Image 1,3,53502,
0,,Spot,3,Image 1,3,53503,
0,,Spot,3,Image 1,3,53504,
0,,Spot,3,Image 1,3,53505,
157,,Spot,3,Image 1,3,53506,
5,,Spot,3,Image 1,3,53507,
0,,Spot,3,Image 1,3,53508,
0,,Spot,3,Image 1,3,53509,
0,,Spot,3,Image 1,3,53510,
0,,Spot,3,Image 1,3,53511,
0,,Spot,3,Image 1,3,53512,
62,,Spot,3,Image 1,3,53513,
410,,Spot,3,Image 1,3,53514,
338,,Spot,3,Image 1,3,53515,
0,,Spot,3,Image 1,3,53516,
71,,Spot,3,Image 1,3,53517,
69,,Spot,3,Image 1,3,53518,
61,,Spot,3,Image 1,3,53519,
351,,Spot,3,Image 1,3,53520,
379,,Spot,3,Image 1,3,53521,
189,,Spot,3,Image 1,3,53522,
392,,Spot,3,Image 1,3,53523,
0,,Spot,3,Image 1,3,53524,
