
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
653.896,,Spot,4,Image 1,1,3,
0.664,,Spot,4,Image 1,1,15,
0.798,,Spot,4,Image 1,1,18,
0.996,,Spot,4,Image 1,1,40,
1.608,,Spot,4,Image 1,1,41,
0.76,,Spot,4,Image 1,1,44,
1588.93,,Spot,4,Image 1,1,63,
1.112,,Spot,4,Image 1,1,64,
1.74,,Spot,4,Image 1,1,66,
1.024,,Spot,4,Image 1,1,70,
1.53,,Spot,4,Image 1,1,73,
1.872,,Spot,4,Image 1,1,74,
0.432,,Spot,4,Image 1,1,76,
1.144,,Spot,4,Image 1,1,80,
0.96,,Spot,4,Image 1,1,81,
0.806,,Spot,4,Image 1,1,82,
1.624,,Spot,4,Image 1,1,83,
1.856,,Spot,4,Image 1,1,84,
0.972,,Spot,4,Image 1,1,85,
1.128,,Spot,4,Image 1,1,86,
1.056,,Spot,4,Image 1,1,87,
0.436,,Spot,4,Image 1,1,88,
0.44,,Spot,4,Image 1,1,90,
681.296,,Spot,4,Image 1,1,91,
382.836,,Spot,4,Image 1,1,92,
0.352,,Spot,4,Image 1,1,93,
1.1,,Spot,4,Image 1,1,94,
1.132,,Spot,4,Image 1,1,95,
0.804,,Spot,4,Image 1,1,96,
0.832,,Spot,4,Image 1,1,97,
0.435,,Spot,4,Image 1,1,98,
1.36,,Spot,4,Image 1,1,99,
1.016,,Spot,4,Image 1,1,100,
0.589,,Spot,4,Image 1,1,101,
0,,Spot,4,Image 1,1,102,
0.224,,Spot,4,Image 1,1,103,
0.944,,Spot,4,Image 1,1,104,
0.816,,Spot,4,Image 1,1,105,
0.3475,,Spot,4,Image 1,1,106,
0.627,,Spot,4,Image 1,1,107,
0.826,,Spot,4,Image 1,1,108,
0.28,,Spot,4,Image 1,1,109,
1.008,,Spot,4,Image 1,1,110,
0.878,,Spot,4,Image 1,1,111,
1.356,,Spot,4,Image 1,1,122,
1.026,,Spot,4,Image 1,1,125,
1.096,,Spot,4,Image 1,1,128,
887.908,,Spot,4,Image 1,1,130,
0.6905,,Spot,4,Image 1,1,131,
0.542,,Spot,4,Image 1,1,132,
1.832,,Spot,4,Image 1,1,133,
1.264,,Spot,4,Image 1,1,134,
0.908,,Spot,4,Image 1,1,135,
0.792,,Spot,4,Image 1,1,136,
1.632,,Spot,4,Image 1,1,137,
2.284,,Spot,4,Image 1,1,138,
0.2845,,Spot,4,Image 1,1,139,
1.8,,Spot,4,Image 1,1,140,
1.264,,Spot,4,Image 1,1,141,
0.276,,Spot,4,Image 1,1,142,
408.416,,Spot,4,Image 1,1,143,
0.936,,Spot,4,Image 1,1,144,
0.404,,Spot,4,Image 1,1,145,
0.384,,Spot,4,Image 1,1,146,
1.008,,Spot,4,Image 1,1,147,
2.688,,Spot,4,Image 1,1,150,
0.64,,Spot,4,Image 1,1,151,
0.424,,Spot,4,Image 1,1,152,
0.9,,Spot,4,Image 1,1,154,
1.808,,Spot,4,Image 1,1,155,
0.84,,Spot,4,Image 1,1,156,
0.832,,Spot,4,Image 1,1,157,
1.664,,Spot,4,Image 1,1,158,
1.96,,Spot,4,Image 1,1,159,
0,,Spot,4,Image 1,1,160,
1.176,,Spot,4,Image 1,1,161,
0.646,,Spot,4,Image 1,1,162,
0.656,,Spot,4,Image 1,1,163,
2.68,,Spot,4,Image 1,1,164,
0.656,,Spot,4,Image 1,1,167,
1.536,,Spot,4,Image 1,1,168,
0.756,,Spot,4,Image 1,1,169,
0.484,,Spot,4,Image 1,1,170,
3.552,,Spot,4,Image 1,1,171,
0.488,,Spot,4,Image 1,1,172,
1.6,,Spot,4,Image 1,1,173,
1.408,,Spot,4,Image 1,1,174,
2.048,,Spot,4,Image 1,1,175,
1.32,,Spot,4,Image 1,1,233,
1.264,,Spot,4,Image 1,1,234,
0.98,,Spot,4,Image 1,1,238,
0.969971,,Spot,4,Image 1,1,240,
1.792,,Spot,4,Image 1,1,246,
0.656,,Spot,4,Image 1,1,247,
0.724,,Spot,4,Image 1,1,248,
0.464,,Spot,4,Image 1,1,253,
0,,Spot,4,Image 1,1,262,
1.14404,,Spot,4,Image 1,1,263,
0.732,,Spot,4,Image 1,1,264,
0.916,,Spot,4,Image 1,1,267,
