
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
873.536,,Spot,5,Image 1,1,3,
198.661,,Spot,5,Image 1,1,15,
366.894,,Spot,5,Image 1,1,18,
289.616,,Spot,5,Image 1,1,40,
294.323,,Spot,5,Image 1,1,41,
149.823,,Spot,5,Image 1,1,44,
730.401,,Spot,5,Image 1,1,63,
420.942,,Spot,5,Image 1,1,64,
780.93,,Spot,5,Image 1,1,66,
722.459,,Spot,5,Image 1,1,70,
576.315,,Spot,5,Image 1,1,73,
784.106,,Spot,5,Image 1,1,74,
654.156,,Spot,5,Image 1,1,76,
588.31,,Spot,5,Image 1,1,80,
604.417,,Spot,5,Image 1,1,81,
640.985,,Spot,5,Image 1,1,82,
994.811,,Spot,5,Image 1,1,83,
1080.18,,Spot,5,Image 1,1,84,
910.177,,Spot,5,Image 1,1,85,
723.936,,Spot,5,Image 1,1,86,
766.149,,Spot,5,Image 1,1,87,
767.328,,Spot,5,Image 1,1,88,
624.941,,Spot,5,Image 1,1,90,
876.431,,Spot,5,Image 1,1,91,
967.968,,Spot,5,Image 1,1,92,
399.755,,Spot,5,Image 1,1,93,
697.987,,Spot,5,Image 1,1,94,
587.97,,Spot,5,Image 1,1,95,
566.877,,Spot,5,Image 1,1,96,
476.904,,Spot,5,Image 1,1,97,
552.609,,Spot,5,Image 1,1,98,
559.778,,Spot,5,Image 1,1,99,
957.894,,Spot,5,Image 1,1,100,
637.492,,Spot,5,Image 1,1,101,
536.978,,Spot,5,Image 1,1,102,
530.835,,Spot,5,Image 1,1,103,
268.863,,Spot,5,Image 1,1,104,
483.599,,Spot,5,Image 1,1,105,
258.022,,Spot,5,Image 1,1,106,
255.101,,Spot,5,Image 1,1,107,
159.993,,Spot,5,Image 1,1,108,
481.43,,Spot,5,Image 1,1,109,
431.877,,Spot,5,Image 1,1,110,
608.941,,Spot,5,Image 1,1,111,
408.479,,Spot,5,Image 1,1,122,
160.829,,Spot,5,Image 1,1,125,
1061.92,,Spot,5,Image 1,1,128,
861.596,,Spot,5,Image 1,1,130,
796.206,,Spot,5,Image 1,1,131,
793.363,,Spot,5,Image 1,1,132,
1200.48,,Spot,5,Image 1,1,133,
769.769,,Spot,5,Image 1,1,134,
957.105,,Spot,5,Image 1,1,135,
540.471,,Spot,5,Image 1,1,136,
651.91,,Spot,5,Image 1,1,137,
671.547,,Spot,5,Image 1,1,138,
885.592,,Spot,5,Image 1,1,139,
605.864,,Spot,5,Image 1,1,140,
969.32,,Spot,5,Image 1,1,141,
1023.11,,Spot,5,Image 1,1,142,
1132.24,,Spot,5,Image 1,1,143,
1042.22,,Spot,5,Image 1,1,144,
591.879,,Spot,5,Image 1,1,145,
533.239,,Spot,5,Image 1,1,146,
491.772,,Spot,5,Image 1,1,147,
771.362,,Spot,5,Image 1,1,150,
768.021,,Spot,5,Image 1,1,151,
639.723,,Spot,5,Image 1,1,152,
612.568,,Spot,5,Image 1,1,154,
849.392,,Spot,5,Image 1,1,155,
420.655,,Spot,5,Image 1,1,156,
831.156,,Spot,5,Image 1,1,157,
984.59,,Spot,5,Image 1,1,158,
1199.88,,Spot,5,Image 1,1,159,
621.342,,Spot,5,Image 1,1,160,
634.196,,Spot,5,Image 1,1,161,
486.696,,Spot,5,Image 1,1,162,
454.625,,Spot,5,Image 1,1,163,
229.538,,Spot,5,Image 1,1,164,
546.219,,Spot,5,Image 1,1,167,
537.112,,Spot,5,Image 1,1,168,
621.522,,Spot,5,Image 1,1,169,
472.89,,Spot,5,Image 1,1,170,
430.836,,Spot,5,Image 1,1,171,
362.044,,Spot,5,Image 1,1,172,
568.217,,Spot,5,Image 1,1,173,
519.119,,Spot,5,Image 1,1,174,
440.86,,Spot,5,Image 1,1,175,
273.95,,Spot,5,Image 1,1,233,
938.859,,Spot,5,Image 1,1,234,
868.382,,Spot,5,Image 1,1,238,
235.057,,Spot,5,Image 1,1,240,
294.663,,Spot,5,Image 1,1,246,
155.391,,Spot,5,Image 1,1,247,
345.732,,Spot,5,Image 1,1,248,
189.162,,Spot,5,Image 1,1,253,
568.618,,Spot,5,Image 1,1,262,
796.048,,Spot,5,Image 1,1,263,
296.386,,Spot,5,Image 1,1,264,
902.512,,Spot,5,Image 1,1,267,
622.95,,Spot,5,Image 1,1,269,
1610.36,,Spot,5,Image 1,1,270,
960.692,,Spot,5,Image 1,1,271,
1276.1,,Spot,5,Image 1,1,273,
264.308,,Spot,5,Image 1,1,274,
868.981,,Spot,5,Image 1,1,275,
703.506,,Spot,5,Image 1,1,276,
721.465,,Spot,5,Image 1,1,277,
601.445,,Spot,5,Image 1,1,278,
950.73,,Spot,5,Image 1,1,279,
655.461,,Spot,5,Image 1,1,280,
682.959,,Spot,5,Image 1,1,281,
498.275,,Spot,5,Image 1,1,282,
384.945,,Spot,5,Image 1,1,283,
635.983,,Spot,5,Image 1,1,284,
369.555,,Spot,5,Image 1,1,285,
761.084,,Spot,5,Image 1,1,286,
304.066,,Spot,5,Image 1,1,288,
279.404,,Spot,5,Image 1,1,292,
781.246,,Spot,5,Image 1,1,294,
724.264,,Spot,5,Image 1,1,296,
1791.23,,Spot,5,Image 1,1,297,
796.328,,Spot,5,Image 1,1,298,
887.645,,Spot,5,Image 1,1,299,
1007.39,,Spot,5,Image 1,1,300,
874.962,,Spot,5,Image 1,1,301,
740.1,,Spot,5,Image 1,1,302,
914.929,,Spot,5,Image 1,1,303,
271.594,,Spot,5,Image 1,1,304,
794.117,,Spot,5,Image 1,1,306,
812.737,,Spot,5,Image 1,1,308,
626.128,,Spot,5,Image 1,1,309,
1013.09,,Spot,5,Image 1,1,310,
413.52,,Spot,5,Image 1,1,311,
288.972,,Spot,5,Image 1,1,312,
564.427,,Spot,5,Image 1,1,313,
487.693,,Spot,5,Image 1,1,314,
520.581,,Spot,5,Image 1,1,315,
769.151,,Spot,5,Image 1,1,316,
237.742,,Spot,5,Image 1,1,317,
326.931,,Spot,5,Image 1,1,318,
