
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
3.10525e+10,,Spot,1,Image 1,1,3,
2.45538e+09,,Spot,1,Image 1,1,15,
1.91999e+09,,Spot,1,Image 1,1,18,
4.30837e+09,,Spot,1,Image 1,1,40,
2.28717e+09,,Spot,1,Image 1,1,41,
2.63532e+09,,Spot,1,Image 1,1,44,
3.16023e+10,,Spot,1,Image 1,1,63,
2.94805e+09,,Spot,1,Image 1,1,64,
6.16564e+09,,Spot,1,Image 1,1,66,
2.19885e+09,,Spot,1,Image 1,1,70,
7.48843e+09,,Spot,1,Image 1,1,73,
7.4875e+09,,Spot,1,Image 1,1,74,
1.57792e+09,,Spot,1,Image 1,1,76,
1.87402e+09,,Spot,1,Image 1,1,80,
3.15722e+09,,Spot,1,Image 1,1,81,
3.53507e+09,,Spot,1,Image 1,1,82,
6.38517e+09,,Spot,1,Image 1,1,83,
5.78131e+09,,Spot,1,Image 1,1,84,
3.34383e+09,,Spot,1,Image 1,1,85,
3.03588e+09,,Spot,1,Image 1,1,86,
3.8149e+09,,Spot,1,Image 1,1,87,
2.61571e+09,,Spot,1,Image 1,1,88,
1.27269e+09,,Spot,1,Image 1,1,90,
1.69921e+10,,Spot,1,Image 1,1,91,
9.66787e+09,,Spot,1,Image 1,1,92,
5.62457e+08,,Spot,1,Image 1,1,93,
4.61111e+09,,Spot,1,Image 1,1,94,
3.45465e+09,,Spot,1,Image 1,1,95,
3.11976e+09,,Spot,1,Image 1,1,96,
1.41794e+09,,Spot,1,Image 1,1,97,
3.8337e+09,,Spot,1,Image 1,1,98,
2.22757e+09,,Spot,1,Image 1,1,99,
1.5443e+10,,Spot,1,Image 1,1,100,
1.71842e+09,,Spot,1,Image 1,1,101,
2.06183e+09,,Spot,1,Image 1,1,102,
1.51462e+09,,Spot,1,Image 1,1,103,
3.67806e+09,,Spot,1,Image 1,1,104,
1.01935e+09,,Spot,1,Image 1,1,105,
8.55151e+08,,Spot,1,Image 1,1,106,
3.36474e+09,,Spot,1,Image 1,1,107,
5.86334e+09,,Spot,1,Image 1,1,108,
4.99047e+08,,Spot,1,Image 1,1,109,
2.44899e+09,,Spot,1,Image 1,1,110,
1.52584e+09,,Spot,1,Image 1,1,111,
2.79761e+09,,Spot,1,Image 1,1,122,
2.80743e+09,,Spot,1,Image 1,1,125,
2.80661e+09,,Spot,1,Image 1,1,128,
1.80138e+10,,Spot,1,Image 1,1,130,
4.37236e+09,,Spot,1,Image 1,1,131,
3.50636e+09,,Spot,1,Image 1,1,132,
6.25401e+09,,Spot,1,Image 1,1,133,
3.84806e+09,,Spot,1,Image 1,1,134,
3.04733e+09,,Spot,1,Image 1,1,135,
2.7326e+09,,Spot,1,Image 1,1,136,
3.67649e+09,,Spot,1,Image 1,1,137,
4.17679e+09,,Spot,1,Image 1,1,138,
1.99778e+09,,Spot,1,Image 1,1,139,
2.82783e+09,,Spot,1,Image 1,1,140,
7.43318e+09,,Spot,1,Image 1,1,141,
2.39714e+09,,Spot,1,Image 1,1,142,
2.65377e+10,,Spot,1,Image 1,1,143,
2.72744e+09,,Spot,1,Image 1,1,144,
1.17051e+09,,Spot,1,Image 1,1,145,
1.14553e+09,,Spot,1,Image 1,1,146,
5.2288e+09,,Spot,1,Image 1,1,147,
5.19459e+09,,Spot,1,Image 1,1,150,
2.75363e+09,,Spot,1,Image 1,1,151,
3.59855e+09,,Spot,1,Image 1,1,152,
2.21118e+09,,Spot,1,Image 1,1,154,
2.92172e+09,,Spot,1,Image 1,1,155,
2.43979e+09,,Spot,1,Image 1,1,156,
3.73765e+09,,Spot,1,Image 1,1,157,
5.79879e+09,,Spot,1,Image 1,1,158,
5.74388e+09,,Spot,1,Image 1,1,159,
