
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1101.99,,Spot,3,Image 1,1,3,
188.008,,Spot,3,Image 1,1,15,
661.005,,Spot,3,Image 1,1,18,
374.228,,Spot,3,Image 1,1,40,
429.443,,Spot,3,Image 1,1,41,
104.485,,Spot,3,Image 1,1,44,
1076.9,,Spot,3,Image 1,1,63,
589.076,,Spot,3,Image 1,1,64,
1597.81,,Spot,3,Image 1,1,66,
2376.16,,Spot,3,Image 1,1,70,
1112.16,,Spot,3,Image 1,1,73,
2319.26,,Spot,3,Image 1,1,74,
2549.14,,Spot,3,Image 1,1,76,
1223.63,,Spot,3,Image 1,1,80,
1031.86,,Spot,3,Image 1,1,81,
1678.35,,Spot,3,Image 1,1,82,
2687.44,,Spot,3,Image 1,1,83,
3139.52,,Spot,3,Image 1,1,84,
3994.88,,Spot,3,Image 1,1,85,
2143.08,,Spot,3,Image 1,1,86,
1382.11,,Spot,3,Image 1,1,87,
2938.89,,Spot,3,Image 1,1,88,
2058.37,,Spot,3,Image 1,1,90,
1781.55,,Spot,3,Image 1,1,91,
1865.85,,Spot,3,Image 1,1,92,
645.861,,Spot,3,Image 1,1,93,
2165.79,,Spot,3,Image 1,1,94,
1492.44,,Spot,3,Image 1,1,95,
1438.67,,Spot,3,Image 1,1,96,
865.79,,Spot,3,Image 1,1,97,
1448.74,,Spot,3,Image 1,1,98,
1159.8,,Spot,3,Image 1,1,99,
2300.74,,Spot,3,Image 1,1,100,
1859.1,,Spot,3,Image 1,1,101,
1329.7,,Spot,3,Image 1,1,102,
1326.39,,Spot,3,Image 1,1,103,
313.751,,Spot,3,Image 1,1,104,
1001.06,,Spot,3,Image 1,1,105,
301.79,,Spot,3,Image 1,1,106,
246.053,,Spot,3,Image 1,1,107,
131.979,,Spot,3,Image 1,1,108,
1112.86,,Spot,3,Image 1,1,109,
742.508,,Spot,3,Image 1,1,110,
1709.53,,Spot,3,Image 1,1,111,
642.42,,Spot,3,Image 1,1,122,
150.133,,Spot,3,Image 1,1,125,
1300.99,,Spot,3,Image 1,1,128,
1538.49,,Spot,3,Image 1,1,130,
2224.15,,Spot,3,Image 1,1,131,
2373.22,,Spot,3,Image 1,1,132,
2273.63,,Spot,3,Image 1,1,133,
1703.16,,Spot,3,Image 1,1,134,
2107.08,,Spot,3,Image 1,1,135,
593.645,,Spot,3,Image 1,1,136,
1502.62,,Spot,3,Image 1,1,137,
1073.14,,Spot,3,Image 1,1,138,
2790.68,,Spot,3,Image 1,1,139,
1551.04,,Spot,3,Image 1,1,140,
2745.68,,Spot,3,Image 1,1,141,
4604.29,,Spot,3,Image 1,1,142,
1980.62,,Spot,3,Image 1,1,143,
1820.83,,Spot,3,Image 1,1,144,
1704.71,,Spot,3,Image 1,1,145,
1431.52,,Spot,3,Image 1,1,146,
831.681,,Spot,3,Image 1,1,147,
1847.09,,Spot,3,Image 1,1,150,
2462.22,,Spot,3,Image 1,1,151,
2101.61,,Spot,3,Image 1,1,152,
1567.36,,Spot,3,Image 1,1,154,
1172.41,,Spot,3,Image 1,1,155,
552.524,,Spot,3,Image 1,1,156,
2802.01,,Spot,3,Image 1,1,157,
3111.92,,Spot,3,Image 1,1,158,
4110.73,,Spot,3,Image 1,1,159,
1469.63,,Spot,3,Image 1,1,160,
1555.86,,Spot,3,Image 1,1,161,
1060.83,,Spot,3,Image 1,1,162,
840.094,,Spot,3,Image 1,1,163,
279.169,,Spot,3,Image 1,1,164,
1162,,Spot,3,Image 1,1,167,
1028.7,,Spot,3,Image 1,1,168,
981.096,,Spot,3,Image 1,1,169,
1049.59,,Spot,3,Image 1,1,170,
892.496,,Spot,3,Image 1,1,171,
639.939,,Spot,3,Image 1,1,172,
1169.47,,Spot,3,Image 1,1,173,
