
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
6377,,Spot,4,Image 1,1,3,
2612,,Spot,4,Image 1,1,15,
1976,,Spot,4,Image 1,1,18,
3627,,Spot,4,Image 1,1,40,
3652,,Spot,4,Image 1,1,41,
2390,,Spot,4,Image 1,1,44,
5984,,Spot,4,Image 1,1,63,
2673,,Spot,4,Image 1,1,64,
3614,,Spot,4,Image 1,1,66,
2258,,Spot,4,Image 1,1,70,
4500,,Spot,4,Image 1,1,73,
7262,,Spot,4,Image 1,1,74,
1378,,Spot,4,Image 1,1,76,
2297,,Spot,4,Image 1,1,80,
2877,,Spot,4,Image 1,1,81,
2985,,Spot,4,Image 1,1,82,
4523,,Spot,4,Image 1,1,83,
4241,,Spot,4,Image 1,1,84,
2152,,Spot,4,Image 1,1,85,
2608,,Spot,4,Image 1,1,86,
3573,,Spot,4,Image 1,1,87,
1195,,Spot,4,Image 1,1,88,
1092,,Spot,4,Image 1,1,90,
7467,,Spot,4,Image 1,1,91,
5993,,Spot,4,Image 1,1,92,
1353,,Spot,4,Image 1,1,93,
2922,,Spot,4,Image 1,1,94,
3074,,Spot,4,Image 1,1,95,
2670,,Spot,4,Image 1,1,96,
2836,,Spot,4,Image 1,1,97,
1264,,Spot,4,Image 1,1,98,
3255,,Spot,4,Image 1,1,99,
3888,,Spot,4,Image 1,1,100,
2092,,Spot,4,Image 1,1,101,
2165,,Spot,4,Image 1,1,102,
725,,Spot,4,Image 1,1,103,
2336,,Spot,4,Image 1,1,104,
1684,,Spot,4,Image 1,1,105,
1381,,Spot,4,Image 1,1,106,
2146,,Spot,4,Image 1,1,107,
3000,,Spot,4,Image 1,1,108,
1008,,Spot,4,Image 1,1,109,
2972,,Spot,4,Image 1,1,110,
3348,,Spot,4,Image 1,1,111,
2890,,Spot,4,Image 1,1,122,
3401,,Spot,4,Image 1,1,125,
2238,,Spot,4,Image 1,1,128,
4672,,Spot,4,Image 1,1,130,
2598,,Spot,4,Image 1,1,131,
2043,,Spot,4,Image 1,1,132,
4210,,Spot,4,Image 1,1,133,
4903,,Spot,4,Image 1,1,134,
2888,,Spot,4,Image 1,1,135,
2708,,Spot,4,Image 1,1,136,
3551,,Spot,4,Image 1,1,137,
5337,,Spot,4,Image 1,1,138,
746,,Spot,4,Image 1,1,139,
5970,,Spot,4,Image 1,1,140,
5053,,Spot,4,Image 1,1,141,
1093,,Spot,4,Image 1,1,142,
6754,,Spot,4,Image 1,1,143,
2076,,Spot,4,Image 1,1,144,
1284,,Spot,4,Image 1,1,145,
1390,,Spot,4,Image 1,1,146,
2842,,Spot,4,Image 1,1,147,
8536,,Spot,4,Image 1,1,150,
1842,,Spot,4,Image 1,1,151,
1355,,Spot,4,Image 1,1,152,
2533,,Spot,4,Image 1,1,154,
3620,,Spot,4,Image 1,1,155,
1768,,Spot,4,Image 1,1,156,
2291,,Spot,4,Image 1,1,157,
4093,,Spot,4,Image 1,1,158,
4291,,Spot,4,Image 1,1,159,
2212,,Spot,4,Image 1,1,160,
2410,,Spot,4,Image 1,1,161,
1845,,Spot,4,Image 1,1,162,
2613,,Spot,4,Image 1,1,163,
6597,,Spot,4,Image 1,1,164,
1335,,Spot,4,Image 1,1,167,
3170,,Spot,4,Image 1,1,168,
2031,,Spot,4,Image 1,1,169,
1519,,Spot,4,Image 1,1,170,
12880,,Spot,4,Image 1,1,171,
1878,,Spot,4,Image 1,1,172,
4032,,Spot,4,Image 1,1,173,
3640,,Spot,4,Image 1,1,174,
4592,,Spot,4,Image 1,1,175,
3932,,Spot,4,Image 1,1,233,
3284,,Spot,4,Image 1,1,234,
2716,,Spot,4,Image 1,1,238,
1614,,Spot,4,Image 1,1,240,
4860,,Spot,4,Image 1,1,246,
2521,,Spot,4,Image 1,1,247,
2209,,Spot,4,Image 1,1,248,
1285,,Spot,4,Image 1,1,253,
2297,,Spot,4,Image 1,1,262,
3171,,Spot,4,Image 1,1,263,
2311,,Spot,4,Image 1,1,264,
2322,,Spot,4,Image 1,1,267,
2719,,Spot,4,Image 1,1,269,
4676,,Spot,4,Image 1,1,270,
2389,,Spot,4,Image 1,1,271,
3221,,Spot,4,Image 1,1,273,
1963,,Spot,4,Image 1,1,274,
3411,,Spot,4,Image 1,1,275,
2375,,Spot,4,Image 1,1,276,
1794,,Spot,4,Image 1,1,277,
3631,,Spot,4,Image 1,1,278,
3319,,Spot,4,Image 1,1,279,
2150,,Spot,4,Image 1,1,280,
3385,,Spot,4,Image 1,1,281,
2170,,Spot,4,Image 1,1,282,
1431,,Spot,4,Image 1,1,283,
1190,,Spot,4,Image 1,1,284,
1918,,Spot,4,Image 1,1,285,
2183,,Spot,4,Image 1,1,286,
1789,,Spot,4,Image 1,1,288,
3182,,Spot,4,Image 1,1,292,
1932,,Spot,4,Image 1,1,294,
1848,,Spot,4,Image 1,1,296,
3914,,Spot,4,Image 1,1,297,
1731,,Spot,4,Image 1,1,298,
1299,,Spot,4,Image 1,1,299,
1708,,Spot,4,Image 1,1,300,
1185,,Spot,4,Image 1,1,301,
2552,,Spot,4,Image 1,1,302,
2948,,Spot,4,Image 1,1,303,
2693,,Spot,4,Image 1,1,304,
7515,,Spot,4,Image 1,1,306,
4034,,Spot,4,Image 1,1,308,
1140,,Spot,4,Image 1,1,309,
3796,,Spot,4,Image 1,1,310,
3779,,Spot,4,Image 1,1,311,
3105,,Spot,4,Image 1,1,312,
3027,,Spot,4,Image 1,1,313,
3399,,Spot,4,Image 1,1,314,
1840,,Spot,4,Image 1,1,315,
2181,,Spot,4,Image 1,1,316,
1885,,Spot,4,Image 1,1,317,
3823,,Spot,4,Image 1,1,318,
2127,,Spot,4,Image 1,1,320,
1460,,Spot,4,Image 1,1,321,
2470,,Spot,4,Image 1,1,322,
1460,,Spot,4,Image 1,1,366,
1916,,Spot,4,Image 1,1,374,
3312,,Spot,4,Image 1,1,376,
3916,,Spot,4,Image 1,1,389,
1034,,Spot,4,Image 1,1,390,
4420,,Spot,4,Image 1,1,391,
6823,,Spot,4,Image 1,1,392,
2293,,Spot,4,Image 1,1,393,
3281,,Spot,4,Image 1,1,394,
2264,,Spot,4,Image 1,1,395,
4074,,Spot,4,Image 1,1,396,
4778,,Spot,4,Image 1,1,398,
4767,,Spot,4,Image 1,1,399,
6705,,Spot,4,Image 1,1,400,
3469,,Spot,4,Image 1,1,401,
1121,,Spot,4,Image 1,1,402,
2423,,Spot,4,Image 1,1,403,
1197,,Spot,4,Image 1,1,404,
3357,,Spot,4,Image 1,1,405,
4132,,Spot,4,Image 1,1,406,
4650,,Spot,4,Image 1,1,407,
1219,,Spot,4,Image 1,1,408,
2537,,Spot,4,Image 1,1,409,
3049,,Spot,4,Image 1,1,410,
2342,,Spot,4,Image 1,1,411,
3405,,Spot,4,Image 1,1,412,
1253,,Spot,4,Image 1,1,413,
3537,,Spot,4,Image 1,1,414,
3711,,Spot,4,Image 1,1,416,
2324,,Spot,4,Image 1,1,421,
2367,,Spot,4,Image 1,1,423,
3324,,Spot,4,Image 1,1,425,
