
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
4.60309e+09,,Spot,3,Image 1,1,3,
1.48149e+08,,Spot,3,Image 1,1,15,
1.5387e+09,,Spot,3,Image 1,1,18,
4.9865e+08,,Spot,3,Image 1,1,40,
6.02711e+08,,Spot,3,Image 1,1,41,
9.17272e+07,,Spot,3,Image 1,1,44,
4.02078e+09,,Spot,3,Image 1,1,63,
1.21943e+09,,Spot,3,Image 1,1,64,
7.10986e+09,,Spot,3,Image 1,1,66,
1.50026e+10,,Spot,3,Image 1,1,70,
4.74096e+09,,Spot,3,Image 1,1,73,
1.58682e+10,,Spot,3,Image 1,1,74,
1.89523e+10,,Spot,3,Image 1,1,76,
4.99432e+09,,Spot,3,Image 1,1,80,
3.16939e+09,,Spot,3,Image 1,1,81,
7.17454e+09,,Spot,3,Image 1,1,82,
1.82448e+10,,Spot,3,Image 1,1,83,
2.06606e+10,,Spot,3,Image 1,1,84,
4.59315e+10,,Spot,3,Image 1,1,85,
1.37836e+10,,Spot,3,Image 1,1,86,
6.85979e+09,,Spot,3,Image 1,1,87,
2.52916e+10,,Spot,3,Image 1,1,88,
1.26937e+10,,Spot,3,Image 1,1,90,
8.39079e+09,,Spot,3,Image 1,1,91,
9.30135e+09,,Spot,3,Image 1,1,92,
1.35403e+09,,Spot,3,Image 1,1,93,
1.40721e+10,,Spot,3,Image 1,1,94,
6.8624e+09,,Spot,3,Image 1,1,95,
6.48368e+09,,Spot,3,Image 1,1,96,
2.78551e+09,,Spot,3,Image 1,1,97,
6.58001e+09,,Spot,3,Image 1,1,98,
4.4745e+09,,Spot,3,Image 1,1,99,
1.62863e+10,,Spot,3,Image 1,1,100,
1.04232e+10,,Spot,3,Image 1,1,101,
5.55221e+09,,Spot,3,Image 1,1,102,
4.67555e+09,,Spot,3,Image 1,1,103,
3.9038e+08,,Spot,3,Image 1,1,104,
2.80111e+09,,Spot,3,Image 1,1,105,
3.58474e+08,,Spot,3,Image 1,1,106,
2.65521e+08,,Spot,3,Image 1,1,107,
9.9921e+07,,Spot,3,Image 1,1,108,
4.0341e+09,,Spot,3,Image 1,1,109,
1.99693e+09,,Spot,3,Image 1,1,110,
8.94552e+09,,Spot,3,Image 1,1,111,
1.27273e+09,,Spot,3,Image 1,1,122,
1.21996e+08,,Spot,3,Image 1,1,125,
7.64347e+09,,Spot,3,Image 1,1,128,
6.52617e+09,,Spot,3,Image 1,1,130,
1.25816e+10,,Spot,3,Image 1,1,131,
1.4247e+10,,Spot,3,Image 1,1,132,
1.47857e+10,,Spot,3,Image 1,1,133,
7.46829e+09,,Spot,3,Image 1,1,134,
9.30326e+09,,Spot,3,Image 1,1,135,
1.72703e+09,,Spot,3,Image 1,1,136,
7.02345e+09,,Spot,3,Image 1,1,137,
4.41714e+09,,Spot,3,Image 1,1,138,
2.35703e+10,,Spot,3,Image 1,1,139,
7.4556e+09,,Spot,3,Image 1,1,140,
2.23684e+10,,Spot,3,Image 1,1,141,
6.11274e+10,,Spot,3,Image 1,1,142,
1.34133e+10,,Spot,3,Image 1,1,143,
1.20269e+10,,Spot,3,Image 1,1,144,
7.41707e+09,,Spot,3,Image 1,1,145,
5.34433e+09,,Spot,3,Image 1,1,146,
2.12441e+09,,Spot,3,Image 1,1,147,
1.0604e+10,,Spot,3,Image 1,1,150,
1.78118e+10,,Spot,3,Image 1,1,151,
1.28317e+10,,Spot,3,Image 1,1,152,
7.64241e+09,,Spot,3,Image 1,1,154,
5.60991e+09,,Spot,3,Image 1,1,155,
1.33338e+09,,Spot,3,Image 1,1,156,
2.3517e+10,,Spot,3,Image 1,1,157,
2.82013e+10,,Spot,3,Image 1,1,158,
4.89519e+10,,Spot,3,Image 1,1,159,
5.61274e+09,,Spot,3,Image 1,1,160,
6.31925e+09,,Spot,3,Image 1,1,161,
3.06282e+09,,Spot,3,Image 1,1,162,
1.99581e+09,,Spot,3,Image 1,1,163,
3.06076e+08,,Spot,3,Image 1,1,164,
3.3992e+09,,Spot,3,Image 1,1,167,
3.32239e+09,,Spot,3,Image 1,1,168,
3.65348e+09,,Spot,3,Image 1,1,169,
3.64054e+09,,Spot,3,Image 1,1,170,
2.61847e+09,,Spot,3,Image 1,1,171,
1.48276e+09,,Spot,3,Image 1,1,172,
4.39757e+09,,Spot,3,Image 1,1,173,
4.61129e+09,,Spot,3,Image 1,1,174,
2.3589e+09,,Spot,3,Image 1,1,175,
4.40214e+08,,Spot,3,Image 1,1,233,
4.23913e+10,,Spot,3,Image 1,1,234,
2.02669e+10,,Spot,3,Image 1,1,238,
2.93676e+08,,Spot,3,Image 1,1,240,
5.68159e+08,,Spot,3,Image 1,1,246,
1.1076e+08,,Spot,3,Image 1,1,247,
9.97588e+08,,Spot,3,Image 1,1,248,
1.89589e+08,,Spot,3,Image 1,1,253,
3.81485e+09,,Spot,3,Image 1,1,262,
1.46305e+10,,Spot,3,Image 1,1,263,
6.19675e+08,,Spot,3,Image 1,1,264,
2.98179e+10,,Spot,3,Image 1,1,267,
7.62088e+09,,Spot,3,Image 1,1,269,
6.84836e+10,,Spot,3,Image 1,1,270,
3.5101e+10,,Spot,3,Image 1,1,271,
5.4326e+10,,Spot,3,Image 1,1,273,
3.99525e+08,,Spot,3,Image 1,1,274,
2.75594e+10,,Spot,3,Image 1,1,275,
