
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1308.6,,Spot,4,Image 1,1,3,
25.9118,,Spot,4,Image 1,1,15,
56.8915,,Spot,4,Image 1,1,18,
158.58,,Spot,4,Image 1,1,40,
148.319,,Spot,4,Image 1,1,41,
16.2644,,Spot,4,Image 1,1,44,
1668.23,,Spot,4,Image 1,1,63,
124.718,,Spot,4,Image 1,1,64,
176.1,,Spot,4,Image 1,1,66,
12.9807,,Spot,4,Image 1,1,70,
425.533,,Spot,4,Image 1,1,73,
171.085,,Spot,4,Image 1,1,74,
6.36082,,Spot,4,Image 1,1,76,
30.8971,,Spot,4,Image 1,1,80,
136.673,,Spot,4,Image 1,1,81,
103.279,,Spot,4,Image 1,1,82,
155.091,,Spot,4,Image 1,1,83,
171.835,,Spot,4,Image 1,1,84,
22.8327,,Spot,4,Image 1,1,85,
77.081,,Spot,4,Image 1,1,86,
52.2815,,Spot,4,Image 1,1,87,
11.6582,,Spot,4,Image 1,1,88,
13.1889,,Spot,4,Image 1,1,90,
1021.84,,Spot,4,Image 1,1,91,
770.517,,Spot,4,Image 1,1,92,
62.8003,,Spot,4,Image 1,1,93,
48.2641,,Spot,4,Image 1,1,94,
93.4337,,Spot,4,Image 1,1,95,
47.4675,,Spot,4,Image 1,1,96,
116.033,,Spot,4,Image 1,1,97,
8.68319,,Spot,4,Image 1,1,98,
63.2927,,Spot,4,Image 1,1,99,
358.307,,Spot,4,Image 1,1,100,
97.6204,,Spot,4,Image 1,1,101,
83.4665,,Spot,4,Image 1,1,102,
1.41099,,Spot,4,Image 1,1,103,
27.6701,,Spot,4,Image 1,1,104,
28.9502,,Spot,4,Image 1,1,105,
39.5168,,Spot,4,Image 1,1,106,
25.0272,,Spot,4,Image 1,1,107,
70.2906,,Spot,4,Image 1,1,108,
14.9172,,Spot,4,Image 1,1,109,
26.9967,,Spot,4,Image 1,1,110,
33.9275,,Spot,4,Image 1,1,111,
155.736,,Spot,4,Image 1,1,122,
226.872,,Spot,4,Image 1,1,125,
16.9027,,Spot,4,Image 1,1,128,
1027.72,,Spot,4,Image 1,1,130,
100.3,,Spot,4,Image 1,1,131,
28.6156,,Spot,4,Image 1,1,132,
197.867,,Spot,4,Image 1,1,133,
232.56,,Spot,4,Image 1,1,134,
169.963,,Spot,4,Image 1,1,135,
35.3697,,Spot,4,Image 1,1,136,
189.487,,Spot,4,Image 1,1,137,
160.214,,Spot,4,Image 1,1,138,
5.20502,,Spot,4,Image 1,1,139,
83.8116,,Spot,4,Image 1,1,140,
158.246,,Spot,4,Image 1,1,141,
7.90251,,Spot,4,Image 1,1,142,
1045.82,,Spot,4,Image 1,1,143,
100.313,,Spot,4,Image 1,1,144,
15.3351,,Spot,4,Image 1,1,145,
11.2373,,Spot,4,Image 1,1,146,
150.185,,Spot,4,Image 1,1,147,
146.013,,Spot,4,Image 1,1,150,
9.14158,,Spot,4,Image 1,1,151,
6.01765,,Spot,4,Image 1,1,152,
82.8953,,Spot,4,Image 1,1,154,
116.962,,Spot,4,Image 1,1,155,
74.7536,,Spot,4,Image 1,1,156,
10.7192,,Spot,4,Image 1,1,157,
181.672,,Spot,4,Image 1,1,158,
121.958,,Spot,4,Image 1,1,159,
111.966,,Spot,4,Image 1,1,160,
68.717,,Spot,4,Image 1,1,161,
45.5114,,Spot,4,Image 1,1,162,
128.33,,Spot,4,Image 1,1,163,
387.779,,Spot,4,Image 1,1,164,
33.898,,Spot,4,Image 1,1,167,
162.248,,Spot,4,Image 1,1,168,
45.929,,Spot,4,Image 1,1,169,
15.579,,Spot,4,Image 1,1,170,
175.367,,Spot,4,Image 1,1,171,
30.2803,,Spot,4,Image 1,1,172,
184.159,,Spot,4,Image 1,1,173,
41.6937,,Spot,4,Image 1,1,174,
87.6651,,Spot,4,Image 1,1,175,
50.2266,,Spot,4,Image 1,1,233,
44.4159,,Spot,4,Image 1,1,234,
103.681,,Spot,4,Image 1,1,238,
22.5754,,Spot,4,Image 1,1,240,
70.5222,,Spot,4,Image 1,1,246,
28.9734,,Spot,4,Image 1,1,247,
114.067,,Spot,4,Image 1,1,248,
9.13307,,Spot,4,Image 1,1,253,
93.6605,,Spot,4,Image 1,1,262,
198.79,,Spot,4,Image 1,1,263,
92.3664,,Spot,4,Image 1,1,264,
46.2769,,Spot,4,Image 1,1,267,
103.542,,Spot,4,Image 1,1,269,
285.993,,Spot,4,Image 1,1,270,
19.3999,,Spot,4,Image 1,1,271,
40.7321,,Spot,4,Image 1,1,273,
14.369,,Spot,4,Image 1,1,274,
47.3557,,Spot,4,Image 1,1,275,
25.6967,,Spot,4,Image 1,1,276,
37.2785,,Spot,4,Image 1,1,277,
282.545,,Spot,4,Image 1,1,278,
71.1145,,Spot,4,Image 1,1,279,
17.8777,,Spot,4,Image 1,1,280,
112.819,,Spot,4,Image 1,1,281,
16.5604,,Spot,4,Image 1,1,282,
18.2826,,Spot,4,Image 1,1,283,
19.6771,,Spot,4,Image 1,1,284,
14.5182,,Spot,4,Image 1,1,285,
38.663,,Spot,4,Image 1,1,286,
5.48581,,Spot,4,Image 1,1,288,
41.1037,,Spot,4,Image 1,1,292,
12.6116,,Spot,4,Image 1,1,294,
36.0277,,Spot,4,Image 1,1,296,
165.975,,Spot,4,Image 1,1,297,
30.8302,,Spot,4,Image 1,1,298,
9.24718,,Spot,4,Image 1,1,299,
13.6847,,Spot,4,Image 1,1,300,
9.02143,,Spot,4,Image 1,1,301,
78.8388,,Spot,4,Image 1,1,302,
27.3864,,Spot,4,Image 1,1,303,
92.1662,,Spot,4,Image 1,1,304,
163.894,,Spot,4,Image 1,1,306,
162.74,,Spot,4,Image 1,1,308,
10.1899,,Spot,4,Image 1,1,309,
111.311,,Spot,4,Image 1,1,310,
119.634,,Spot,4,Image 1,1,311,
120.831,,Spot,4,Image 1,1,312,
192.917,,Spot,4,Image 1,1,313,
139.223,,Spot,4,Image 1,1,314,
43.1702,,Spot,4,Image 1,1,315,
41.8675,,Spot,4,Image 1,1,316,
35.7257,,Spot,4,Image 1,1,317,
232.647,,Spot,4,Image 1,1,318,
52.6103,,Spot,4,Image 1,1,320,
26.0138,,Spot,4,Image 1,1,321,
52.7258,,Spot,4,Image 1,1,322,
4.16721,,Spot,4,Image 1,1,366,
15.796,,Spot,4,Image 1,1,374,
30.0192,,Spot,4,Image 1,1,376,
290.323,,Spot,4,Image 1,1,389,
4.98868,,Spot,4,Image 1,1,390,
133.26,,Spot,4,Image 1,1,391,
263.624,,Spot,4,Image 1,1,392,
26.0589,,Spot,4,Image 1,1,393,
54.181,,Spot,4,Image 1,1,394,
21.6096,,Spot,4,Image 1,1,395,
31.8188,,Spot,4,Image 1,1,396,
289.974,,Spot,4,Image 1,1,398,
162.011,,Spot,4,Image 1,1,399,
372.407,,Spot,4,Image 1,1,400,
115.725,,Spot,4,Image 1,1,401,
4.27802,,Spot,4,Image 1,1,402,
25.5193,,Spot,4,Image 1,1,403,
5.79103,,Spot,4,Image 1,1,404,
158.108,,Spot,4,Image 1,1,405,
296.409,,Spot,4,Image 1,1,406,
111.924,,Spot,4,Image 1,1,407,
3.98218,,Spot,4,Image 1,1,408,
105.453,,Spot,4,Image 1,1,409,
13.6766,,Spot,4,Image 1,1,410,
10.9188,,Spot,4,Image 1,1,411,
20.3877,,Spot,4,Image 1,1,412,
18.9331,,Spot,4,Image 1,1,413,
26.0996,,Spot,4,Image 1,1,414,
200.231,,Spot,4,Image 1,1,416,
35.2197,,Spot,4,Image 1,1,421,
129.128,,Spot,4,Image 1,1,423,
87.8361,,Spot,4,Image 1,1,425,
21.9264,,Spot,4,Image 1,1,426,
135.623,,Spot,4,Image 1,1,427,
79.3157,,Spot,4,Image 1,1,428,
32.3514,,Spot,4,Image 1,1,429,
198.904,,Spot,4,Image 1,1,431,
8.54185,,Spot,4,Image 1,1,432,
80.9588,,Spot,4,Image 1,1,434,
92.6473,,Spot,4,Image 1,1,435,
168.983,,Spot,4,Image 1,1,436,
7.14737,,Spot,4,Image 1,1,437,
3.77326,,Spot,4,Image 1,1,438,
43.198,,Spot,4,Image 1,1,439,
80.8362,,Spot,4,Image 1,1,440,
85.4198,,Spot,4,Image 1,1,441,
123.1,,Spot,4,Image 1,1,442,
1.00438,,Spot,4,Image 1,1,443,
71.3617,,Spot,4,Image 1,1,444,
275.623,,Spot,4,Image 1,1,445,
151.172,,Spot,4,Image 1,1,446,
17.7988,,Spot,4,Image 1,1,512,
0.808727,,Spot,4,Image 1,1,514,
0.765608,,Spot,4,Image 1,1,517,
8.77822,,Spot,4,Image 1,1,518,
53.0636,,Spot,4,Image 1,1,519,
105.488,,Spot,4,Image 1,1,520,
214.371,,Spot,4,Image 1,1,521,
39.5898,,Spot,4,Image 1,1,522,
16.1065,,Spot,4,Image 1,1,523,
