
Diameter
 ==================== 
Diameter X,Diameter Y,Diameter Z,Unit,Category,Collection,Time,ID,
5,5,5,um,Spot,Diameter,1,53217,
5,5,5,um,Spot,Diameter,1,53218,
5,5,5,um,Spot,Diameter,1,53219,
5,5,5,um,Spot,Diameter,1,53220,
5,5,5,um,Spot,Diameter,1,53221,
5,5,5,um,Spot,Diameter,1,53222,
5,5,5,um,Spot,Diameter,1,53225,
5,5,5,um,Spot,Diameter,1,53226,
5,5,5,um,Spot,Diameter,1,53227,
5,5,5,um,Spot,Diameter,1,53228,
5,5,5,um,Spot,Diameter,1,53229,
5,5,5,um,Spot,Diameter,1,53230,
5,5,5,um,Spot,Diameter,1,53231,
5,5,5,um,Spot,Diameter,1,53232,
5,5,5,um,Spot,Diameter,1,53233,
5,5,5,um,Spot,Diameter,1,53234,
5,5,5,um,Spot,Diameter,1,53235,
5,5,5,um,Spot,Diameter,2,53236,
5,5,5,um,Spot,Diameter,2,53237,
5,5,5,um,Spot,Diameter,2,53238,
5,5,5,um,Spot,Diameter,2,53239,
5,5,5,um,Spot,Diameter,2,53240,
5,5,5,um,Spot,Diameter,2,53241,
5,5,5,um,Spot,Diameter,2,53242,
5,5,5,um,Spot,Diameter,2,53243,
5,5,5,um,Spot,Diameter,2,53244,
5,5,5,um,Spot,Diameter,2,53245,
5,5,5,um,Spot,Diameter,2,53246,
5,5,5,um,Spot,Diameter,2,53247,
5,5,5,um,Spot,Diameter,2,53248,
5,5,5,um,Spot,Diameter,2,53249,
5,5,5,um,Spot,Diameter,2,53250,
5,5,5,um,Spot,Diameter,2,53251,
5,5,5,um,Spot,Diameter,2,53252,
5,5,5,um,Spot,Diameter,2,53253,
5,5,5,um,Spot,Diameter,2,53254,
5,5,5,um,Spot,Diameter,2,53255,
5,5,5,um,Spot,Diameter,2,53256,
5,5,5,um,Spot,Diameter,2,53257,
5,5,5,um,Spot,Diameter,2,53258,
5,5,5,um,Spot,Diameter,2,53259,
5,5,5,um,Spot,Diameter,2,53260,
5,5,5,um,Spot,Diameter,2,53261,
5,5,5,um,Spot,Diameter,2,53262,
5,5,5,um,Spot,Diameter,2,53263,
5,5,5,um,Spot,Diameter,2,53264,
5,5,5,um,Spot,Diameter,2,53265,
5,5,5,um,Spot,Diameter,2,53266,
5,5,5,um,Spot,Diameter,2,53267,
5,5,5,um,Spot,Diameter,2,53268,
5,5,5,um,Spot,Diameter,2,53269,
5,5,5,um,Spot,Diameter,2,53270,
5,5,5,um,Spot,Diameter,2,53271,
5,5,5,um,Spot,Diameter,2,53272,
5,5,5,um,Spot,Diameter,2,53273,
5,5,5,um,Spot,Diameter,2,53274,
5,5,5,um,Spot,Diameter,2,53275,
5,5,5,um,Spot,Diameter,2,53276,
5,5,5,um,Spot,Diameter,2,53277,
5,5,5,um,Spot,Diameter,2,53278,
5,5,5,um,Spot,Diameter,2,53279,
5,5,5,um,Spot,Diameter,2,53280,
5,5,5,um,Spot,Diameter,2,53281,
5,5,5,um,Spot,Diameter,2,53282,
5,5,5,um,Spot,Diameter,2,53283,
5,5,5,um,Spot,Diameter,2,53284,
5,5,5,um,Spot,Diameter,2,53285,
5,5,5,um,Spot,Diameter,2,53286,
5,5,5,um,Spot,Diameter,2,53287,
5,5,5,um,Spot,Diameter,2,53288,
5,5,5,um,Spot,Diameter,2,53289,
5,5,5,um,Spot,Diameter,2,53290,
5,5,5,um,Spot,Diameter,2,53291,
5,5,5,um,Spot,Diameter,2,53292,
5,5,5,um,Spot,Diameter,2,53293,
5,5,5,um,Spot,Diameter,2,53294,
5,5,5,um,Spot,Diameter,2,53295,
5,5,5,um,Spot,Diameter,2,53296,
5,5,5,um,Spot,Diameter,2,53297,
5,5,5,um,Spot,Diameter,2,53298,
5,5,5,um,Spot,Diameter,2,53299,
5,5,5,um,Spot,Diameter,2,53300,
5,5,5,um,Spot,Diameter,2,53301,
5,5,5,um,Spot,Diameter,2,53302,
5,5,5,um,Spot,Diameter,2,53303,
5,5,5,um,Spot,Diameter,2,53304,
5,5,5,um,Spot,Diameter,2,53305,
5,5,5,um,Spot,Diameter,2,53306,
5,5,5,um,Spot,Diameter,2,53307,
5,5,5,um,Spot,Diameter,2,53308,
5,5,5,um,Spot,Diameter,2,53309,
5,5,5,um,Spot,Diameter,2,53310,
5,5,5,um,Spot,Diameter,2,53311,
5,5,5,um,Spot,Diameter,2,53312,
5,5,5,um,Spot,Diameter,2,53313,
5,5,5,um,Spot,Diameter,2,53314,
5,5,5,um,Spot,Diameter,2,53315,
5,5,5,um,Spot,Diameter,2,53316,
5,5,5,um,Spot,Diameter,2,53317,
5,5,5,um,Spot,Diameter,2,53318,
5,5,5,um,Spot,Diameter,2,53319,
5,5,5,um,Spot,Diameter,2,53320,
5,5,5,um,Spot,Diameter,2,53321,
5,5,5,um,Spot,Diameter,2,53322,
5,5,5,um,Spot,Diameter,2,53323,
5,5,5,um,Spot,Diameter,2,53324,
5,5,5,um,Spot,Diameter,2,53325,
5,5,5,um,Spot,Diameter,2,53326,
5,5,5,um,Spot,Diameter,2,53327,
5,5,5,um,Spot,Diameter,2,53328,
5,5,5,um,Spot,Diameter,2,53329,
5,5,5,um,Spot,Diameter,2,53330,
5,5,5,um,Spot,Diameter,2,53331,
5,5,5,um,Spot,Diameter,2,53332,
5,5,5,um,Spot,Diameter,2,53333,
5,5,5,um,Spot,Diameter,2,53334,
5,5,5,um,Spot,Diameter,2,53335,
5,5,5,um,Spot,Diameter,2,53336,
5,5,5,um,Spot,Diameter,2,53337,
5,5,5,um,Spot,Diameter,2,53338,
5,5,5,um,Spot,Diameter,2,53339,
5,5,5,um,Spot,Diameter,2,53340,
5,5,5,um,Spot,Diameter,2,53341,
5,5,5,um,Spot,Diameter,2,53342,
5,5,5,um,Spot,Diameter,2,53343,
5,5,5,um,Spot,Diameter,2,53344,
5,5,5,um,Spot,Diameter,2,53345,
5,5,5,um,Spot,Diameter,2,53346,
5,5,5,um,Spot,Diameter,2,53347,
5,5,5,um,Spot,Diameter,2,53348,
5,5,5,um,Spot,Diameter,2,53349,
5,5,5,um,Spot,Diameter,2,53350,
5,5,5,um,Spot,Diameter,2,53351,
5,5,5,um,Spot,Diameter,2,53352,
5,5,5,um,Spot,Diameter,2,53353,
5,5,5,um,Spot,Diameter,2,53354,
5,5,5,um,Spot,Diameter,2,53355,
5,5,5,um,Spot,Diameter,2,53356,
5,5,5,um,Spot,Diameter,2,53357,
5,5,5,um,Spot,Diameter,2,53358,
5,5,5,um,Spot,Diameter,2,53359,
5,5,5,um,Spot,Diameter,2,53360,
5,5,5,um,Spot,Diameter,2,53361,
5,5,5,um,Spot,Diameter,2,53362,
5,5,5,um,Spot,Diameter,2,53363,
5,5,5,um,Spot,Diameter,2,53364,
5,5,5,um,Spot,Diameter,2,53365,
5,5,5,um,Spot,Diameter,2,53366,
5,5,5,um,Spot,Diameter,2,53367,
5,5,5,um,Spot,Diameter,2,53368,
5,5,5,um,Spot,Diameter,2,53369,
5,5,5,um,Spot,Diameter,2,53370,
5,5,5,um,Spot,Diameter,2,53371,
5,5,5,um,Spot,Diameter,2,53372,
5,5,5,um,Spot,Diameter,2,53373,
5,5,5,um,Spot,Diameter,2,53374,
5,5,5,um,Spot,Diameter,2,53375,
5,5,5,um,Spot,Diameter,2,53376,
5,5,5,um,Spot,Diameter,2,53377,
5,5,5,um,Spot,Diameter,2,53378,
5,5,5,um,Spot,Diameter,2,53379,
5,5,5,um,Spot,Diameter,2,53380,
5,5,5,um,Spot,Diameter,2,53381,
5,5,5,um,Spot,Diameter,2,53382,
5,5,5,um,Spot,Diameter,2,53383,
5,5,5,um,Spot,Diameter,2,53384,
5,5,5,um,Spot,Diameter,2,53385,
5,5,5,um,Spot,Diameter,2,53386,
5,5,5,um,Spot,Diameter,2,53387,
5,5,5,um,Spot,Diameter,2,53388,
5,5,5,um,Spot,Diameter,2,53389,
5,5,5,um,Spot,Diameter,2,53390,
5,5,5,um,Spot,Diameter,2,53391,
5,5,5,um,Spot,Diameter,2,53392,
5,5,5,um,Spot,Diameter,2,53393,
5,5,5,um,Spot,Diameter,2,53394,
5,5,5,um,Spot,Diameter,2,53395,
5,5,5,um,Spot,Diameter,2,53396,
5,5,5,um,Spot,Diameter,2,53397,
5,5,5,um,Spot,Diameter,2,53398,
5,5,5,um,Spot,Diameter,2,53399,
5,5,5,um,Spot,Diameter,2,53400,
5,5,5,um,Spot,Diameter,2,53401,
5,5,5,um,Spot,Diameter,2,53402,
5,5,5,um,Spot,Diameter,2,53403,
5,5,5,um,Spot,Diameter,2,53404,
5,5,5,um,Spot,Diameter,2,53405,
5,5,5,um,Spot,Diameter,2,53406,
5,5,5,um,Spot,Diameter,2,53407,
5,5,5,um,Spot,Diameter,2,53408,
5,5,5,um,Spot,Diameter,2,53409,
5,5,5,um,Spot,Diameter,2,53410,
5,5,5,um,Spot,Diameter,2,53411,
5,5,5,um,Spot,Diameter,2,53412,
5,5,5,um,Spot,Diameter,2,53413,
5,5,5,um,Spot,Diameter,2,53414,
5,5,5,um,Spot,Diameter,2,53415,
5,5,5,um,Spot,Diameter,2,53416,
5,5,5,um,Spot,Diameter,2,53417,
5,5,5,um,Spot,Diameter,2,53418,
5,5,5,um,Spot,Diameter,2,53419,
5,5,5,um,Spot,Diameter,2,53420,
5,5,5,um,Spot,Diameter,2,53421,
5,5,5,um,Spot,Diameter,2,53422,
5,5,5,um,Spot,Diameter,2,53423,
5,5,5,um,Spot,Diameter,2,53424,
5,5,5,um,Spot,Diameter,2,53425,
5,5,5,um,Spot,Diameter,2,53426,
